method,scene,rep,neural_winner,decoder_gain
vtfs_cardinality,linear_dense,32,True,0.01333407677236087
vtfs_cardinality,linear_dense,33,False,0.0
vtfs_cardinality,linear_dense,34,True,0.016665072465521513
vtfs_cardinality,linear_dense,35,True,0.01779956024261753
vtfs_cardinality,linear_dense,36,True,0.033108266591034496
vtfs_cardinality,linear_dense,37,False,0.0
vtfs_cardinality,linear_dense,38,True,0.04393206069700839
vtfs_cardinality,linear_dense,39,True,0.05703170686220793
vtfs_cardinality,linear_dense,40,True,0.061192853869431074
vtfs_cardinality,linear_dense,41,True,0.014288677172876518
vtfs_cardinality,linear_dense,42,True,0.004698439866578363
vtfs_cardinality,linear_dense,43,True,0.07684738648788492
vtfs_cardinality,linear_dense,44,False,0.0
vtfs_cardinality,linear_dense,45,True,0.013731857862899322
vtfs_cardinality,linear_dense,46,True,0.014464306149476025
vtfs_cardinality,linear_dense,47,True,0.015235692736741857
vtfs_cardinality,linear_dense,48,True,0.010196766693011838
vtfs_cardinality,linear_dense,49,True,0.031644857474574906
vtfs_cardinality,linear_dense,50,True,0.001335174286813512
vtfs_cardinality,linear_dense,51,True,0.016396273398923356
vtfs_cardinality,linear_dense,52,True,0.028616239613639793
vtfs_cardinality,linear_dense,53,False,0.0
vtfs_cardinality,linear_dense,54,True,0.025077394692307742
vtfs_cardinality,linear_dense,55,False,0.0
vtfs_cardinality,linear_dense,56,True,0.03394041719148477
vtfs_cardinality,linear_dense,57,True,0.04329222635248997
vtfs_cardinality,linear_dense,58,True,0.0303448208811683
vtfs_cardinality,linear_dense,59,True,0.03978172053206808
vtfs_cardinality,linear_dense,60,False,0.0
vtfs_cardinality,linear_dense,61,False,0.0
vtfs_cardinality,linear_dense,62,True,0.03413078076122589
vtfs_cardinality,linear_dense,63,True,0.01761350182634236
vtfs_cardinality,linear_dense,64,True,0.03794460099254526
vtfs_cardinality,linear_dense,65,False,0.0
vtfs_cardinality,linear_dense,66,True,0.05611238977924704
vtfs_cardinality,linear_dense,67,True,0.017756308744095062
vtfs_cardinality,linear_dense,68,False,0.0
vtfs_cardinality,linear_dense,69,False,0.0
vtfs_cardinality,linear_dense,70,True,0.02477646505637532
vtfs_cardinality,linear_dense,71,True,0.016100025058048972
vtfs_cardinality,linear_dense,72,True,0.012388114387135829
vtfs_cardinality,linear_dense,73,True,3.767356089268148e-05
vtfs_cardinality,linear_dense,74,True,8.632700772137625e-05
vtfs_cardinality,linear_dense,75,True,0.02838895093888749
vtfs_cardinality,linear_dense,76,False,0.0
vtfs_cardinality,linear_dense,77,True,0.02579647689024611
vtfs_cardinality,linear_dense,78,True,0.019514182596275687
vtfs_cardinality,linear_dense,79,True,0.014660879722552034
vtfs_cardinality,linear_dense,80,True,0.002292587387243916
vtfs_cardinality,linear_dense,81,True,0.019473498185164306
vtfs_cardinality,linear_dense,82,True,0.029037821066004055
vtfs_cardinality,linear_dense,83,True,0.07738586889445376
vtfs_cardinality,linear_dense,84,True,0.009088365256485265
vtfs_cardinality,linear_dense,85,True,0.0507517147304799
vtfs_cardinality,linear_dense,86,True,0.019843329482862826
vtfs_cardinality,linear_dense,87,True,0.008400642843622963
vtfs_cardinality,linear_dense,88,True,0.00952669002832418
vtfs_cardinality,linear_dense,89,True,0.004066355496464835
vtfs_cardinality,linear_dense,90,True,0.05261962422644628
vtfs_cardinality,linear_dense,91,True,0.03456678232302601
vtfs_cardinality,linear_dense,92,True,0.01422319940092831
vtfs_cardinality,linear_dense,93,True,0.0091627728045649
vtfs_cardinality,linear_dense,94,True,0.040115149072025735
vtfs_cardinality,linear_dense,95,True,0.023165455290363957
vtfs_cardinality,linear_dense,96,True,0.01094824043091469
vtfs_cardinality,linear_dense,97,True,0.04207178390141353
vtfs_cardinality,linear_dense,98,False,0.0
vtfs_cardinality,linear_dense,99,False,0.0
vtfs_cardinality,nonlinear,0,False,0.0
vtfs_cardinality,nonlinear,1,True,0.04452079540327336
vtfs_cardinality,nonlinear,2,True,0.03949716219868793
vtfs_cardinality,nonlinear,3,True,0.0195161096106804
vtfs_cardinality,nonlinear,4,False,0.0
vtfs_cardinality,nonlinear,5,True,0.013007980086638282
vtfs_cardinality,nonlinear,6,True,0.00886004950993069
vtfs_cardinality,nonlinear,7,True,0.05235005493911604
vtfs_cardinality,nonlinear,8,True,0.02201632449979063
vtfs_cardinality,nonlinear,9,False,0.0
vtfs_cardinality,nonlinear,10,False,0.0
vtfs_cardinality,nonlinear,11,False,0.0
vtfs_cardinality,nonlinear,12,False,0.0
vtfs_cardinality,nonlinear,13,False,0.0
vtfs_cardinality,nonlinear,14,True,0.029847387294216876
vtfs_cardinality,nonlinear,15,False,0.0
vtfs_cardinality,nonlinear,16,True,0.01800378442088979
vtfs_cardinality,nonlinear,17,True,0.028259636906967645
vtfs_cardinality,nonlinear,18,True,0.013591863849298669
vtfs_cardinality,nonlinear,19,True,0.04412983589907138
vtfs_cardinality,nonlinear,20,False,0.0
vtfs_cardinality,nonlinear,21,True,0.008725931270580745
vtfs_cardinality,nonlinear,22,True,0.02363308338288328
vtfs_cardinality,nonlinear,23,True,0.03665229443800033
vtfs_cardinality,nonlinear,24,True,0.04366113610874356
vtfs_cardinality,nonlinear,25,True,0.021051795974334153
vtfs_cardinality,nonlinear,26,False,0.0
vtfs_cardinality,nonlinear,27,True,0.045051933054532034
vtfs_cardinality,nonlinear,28,True,0.003792588799126806
vtfs_cardinality,nonlinear,29,True,0.04073013749460097
vtfs_cardinality,nonlinear,30,False,0.0
vtfs_cardinality,nonlinear,31,True,0.019012201301052967
vtfs_cardinality,nonlinear,32,True,0.013453507034535184
vtfs_cardinality,nonlinear,33,True,0.010497217492011268
vtfs_cardinality,nonlinear,34,True,0.013688500586368946
vtfs_cardinality,nonlinear,35,True,0.02301578343997912
vtfs_cardinality,nonlinear,36,True,0.044284894806424946
vtfs_cardinality,nonlinear,37,False,0.0
vtfs_cardinality,nonlinear,38,True,0.06347285435076544
vtfs_cardinality,nonlinear,39,True,0.015551953131693663
vtfs_cardinality,nonlinear,40,True,0.0009054669324939368
vtfs_cardinality,nonlinear,41,False,0.0
vtfs_cardinality,nonlinear,42,True,0.03264976022306865
vtfs_cardinality,nonlinear,43,False,0.0
vtfs_cardinality,nonlinear,44,True,0.015000600731776892
vtfs_cardinality,nonlinear,45,False,0.0
vtfs_cardinality,nonlinear,46,False,0.0
vtfs_cardinality,nonlinear,47,False,0.0
vtfs_cardinality,nonlinear,48,False,0.0
vtfs_cardinality,nonlinear,49,True,0.03712510172262329
vtfs_cardinality,nonlinear,50,True,0.0423511517444799
vtfs_cardinality,nonlinear,51,True,0.021196212627383915
vtfs_cardinality,nonlinear,52,True,0.04531549632149279
vtfs_cardinality,nonlinear,53,True,0.030749278858757334
vtfs_cardinality,nonlinear,54,False,0.0
vtfs_cardinality,nonlinear,55,True,0.015040086795647722
vtfs_cardinality,nonlinear,56,True,0.024951533080070254
vtfs_cardinality,nonlinear,57,True,0.030230578909388628
vtfs_cardinality,nonlinear,58,True,0.05758476541698987
vtfs_cardinality,nonlinear,59,True,0.03270297974869374
vtfs_cardinality,nonlinear,60,True,0.009164089470214076
vtfs_cardinality,nonlinear,61,True,0.04387936266169801
vtfs_cardinality,nonlinear,62,True,0.03276466314520721
vtfs_cardinality,nonlinear,63,False,0.0
vtfs_cardinality,nonlinear,64,True,0.04966585670959134
vtfs_cardinality,nonlinear,65,True,0.014553516204888872
vtfs_cardinality,nonlinear,66,True,0.0025942488976955502
vtfs_cardinality,nonlinear,67,False,0.0
vtfs_cardinality,nonlinear,68,False,0.0
vtfs_cardinality,nonlinear,69,True,0.018096159922273092
vtfs_cardinality,nonlinear,70,True,0.026569998772654646
vtfs_cardinality,nonlinear,71,True,0.0037290533655010005
