method,scene,rep,FDP,power,rmse
copula_mvr,linear_dense,73,0.0,0.8,1.0762654629586366
copula_mvr,linear_dense,74,0.0,0.8,1.1555929643235887
copula_mvr,linear_dense,75,0.0,0.8,1.0317664020833335
copula_mvr,linear_dense,76,0.0,0.8,1.0760642524007866
copula_mvr,linear_dense,77,0.0,0.8,1.0901420453823145
copula_mvr,linear_dense,78,0.0,0.8,1.06753791737325
copula_mvr,linear_dense,79,0.0,0.8,1.1336584733976802
copula_mvr,linear_dense,80,0.0,0.8,1.0867606462548063
copula_mvr,linear_dense,81,0.0,0.8,1.1357242446445652
copula_mvr,linear_dense,82,0.0,0.8,1.0658826598402764
copula_mvr,linear_dense,83,0.0,0.8,1.0357686079617117
copula_mvr,linear_dense,84,0.0,0.8,1.0895699927540596
copula_mvr,linear_dense,85,0.0,0.8,1.1448937641443264
copula_mvr,linear_dense,86,0.0,0.8,1.1282020223159448
copula_mvr,linear_dense,87,0.0,0.8,1.1539100250016188
copula_mvr,linear_dense,88,0.0,0.8,1.0900245199115968
