method,feature,label_zh,full_selected,half_sample_frequency
ep_refresh,unique_customer_count,独立顾客数,True,0.8166666666666667
ep_refresh,buyer_state_diversity,买家州数量,True,0.7833333333333333
ep_refresh,dominant_customer_state_share,第一大买家州占比,True,0.8
ep_refresh,interstate_ratio,跨州交易占比,False,0.2833333333333333
ep_refresh,avg_distance_km,平均买卖家距离,False,0.4
ep_refresh,seller_state_frequency,已观察卖家州频率,False,0.18333333333333332
ep_refresh,marketing_origin_frequency,已成交营销来源频率,False,0.0
ep_refresh,has_marketing_deal,月末已匹配营销成交,False,0.0
ep_dispersion,avg_price,平均商品价格,True,0.9833333333333333
ep_dispersion,avg_freight,平均运费,True,0.6
ep_dispersion,avg_product_weight_g,平均商品重量,True,0.38333333333333336
ep_dispersion,avg_product_length_cm,平均商品长度,False,0.35
ep_dispersion,avg_product_height_cm,平均商品高度,False,0.31666666666666665
ep_dispersion,avg_product_width_cm,平均商品宽度,False,0.35
ep_dispersion,avg_product_photos_qty,平均商品图片数,False,0.23333333333333334
ep_dispersion,avg_product_name_length,平均商品标题长度,True,0.31666666666666665
ep_dispersion,avg_product_description_length,平均商品描述长度,True,0.23333333333333334
ep_dispersion,avg_payment_installments,平均支付分期期数,True,0.55
ep_dispersion,avg_payment_sequential,平均支付序列数,False,0.16666666666666666
ep_dispersion,credit_card_ratio,信用卡支付占比,False,0.38333333333333336
ep_dispersion,boleto_ratio,Boleto支付占比,False,0.4166666666666667
ep_dispersion,voucher_ratio,代金券支付占比,False,0.16666666666666666
ep_dispersion,debit_card_ratio,借记卡支付占比,False,0.0
ep_dispersion,avg_review_score,月末可见平均评价,False,0.21666666666666667
ep_dispersion,avg_delivery_days,月末已送达平均天数,True,0.3
ep_dispersion,avg_approval_days,月末已审核平均天数,False,0.35
ep_dispersion,avg_ship_days,月末已承运平均准备天数,False,0.23333333333333334
ep_dispersion,avg_estimate_gap_days,月末已送达预计提前天数,False,0.35
ep_dispersion,item_count,购买件数,True,0.8166666666666667
ep_dispersion,order_count,购买订单数,True,0.7833333333333333
ep_dispersion,category_count,活跃品类数,False,0.08333333333333333
ep_dispersion,unique_customer_count,独立顾客数,True,0.75
ep_dispersion,buyer_state_diversity,买家州数量,True,0.75
ep_dispersion,dominant_customer_state_share,第一大买家州占比,True,0.9
ep_dispersion,interstate_ratio,跨州交易占比,False,0.4166666666666667
ep_dispersion,avg_distance_km,平均买卖家距离,False,0.4
ep_dispersion,seller_state_frequency,已观察卖家州频率,False,0.2
ep_dispersion,marketing_origin_frequency,已成交营销来源频率,False,0.0
ep_dispersion,has_marketing_deal,月末已匹配营销成交,False,0.0
vtfs_cardinality,avg_price,平均商品价格,True,1.0
vtfs_cardinality,avg_freight,平均运费,False,0.36666666666666664
vtfs_cardinality,avg_product_weight_g,平均商品重量,False,0.05
vtfs_cardinality,avg_product_length_cm,平均商品长度,False,0.3333333333333333
vtfs_cardinality,avg_product_height_cm,平均商品高度,False,0.15
vtfs_cardinality,avg_product_width_cm,平均商品宽度,False,0.5333333333333333
vtfs_cardinality,avg_product_photos_qty,平均商品图片数,False,0.11666666666666667
vtfs_cardinality,avg_product_name_length,平均商品标题长度,True,0.25
vtfs_cardinality,avg_product_description_length,平均商品描述长度,True,0.43333333333333335
vtfs_cardinality,avg_payment_installments,平均支付分期期数,False,0.0
vtfs_cardinality,avg_payment_sequential,平均支付序列数,False,0.2833333333333333
vtfs_cardinality,credit_card_ratio,信用卡支付占比,False,0.18333333333333332
vtfs_cardinality,boleto_ratio,Boleto支付占比,True,0.55
vtfs_cardinality,voucher_ratio,代金券支付占比,True,0.55
vtfs_cardinality,debit_card_ratio,借记卡支付占比,False,0.03333333333333333
vtfs_cardinality,avg_review_score,月末可见平均评价,False,0.18333333333333332
vtfs_cardinality,avg_delivery_days,月末已送达平均天数,True,0.8666666666666667
vtfs_cardinality,avg_approval_days,月末已审核平均天数,False,0.6
vtfs_cardinality,avg_ship_days,月末已承运平均准备天数,False,0.15
vtfs_cardinality,avg_estimate_gap_days,月末已送达预计提前天数,False,0.23333333333333334
vtfs_cardinality,item_count,购买件数,False,0.5833333333333334
vtfs_cardinality,order_count,购买订单数,True,0.6833333333333333
vtfs_cardinality,category_count,活跃品类数,True,0.5
vtfs_cardinality,unique_customer_count,独立顾客数,True,0.9666666666666667
vtfs_cardinality,buyer_state_diversity,买家州数量,False,0.26666666666666666
vtfs_cardinality,dominant_customer_state_share,第一大买家州占比,True,0.5166666666666667
vtfs_cardinality,interstate_ratio,跨州交易占比,True,0.8333333333333334
vtfs_cardinality,avg_distance_km,平均买卖家距离,False,0.35
vtfs_cardinality,seller_state_frequency,已观察卖家州频率,False,0.16666666666666666
vtfs_cardinality,marketing_origin_frequency,已成交营销来源频率,False,0.11666666666666667
vtfs_cardinality,has_marketing_deal,月末已匹配营销成交,True,0.15
vtfs_pairrank,avg_price,平均商品价格,True,1.0
vtfs_pairrank,avg_freight,平均运费,False,0.31666666666666665
vtfs_pairrank,avg_product_weight_g,平均商品重量,False,0.11666666666666667
vtfs_pairrank,avg_product_length_cm,平均商品长度,True,0.38333333333333336
vtfs_pairrank,avg_product_height_cm,平均商品高度,False,0.15
vtfs_pairrank,avg_product_width_cm,平均商品宽度,True,0.3333333333333333
vtfs_pairrank,avg_product_photos_qty,平均商品图片数,False,0.03333333333333333
vtfs_pairrank,avg_product_name_length,平均商品标题长度,False,0.3
vtfs_pairrank,avg_product_description_length,平均商品描述长度,False,0.5833333333333334
vtfs_pairrank,avg_payment_installments,平均支付分期期数,True,0.03333333333333333
vtfs_pairrank,avg_payment_sequential,平均支付序列数,False,0.11666666666666667
vtfs_pairrank,credit_card_ratio,信用卡支付占比,False,0.18333333333333332
vtfs_pairrank,boleto_ratio,Boleto支付占比,False,0.5166666666666667
vtfs_pairrank,voucher_ratio,代金券支付占比,True,0.4
vtfs_pairrank,debit_card_ratio,借记卡支付占比,False,0.05
vtfs_pairrank,avg_review_score,月末可见平均评价,False,0.18333333333333332
vtfs_pairrank,avg_delivery_days,月末已送达平均天数,True,0.85
vtfs_pairrank,avg_approval_days,月末已审核平均天数,True,0.5833333333333334
vtfs_pairrank,avg_ship_days,月末已承运平均准备天数,False,0.1
vtfs_pairrank,avg_estimate_gap_days,月末已送达预计提前天数,False,0.26666666666666666
vtfs_pairrank,item_count,购买件数,False,0.6666666666666666
vtfs_pairrank,order_count,购买订单数,True,0.75
vtfs_pairrank,category_count,活跃品类数,False,0.6333333333333333
vtfs_pairrank,unique_customer_count,独立顾客数,True,0.9166666666666666
vtfs_pairrank,buyer_state_diversity,买家州数量,False,0.2833333333333333
vtfs_pairrank,dominant_customer_state_share,第一大买家州占比,True,0.48333333333333334
vtfs_pairrank,interstate_ratio,跨州交易占比,True,0.8666666666666667
vtfs_pairrank,avg_distance_km,平均买卖家距离,True,0.43333333333333335
vtfs_pairrank,seller_state_frequency,已观察卖家州频率,False,0.15
vtfs_pairrank,marketing_origin_frequency,已成交营销来源频率,False,0.11666666666666667
vtfs_pairrank,has_marketing_deal,月末已匹配营销成交,False,0.2
random_k_search,avg_price,平均商品价格,True,1.0
random_k_search,avg_freight,平均运费,False,0.1
random_k_search,avg_product_weight_g,平均商品重量,False,0.016666666666666666
random_k_search,avg_product_length_cm,平均商品长度,True,0.48333333333333334
random_k_search,avg_product_height_cm,平均商品高度,True,0.45
random_k_search,avg_product_width_cm,平均商品宽度,True,0.4
random_k_search,avg_product_photos_qty,平均商品图片数,False,0.0
random_k_search,avg_product_name_length,平均商品标题长度,False,0.5833333333333334
random_k_search,avg_product_description_length,平均商品描述长度,False,0.31666666666666665
random_k_search,avg_payment_installments,平均支付分期期数,False,0.0
random_k_search,avg_payment_sequential,平均支付序列数,False,0.4
random_k_search,credit_card_ratio,信用卡支付占比,False,0.3
random_k_search,boleto_ratio,Boleto支付占比,True,0.6333333333333333
random_k_search,voucher_ratio,代金券支付占比,False,0.31666666666666665
random_k_search,debit_card_ratio,借记卡支付占比,False,0.11666666666666667
random_k_search,avg_review_score,月末可见平均评价,False,0.21666666666666667
random_k_search,avg_delivery_days,月末已送达平均天数,True,0.8333333333333334
random_k_search,avg_approval_days,月末已审核平均天数,True,0.2833333333333333
random_k_search,avg_ship_days,月末已承运平均准备天数,False,0.4
random_k_search,avg_estimate_gap_days,月末已送达预计提前天数,False,0.16666666666666666
random_k_search,item_count,购买件数,False,0.7833333333333333
random_k_search,order_count,购买订单数,True,0.65
random_k_search,category_count,活跃品类数,False,0.5666666666666667
random_k_search,unique_customer_count,独立顾客数,True,0.7166666666666667
random_k_search,buyer_state_diversity,买家州数量,False,0.38333333333333336
random_k_search,dominant_customer_state_share,第一大买家州占比,True,0.2
random_k_search,interstate_ratio,跨州交易占比,True,0.85
random_k_search,avg_distance_km,平均买卖家距离,True,0.3333333333333333
random_k_search,seller_state_frequency,已观察卖家州频率,False,0.08333333333333333
random_k_search,marketing_origin_frequency,已成交营销来源频率,False,0.13333333333333333
random_k_search,has_marketing_deal,月末已匹配营销成交,False,0.2833333333333333
