repetition,avg_price,avg_freight,avg_product_weight_g,avg_product_length_cm,avg_product_height_cm,avg_product_width_cm,avg_product_photos_qty,avg_product_name_length,avg_product_description_length,avg_payment_installments,avg_payment_sequential,credit_card_ratio,boleto_ratio,voucher_ratio,debit_card_ratio,avg_review_score,avg_delivery_days,avg_approval_days,avg_ship_days,avg_estimate_gap_days,item_count,order_count,category_count,unique_customer_count,buyer_state_diversity,dominant_customer_state_share,interstate_ratio,avg_distance_km,seller_state_frequency,marketing_origin_frequency,has_marketing_deal
1,0.009398988,0.0015454465,0.0007155291,0.0021801302,0.002459758,0.0008134288,-0.0004997663,0.0021349196,-0.00037067896,0.00091980444,-0.0003428501,-0.0002945764,0.0001640711,-0.0012959046,-0.00050922995,0.001187542,-0.00150734,-0.0012364546,0.005499099,-6.3336454e-05,0.017339038,0.32687286,0.0022459985,0.23946354,0.022851493,0.0013351133,1.1461321e-05,-0.00015658326,0.0016225697,0.0019457042,0.0015049442
2,0.00815393,0.0017027562,0.001057676,0.0017421725,0.0017185742,0.0008775159,-0.000120643526,0.002337269,0.0006368542,0.00013576867,0.00043489784,-0.00054011773,0.00029734802,-0.0011366704,-1.6307458e-06,-0.00033895997,0.00051344465,0.00045624096,0.005452721,0.00029003993,0.03017925,0.3509427,0.0011735125,0.18029004,0.058813833,0.030327968,-0.0010012942,-0.0009025596,0.0011293232,0.0012137662,0.0016019316
3,0.008383112,0.0019192235,-0.000108445995,0.0015842142,0.00068597496,0.00097506493,0.0017925915,0.0023266706,-0.0007695188,-9.7217504e-05,-0.00040470064,0.0004169359,0.0009710905,-2.5135e-05,-0.0002450999,0.00028607203,-0.00078012375,-0.0001304769,0.00565255,-0.00028375862,0.004991867,0.43136752,0.002695309,0.1537314,0.027426679,0.0025592376,0.0016866783,0.0005326276,0.0016181129,0.0018261997,0.0012337449
4,0.009365994,0.0014232765,0.0016357019,0.00069612917,0.002304418,0.0014755381,0.00075214775,0.0013632202,-0.00078078173,0.0018550791,0.00086485455,1.4533289e-06,-0.000693324,-0.0002879952,6.3611194e-05,-0.00030632177,-0.0003497419,0.0005297158,0.005203628,8.761231e-05,0.011049131,0.37242573,0.0010574814,0.16726871,0.07443142,0.010823799,7.1343966e-05,-0.0001726239,0.0018011988,0.0029016123,0.0032429663
5,0.0076145125,0.00088360487,0.0013724831,0.0009471285,0.0012938459,0.00027059624,0.00021421118,0.001791406,-0.001067298,0.0021508331,-0.00036514457,-0.0007049842,-0.00023494475,-1.6279053e-05,0.0007642973,0.0005661263,-0.00028377958,-5.0983857e-05,0.0058084824,0.00074564246,0.0020535518,0.43752608,0.0016874145,0.16431552,0.030245816,0.004019093,0.0003113416,-0.0005097729,0.0013467297,0.002374398,0.0021849154
6,0.00967268,0.0018360894,0.0016317046,0.0005484172,0.0006541372,0.0010475675,0.0002994598,0.0028267964,0.00066281017,0.00040435558,-7.3128846e-05,0.00053805485,0.0013419772,0.0005654213,-0.0007975898,0.0004924573,-0.00079205213,-0.00046339817,0.0050359573,0.00029491866,0.0027434235,0.42913622,0.0026757913,0.1683179,0.03013538,0.003797553,-0.00062635215,0.00080969185,0.0018139174,0.0026034545,0.0014772974
7,0.0070131994,0.0021282462,-1.421757e-05,0.0007242826,0.0008473126,5.959347e-05,0.00042178668,0.0015853201,-1.1414755e-05,0.0005109459,-0.00054999534,-0.0016468731,-0.00039087748,-0.0017708086,0.0005293004,0.00023781788,-0.0007625646,0.0009793914,0.004651982,-0.00017657038,0.09388054,0.2917802,0.0018459396,0.12904939,0.08715215,0.049591433,-0.00065104757,-4.6055764e-05,0.0010683304,0.002632415,-0.00014047185
8,0.008057162,0.0010025837,0.00085423235,0.00040750997,0.002183632,0.0018688831,0.0012173154,0.0019602496,0.0010726731,0.0007062666,0.0005552145,-0.0006847116,0.00057017757,-7.204292e-05,-0.00054451777,0.00023281528,-0.0006248001,0.00065260706,0.004651634,0.00078747515,0.011296919,0.37933227,0.0018747742,0.15185693,0.073621295,0.032252353,-0.0010863123,-0.0004194714,0.0026469245,0.0019837143,0.00039541163
9,0.008668857,0.0012389882,0.0014789314,0.0019010045,0.0015357188,0.0009196596,0.00076791365,0.0024904767,0.0010329471,0.0006900942,-0.0004774765,-0.00013326062,0.00019441638,-0.0008875383,-0.00049354136,0.0007632924,-0.00019370671,-0.0020061268,0.0052761715,-0.00023574103,0.0020009982,0.38677907,0.0014784671,0.20148583,0.02940218,0.00018028449,1.7689541e-05,-0.0008239397,0.0012440411,0.0026542852,0.0027023575
10,0.008349117,-0.00021995185,-0.0012181578,0.0018559191,0.0020453064,0.0011019837,-0.00034481613,0.0030035772,0.0016754563,0.0025398433,-0.0011008559,-0.00013002986,-0.00017024297,0.0009918022,0.000359233,-0.00038335705,-0.00087667955,4.667742e-05,0.00554057,0.0010160641,0.0017470992,0.41332301,0.002482742,0.17479168,0.03323515,0.0005828496,-0.0006527691,0.00022104802,0.0015828623,0.0010055709,0.0025289385
