outer_repetition,seed,method,seller_fraction,selected_sellers,selected_rows,matched_budget,native_count,overlap,jaccard,exact_match,selected_features,selected_labels
20,20450908,去随机化Knockoff,0.7,1573,7873,12,10,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、卖家所在州频率
20,20450908,Elastic Net,0.7,1573,7873,12,18,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比
20,20450908,稳定性选择,0.7,1573,7873,12,10,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|debit_card_ratio|avg_ship_days|avg_estimate_gap_days|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、借记卡支付占比、平均审核至承运天数、平均预计提前送达天数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
20,20450908,影子变量树模型,0.7,1573,7873,12,8,12,1.0,True,avg_price|avg_product_photos_qty|avg_product_name_length|avg_product_description_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品图片数、平均商品标题长度、平均商品描述长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
20,20450908,XGBoost-SHAP,0.7,1573,7873,12,12,10,0.7142857142857143,False,avg_price|avg_product_length_cm|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|unique_customer_count|buyer_state_diversity|interstate_ratio,平均商品价格、平均商品长度、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、独立顾客数、买家州数量、跨州交易占比
21,20460908,去随机化Knockoff,0.7,1573,7857,12,11,11,0.8461538461538461,False,avg_price|avg_product_name_length|avg_payment_installments|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品标题长度、平均支付分期期数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
21,20460908,Elastic Net,0.7,1573,7857,12,16,11,0.8461538461538461,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_payment_installments|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均支付分期期数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
21,20460908,稳定性选择,0.7,1573,7857,12,11,11,0.8461538461538461,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_review_score|avg_ship_days|avg_estimate_gap_days|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均商品描述长度、平均评价得分、平均审核至承运天数、平均预计提前送达天数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
21,20460908,影子变量树模型,0.7,1573,7857,12,8,12,1.0,True,avg_price|avg_product_photos_qty|avg_product_name_length|avg_product_description_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品图片数、平均商品标题长度、平均商品描述长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
21,20460908,XGBoost-SHAP,0.7,1573,7857,12,12,8,0.5,False,avg_price|avg_product_height_cm|avg_product_width_cm|avg_payment_installments|avg_delivery_days|avg_ship_days|avg_estimate_gap_days|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品宽度、平均支付分期期数、平均下单至送达天数、平均审核至承运天数、平均预计提前送达天数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
22,20470908,去随机化Knockoff,0.7,1573,7671,12,10,12,1.0,True,avg_price|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
22,20470908,Elastic Net,0.7,1573,7671,12,16,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比
22,20470908,稳定性选择,0.7,1573,7671,12,12,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
22,20470908,影子变量树模型,0.7,1573,7671,12,8,11,0.8461538461538461,False,avg_price|avg_product_weight_g|avg_product_photos_qty|avg_product_name_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品重量、平均商品图片数、平均商品标题长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
22,20470908,XGBoost-SHAP,0.7,1573,7671,12,12,10,0.7142857142857143,False,avg_price|avg_freight|avg_product_height_cm|avg_product_width_cm|avg_product_description_length|avg_delivery_days|avg_ship_days|avg_estimate_gap_days|item_count|order_count|unique_customer_count|buyer_state_diversity,平均商品价格、平均运费、平均商品高度、平均商品宽度、平均商品描述长度、平均下单至送达天数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、独立顾客数、买家州数量
23,20480908,去随机化Knockoff,0.7,1573,7743,12,0,10,0.7142857142857143,False,avg_price|avg_freight|avg_product_name_length|avg_approval_days|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均下单至审核天数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、卖家所在州频率
23,20480908,Elastic Net,0.7,1573,7743,12,14,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_review_score|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均评价得分、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比
23,20480908,稳定性选择,0.7,1573,7743,12,10,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_review_score|avg_ship_days|avg_estimate_gap_days|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均评价得分、平均审核至承运天数、平均预计提前送达天数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
23,20480908,影子变量树模型,0.7,1573,7743,12,8,11,0.8461538461538461,False,avg_price|avg_product_weight_g|avg_product_photos_qty|avg_product_name_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品重量、平均商品图片数、平均商品标题长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
23,20480908,XGBoost-SHAP,0.7,1573,7743,12,12,9,0.6,False,avg_price|avg_freight|avg_product_weight_g|avg_product_name_length|avg_review_score|avg_delivery_days|avg_approval_days|avg_ship_days|avg_estimate_gap_days|order_count|unique_customer_count|buyer_state_diversity,平均商品价格、平均运费、平均商品重量、平均商品标题长度、平均评价得分、平均下单至送达天数、平均下单至审核天数、平均审核至承运天数、平均预计提前送达天数、成交订单数、独立顾客数、买家州数量
24,20490908,去随机化Knockoff,0.7,1573,7768,12,11,12,1.0,True,avg_price|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
24,20490908,Elastic Net,0.7,1573,7768,12,20,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
24,20490908,稳定性选择,0.7,1573,7768,12,9,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
24,20490908,影子变量树模型,0.7,1573,7768,12,9,11,0.8461538461538461,False,avg_price|avg_product_width_cm|avg_product_photos_qty|avg_product_name_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品宽度、平均商品图片数、平均商品标题长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
24,20490908,XGBoost-SHAP,0.7,1573,7768,12,12,9,0.6,False,avg_price|avg_freight|avg_product_name_length|avg_review_score|avg_delivery_days|avg_approval_days|avg_ship_days|avg_estimate_gap_days|item_count|order_count|unique_customer_count|buyer_state_diversity,平均商品价格、平均运费、平均商品标题长度、平均评价得分、平均下单至送达天数、平均下单至审核天数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、独立顾客数、买家州数量
25,20500908,去随机化Knockoff,0.7,1573,7908,12,10,11,0.8461538461538461,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
25,20500908,Elastic Net,0.7,1573,7908,12,14,11,0.8461538461538461,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_review_score|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均评价得分、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
25,20500908,稳定性选择,0.7,1573,7908,12,11,10,0.7142857142857143,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_review_score|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均商品描述长度、平均评价得分、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、第一大买家州占比、卖家所在州频率
25,20500908,影子变量树模型,0.7,1573,7908,12,8,10,0.7142857142857143,False,avg_price|avg_product_weight_g|avg_product_width_cm|avg_product_photos_qty|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品重量、平均商品宽度、平均商品图片数、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
25,20500908,XGBoost-SHAP,0.7,1573,7908,12,12,9,0.6,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_delivery_days|avg_approval_days|avg_ship_days|avg_estimate_gap_days|item_count|order_count|unique_customer_count|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均下单至送达天数、平均下单至审核天数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、独立顾客数、卖家所在州频率
26,20510908,去随机化Knockoff,0.7,1573,7768,12,10,11,0.8461538461538461,False,avg_price|avg_product_name_length|avg_product_description_length|avg_approval_days|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|seller_state_frequency,平均商品价格、平均商品标题长度、平均商品描述长度、平均下单至审核天数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、卖家所在州频率
26,20510908,Elastic Net,0.7,1573,7768,12,18,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
26,20510908,稳定性选择,0.7,1573,7768,12,11,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、第一大买家州占比、卖家所在州频率
26,20510908,影子变量树模型,0.7,1573,7768,12,8,12,1.0,True,avg_price|avg_product_photos_qty|avg_product_name_length|avg_product_description_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品图片数、平均商品标题长度、平均商品描述长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
26,20510908,XGBoost-SHAP,0.7,1573,7768,12,12,10,0.7142857142857143,False,avg_price|avg_freight|avg_product_name_length|avg_product_description_length|avg_payment_installments|avg_delivery_days|avg_ship_days|avg_estimate_gap_days|item_count|order_count|unique_customer_count|interstate_ratio,平均商品价格、平均运费、平均商品标题长度、平均商品描述长度、平均支付分期期数、平均下单至送达天数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、独立顾客数、跨州交易占比
27,20520908,去随机化Knockoff,0.7,1573,7824,12,11,11,0.8461538461538461,False,avg_price|avg_product_name_length|avg_product_description_length|avg_payment_sequential|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|seller_state_frequency,平均商品价格、平均商品标题长度、平均商品描述长度、平均支付序列数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、卖家所在州频率
27,20520908,Elastic Net,0.7,1573,7824,12,15,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
27,20520908,稳定性选择,0.7,1573,7824,12,10,10,0.7142857142857143,False,avg_price|avg_freight|avg_product_name_length|avg_product_description_length|avg_review_score|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均商品描述长度、平均评价得分、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、第一大买家州占比、卖家所在州频率
27,20520908,影子变量树模型,0.7,1573,7824,12,8,11,0.8461538461538461,False,avg_price|avg_product_weight_g|avg_product_photos_qty|avg_product_description_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品重量、平均商品图片数、平均商品描述长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
27,20520908,XGBoost-SHAP,0.7,1573,7824,12,12,9,0.6,False,avg_price|avg_freight|avg_payment_installments|avg_delivery_days|avg_approval_days|avg_ship_days|avg_estimate_gap_days|item_count|order_count|unique_customer_count|buyer_state_diversity|interstate_ratio,平均商品价格、平均运费、平均支付分期期数、平均下单至送达天数、平均下单至审核天数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、独立顾客数、买家州数量、跨州交易占比
28,20530908,去随机化Knockoff,0.7,1573,7909,12,13,11,0.8461538461538461,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
28,20530908,Elastic Net,0.7,1573,7909,12,17,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
28,20530908,稳定性选择,0.7,1573,7909,12,10,12,1.0,True,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
28,20530908,影子变量树模型,0.7,1573,7909,12,8,10,0.7142857142857143,False,avg_price|avg_product_weight_g|avg_product_width_cm|avg_product_description_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品重量、平均商品宽度、平均商品描述长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
28,20530908,XGBoost-SHAP,0.7,1573,7909,12,12,10,0.7142857142857143,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_review_score|avg_approval_days|avg_ship_days|avg_estimate_gap_days|order_count|unique_customer_count|buyer_state_diversity,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均商品描述长度、平均评价得分、平均下单至审核天数、平均审核至承运天数、平均预计提前送达天数、成交订单数、独立顾客数、买家州数量
29,20540908,去随机化Knockoff,0.7,1573,7907,12,10,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_name_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
29,20540908,Elastic Net,0.7,1573,7907,12,17,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_name_length|avg_payment_installments|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品标题长度、平均支付分期期数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
29,20540908,稳定性选择,0.7,1573,7907,12,9,10,0.7142857142857143,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_payment_installments|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均支付分期期数、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、第一大买家州占比、卖家所在州频率
29,20540908,影子变量树模型,0.7,1573,7907,12,8,11,0.8461538461538461,False,avg_price|avg_product_width_cm|avg_product_photos_qty|avg_product_name_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品宽度、平均商品图片数、平均商品标题长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
29,20540908,XGBoost-SHAP,0.7,1573,7907,12,12,11,0.8461538461538461,False,avg_price|avg_product_length_cm|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_delivery_days|avg_ship_days|avg_estimate_gap_days|order_count|unique_customer_count|buyer_state_diversity|interstate_ratio,平均商品价格、平均商品长度、平均商品高度、平均商品标题长度、平均商品描述长度、平均下单至送达天数、平均审核至承运天数、平均预计提前送达天数、成交订单数、独立顾客数、买家州数量、跨州交易占比
30,20550908,去随机化Knockoff,0.7,1573,7796,12,11,12,1.0,True,avg_price|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
30,20550908,Elastic Net,0.7,1573,7796,12,17,11,0.8461538461538461,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_product_description_length|avg_ship_days|avg_estimate_gap_days|item_count|order_count|category_count|unique_customer_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均商品描述长度、平均审核至承运天数、平均预计提前送达天数、成交件数、成交订单数、活跃品类数、独立顾客数、第一大买家州占比、卖家所在州频率
30,20550908,稳定性选择,0.7,1573,7796,12,9,10,0.7142857142857143,False,avg_price|avg_product_height_cm|avg_product_name_length|avg_product_description_length|debit_card_ratio|avg_review_score|avg_ship_days|avg_estimate_gap_days|order_count|category_count|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品高度、平均商品标题长度、平均商品描述长度、借记卡支付占比、平均评价得分、平均审核至承运天数、平均预计提前送达天数、成交订单数、活跃品类数、第一大买家州占比、卖家所在州频率
30,20550908,影子变量树模型,0.7,1573,7796,12,8,11,0.8461538461538461,False,avg_price|avg_product_weight_g|avg_product_photos_qty|avg_product_name_length|avg_payment_installments|avg_ship_days|item_count|order_count|unique_customer_count|buyer_state_diversity|dominant_customer_state_share|seller_state_frequency,平均商品价格、平均商品重量、平均商品图片数、平均商品标题长度、平均支付分期期数、平均审核至承运天数、成交件数、成交订单数、独立顾客数、买家州数量、第一大买家州占比、卖家所在州频率
30,20550908,XGBoost-SHAP,0.7,1573,7796,12,12,11,0.8461538461538461,False,avg_price|avg_freight|avg_product_height_cm|avg_product_name_length|avg_review_score|avg_delivery_days|avg_ship_days|avg_estimate_gap_days|order_count|unique_customer_count|buyer_state_diversity|interstate_ratio,平均商品价格、平均运费、平均商品高度、平均商品标题长度、平均评价得分、平均下单至送达天数、平均审核至承运天数、平均预计提前送达天数、成交订单数、独立顾客数、买家州数量、跨州交易占比
