mean_marginal_ks,max_marginal_ks,covariance_relative_error,cross_covariance_asymmetry,mean_real_knockoff_correlation,coverage_90_mean,coverage_90_minimum,coverage_95_mean,coverage_95_minimum,correlation_relative_error,method,swap_mmd_mean,swap_classifier_auc_mean,swap_mmd_rejection_rate_5pct,swap_classifier_rejection_rate_5pct
0.04425403225806452,0.09375,0.17380206897345488,0.19604547744741677,0.5209285024735635,0.8954133064516127,0.8640625,0.9439516129032259,0.9203125,0.16531264552795522,copula_mvr,0.00041914245349028434,0.6349210778061224,0.0,1.0
0.20080645161290328,0.5171875,0.14528908979023822,0.16528858346654762,0.6906600942913279,0.9266633064516129,0.8609375,0.9598790322580645,0.9140625,0.13804788038885665,gaussian_mvr,0.00031336224805142974,0.966438137755102,0.0,1.0
0.2165826612903226,0.4953125,0.40122935558140743,0.37751247569711993,0.529562220810346,0.908165322580645,0.825,0.9321068548387097,0.878125,0.49834746885047676,deep_knockoff_raw,0.0021775625736925263,0.9877192283163264,0.0,1.0
0.029435483870967744,0.0578125,0.4276074062019973,0.4026272561396099,0.5806385205223198,0.9361895161290322,0.8828125,0.9699596774193547,0.9296875,0.4227686330863184,deep_knockoff_calibrated,0.0007996353460139272,0.8996771364795919,0.0,1.0
