repetition,avg_price,avg_freight,avg_product_weight_g,avg_product_length_cm,avg_product_height_cm,avg_product_width_cm,avg_product_photos_qty,avg_product_name_length,avg_product_description_length,avg_payment_installments,avg_payment_sequential,credit_card_ratio,boleto_ratio,voucher_ratio,debit_card_ratio,avg_review_score,avg_delivery_days,avg_approval_days,avg_ship_days,avg_estimate_gap_days,item_count,order_count,category_count,unique_customer_count,buyer_state_diversity,dominant_customer_state_share,interstate_ratio,avg_distance_km,seller_state_frequency,marketing_origin_frequency,has_marketing_deal
1,0.0925858307625332,0.0058305699499284725,0.015883162245987886,0.0,0.006017251222550109,0.020032409575392214,0.004742549531922664,0.012995271780983012,-0.0036671792697173253,-0.0001742955516738244,-0.00593148897537176,0.0,0.005821694421770584,0.0025058507889024256,0.004144659065280276,0.0,-0.004083955190709066,0.0,0.03230847806732458,0.0005072748217615384,0.10683111831243028,0.13171032734091007,0.028948097055570672,0.14397479910825367,0.06940129076313678,0.028344384085782597,-0.0015862766795072297,0.007851790397246363,0.008618975417096442,-0.00041906532270538784,0.003064325907707871
2,0.09563123821803685,0.014029661673474431,0.01617737461444618,0.0,0.005630284493448757,0.01837608902489059,0.004639243804935445,0.014013535990851487,0.0,-0.0076059302005045204,-0.0026951075265709275,-0.005469714534130284,0.0012993524105703504,-0.010746127282246791,0.0012451745643441534,-0.0007031689791626696,0.006695671448512418,-0.002156176989419894,0.03339664003832069,0.0004536415492142684,0.09976882623050758,0.14005631434624657,0.030575345274655177,0.14696302807486963,0.060437382327598904,0.01281323285587844,0.0034009729051767577,0.005469939481722192,0.007355950065044541,0.0,0.0027890247859095004
3,0.09621691872703989,0.011798065848870236,0.015819026285333347,-0.0010518888710973103,0.005867395991511889,0.019728890255992317,0.0007286512333488731,0.013764828196836026,0.0,0.0,-4.8772481441486544e-05,0.0,-0.008759238922316993,0.0037927813062771224,0.00023940483196324257,0.0,0.004801944320822425,0.0,0.03757463388212829,0.0007111293853563935,0.09502565547349408,0.14048376948585387,0.028531163033747052,0.14613801713157576,0.06087644687354205,0.011289545818374854,0.003933975782254999,0.01100697926151178,0.008857165523625447,0.0,0.0026046103864448616
4,0.09609128047802531,0.014322538537873465,0.015332543035232139,0.0,0.006150321994970653,0.016327460937059154,-0.0002736281939544347,0.014225545005186788,-0.005791077183814552,0.0,0.0006169779503123706,0.0,-0.0029463133041267636,0.002920756124952373,0.0030470114166035096,-0.004518239852582512,-0.004063825197546805,-0.009770134324489194,0.03639321239863725,7.625031648393286e-05,0.10745321836345449,0.14297524632564887,0.027063512204284466,0.1438307967558852,0.07002426091074924,0.028470226341406522,-0.0016861800267920814,0.007697759402927383,0.009109995276389074,-0.003723258200705275,-0.008961079537727887
5,0.094359968475138,0.004161962917719485,0.01684320309170633,0.0,-0.0008565406833397913,0.01977339159496953,0.004368704229523758,0.014368076145489916,-0.0008716656310614337,-0.007295459609380765,0.0,0.0,0.00010208046287833727,-0.0015160532812782974,0.004434015159391416,0.0,0.004316357496478276,0.0,0.035536416178796514,-0.001111260047017538,0.10903470059334537,0.14531285787623616,0.0308766094430056,0.1507934205448719,0.07094520351057193,0.029496781643311768,0.0028851606204638655,0.008128835769472206,0.00875587645934078,-0.001474758219008744,0.0021313135001402566
6,0.09710568592192048,0.01245354648447388,0.014264610244364219,-0.004572458166027074,0.0034576164395758824,0.02090158184396042,0.0007856307770900428,0.014436224153478663,-0.002824486838105952,-0.006359955834966716,0.0,0.0,0.0049510733198476625,0.003208407250751236,0.001463048864570722,-0.0011488822269420222,-0.005050592521253377,-0.0030340359388996516,0.03704725313899542,-0.007051753842972983,0.09743727972803114,0.12357818496057173,0.03021619958341915,0.11438859032053025,0.06558066349478552,0.02623337364505285,-0.0023871086507268255,0.00935474232049155,0.008038544132280737,-0.0013548333793130026,0.000670591852232501
7,0.09663641901562091,0.00615022204993949,0.01608822387437566,0.0,0.003616345976679101,0.019439964815066758,0.005193711445076007,0.007712647448686075,0.0,0.0,-0.001417479589537909,0.0,-0.0013095385014238142,-0.0022021316639234236,0.004120630407956025,-0.002301519295326052,0.0,-0.002257423269619952,0.0325143510717861,-0.004207417626921142,0.10849489072649678,0.1429618882403272,0.030918438824706095,0.14604760382409893,0.06295431227973364,0.022204302934739295,0.0011545900657429224,0.010477527107345057,0.008774258889883979,-0.0029784257120570702,-0.0006627014366917907
8,0.0920786622270027,0.012457268008658545,0.01858366457595201,-0.004703924761487968,0.0024547801772640543,0.004825359929839575,0.0046894057316543844,0.012366566701390757,0.0,-0.004444595035444355,0.00030329055020378835,0.0,0.004711072717682912,0.00388989975097588,-0.0009435423428145484,0.0,-0.0017537550153345098,-0.0027292983512867764,0.03771159174701373,0.0,0.10792906144052922,0.14365152460527889,0.02988453157689883,0.14763086203829187,0.0668444768024204,0.027673462277857892,0.0016070066800082823,0.004049527477649991,0.0016824115051456987,0.0,-0.0007186504916183584
9,0.09661770972079324,0.012521339548170302,0.016433025019571387,0.0,0.006312531731551733,0.018135028426861995,0.004193075754786458,0.014603835187513056,-0.00026710095946917706,0.0,-0.00098292457756001,-0.00556880812543795,0.0019054240628564047,0.0028185814509642166,0.0037936363662106035,0.0,0.003874861828954071,0.0,0.038843619161617444,0.0004948396338206124,0.0957011234752022,0.14093756214362663,0.03083255177378369,0.1460960030430671,0.06732392999345946,0.02083567231523184,0.004410364626998453,0.01066849735845751,0.004298009204962634,-0.0007327398496915177,0.0027049035560655185
10,0.09773254093933716,0.013867093255776744,0.015813838696295636,0.0,0.003902016893661002,0.01764204984183365,0.0041749400284592205,0.015010119145145408,-0.009256126188421124,0.0,-0.011359206757213629,0.0,0.005604388204034455,0.0005678882146601101,0.00411661740500908,0.0,0.0013827678356625604,0.0,0.029471051209856075,0.0011393317987017175,0.1057139051252357,0.13126282979447487,0.02959440871629097,0.13522304222539885,0.06829428902715735,0.027919369140319485,-0.0029784594250054077,0.01031745530382433,0.008611584086844967,0.0,0.0030557522190765587
