method,scene,FDP_mean,FDP_sd,FDP_se,FDP_ci_low,FDP_ci_high,FDP_n,power_mean,power_sd,power_se,power_ci_low,power_ci_high,power_n,rmse_mean,rmse_sd,rmse_se,rmse_ci_low,rmse_ci_high,rmse_n
dl_jacobian,linear_sparse,0.5833333333333334,0.0,0.0,0.5833333333333334,0.5833333333333334,100,1.0,0.0,0.0,1.0,1.0,100,0.6367376288110426,0.03204972030909378,0.0032049720309093783,0.6303782689782009,0.6430969886438842,100
dl_jacobian,linear_weak,0.2125,0.06309342297297468,0.006309342297297469,0.19998089606083164,0.22501910393916835,100,0.9450000000000002,0.0757121075675696,0.00757121075675696,0.9299770752729981,0.9600229247270022,100,1.8841093451648745,0.06790879112864504,0.006790879112864504,1.8706347677134825,1.8975839226162665,100
dl_jacobian,nonlinear,0.3241666666666667,0.08934149291847747,0.008934149291847746,0.30643937619447315,0.3418939571388603,100,0.8110000000000003,0.10720979150217295,0.010720979150217295,0.789727251433368,0.8322727485666326,100,1.178398685584591,0.10347171855265135,0.010347171855265135,1.1578676517892004,1.1989297193799815,100
dl_jacobian,nonlinear_panel,0.3075,0.08093779046851926,0.008093779046851926,0.29144018641347064,0.32355981358652935,100,0.8310000000000001,0.0971253485622231,0.00971253485622231,0.8117282236961648,0.8502717763038353,100,1.1483491979142904,0.09913418306662593,0.009913418306662593,1.128678825262814,1.1680195705657668,100
dl_jacobian_lossrank,linear_dense,0.0,0.0,0.0,0.0,0.0,100,0.7999999999999998,2.2316322462394835e-16,2.2316322462394835e-17,0.7999999999999998,0.7999999999999998,100,1.0987299172265503,0.047995997977715525,0.004799599797771553,1.0892064699473545,1.1082533645057462,100
dl_jacobian_lossrank,linear_medium,0.1666666666666667,5.579080615598709e-17,5.579080615598709e-18,0.1666666666666667,0.1666666666666667,100,1.0,0.0,0.0,1.0,1.0,100,1.0723410638132789,0.03982310339003749,0.003982310339003749,1.0644392961324594,1.0802428314940984,100
dl_jacobian_lossrank,linear_sparse,0.5833333333333334,0.0,0.0,0.5833333333333334,0.5833333333333334,100,1.0,0.0,0.0,1.0,1.0,100,0.6371714571187592,0.0326920949986011,0.0032692094998601103,0.6306846362111036,0.6436582780264148,100
dl_jacobian_lossrank,linear_weak,0.21083333333333334,0.062062158841317265,0.006206215884131726,0.19851885457131674,0.22314781209534995,100,0.9470000000000002,0.07447459060958068,0.0074474590609580685,0.9322226254855802,0.9617773745144201,100,1.8834251191236355,0.06765987043001316,0.006765987043001316,1.8699999329392243,1.8968503053080468,100
dl_jacobian_lossrank,nonlinear,0.3308333333333333,0.09285274899879378,0.009285274899879379,0.31240933347757455,0.3492573331890921,100,0.8030000000000003,0.11142329879855253,0.011142329879855254,0.7808912001730898,0.8251087998269108,100,1.1798443229750533,0.10430760139593216,0.010430760139593216,1.1591474318889514,1.200541214061155,100
dl_jacobian_lossrank,nonlinear_panel,0.32000000000000006,0.08841413622111653,0.008841413622111653,0.3024567172157063,0.3375432827842938,100,0.816,0.10609696346533985,0.010609696346533986,0.7949480606588475,0.8370519393411524,100,1.1493125781118647,0.09750000126805423,0.009750000126805424,1.1299664625830457,1.1686586936406838,100
