method,fraction,group,half,run,J,features
copula_mvr,0.5,15,B,half_15_B,0.8461538461538461,"[21, 0, 20, 23, 24, 27, 16, 2, 7, 26, 17, 25]"
copula_mvr,0.5,16,A,half_16_A,0.7142857142857143,"[21, 0, 23, 20, 24, 16, 27, 17, 26, 2, 25, 8]"
copula_mvr,0.5,16,B,half_16_B,0.7142857142857143,"[21, 23, 0, 20, 27, 16, 24, 2, 17, 22, 14, 28]"
copula_mvr,0.5,17,A,half_17_A,0.8461538461538461,"[23, 0, 21, 20, 24, 27, 2, 16, 26, 25, 17, 22]"
copula_mvr,0.5,17,B,half_17_B,0.7142857142857143,"[0, 21, 24, 20, 23, 27, 16, 17, 7, 2, 10, 28]"
copula_mvr,0.5,18,A,half_18_A,0.7142857142857143,"[20, 0, 24, 23, 16, 17, 21, 2, 27, 25, 3, 7]"
copula_mvr,0.5,18,B,half_18_B,0.8461538461538461,"[0, 23, 21, 24, 27, 20, 22, 26, 17, 2, 16, 28]"
copula_mvr,0.5,19,A,half_19_A,0.7142857142857143,"[0, 23, 21, 20, 24, 27, 26, 16, 17, 2, 25, 15]"
copula_mvr,0.5,19,B,half_19_B,0.8461538461538461,"[0, 21, 23, 24, 20, 27, 16, 17, 7, 2, 22, 25]"
copula_mvr,0.5,20,A,half_20_A,0.7142857142857143,"[0, 21, 20, 24, 23, 27, 16, 22, 17, 1, 13, 2]"
copula_mvr,0.5,20,B,half_20_B,0.7142857142857143,"[23, 0, 21, 24, 20, 2, 27, 16, 9, 25, 26, 17]"
copula_mvr,0.5,21,A,half_21_A,0.7142857142857143,"[23, 0, 20, 21, 24, 27, 16, 17, 2, 22, 14, 28]"
copula_mvr,0.5,21,B,half_21_B,0.7142857142857143,"[0, 23, 21, 20, 24, 27, 16, 26, 12, 9, 22, 2]"
copula_mvr,0.5,22,A,half_22_A,0.7142857142857143,"[0, 23, 21, 20, 24, 27, 16, 2, 25, 7, 17, 6]"
copula_mvr,0.5,22,B,half_22_B,0.6,"[21, 0, 23, 24, 27, 16, 2, 20, 10, 17, 28, 9]"
copula_mvr,0.5,23,A,half_23_A,0.7142857142857143,"[23, 0, 21, 20, 27, 17, 24, 16, 8, 2, 25, 26]"
copula_mvr,0.5,23,B,half_23_B,1.0,"[0, 21, 23, 20, 24, 22, 27, 16, 26, 17, 2, 7]"
copula_mvr,0.5,24,A,half_24_A,0.7142857142857143,"[0, 21, 20, 23, 24, 27, 2, 16, 17, 8, 3, 26]"
copula_mvr,0.5,24,B,half_24_B,0.6,"[0, 20, 24, 23, 21, 27, 16, 22, 28, 7, 1, 12]"
copula_mvr,0.5,25,A,half_25_A,0.8461538461538461,"[21, 0, 24, 23, 20, 27, 16, 17, 2, 26, 7, 25]"
copula_mvr,0.5,25,B,half_25_B,0.8461538461538461,"[21, 0, 20, 24, 27, 16, 22, 23, 2, 17, 7, 3]"
copula_mvr,0.5,26,A,half_26_A,0.7142857142857143,"[0, 23, 21, 24, 27, 16, 22, 20, 2, 28, 25, 7]"
copula_mvr,0.5,26,B,half_26_B,0.8461538461538461,"[21, 0, 23, 20, 24, 27, 17, 16, 26, 2, 7, 19]"
copula_mvr,0.5,27,A,half_27_A,0.7142857142857143,"[0, 20, 21, 23, 24, 27, 16, 17, 2, 25, 26, 28]"
copula_mvr,0.5,27,B,half_27_B,0.7142857142857143,"[23, 0, 20, 21, 27, 16, 7, 25, 17, 24, 9, 2]"
copula_mvr,0.5,28,A,half_28_A,0.7142857142857143,"[21, 0, 23, 20, 27, 16, 2, 17, 25, 24, 28, 26]"
copula_mvr,0.5,28,B,half_28_B,0.7142857142857143,"[0, 21, 23, 24, 20, 22, 16, 27, 17, 9, 2, 10]"
copula_mvr,0.5,29,A,half_29_A,0.7142857142857143,"[0, 21, 23, 24, 27, 20, 2, 16, 26, 10, 17, 18]"
copula_mvr,0.5,29,B,half_29_B,0.8461538461538461,"[0, 23, 20, 21, 27, 16, 24, 7, 17, 25, 26, 22]"
copula_mvr,0.7,0,,f70_00,1.0,"[0, 21, 23, 20, 24, 27, 16, 26, 17, 2, 22, 7]"
copula_mvr,0.7,1,,f70_01,0.5,"[0, 21, 23, 20, 24, 27, 2, 16, 9, 10, 25, 12]"
copula_mvr,0.7,2,,f70_02,0.8461538461538461,"[0, 21, 20, 23, 24, 27, 17, 13, 16, 2, 7, 22]"
copula_mvr,0.7,3,,f70_03,0.8461538461538461,"[0, 23, 21, 20, 24, 27, 16, 2, 17, 7, 28, 26]"
copula_mvr,0.7,4,,f70_04,0.7142857142857143,"[0, 23, 21, 20, 24, 16, 2, 27, 17, 25, 26, 28]"
copula_mvr,0.7,5,,f70_05,0.7142857142857143,"[0, 23, 21, 20, 24, 27, 16, 2, 25, 17, 7, 28]"
copula_mvr,0.7,6,,f70_06,0.7142857142857143,"[0, 23, 21, 24, 20, 27, 17, 16, 2, 25, 7, 8]"
copula_mvr,0.7,7,,f70_07,0.8461538461538461,"[0, 23, 20, 24, 21, 27, 16, 22, 17, 2, 25, 7]"
copula_mvr,0.7,8,,f70_08,0.7142857142857143,"[0, 21, 23, 20, 27, 25, 16, 2, 26, 24, 30, 17]"
copula_mvr,0.7,9,,f70_09,0.7142857142857143,"[0, 21, 23, 24, 20, 27, 16, 17, 25, 2, 22, 8]"
copula_mvr,0.7,10,,f70_10,0.7142857142857143,"[23, 0, 21, 20, 27, 16, 22, 24, 2, 25, 17, 8]"
copula_mvr,0.7,11,,f70_11,0.7142857142857143,"[0, 23, 21, 20, 24, 27, 16, 25, 2, 17, 7, 28]"
copula_mvr,0.7,12,,f70_12,0.8461538461538461,"[23, 0, 21, 20, 27, 24, 2, 17, 16, 25, 7, 26]"
copula_mvr,0.7,13,,f70_13,0.7142857142857143,"[0, 23, 20, 21, 24, 27, 16, 17, 7, 28, 13, 26]"
copula_mvr,0.7,14,,f70_14,0.7142857142857143,"[0, 21, 23, 20, 24, 27, 16, 2, 17, 7, 8, 15]"
copula_mvr,0.7,15,,f70_15,0.7142857142857143,"[0, 20, 23, 24, 21, 27, 16, 17, 2, 9, 7, 8]"
copula_mvr,0.7,16,,f70_16,0.7142857142857143,"[0, 21, 23, 20, 24, 16, 27, 8, 28, 17, 2, 22]"
copula_mvr,0.7,17,,f70_17,0.7142857142857143,"[0, 23, 21, 20, 24, 27, 16, 2, 17, 10, 25, 26]"
copula_mvr,0.7,18,,f70_18,0.7142857142857143,"[0, 21, 23, 24, 20, 27, 16, 2, 7, 11, 17, 9]"
copula_mvr,0.7,19,,f70_19,0.8461538461538461,"[23, 0, 21, 24, 20, 27, 16, 17, 2, 7, 25, 22]"
copula_mvr,0.8,0,,f80_00,0.8461538461538461,"[0, 20, 23, 24, 21, 27, 16, 2, 17, 22, 25, 7]"
copula_mvr,0.8,1,,f80_01,0.7142857142857143,"[0, 21, 20, 24, 23, 27, 16, 2, 25, 17, 9, 26]"
copula_mvr,0.8,2,,f80_02,0.8461538461538461,"[0, 23, 21, 20, 27, 16, 17, 22, 7, 10, 24, 2]"
copula_mvr,0.8,3,,f80_03,0.7142857142857143,"[0, 21, 20, 23, 24, 27, 17, 16, 2, 25, 28, 7]"
copula_mvr,0.8,4,,f80_04,0.8461538461538461,"[0, 21, 23, 20, 27, 24, 16, 2, 25, 17, 22, 7]"
copula_mvr,0.8,5,,f80_05,1.0,"[0, 21, 23, 24, 20, 27, 16, 2, 26, 7, 17, 22]"
copula_mvr,0.8,6,,f80_06,0.8461538461538461,"[0, 23, 21, 20, 24, 27, 16, 17, 2, 7, 26, 13]"
copula_mvr,0.8,7,,f80_07,0.8461538461538461,"[0, 21, 23, 20, 24, 27, 16, 17, 2, 22, 7, 9]"
copula_mvr,0.8,8,,f80_08,0.7142857142857143,"[23, 0, 21, 20, 24, 27, 25, 16, 2, 17, 7, 12]"
copula_mvr,0.8,9,,f80_09,0.8461538461538461,"[0, 23, 20, 21, 24, 27, 16, 2, 17, 25, 22, 7]"
copula_mvr,0.8,10,,f80_10,0.7142857142857143,"[21, 0, 23, 20, 24, 27, 16, 2, 17, 25, 7, 14]"
copula_mvr,0.8,11,,f80_11,0.7142857142857143,"[0, 21, 20, 23, 24, 27, 16, 2, 10, 17, 7, 25]"
copula_mvr,0.8,12,,f80_12,0.7142857142857143,"[21, 0, 23, 20, 27, 24, 16, 2, 17, 7, 10, 25]"
copula_mvr,0.8,13,,f80_13,0.8461538461538461,"[0, 23, 24, 21, 20, 27, 16, 17, 7, 2, 26, 28]"
copula_mvr,0.8,14,,f80_14,0.8461538461538461,"[0, 20, 23, 24, 21, 27, 16, 17, 2, 7, 26, 25]"
copula_mvr,0.8,15,,f80_15,0.8461538461538461,"[0, 21, 24, 23, 20, 27, 16, 17, 2, 26, 7, 25]"
copula_mvr,0.8,16,,f80_16,0.7142857142857143,"[0, 23, 21, 20, 27, 16, 24, 25, 22, 2, 17, 8]"
copula_mvr,0.8,17,,f80_17,0.8461538461538461,"[0, 20, 23, 21, 24, 27, 16, 17, 2, 25, 26, 22]"
