scene,method,rule,FDP_mean,FDP_sd,FDP_se,FDP_ci_low,FDP_ci_high,FDP_n,size_mean,size_sd,size_se,size_ci_low,size_ci_high,size_n,rmse_mean,rmse_sd,rmse_se,rmse_ci_low,rmse_ci_high,rmse_n,power_mean,power_sd,power_se,power_ci_low,power_ci_high,power_n
high_correlation,tabm_sko_scale,native10,0.05980852480852481,0.10135569059926212,0.010135569059926212,0.0396973568666323,0.07991969275041733,100,4.77,5.590133805160299,0.5590133805160299,3.6607961742599198,5.879203825740079,100,,,,,,,0.406,0.4730771820771112,0.04730771820771112,0.3121312235950637,0.4998687764049364,100.0
high_correlation,tabm_sko_scale,top12,0.24249999999999997,0.08711535626638182,0.008711535626638182,0.22521442333595268,0.2597855766640473,100,12.0,0.0,0.0,12.0,12.0,100,0.782604203087152,0.04632748275676044,0.004632748275676044,0.7734118254264829,0.791796580747821,100.0,0.909,0.10453842751965818,0.010453842751965817,0.8882573080031433,0.9297426919968568,100.0
high_correlation,tabm_sko_scale,top8,0.0575,0.09636709065659377,0.009636709065659377,0.03837867851516127,0.07662132148483874,100,8.0,0.0,0.0,8.0,8.0,100,,,,,,,0.7539999999999999,0.07709367252527505,0.007709367252527505,0.7387029428121289,0.7692970571878709,100.0
high_correlation,xgb_midpoint,native,0.171171838481436,0.1626454843314305,0.01626454843314305,0.13889944577175956,0.20344423119111243,100,9.34,5.462858984344029,0.5462858984344029,8.256050259956307,10.423949740043692,100,0.8612643788058368,0.162467984126553,0.0162467984126553,0.8290272059877019,0.8935015516239718,100.0,0.7020000000000001,0.3378422320216549,0.033784223202165495,0.6349647716287103,0.7690352283712898,100.0
high_correlation,xgb_midpoint,native10,0.07398914973914975,0.12804916791925205,0.012804916791925205,0.04858141677795357,0.09939688270034591,100,4.45,5.970254550179531,0.5970254550179531,3.2653719716711933,5.634628028328807,100,,,,,,,0.347,0.44979344305374364,0.04497934430537436,0.2577512225615306,0.43624877743846935,100.0
high_correlation,xgb_midpoint,top12,0.2783333333333333,0.09925366836859999,0.00992536683686,0.2586392522056936,0.29802741446097303,100,12.0,0.0,0.0,12.0,12.0,100,0.7859246582107925,0.0456548437388543,0.004565484373885429,0.776865746724281,0.794983569697304,100.0,0.8660000000000001,0.11910440204231994,0.011910440204231994,0.8423671026468325,0.8896328973531678,100.0
high_correlation,xgb_midpoint,top8,0.1175,0.11489454980875975,0.011489454980875976,0.09470242866335002,0.14029757133664997,100,8.0,0.0,0.0,8.0,8.0,100,,,,,,,0.706,0.09191563984700782,0.009191563984700783,0.6877619429306799,0.72423805706932,100.0
high_correlation,xgb_naive,native,0.18513279041220215,0.17019412796351044,0.017019412796351045,0.15136258303695863,0.21890299778744568,100,9.82,5.383063601460951,0.5383063601460951,8.75188339509318,10.88811660490682,100,0.8412355902163381,0.13800555726109523,0.013800555726109522,0.8138522936043514,0.8686188868283248,100.0,0.728,0.3081649827051357,0.03081649827051357,0.6668533817455089,0.7891466182544911,100.0
high_correlation,xgb_naive,native10,0.06757421744921745,0.12740439224490174,0.012740439224490174,0.04229442197031791,0.09285401292811699,100,4.15,5.915866356458261,0.5915866356458261,2.976163769265561,5.32383623073444,100,,,,,,,0.32300000000000006,0.4453701218700525,0.044537012187005245,0.23462890544899545,0.4113710945510047,100.0
high_correlation,xgb_naive,top12,0.28,0.1056219886639985,0.01056219886639985,0.2590423059640837,0.3009576940359164,100,12.0,0.0,0.0,12.0,12.0,100,0.7869784830176879,0.046361059861035274,0.004636105986103528,0.7777794429310704,0.7961775231043055,100.0,0.8640000000000001,0.12674638639679817,0.012674638639679816,0.8388507671569004,0.8891492328430998,100.0
high_correlation,xgb_naive,top8,0.10625,0.12357138165302015,0.012357138165302015,0.08173075698027284,0.13076924301972714,100,8.0,0.0,0.0,8.0,8.0,100,,,,,,,0.715,0.09885710532241615,0.009885710532241614,0.6953846055842182,0.7346153944157817,100.0
