candidate,comparator,mean,sd,se,ci_low,ci_high,n,p_two_sided
xgb_sko_quad_scale,xgb_sko_ridge,-0.01038527691778466,0.08799882255679593,0.016066313382750524,-0.043244577287979376,0.022474023452410057,30,0.5231030166304338
xgb_sko_quad_scale,xgb_sko_quad,0.05783453732370141,0.06873711933380236,0.01254962359901601,0.03216767514138577,0.08350139950601705,30,7.521234398404907e-05
xgb_sko_quad_scale,xgb_sko_scale,0.04796943338739003,0.0819615004689217,0.014964054217932888,0.017364506134392776,0.07857436064038728,30,0.003270926748873061
tabm_sko_quad_scale,tabm_sko_ridge,-0.02984421838911003,0.09717844324403788,0.01774227515599835,-0.0661312454570325,0.006442808678812435,30,0.10328922044071742
tabm_sko_quad_scale,tabm_sko_quad,-0.012514619883040931,0.07943831124364836,0.014503384999420825,-0.042177372795119204,0.017148133029037345,30,0.3952858652132748
tabm_sko_quad_scale,tabm_sko_scale,-0.06140842301833014,0.0815722723366954,0.014892991208587572,-0.0918680100981552,-0.03094883593850508,30,0.00028594962796712044
tabm_sko_quad_scale,tabm_orbit,0.018740573152337864,0.11000465942840701,0.020084011133203957,-0.022335841750214098,0.05981698805488983,30,0.3584681386795743
tabm_sko_quad_scale,tabm_orbit_student,0.08499434861663963,0.10939325538663335,0.01997238453806087,0.044146235735324654,0.12584246149795458,30,0.0001990694585947468
tabm_sko_quad_scale,xgb_shap,-0.35825854228331006,0.10134348215537299,0.018502703744206685,-0.39610082044056133,-0.3204162641260588,30,3.942770540707173e-18
