method,fraction,group,run,half,J,set,native_size
tabm_naive,0.5,9,half_09_B,B,0.4117647058823529,"[23, 16, 18, 1, 21, 19, 20, 4, 17, 28, 25, 2]",
tabm_midpoint,0.5,9,half_09_B,B,0.5,"[23, 16, 18, 19, 21, 1, 4, 20, 17, 28, 25, 2]",
tabm_orbit,0.5,9,half_09_B,B,0.5,"[23, 16, 18, 19, 21, 1, 20, 4, 17, 28, 25, 2]",
tabm_orbit_student,0.5,9,half_09_B,B,0.4117647058823529,"[28, 4, 17, 23, 18, 16, 21, 12, 25, 1, 19, 20]",
lasso_pair_q20,0.5,10,half_10_A,A,0.2631578947368421,"[20, 28, 3, 17, 27, 22, 11, 2, 14, 1, 6, 8]",
linear_orbit_student,0.5,10,half_10_A,A,0.6,"[23, 22, 4, 20, 27, 28, 21, 17, 19, 26, 1, 3]",
xgb_shap,0.5,10,half_10_A,A,0.6,"[21, 23, 0, 16, 24, 19, 20, 15, 18, 25, 17, 27]",
xgb_pfi,0.5,10,half_10_A,A,0.8461538461538461,"[21, 0, 23, 16, 19, 24, 20, 18, 2, 28, 15, 27]",
tabm_pfi,0.5,10,half_10_A,A,0.8461538461538461,"[23, 0, 16, 19, 15, 21, 20, 27, 25, 22, 24, 2]",
deep_lasso,0.5,10,half_10_A,A,0.8461538461538461,"[23, 21, 0, 20, 16, 19, 25, 15, 27, 24, 18, 2]",
xgb_naive,0.5,10,half_10_A,A,0.2631578947368421,"[18, 19, 23, 1, 16, 27, 3, 28, 11, 2, 12, 7]",
xgb_midpoint,0.5,10,half_10_A,A,0.2631578947368421,"[18, 19, 23, 1, 27, 16, 3, 11, 7, 28, 12, 10]",
xgb_orbit,0.5,10,half_10_A,A,0.2631578947368421,"[18, 19, 23, 1, 27, 16, 3, 11, 28, 7, 12, 10]",
xgb_orbit_student,0.5,10,half_10_A,A,0.2631578947368421,"[11, 14, 18, 23, 19, 12, 1, 3, 27, 10, 28, 16]",
tabm_naive,0.5,10,half_10_A,A,0.4117647058823529,"[23, 19, 27, 16, 4, 20, 21, 11, 13, 0, 7, 18]",
tabm_midpoint,0.5,10,half_10_A,A,0.3333333333333333,"[23, 19, 27, 21, 20, 4, 16, 11, 13, 22, 7, 28]",
tabm_orbit,0.5,10,half_10_A,A,0.4117647058823529,"[23, 19, 27, 21, 4, 20, 16, 11, 13, 22, 7, 0]",
tabm_orbit_student,0.5,10,half_10_A,A,0.3333333333333333,"[23, 22, 13, 14, 4, 11, 28, 19, 27, 21, 7, 16]",
lasso_pair_q20,0.5,10,half_10_B,B,0.2631578947368421,"[20, 21, 0, 25, 27, 26, 15, 8, 17, 7, 1, 5]",
linear_orbit_student,0.5,10,half_10_B,B,0.7142857142857143,"[21, 26, 20, 23, 25, 6, 18, 27, 1, 3, 4, 5]",
xgb_shap,0.5,10,half_10_B,B,1.0,"[23, 21, 0, 19, 24, 15, 16, 20, 1, 18, 7, 2]",
xgb_pfi,0.5,10,half_10_B,B,0.7142857142857143,"[23, 21, 0, 19, 15, 16, 24, 20, 18, 2, 28, 17]",
tabm_pfi,0.5,10,half_10_B,B,0.8461538461538461,"[23, 0, 21, 15, 19, 16, 2, 20, 18, 25, 22, 14]",
deep_lasso,0.5,10,half_10_B,B,0.8461538461538461,"[23, 21, 0, 25, 20, 24, 16, 19, 27, 15, 2, 7]",
xgb_naive,0.5,10,half_10_B,B,0.4117647058823529,"[23, 18, 21, 20, 19, 26, 25, 24, 9, 15, 0, 3]",
xgb_midpoint,0.5,10,half_10_B,B,0.4117647058823529,"[23, 18, 21, 20, 25, 26, 19, 24, 15, 9, 0, 6]",
xgb_orbit,0.5,10,half_10_B,B,0.4117647058823529,"[23, 18, 21, 20, 25, 26, 19, 15, 9, 24, 0, 3]",
xgb_orbit_student,0.5,10,half_10_B,B,0.3333333333333333,"[21, 9, 26, 20, 24, 25, 11, 6, 3, 23, 18, 15]",
tabm_naive,0.5,10,half_10_B,B,0.3333333333333333,"[23, 0, 20, 21, 25, 3, 24, 10, 26, 9, 17, 8]",
tabm_midpoint,0.5,10,half_10_B,B,0.3333333333333333,"[23, 0, 20, 21, 25, 24, 3, 10, 26, 9, 17, 8]",
tabm_orbit,0.5,10,half_10_B,B,0.3333333333333333,"[23, 0, 20, 21, 25, 3, 24, 10, 26, 9, 8, 17]",
tabm_orbit_student,0.5,10,half_10_B,B,0.3333333333333333,"[21, 20, 26, 25, 23, 24, 12, 3, 0, 10, 28, 8]",
lasso_pair_q20,0.5,11,half_11_A,A,0.3333333333333333,"[20, 25, 26, 16, 17, 21, 19, 6, 27, 15, 7, 22]",
linear_orbit_student,0.5,11,half_11_A,A,0.6,"[21, 20, 4, 27, 16, 22, 26, 1, 25, 8, 7, 9]",
xgb_shap,0.5,11,half_11_A,A,0.7142857142857143,"[23, 21, 0, 16, 19, 18, 24, 15, 27, 2, 20, 25]",
xgb_pfi,0.5,11,half_11_A,A,0.7142857142857143,"[21, 23, 0, 16, 19, 18, 2, 20, 15, 7, 4, 24]",
tabm_pfi,0.5,11,half_11_A,A,0.6,"[23, 0, 16, 15, 21, 19, 20, 2, 25, 1, 12, 9]",
deep_lasso,0.5,11,half_11_A,A,0.8461538461538461,"[23, 21, 0, 15, 16, 20, 19, 27, 25, 24, 18, 9]",
xgb_naive,0.5,11,half_11_A,A,0.3333333333333333,"[18, 27, 21, 15, 2, 1, 25, 4, 20, 7, 22, 8]",
xgb_midpoint,0.5,11,half_11_A,A,0.4117647058823529,"[18, 27, 21, 15, 2, 1, 25, 4, 20, 8, 22, 5]",
xgb_orbit,0.5,11,half_11_A,A,0.3333333333333333,"[18, 27, 21, 2, 15, 1, 25, 20, 4, 22, 8, 7]",
xgb_orbit_student,0.5,11,half_11_A,A,0.5,"[10, 25, 5, 15, 1, 21, 27, 20, 4, 22, 2, 18]",
tabm_naive,0.5,11,half_11_A,A,0.4117647058823529,"[16, 20, 27, 22, 7, 18, 21, 4, 23, 25, 9, 8]",
tabm_midpoint,0.5,11,half_11_A,A,0.4117647058823529,"[16, 20, 27, 21, 22, 7, 23, 4, 18, 25, 9, 8]",
tabm_orbit,0.5,11,half_11_A,A,0.4117647058823529,"[16, 20, 27, 21, 22, 7, 23, 4, 18, 25, 9, 8]",
tabm_orbit_student,0.5,11,half_11_A,A,0.4117647058823529,"[4, 25, 20, 7, 16, 22, 12, 27, 21, 18, 9, 8]",
lasso_pair_q20,0.5,11,half_11_B,B,0.5,"[0, 20, 23, 25, 27, 4, 22, 2, 17, 6, 1, 3]",
linear_orbit_student,0.5,11,half_11_B,B,0.6,"[25, 27, 20, 18, 23, 0, 2, 26, 1, 3, 4, 5]",
xgb_shap,0.5,11,half_11_B,B,0.7142857142857143,"[23, 0, 21, 24, 16, 15, 25, 19, 20, 1, 18, 9]",
xgb_pfi,0.5,11,half_11_B,B,0.8461538461538461,"[23, 0, 21, 16, 19, 24, 15, 20, 18, 25, 1, 2]",
tabm_pfi,0.5,11,half_11_B,B,0.7142857142857143,"[0, 23, 16, 21, 19, 15, 20, 25, 2, 24, 1, 9]",
deep_lasso,0.5,11,half_11_B,B,0.8461538461538461,"[23, 0, 20, 21, 25, 16, 19, 15, 26, 7, 18, 24]",
xgb_naive,0.5,11,half_11_B,B,0.6,"[19, 16, 25, 1, 18, 20, 0, 23, 17, 24, 3, 21]",
xgb_midpoint,0.5,11,half_11_B,B,0.6,"[19, 16, 25, 1, 18, 20, 23, 21, 24, 12, 3, 17]",
xgb_orbit,0.5,11,half_11_B,B,0.5,"[19, 16, 25, 1, 18, 20, 23, 3, 17, 21, 0, 12]",
xgb_orbit_student,0.5,11,half_11_B,B,0.3333333333333333,"[19, 12, 13, 16, 25, 21, 20, 3, 17, 8, 24, 1]",
tabm_naive,0.5,11,half_11_B,B,0.3333333333333333,"[25, 19, 21, 7, 0, 13, 20, 3, 14, 8, 12, 1]",
tabm_midpoint,0.5,11,half_11_B,B,0.3333333333333333,"[25, 21, 19, 7, 0, 13, 3, 20, 8, 14, 12, 1]",
tabm_orbit,0.5,11,half_11_B,B,0.3333333333333333,"[25, 21, 19, 7, 0, 13, 3, 8, 14, 12, 20, 1]",
tabm_orbit_student,0.5,11,half_11_B,B,0.2631578947368421,"[21, 14, 13, 25, 12, 7, 8, 19, 3, 11, 0, 1]",
lasso_pair_q20,0.5,12,half_12_A,A,0.5,"[20, 0, 25, 26, 27, 9, 22, 4, 19, 17, 10, 3]",
linear_orbit_student,0.5,12,half_12_A,A,0.6,"[20, 25, 23, 27, 26, 22, 4, 0, 9, 6, 7, 1]",
xgb_shap,0.5,12,half_12_A,A,0.7142857142857143,"[23, 21, 0, 19, 16, 24, 15, 25, 17, 7, 2, 1]",
xgb_pfi,0.5,12,half_12_A,A,0.8461538461538461,"[23, 0, 21, 19, 16, 20, 18, 2, 1, 15, 24, 25]",
tabm_pfi,0.5,12,half_12_A,A,0.7142857142857143,"[0, 23, 16, 21, 20, 15, 19, 2, 27, 24, 26, 18]",
deep_lasso,0.5,12,half_12_A,A,0.7142857142857143,"[23, 21, 0, 20, 25, 24, 2, 16, 15, 19, 26, 27]",
xgb_naive,0.5,12,half_12_A,A,0.4117647058823529,"[18, 0, 19, 23, 21, 25, 7, 11, 9, 20, 5, 26]",
xgb_midpoint,0.5,12,half_12_A,A,0.4117647058823529,"[18, 0, 19, 23, 21, 7, 25, 11, 20, 26, 9, 5]",
xgb_orbit,0.5,12,half_12_A,A,0.4117647058823529,"[18, 0, 19, 23, 21, 7, 25, 11, 9, 20, 5, 26]",
xgb_orbit_student,0.5,12,half_12_A,A,0.4117647058823529,"[0, 14, 11, 18, 23, 21, 5, 9, 20, 25, 19, 26]",
tabm_naive,0.5,12,half_12_A,A,0.5,"[0, 20, 23, 21, 25, 22, 4, 27, 26, 17, 11, 6]",
tabm_midpoint,0.5,12,half_12_A,A,0.5,"[0, 20, 23, 21, 25, 22, 4, 27, 26, 17, 11, 6]",
tabm_orbit,0.5,12,half_12_A,A,0.5,"[0, 20, 23, 21, 25, 22, 4, 27, 26, 17, 11, 6]",
tabm_orbit_student,0.5,12,half_12_A,A,0.5,"[20, 23, 5, 25, 11, 0, 6, 21, 9, 4, 26, 22]",
lasso_pair_q20,0.5,12,half_12_B,B,0.3333333333333333,"[21, 20, 16, 26, 14, 9, 15, 1, 7, 6, 19, 8]",
linear_orbit_student,0.5,12,half_12_B,B,0.2631578947368421,"[21, 7, 20, 1, 11, 8, 10, 15, 19, 9, 16, 3]",
xgb_shap,0.5,12,half_12_B,B,0.6,"[23, 21, 0, 24, 16, 15, 19, 20, 18, 28, 27, 8]",
xgb_pfi,0.5,12,half_12_B,B,0.7142857142857143,"[21, 23, 0, 16, 19, 24, 20, 15, 18, 2, 28, 17]",
tabm_pfi,0.5,12,half_12_B,B,0.6,"[0, 23, 21, 19, 16, 15, 20, 25, 2, 3, 1, 8]",
deep_lasso,0.5,12,half_12_B,B,0.8461538461538461,"[23, 21, 0, 20, 25, 19, 16, 15, 27, 8, 7, 18]",
xgb_naive,0.5,12,half_12_B,B,0.4117647058823529,"[23, 19, 21, 18, 20, 5, 17, 7, 11, 26, 10, 12]",
xgb_midpoint,0.5,12,half_12_B,B,0.4117647058823529,"[23, 19, 21, 18, 20, 17, 5, 7, 11, 26, 10, 12]",
xgb_orbit,0.5,12,half_12_B,B,0.4117647058823529,"[23, 19, 21, 18, 20, 5, 7, 17, 11, 26, 10, 12]",
xgb_orbit_student,0.5,12,half_12_B,B,0.5,"[23, 11, 5, 19, 20, 26, 21, 10, 7, 12, 17, 18]",
tabm_naive,0.5,12,half_12_B,B,0.3333333333333333,"[23, 19, 0, 10, 20, 21, 7, 1, 9, 11, 27, 17]",
tabm_midpoint,0.5,12,half_12_B,B,0.3333333333333333,"[23, 19, 0, 10, 21, 20, 7, 1, 9, 11, 17, 8]",
tabm_orbit,0.5,12,half_12_B,B,0.3333333333333333,"[23, 19, 0, 10, 21, 20, 7, 1, 9, 11, 17, 8]",
tabm_orbit_student,0.5,12,half_12_B,B,0.2,"[23, 19, 7, 9, 1, 17, 21, 11, 0, 20, 10, 6]",
lasso_pair_q20,0.5,13,half_13_A,A,0.3333333333333333,"[20, 0, 23, 25, 27, 2, 17, 7, 1, 4, 10, 11]",
linear_orbit_student,0.5,13,half_13_A,A,0.3333333333333333,"[0, 7, 21, 25, 15, 20, 23, 6, 16, 2, 1, 3]",
xgb_shap,0.5,13,half_13_A,A,0.7142857142857143,"[23, 21, 0, 24, 16, 19, 25, 15, 20, 18, 7, 9]",
xgb_pfi,0.5,13,half_13_A,A,0.7142857142857143,"[23, 21, 0, 16, 19, 24, 20, 15, 25, 18, 28, 2]",
tabm_pfi,0.5,13,half_13_A,A,1.0,"[23, 0, 19, 21, 16, 15, 20, 18, 2, 24, 25, 22]",
deep_lasso,0.5,13,half_13_A,A,1.0,"[23, 21, 0, 20, 25, 16, 19, 15, 27, 24, 18, 7]",
xgb_naive,0.5,13,half_13_A,A,0.3333333333333333,"[0, 17, 21, 23, 28, 15, 24, 2, 12, 19, 8, 20]",
xgb_midpoint,0.5,13,half_13_A,A,0.3333333333333333,"[0, 17, 21, 23, 28, 24, 15, 12, 2, 19, 8, 5]",
xgb_orbit,0.5,13,half_13_A,A,0.3333333333333333,"[0, 17, 21, 23, 28, 24, 15, 12, 2, 19, 8, 25]",
xgb_orbit_student,0.5,13,half_13_A,A,0.2,"[0, 17, 12, 10, 24, 21, 8, 28, 15, 26, 2, 11]",
tabm_naive,0.5,13,half_13_A,A,0.4117647058823529,"[0, 23, 7, 24, 27, 18, 2, 21, 5, 12, 14, 11]",
tabm_midpoint,0.5,13,half_13_A,A,0.3333333333333333,"[0, 23, 21, 24, 7, 18, 2, 27, 5, 12, 14, 11]",
tabm_orbit,0.5,13,half_13_A,A,0.3333333333333333,"[0, 23, 21, 7, 24, 18, 2, 27, 5, 12, 14, 11]",
tabm_orbit_student,0.5,13,half_13_A,A,0.3333333333333333,"[0, 12, 24, 5, 14, 2, 7, 18, 27, 23, 21, 11]",
lasso_pair_q20,0.5,13,half_13_B,B,0.4117647058823529,"[25, 20, 23, 16, 26, 19, 1, 15, 9, 17, 7, 13]",
linear_orbit_student,0.5,13,half_13_B,B,0.4117647058823529,"[21, 16, 23, 20, 25, 7, 13, 11, 1, 3, 5, 6]",
xgb_shap,0.5,13,half_13_B,B,0.8461538461538461,"[23, 21, 0, 16, 19, 20, 15, 24, 8, 18, 1, 2]",
xgb_pfi,0.5,13,half_13_B,B,0.8461538461538461,"[23, 21, 0, 16, 19, 20, 18, 2, 15, 8, 1, 24]",
tabm_pfi,0.5,13,half_13_B,B,0.6,"[23, 0, 21, 16, 15, 19, 20, 2, 8, 25, 17, 27]",
deep_lasso,0.5,13,half_13_B,B,0.7142857142857143,"[23, 21, 0, 20, 16, 15, 25, 19, 27, 8, 24, 4]",
xgb_naive,0.5,13,half_13_B,B,0.3333333333333333,"[18, 16, 27, 17, 28, 20, 21, 2, 1, 11, 10, 22]",
xgb_midpoint,0.5,13,half_13_B,B,0.4117647058823529,"[18, 16, 21, 27, 17, 20, 23, 28, 2, 1, 0, 11]",
xgb_orbit,0.5,13,half_13_B,B,0.4117647058823529,"[18, 16, 27, 17, 21, 28, 20, 2, 23, 1, 11, 10]",
xgb_orbit_student,0.5,13,half_13_B,B,0.3333333333333333,"[18, 20, 27, 17, 28, 22, 2, 10, 16, 1, 11, 21]",
tabm_naive,0.5,13,half_13_B,B,0.2,"[21, 19, 0, 20, 23, 17, 3, 9, 28, 7, 11, 29]",
tabm_midpoint,0.5,13,half_13_B,B,0.2631578947368421,"[21, 19, 0, 23, 20, 17, 3, 7, 28, 9, 29, 30]",
tabm_orbit,0.5,13,half_13_B,B,0.2631578947368421,"[21, 19, 0, 23, 20, 17, 3, 28, 7, 9, 29, 30]",
tabm_orbit_student,0.5,13,half_13_B,B,0.1428571428571428,"[19, 28, 17, 21, 20, 23, 0, 3, 7, 9, 29, 30]",
lasso_pair_q20,0.5,14,half_14_A,A,0.4117647058823529,"[20, 0, 27, 23, 25, 4, 8, 1, 5, 22, 2, 9]",
linear_orbit_student,0.5,14,half_14_A,A,0.3333333333333333,"[22, 0, 21, 2, 8, 27, 25, 17, 18, 10, 1, 3]",
xgb_shap,0.5,14,half_14_A,A,0.8461538461538461,"[21, 23, 0, 16, 19, 24, 15, 18, 2, 7, 17, 1]",
xgb_pfi,0.5,14,half_14_A,A,1.0,"[21, 0, 23, 19, 16, 2, 18, 24, 20, 1, 15, 27]",
tabm_pfi,0.5,14,half_14_A,A,0.8461538461538461,"[23, 0, 21, 16, 15, 19, 2, 25, 18, 20, 17, 22]",
deep_lasso,0.5,14,half_14_A,A,0.8461538461538461,"[21, 23, 0, 15, 25, 16, 19, 20, 27, 18, 26, 24]",
xgb_naive,0.5,14,half_14_A,A,0.5,"[18, 0, 21, 16, 2, 23, 1, 17, 24, 20, 13, 25]",
xgb_midpoint,0.5,14,half_14_A,A,0.4117647058823529,"[18, 0, 21, 16, 23, 2, 17, 1, 24, 20, 13, 3]",
xgb_orbit,0.5,14,half_14_A,A,0.5,"[18, 0, 21, 16, 23, 2, 1, 17, 20, 24, 13, 25]",
xgb_orbit_student,0.5,14,half_14_A,A,0.3333333333333333,"[18, 2, 0, 13, 23, 16, 24, 20, 21, 1, 11, 17]",
tabm_naive,0.5,14,half_14_A,A,0.3333333333333333,"[20, 19, 0, 16, 18, 23, 21, 13, 9, 2, 3, 5]",
tabm_midpoint,0.5,14,half_14_A,A,0.3333333333333333,"[20, 19, 23, 0, 21, 18, 16, 13, 9, 2, 3, 17]",
tabm_orbit,0.5,14,half_14_A,A,0.3333333333333333,"[20, 23, 19, 0, 21, 18, 16, 13, 9, 2, 3, 17]",
tabm_orbit_student,0.5,14,half_14_A,A,0.2,"[18, 19, 20, 23, 13, 16, 9, 3, 21, 14, 0, 17]",
lasso_pair_q20,0.5,14,half_14_B,B,0.3333333333333333,"[20, 0, 25, 2, 22, 4, 21, 5, 11, 16, 3, 6]",
linear_orbit_student,0.5,14,half_14_B,B,0.4117647058823529,"[25, 8, 20, 11, 9, 22, 0, 2, 5, 16, 1, 3]",
xgb_shap,0.5,14,half_14_B,B,0.6,"[23, 0, 21, 24, 16, 19, 20, 15, 25, 18, 9, 28]",
xgb_pfi,0.5,14,half_14_B,B,0.7142857142857143,"[23, 0, 21, 16, 19, 24, 20, 18, 15, 2, 28, 17]",
tabm_pfi,0.5,14,half_14_B,B,0.7142857142857143,"[0, 23, 20, 16, 19, 15, 21, 2, 24, 27, 25, 9]",
deep_lasso,0.5,14,half_14_B,B,0.8461538461538461,"[20, 0, 23, 21, 25, 16, 19, 15, 24, 27, 2, 18]",
xgb_naive,0.5,14,half_14_B,B,0.3333333333333333,"[19, 0, 18, 25, 21, 28, 20, 4, 9, 8, 12, 6]",
xgb_midpoint,0.5,14,half_14_B,B,0.4117647058823529,"[19, 0, 18, 25, 21, 28, 20, 9, 4, 12, 8, 24]",
xgb_orbit,0.5,14,half_14_B,B,0.4117647058823529,"[19, 0, 18, 25, 21, 28, 20, 9, 4, 8, 12, 24]",
xgb_orbit_student,0.5,14,half_14_B,B,0.3333333333333333,"[0, 19, 21, 25, 9, 22, 18, 28, 20, 8, 6, 4]",
tabm_naive,0.5,14,half_14_B,B,0.4117647058823529,"[0, 19, 21, 27, 20, 25, 23, 4, 8, 9, 11, 17]",
tabm_midpoint,0.5,14,half_14_B,B,0.5,"[0, 21, 25, 27, 19, 20, 23, 4, 8, 9, 11, 17]",
tabm_orbit,0.5,14,half_14_B,B,0.5,"[0, 21, 25, 19, 27, 20, 23, 4, 8, 9, 11, 17]",
tabm_orbit_student,0.5,14,half_14_B,B,0.3333333333333333,"[8, 21, 4, 25, 0, 11, 27, 22, 19, 9, 14, 17]",
lasso_pair_q20,0.5,15,half_15_A,A,0.5,"[20, 25, 26, 1, 2, 22, 21, 4, 5, 9, 3, 7]",
linear_orbit_student,0.5,15,half_15_A,A,0.5,"[19, 25, 23, 20, 2, 22, 9, 4, 11, 3, 5, 10]",
xgb_shap,0.5,15,half_15_A,A,0.5,"[23, 21, 0, 16, 24, 19, 25, 15, 17, 9, 18, 27]",
xgb_pfi,0.5,15,half_15_A,A,0.7142857142857143,"[23, 21, 0, 16, 19, 24, 9, 20, 18, 27, 15, 25]",
tabm_pfi,0.5,15,half_15_A,A,0.6,"[0, 23, 21, 16, 19, 20, 15, 27, 25, 9, 24, 26]",
deep_lasso,0.5,15,half_15_A,A,0.7142857142857143,"[23, 0, 21, 20, 25, 19, 15, 16, 27, 24, 9, 26]",
xgb_naive,0.5,15,half_15_A,A,0.5,"[16, 19, 4, 27, 23, 9, 18, 2, 8, 15, 20, 21]",
xgb_midpoint,0.5,15,half_15_A,A,0.5,"[16, 19, 27, 4, 23, 9, 18, 2, 21, 15, 20, 8]",
xgb_orbit,0.5,15,half_15_A,A,0.5,"[16, 19, 27, 4, 23, 9, 2, 18, 21, 15, 8, 20]",
xgb_orbit_student,0.5,15,half_15_A,A,0.3333333333333333,"[10, 15, 4, 27, 23, 19, 9, 12, 16, 13, 2, 21]",
tabm_naive,0.5,15,half_15_A,A,0.2,"[16, 23, 25, 20, 2, 21, 15, 3, 24, 10, 14, 19]",
tabm_midpoint,0.5,15,half_15_A,A,0.2631578947368421,"[23, 16, 25, 20, 2, 21, 15, 3, 24, 10, 14, 19]",
tabm_orbit,0.5,15,half_15_A,A,0.2631578947368421,"[23, 16, 25, 20, 2, 21, 15, 3, 24, 14, 10, 19]",
tabm_orbit_student,0.5,15,half_15_A,A,0.2631578947368421,"[3, 2, 14, 25, 16, 23, 21, 10, 24, 20, 15, 6]",
lasso_pair_q20,0.5,15,half_15_B,B,0.5,"[23, 20, 16, 19, 22, 7, 15, 5, 6, 10, 9, 1]",
linear_orbit_student,0.5,15,half_15_B,B,0.6,"[22, 16, 21, 20, 26, 7, 25, 1, 3, 4, 5, 6]",
xgb_shap,0.5,15,half_15_B,B,0.8461538461538461,"[23, 21, 0, 24, 19, 16, 15, 20, 18, 2, 1, 25]",
xgb_pfi,0.5,15,half_15_B,B,0.8461538461538461,"[21, 23, 0, 19, 16, 20, 18, 24, 15, 2, 1, 17]",
tabm_pfi,0.5,15,half_15_B,B,0.7142857142857143,"[23, 0, 16, 15, 21, 19, 20, 2, 18, 17, 1, 25]",
deep_lasso,0.5,15,half_15_B,B,1.0,"[21, 23, 0, 20, 16, 25, 15, 19, 18, 27, 7, 24]",
xgb_naive,0.5,15,half_15_B,B,0.5,"[19, 16, 23, 9, 21, 17, 18, 8, 5, 25, 26, 11]",
xgb_midpoint,0.5,15,half_15_B,B,0.5,"[19, 23, 16, 9, 21, 18, 17, 8, 5, 26, 25, 3]",
xgb_orbit,0.5,15,half_15_B,B,0.5,"[19, 16, 23, 9, 21, 18, 17, 8, 5, 25, 26, 3]",
xgb_orbit_student,0.5,15,half_15_B,B,0.2,"[23, 17, 19, 9, 16, 14, 26, 22, 8, 21, 11, 3]",
tabm_naive,0.5,15,half_15_B,B,0.3333333333333333,"[23, 18, 21, 16, 20, 3, 17, 27, 19, 12, 8, 2]",
tabm_midpoint,0.5,15,half_15_B,B,0.3333333333333333,"[23, 18, 21, 16, 20, 3, 27, 26, 12, 8, 17, 2]",
tabm_orbit,0.5,15,half_15_B,B,0.3333333333333333,"[23, 18, 21, 16, 20, 3, 27, 17, 12, 26, 8, 2]",
tabm_orbit_student,0.5,15,half_15_B,B,0.4117647058823529,"[23, 18, 21, 16, 12, 3, 26, 22, 20, 8, 11, 27]",
lasso_pair_q20,0.5,16,half_16_A,A,0.2,"[0, 21, 16, 25, 2, 3, 6, 19, 17, 7, 11, 1]",
linear_orbit_student,0.5,16,half_16_A,A,0.2,"[21, 0, 25, 19, 16, 2, 7, 6, 20, 13, 28, 1]",
xgb_shap,0.5,16,half_16_A,A,0.8461538461538461,"[21, 0, 24, 16, 19, 23, 20, 15, 18, 17, 7, 1]",
xgb_pfi,0.5,16,half_16_A,A,0.8461538461538461,"[21, 0, 16, 19, 24, 20, 23, 18, 2, 27, 1, 17]",
tabm_pfi,0.5,16,half_16_A,A,0.7142857142857143,"[0, 23, 15, 19, 16, 20, 21, 2, 22, 25, 11, 17]",
deep_lasso,0.5,16,half_16_A,A,0.8461538461538461,"[21, 23, 0, 20, 16, 25, 15, 19, 27, 18, 24, 9]",
xgb_naive,0.5,16,half_16_A,A,0.4117647058823529,"[18, 19, 21, 27, 17, 0, 24, 7, 15, 22, 23, 26]",
xgb_midpoint,0.5,16,half_16_A,A,0.4117647058823529,"[18, 19, 21, 27, 17, 0, 24, 15, 7, 22, 23, 26]",
xgb_orbit,0.5,16,half_16_A,A,0.4117647058823529,"[18, 19, 21, 27, 17, 0, 7, 24, 15, 22, 23, 26]",
xgb_orbit_student,0.5,16,half_16_A,A,0.4117647058823529,"[18, 24, 21, 27, 19, 15, 14, 17, 7, 26, 22, 23]",
tabm_naive,0.5,16,half_16_A,A,0.2631578947368421,"[0, 21, 23, 20, 16, 24, 15, 25, 7, 22, 17, 2]",
tabm_midpoint,0.5,16,half_16_A,A,0.2631578947368421,"[0, 21, 23, 20, 16, 24, 15, 25, 7, 17, 2, 22]",
tabm_orbit,0.5,16,half_16_A,A,0.2631578947368421,"[0, 21, 23, 20, 16, 24, 15, 25, 7, 22, 17, 2]",
tabm_orbit_student,0.5,16,half_16_A,A,0.2631578947368421,"[21, 0, 24, 10, 23, 22, 17, 16, 25, 13, 7, 20]",
lasso_pair_q20,0.5,16,half_16_B,B,0.3333333333333333,"[20, 0, 25, 16, 26, 22, 3, 5, 18, 1, 8, 7]",
linear_orbit_student,0.5,16,half_16_B,B,0.4117647058823529,"[26, 22, 20, 16, 23, 25, 9, 14, 8, 17, 5, 15]",
xgb_shap,0.5,16,half_16_B,B,0.7142857142857143,"[23, 0, 21, 15, 19, 24, 16, 25, 18, 2, 20, 28]",
xgb_pfi,0.5,16,half_16_B,B,0.7142857142857143,"[23, 0, 21, 19, 15, 16, 24, 20, 18, 25, 28, 1]",
tabm_pfi,0.5,16,half_16_B,B,0.7142857142857143,"[23, 0, 16, 21, 20, 15, 19, 24, 25, 27, 18, 28]",
deep_lasso,0.5,16,half_16_B,B,0.8461538461538461,"[23, 21, 0, 25, 20, 16, 15, 24, 19, 27, 22, 18]",
xgb_naive,0.5,16,half_16_B,B,0.5,"[15, 16, 23, 18, 19, 0, 25, 2, 24, 5, 20, 9]",
xgb_midpoint,0.5,16,half_16_B,B,0.6,"[16, 15, 23, 19, 18, 0, 25, 2, 24, 5, 21, 20]",
xgb_orbit,0.5,16,half_16_B,B,0.5,"[16, 15, 23, 19, 0, 25, 2, 18, 24, 5, 20, 9]",
xgb_orbit_student,0.5,16,half_16_B,B,0.2631578947368421,"[24, 25, 5, 2, 16, 9, 15, 20, 14, 23, 12, 11]",
tabm_naive,0.5,16,half_16_B,B,0.2631578947368421,"[23, 20, 25, 24, 16, 21, 17, 2, 0, 19, 9, 15]",
tabm_midpoint,0.5,16,half_16_B,B,0.3333333333333333,"[23, 25, 20, 21, 24, 16, 17, 2, 15, 18, 9, 26]",
tabm_orbit,0.5,16,half_16_B,B,0.3333333333333333,"[23, 25, 20, 21, 24, 16, 17, 2, 15, 18, 9, 19]",
tabm_orbit_student,0.5,16,half_16_B,B,0.3333333333333333,"[24, 17, 26, 25, 14, 28, 23, 2, 20, 9, 21, 13]",
lasso_pair_q20,0.5,17,half_17_A,A,0.2631578947368421,"[20, 0, 21, 2, 1, 15, 9, 13, 7, 5, 8, 10]",
linear_orbit_student,0.5,17,half_17_A,A,0.4117647058823529,"[20, 26, 0, 21, 1, 5, 28, 11, 3, 7, 8, 4]",
