method,fraction,group,run,half,J,set,native_size
tabm_sko_quad_scale,0.5,29,half_29_B,B,0.4117647058823529,"[0, 19, 16, 18, 15, 20, 28, 5, 24, 3, 27, 26]",10.0
xgb_sko_ridge,0.7,0,f70_00,,0.3333333333333333,"[0, 19, 22, 21, 16, 25, 18, 3, 26, 24, 27, 8]",0.0
xgb_sko_quad,0.7,0,f70_00,,0.3333333333333333,"[0, 16, 24, 21, 2, 18, 7, 17, 26, 3, 8, 28]",19.0
xgb_sko_scale,0.7,0,f70_00,,0.4117647058823529,"[0, 19, 16, 21, 22, 7, 27, 3, 8, 26, 25, 24]",0.0
xgb_sko_quad_scale,0.7,0,f70_00,,0.3333333333333333,"[0, 16, 24, 19, 21, 7, 3, 22, 18, 26, 2, 8]",18.0
tabm_sko_ridge,0.7,0,f70_00,,0.3333333333333333,"[0, 19, 16, 26, 20, 18, 8, 25, 6, 7, 1, 23]",0.0
tabm_sko_quad,0.7,0,f70_00,,0.3333333333333333,"[0, 16, 19, 26, 18, 15, 20, 8, 6, 27, 2, 7]",13.0
tabm_sko_scale,0.7,0,f70_00,,0.4117647058823529,"[0, 16, 19, 26, 18, 20, 27, 8, 6, 7, 4, 1]",0.0
tabm_sko_quad_scale,0.7,0,f70_00,,0.3333333333333333,"[0, 16, 19, 18, 15, 26, 27, 20, 8, 6, 7, 4]",13.0
xgb_sko_ridge,0.7,1,f70_01,,0.5,"[0, 25, 16, 23, 7, 22, 27, 21, 8, 24, 20, 6]",0.0
xgb_sko_quad,0.7,1,f70_01,,0.4117647058823529,"[0, 23, 24, 21, 17, 7, 27, 25, 8, 20, 26, 28]",0.0
xgb_sko_scale,0.7,1,f70_01,,0.5,"[0, 25, 22, 16, 8, 7, 24, 21, 20, 27, 4, 6]",0.0
xgb_sko_quad_scale,0.7,1,f70_01,,0.5,"[0, 23, 17, 7, 25, 21, 24, 28, 8, 27, 16, 20]",0.0
tabm_sko_ridge,0.7,1,f70_01,,0.4117647058823529,"[0, 16, 19, 25, 28, 20, 27, 8, 22, 4, 3, 23]",0.0
tabm_sko_quad,0.7,1,f70_01,,0.4117647058823529,"[0, 16, 19, 28, 20, 25, 27, 8, 4, 22, 3, 23]",0.0
tabm_sko_scale,0.7,1,f70_01,,0.4117647058823529,"[0, 16, 19, 25, 28, 20, 27, 8, 4, 18, 22, 3]",0.0
tabm_sko_quad_scale,0.7,1,f70_01,,0.4117647058823529,"[16, 0, 19, 28, 8, 20, 4, 25, 18, 27, 22, 26]",0.0
xgb_sko_ridge,0.7,2,f70_02,,0.2631578947368421,"[0, 16, 25, 23, 18, 20, 27, 3, 26, 1, 12, 13]",0.0
xgb_sko_quad,0.7,2,f70_02,,0.6,"[0, 24, 16, 2, 23, 9, 3, 20, 11, 18, 1, 26]",0.0
xgb_sko_scale,0.7,2,f70_02,,0.2631578947368421,"[0, 16, 23, 18, 2, 25, 27, 3, 20, 26, 13, 12]",0.0
xgb_sko_quad_scale,0.7,2,f70_02,,0.5,"[0, 24, 16, 18, 1, 20, 9, 25, 11, 3, 23, 26]",0.0
tabm_sko_ridge,0.7,2,f70_02,,0.6,"[0, 16, 18, 25, 20, 9, 22, 28, 26, 1, 5, 3]",0.0
tabm_sko_quad,0.7,2,f70_02,,0.5,"[0, 16, 18, 25, 9, 5, 3, 20, 26, 1, 8, 13]",0.0
tabm_sko_scale,0.7,2,f70_02,,0.6,"[0, 16, 18, 20, 22, 9, 25, 8, 5, 26, 2, 27]",0.0
tabm_sko_quad_scale,0.7,2,f70_02,,0.6,"[0, 16, 18, 25, 22, 9, 15, 20, 5, 1, 3, 13]",0.0
xgb_sko_ridge,0.7,3,f70_03,,0.4117647058823529,"[0, 21, 16, 4, 1, 27, 23, 9, 2, 26, 20, 24]",0.0
xgb_sko_quad,0.7,3,f70_03,,0.6,"[0, 21, 2, 4, 16, 24, 15, 28, 1, 27, 23, 20]",0.0
xgb_sko_scale,0.7,3,f70_03,,0.4117647058823529,"[0, 15, 21, 16, 18, 4, 25, 9, 28, 1, 26, 24]",0.0
xgb_sko_quad_scale,0.7,3,f70_03,,0.6,"[0, 21, 16, 4, 2, 24, 1, 23, 9, 27, 20, 25]",0.0
tabm_sko_ridge,0.7,3,f70_03,,0.6,"[0, 16, 19, 15, 2, 27, 20, 25, 28, 1, 26, 23]",10.0
tabm_sko_quad,0.7,3,f70_03,,0.5,"[0, 16, 2, 15, 19, 4, 28, 1, 27, 20, 25, 23]",0.0
tabm_sko_scale,0.7,3,f70_03,,0.4117647058823529,"[0, 16, 19, 15, 2, 25, 27, 28, 23, 1, 22, 4]",7.0
tabm_sko_quad_scale,0.7,3,f70_03,,0.5,"[0, 16, 19, 15, 2, 28, 4, 27, 25, 1, 23, 20]",5.0
xgb_sko_ridge,0.7,4,f70_04,,0.4117647058823529,"[0, 18, 21, 4, 7, 16, 17, 27, 28, 3, 8, 20]",0.0
xgb_sko_quad,0.7,4,f70_04,,0.4117647058823529,"[0, 16, 19, 15, 28, 24, 7, 4, 2, 20, 3, 9]",17.0
xgb_sko_scale,0.7,4,f70_04,,0.5,"[0, 16, 18, 7, 25, 4, 28, 22, 27, 15, 3, 20]",0.0
xgb_sko_quad_scale,0.7,4,f70_04,,0.5,"[0, 16, 19, 7, 18, 15, 28, 4, 1, 24, 20, 2]",0.0
tabm_sko_ridge,0.7,4,f70_04,,0.3333333333333333,"[0, 15, 27, 20, 16, 18, 2, 4, 7, 25, 22, 8]",10.0
tabm_sko_quad,0.7,4,f70_04,,0.4117647058823529,"[0, 15, 2, 20, 4, 18, 27, 3, 9, 7, 26, 8]",0.0
tabm_sko_scale,0.7,4,f70_04,,0.7142857142857143,"[0, 15, 16, 18, 27, 20, 2, 7, 4, 22, 9, 1]",0.0
tabm_sko_quad_scale,0.7,4,f70_04,,0.6,"[0, 15, 16, 18, 2, 4, 9, 20, 7, 3, 8, 25]",6.0
xgb_sko_ridge,0.7,5,f70_05,,0.4117647058823529,"[0, 15, 28, 22, 16, 23, 8, 3, 4, 6, 20, 27]",0.0
xgb_sko_quad,0.7,5,f70_05,,0.5,"[0, 15, 24, 16, 28, 20, 23, 18, 26, 4, 8, 2]",0.0
xgb_sko_scale,0.7,5,f70_05,,0.3333333333333333,"[0, 15, 16, 28, 23, 4, 20, 8, 3, 6, 22, 26]",0.0
xgb_sko_quad_scale,0.7,5,f70_05,,0.3333333333333333,"[0, 15, 16, 28, 7, 20, 24, 23, 4, 6, 26, 9]",0.0
tabm_sko_ridge,0.7,5,f70_05,,0.6,"[0, 16, 15, 20, 22, 25, 2, 1, 26, 3, 8, 27]",0.0
tabm_sko_quad,0.7,5,f70_05,,0.6,"[0, 16, 20, 2, 22, 3, 25, 26, 1, 4, 27, 23]",0.0
tabm_sko_scale,0.7,5,f70_05,,0.7142857142857143,"[0, 16, 15, 20, 26, 25, 22, 2, 3, 18, 27, 8]",0.0
tabm_sko_quad_scale,0.7,5,f70_05,,0.6,"[0, 16, 15, 20, 2, 26, 18, 25, 27, 3, 22, 4]",12.0
xgb_sko_ridge,0.7,6,f70_06,,0.2631578947368421,"[0, 21, 22, 23, 25, 8, 2, 24, 18, 1, 26, 12]",0.0
xgb_sko_quad,0.7,6,f70_06,,0.4117647058823529,"[0, 23, 21, 24, 2, 22, 8, 19, 1, 27, 26, 28]",0.0
xgb_sko_scale,0.7,6,f70_06,,0.2631578947368421,"[0, 22, 21, 23, 16, 8, 25, 27, 18, 26, 1, 5]",0.0
xgb_sko_quad_scale,0.7,6,f70_06,,0.4117647058823529,"[0, 23, 21, 24, 2, 8, 27, 25, 15, 7, 26, 3]",0.0
tabm_sko_ridge,0.7,6,f70_06,,0.3333333333333333,"[0, 16, 19, 25, 5, 22, 26, 20, 28, 23, 24, 8]",0.0
tabm_sko_quad,0.7,6,f70_06,,0.3333333333333333,"[0, 24, 25, 26, 23, 5, 2, 8, 9, 1, 20, 13]",0.0
tabm_sko_scale,0.7,6,f70_06,,0.4117647058823529,"[0, 16, 19, 22, 28, 20, 15, 5, 26, 9, 10, 25]",0.0
tabm_sko_quad_scale,0.7,6,f70_06,,0.2631578947368421,"[0, 16, 19, 25, 26, 24, 5, 23, 2, 8, 9, 22]",0.0
xgb_sko_ridge,0.7,7,f70_07,,0.2631578947368421,"[0, 16, 23, 28, 2, 18, 22, 4, 26, 19, 3, 10]",0.0
xgb_sko_quad,0.7,7,f70_07,,0.3333333333333333,"[0, 23, 17, 19, 28, 2, 15, 24, 26, 18, 5, 3]",0.0
xgb_sko_scale,0.7,7,f70_07,,0.3333333333333333,"[0, 16, 22, 18, 2, 7, 4, 28, 23, 3, 17, 1]",0.0
xgb_sko_quad_scale,0.7,7,f70_07,,0.5,"[0, 23, 15, 17, 16, 28, 2, 19, 18, 24, 3, 4]",10.0
tabm_sko_ridge,0.7,7,f70_07,,0.5,"[0, 16, 18, 7, 3, 2, 26, 8, 4, 27, 9, 1]",0.0
tabm_sko_quad,0.7,7,f70_07,,0.5,"[0, 16, 19, 18, 2, 3, 27, 7, 26, 8, 1, 4]",0.0
tabm_sko_scale,0.7,7,f70_07,,0.5,"[0, 16, 18, 7, 3, 20, 2, 26, 27, 4, 23, 8]",0.0
tabm_sko_quad_scale,0.7,7,f70_07,,0.4117647058823529,"[0, 16, 19, 18, 3, 27, 7, 2, 26, 23, 4, 20]",0.0
xgb_sko_ridge,0.7,8,f70_08,,0.4117647058823529,"[0, 22, 19, 7, 25, 17, 23, 9, 26, 21, 8, 28]",6.0
xgb_sko_quad,0.7,8,f70_08,,0.5,"[0, 21, 19, 24, 17, 7, 22, 1, 25, 9, 2, 26]",0.0
xgb_sko_scale,0.7,8,f70_08,,0.5,"[0, 22, 7, 25, 28, 23, 16, 15, 27, 21, 17, 26]",0.0
xgb_sko_quad_scale,0.7,8,f70_08,,0.4117647058823529,"[0, 21, 19, 24, 7, 22, 25, 2, 1, 18, 27, 9]",14.0
tabm_sko_ridge,0.7,8,f70_08,,0.5,"[0, 26, 16, 2, 7, 25, 27, 20, 23, 24, 28, 17]",0.0
tabm_sko_quad,0.7,8,f70_08,,0.3333333333333333,"[0, 16, 26, 2, 27, 7, 25, 24, 20, 23, 17, 21]",0.0
tabm_sko_scale,0.7,8,f70_08,,0.4117647058823529,"[0, 27, 16, 26, 25, 7, 22, 28, 2, 20, 17, 23]",0.0
tabm_sko_quad_scale,0.7,8,f70_08,,0.2631578947368421,"[0, 16, 27, 26, 2, 7, 15, 19, 25, 20, 17, 24]",0.0
xgb_sko_ridge,0.7,9,f70_09,,0.4117647058823529,"[0, 22, 25, 19, 7, 15, 18, 2, 20, 8, 3, 10]",0.0
xgb_sko_quad,0.7,9,f70_09,,0.4117647058823529,"[0, 22, 18, 16, 7, 19, 21, 2, 25, 24, 20, 8]",0.0
xgb_sko_scale,0.7,9,f70_09,,0.4117647058823529,"[0, 22, 15, 7, 25, 19, 16, 2, 18, 8, 3, 20]",5.0
xgb_sko_quad_scale,0.7,9,f70_09,,0.5,"[0, 16, 18, 22, 7, 21, 24, 25, 2, 8, 19, 17]",0.0
tabm_sko_ridge,0.7,9,f70_09,,0.2,"[0, 15, 19, 22, 20, 25, 7, 5, 8, 2, 17, 14]",0.0
tabm_sko_quad,0.7,9,f70_09,,0.2631578947368421,"[0, 15, 19, 22, 20, 25, 7, 2, 8, 5, 17, 18]",10.0
tabm_sko_scale,0.7,9,f70_09,,0.3333333333333333,"[0, 15, 19, 20, 25, 22, 7, 5, 8, 17, 2, 3]",5.0
tabm_sko_quad_scale,0.7,9,f70_09,,0.4117647058823529,"[0, 15, 16, 19, 18, 22, 7, 25, 2, 20, 5, 8]",12.0
xgb_sko_ridge,0.7,10,f70_10,,0.3333333333333333,"[0, 23, 7, 22, 18, 21, 25, 8, 3, 9, 4, 1]",0.0
xgb_sko_quad,0.7,10,f70_10,,0.5,"[0, 23, 18, 7, 24, 3, 16, 2, 15, 8, 20, 9]",0.0
xgb_sko_scale,0.7,10,f70_10,,0.3333333333333333,"[0, 23, 18, 17, 22, 16, 21, 25, 8, 3, 7, 9]",0.0
xgb_sko_quad_scale,0.7,10,f70_10,,0.4117647058823529,"[0, 15, 18, 16, 23, 8, 7, 24, 3, 25, 9, 4]",0.0
tabm_sko_ridge,0.7,10,f70_10,,0.5,"[0, 16, 18, 25, 20, 9, 2, 7, 26, 3, 5, 4]",0.0
tabm_sko_quad,0.7,10,f70_10,,0.5,"[0, 16, 18, 2, 9, 20, 15, 8, 25, 3, 26, 5]",0.0
tabm_sko_scale,0.7,10,f70_10,,0.6,"[0, 16, 18, 25, 2, 7, 26, 9, 20, 3, 15, 8]",0.0
tabm_sko_quad_scale,0.7,10,f70_10,,0.6,"[0, 16, 15, 18, 2, 8, 9, 20, 3, 25, 4, 26]",0.0
xgb_sko_ridge,0.7,11,f70_11,,0.6,"[0, 22, 23, 21, 24, 28, 16, 27, 25, 2, 26, 20]",0.0
xgb_sko_quad,0.7,11,f70_11,,0.3333333333333333,"[0, 24, 23, 22, 21, 2, 19, 4, 8, 27, 20, 28]",0.0
xgb_sko_scale,0.7,11,f70_11,,0.4117647058823529,"[0, 22, 23, 28, 27, 25, 24, 8, 1, 21, 2, 26]",0.0
xgb_sko_quad_scale,0.7,11,f70_11,,0.4117647058823529,"[0, 15, 28, 21, 24, 19, 23, 2, 4, 27, 8, 20]",0.0
tabm_sko_ridge,0.7,11,f70_11,,0.5,"[0, 16, 25, 2, 20, 26, 28, 27, 4, 23, 7, 22]",0.0
tabm_sko_quad,0.7,11,f70_11,,0.6,"[0, 16, 2, 19, 26, 23, 4, 25, 27, 28, 20, 1]",0.0
tabm_sko_scale,0.7,11,f70_11,,0.5,"[0, 16, 25, 2, 22, 20, 26, 28, 4, 1, 27, 23]",0.0
tabm_sko_quad_scale,0.7,11,f70_11,,0.6,"[0, 16, 2, 1, 19, 22, 27, 20, 15, 4, 26, 28]",0.0
xgb_sko_ridge,0.7,12,f70_12,,0.3333333333333333,"[0, 16, 7, 17, 23, 25, 20, 5, 28, 3, 4, 11]",0.0
xgb_sko_quad,0.7,12,f70_12,,0.4117647058823529,"[0, 16, 19, 7, 28, 24, 27, 23, 2, 3, 26, 20]",0.0
xgb_sko_scale,0.7,12,f70_12,,0.3333333333333333,"[0, 16, 28, 19, 23, 17, 27, 25, 7, 8, 5, 20]",0.0
xgb_sko_quad_scale,0.7,12,f70_12,,0.3333333333333333,"[0, 16, 19, 28, 23, 27, 7, 24, 17, 3, 26, 25]",0.0
tabm_sko_ridge,0.7,12,f70_12,,0.4117647058823529,"[0, 16, 22, 19, 27, 20, 1, 3, 17, 5, 4, 25]",0.0
tabm_sko_quad,0.7,12,f70_12,,0.2631578947368421,"[0, 16, 19, 27, 22, 3, 5, 17, 26, 4, 12, 29]",0.0
tabm_sko_scale,0.7,12,f70_12,,0.4117647058823529,"[0, 16, 19, 22, 1, 20, 3, 8, 27, 4, 23, 10]",0.0
tabm_sko_quad_scale,0.7,12,f70_12,,0.2631578947368421,"[0, 16, 19, 27, 3, 22, 26, 8, 5, 4, 10, 11]",0.0
xgb_sko_ridge,0.7,13,f70_13,,0.5,"[0, 21, 7, 17, 2, 23, 9, 16, 20, 15, 6, 24]",0.0
xgb_sko_quad,0.7,13,f70_13,,0.3333333333333333,"[0, 17, 19, 9, 2, 7, 20, 24, 3, 23, 6, 10]",0.0
xgb_sko_scale,0.7,13,f70_13,,0.5,"[0, 21, 15, 7, 16, 2, 20, 9, 6, 25, 5, 14]",0.0
xgb_sko_quad_scale,0.7,13,f70_13,,0.3333333333333333,"[0, 17, 7, 2, 20, 9, 15, 24, 6, 3, 27, 8]",0.0
tabm_sko_ridge,0.7,13,f70_13,,0.3333333333333333,"[0, 15, 20, 25, 24, 23, 8, 2, 10, 17, 9, 5]",0.0
tabm_sko_quad,0.7,13,f70_13,,0.4117647058823529,"[0, 16, 15, 20, 2, 8, 24, 9, 23, 10, 25, 26]",0.0
tabm_sko_scale,0.7,13,f70_13,,0.4117647058823529,"[0, 15, 16, 20, 17, 1, 23, 2, 26, 25, 8, 5]",0.0
tabm_sko_quad_scale,0.7,13,f70_13,,0.5,"[0, 16, 15, 20, 2, 9, 8, 26, 23, 18, 17, 3]",0.0
xgb_sko_ridge,0.7,14,f70_14,,0.3333333333333333,"[0, 22, 16, 25, 15, 8, 26, 2, 23, 18, 1, 6]",0.0
xgb_sko_quad,0.7,14,f70_14,,0.3333333333333333,"[0, 22, 19, 16, 8, 2, 18, 26, 24, 4, 28, 20]",0.0
xgb_sko_scale,0.7,14,f70_14,,0.3333333333333333,"[0, 22, 15, 16, 25, 23, 8, 2, 26, 18, 1, 28]",0.0
xgb_sko_quad_scale,0.7,14,f70_14,,0.3333333333333333,"[0, 15, 22, 8, 18, 19, 26, 24, 16, 20, 4, 28]",0.0
tabm_sko_ridge,0.7,14,f70_14,,0.5,"[0, 16, 26, 20, 25, 22, 17, 23, 8, 9, 1, 28]",0.0
tabm_sko_quad,0.7,14,f70_14,,0.4117647058823529,"[0, 16, 26, 20, 8, 28, 23, 17, 6, 2, 9, 10]",0.0
tabm_sko_scale,0.7,14,f70_14,,0.5,"[0, 16, 15, 26, 18, 19, 9, 20, 17, 22, 23, 8]",7.0
tabm_sko_quad_scale,0.7,14,f70_14,,0.4117647058823529,"[0, 16, 26, 18, 19, 9, 20, 8, 28, 23, 2, 10]",0.0
xgb_sko_ridge,0.7,15,f70_15,,0.4117647058823529,"[0, 21, 22, 16, 17, 7, 2, 23, 26, 19, 20, 4]",20.0
xgb_sko_quad,0.7,15,f70_15,,0.4117647058823529,"[0, 17, 15, 2, 7, 16, 26, 24, 4, 1, 5, 3]",0.0
xgb_sko_scale,0.7,15,f70_15,,0.3333333333333333,"[0, 21, 16, 22, 25, 7, 23, 26, 3, 1, 20, 4]",0.0
xgb_sko_quad_scale,0.7,15,f70_15,,0.4117647058823529,"[0, 16, 2, 15, 7, 3, 25, 1, 24, 4, 26, 28]",0.0
tabm_sko_ridge,0.7,15,f70_15,,0.5,"[0, 16, 7, 20, 26, 25, 2, 22, 3, 21, 23, 9]",0.0
tabm_sko_quad,0.7,15,f70_15,,0.4117647058823529,"[0, 16, 15, 2, 7, 26, 3, 25, 23, 20, 21, 5]",0.0
tabm_sko_scale,0.7,15,f70_15,,0.6,"[0, 16, 15, 26, 7, 20, 25, 18, 3, 2, 9, 23]",7.0
tabm_sko_quad_scale,0.7,15,f70_15,,0.4117647058823529,"[0, 16, 15, 2, 26, 7, 3, 18, 17, 25, 23, 9]",0.0
xgb_sko_ridge,0.7,16,f70_16,,0.4117647058823529,"[0, 25, 23, 16, 22, 27, 4, 20, 15, 8, 26, 18]",0.0
xgb_sko_quad,0.7,16,f70_16,,0.5,"[0, 16, 27, 25, 2, 4, 24, 8, 21, 20, 26, 28]",0.0
xgb_sko_scale,0.7,16,f70_16,,0.4117647058823529,"[0, 25, 22, 23, 16, 8, 21, 27, 4, 24, 20, 3]",0.0
xgb_sko_quad_scale,0.7,16,f70_16,,0.4117647058823529,"[0, 27, 2, 25, 19, 16, 4, 22, 8, 20, 24, 1]",0.0
tabm_sko_ridge,0.7,16,f70_16,,0.5,"[0, 16, 25, 27, 15, 20, 2, 26, 1, 5, 23, 6]",7.0
tabm_sko_quad,0.7,16,f70_16,,0.5,"[0, 16, 15, 27, 2, 20, 25, 26, 5, 1, 3, 23]",0.0
tabm_sko_scale,0.7,16,f70_16,,0.5,"[0, 16, 15, 19, 25, 1, 20, 27, 2, 5, 22, 6]",6.0
tabm_sko_quad_scale,0.7,16,f70_16,,0.4117647058823529,"[0, 16, 15, 19, 2, 27, 25, 20, 1, 5, 3, 26]",7.0
xgb_sko_ridge,0.7,17,f70_17,,0.4117647058823529,"[0, 15, 28, 23, 16, 25, 3, 24, 26, 20, 7, 4]",5.0
xgb_sko_quad,0.7,17,f70_17,,0.4117647058823529,"[0, 23, 28, 24, 15, 21, 20, 3, 4, 26, 8, 11]",0.0
xgb_sko_scale,0.7,17,f70_17,,0.2631578947368421,"[0, 15, 28, 16, 23, 18, 1, 3, 27, 26, 25, 4]",0.0
xgb_sko_quad_scale,0.7,17,f70_17,,0.4117647058823529,"[0, 28, 15, 24, 23, 4, 21, 18, 20, 7, 3, 26]",0.0
tabm_sko_ridge,0.7,17,f70_17,,0.4117647058823529,"[0, 15, 16, 20, 26, 7, 3, 28, 8, 18, 25, 17]",0.0
tabm_sko_quad,0.7,17,f70_17,,0.4117647058823529,"[0, 15, 20, 3, 26, 28, 2, 8, 17, 7, 9, 4]",0.0
tabm_sko_scale,0.7,17,f70_17,,0.6,"[0, 16, 15, 18, 26, 20, 7, 3, 28, 8, 9, 27]",15.0
tabm_sko_quad_scale,0.7,17,f70_17,,0.6,"[0, 16, 15, 18, 26, 3, 7, 20, 28, 9, 2, 23]",10.0
xgb_sko_ridge,0.7,18,f70_18,,0.6,"[0, 16, 25, 15, 1, 22, 2, 21, 27, 18, 20, 17]",0.0
xgb_sko_quad,0.7,18,f70_18,,0.2631578947368421,"[0, 16, 28, 19, 20, 8, 27, 23, 6, 11, 17, 26]",0.0
xgb_sko_scale,0.7,18,f70_18,,0.4117647058823529,"[0, 16, 17, 15, 22, 25, 27, 20, 23, 2, 8, 6]",0.0
xgb_sko_quad_scale,0.7,18,f70_18,,0.2,"[0, 16, 17, 28, 27, 20, 8, 6, 26, 11, 5, 3]",0.0
tabm_sko_ridge,0.7,18,f70_18,,0.6,"[16, 0, 15, 20, 27, 3, 5, 10, 1, 25, 23, 26]",0.0
tabm_sko_quad,0.7,18,f70_18,,0.4117647058823529,"[0, 16, 15, 20, 3, 5, 6, 26, 27, 10, 1, 23]",0.0
tabm_sko_scale,0.7,18,f70_18,,0.6,"[16, 0, 15, 20, 8, 5, 22, 1, 27, 3, 28, 26]",0.0
tabm_sko_quad_scale,0.7,18,f70_18,,0.3333333333333333,"[0, 16, 15, 20, 5, 3, 26, 8, 6, 27, 22, 23]",0.0
xgb_sko_ridge,0.7,19,f70_19,,0.6,"[0, 21, 15, 25, 16, 23, 27, 8, 28, 18, 9, 7]",0.0
xgb_sko_quad,0.7,19,f70_19,,0.4117647058823529,"[0, 21, 16, 17, 23, 28, 8, 25, 4, 26, 9, 27]",6.0
xgb_sko_scale,0.7,19,f70_19,,0.3333333333333333,"[0, 21, 15, 16, 23, 27, 25, 17, 18, 8, 5, 28]",6.0
xgb_sko_quad_scale,0.7,19,f70_19,,0.5,"[0, 21, 23, 17, 28, 27, 16, 18, 25, 8, 9, 15]",0.0
tabm_sko_ridge,0.7,19,f70_19,,0.4117647058823529,"[0, 16, 15, 27, 25, 22, 26, 18, 6, 20, 9, 7]",0.0
tabm_sko_quad,0.7,19,f70_19,,0.4117647058823529,"[0, 15, 16, 27, 22, 26, 6, 2, 25, 18, 20, 9]",0.0
tabm_sko_scale,0.7,19,f70_19,,0.6,"[0, 15, 16, 27, 25, 19, 18, 22, 6, 26, 20, 9]",8.0
tabm_sko_quad_scale,0.7,19,f70_19,,0.5,"[0, 16, 15, 18, 27, 26, 6, 2, 25, 20, 22, 9]",5.0
xgb_sko_ridge,0.8,0,f80_00,,0.5,"[0, 16, 22, 2, 28, 27, 25, 8, 26, 18, 20, 3]",0.0
xgb_sko_quad,0.8,0,f80_00,,0.3333333333333333,"[0, 28, 16, 27, 24, 18, 17, 2, 3, 26, 20, 8]",5.0
xgb_sko_scale,0.8,0,f80_00,,0.4117647058823529,"[0, 16, 18, 28, 23, 22, 2, 27, 15, 17, 8, 26]",16.0
xgb_sko_quad_scale,0.8,0,f80_00,,0.5,"[0, 28, 18, 16, 15, 24, 2, 21, 8, 20, 26, 19]",25.0
tabm_sko_ridge,0.8,0,f80_00,,0.7142857142857143,"[0, 20, 25, 27, 16, 26, 6, 8, 1, 2, 3, 28]",0.0
tabm_sko_quad,0.8,0,f80_00,,0.5,"[0, 20, 15, 27, 26, 2, 6, 8, 3, 16, 25, 1]",0.0
tabm_sko_scale,0.8,0,f80_00,,0.5,"[0, 16, 18, 20, 25, 19, 27, 26, 8, 6, 1, 2]",12.0
tabm_sko_quad_scale,0.8,0,f80_00,,0.5,"[0, 16, 15, 26, 2, 18, 6, 20, 8, 27, 3, 1]",0.0
xgb_sko_ridge,0.8,1,f80_01,,0.6,"[0, 25, 15, 23, 27, 1, 7, 24, 28, 22, 2, 20]",0.0
xgb_sko_quad,0.8,1,f80_01,,0.4117647058823529,"[0, 15, 23, 17, 24, 19, 7, 21, 28, 27, 16, 2]",0.0
xgb_sko_scale,0.8,1,f80_01,,0.4117647058823529,"[0, 25, 16, 15, 22, 23, 27, 28, 5, 20, 1, 11]",0.0
xgb_sko_quad_scale,0.8,1,f80_01,,0.4117647058823529,"[0, 15, 23, 28, 27, 19, 7, 24, 20, 16, 2, 11]",0.0
tabm_sko_ridge,0.8,1,f80_01,,0.6,"[0, 25, 16, 20, 27, 9, 26, 28, 18, 21, 23, 2]",0.0
tabm_sko_quad,0.8,1,f80_01,,0.3333333333333333,"[0, 15, 27, 25, 20, 9, 26, 24, 1, 28, 21, 11]",0.0
tabm_sko_scale,0.8,1,f80_01,,0.5,"[0, 16, 25, 20, 1, 9, 27, 18, 26, 8, 28, 21]",0.0
tabm_sko_quad_scale,0.8,1,f80_01,,0.4117647058823529,"[0, 16, 27, 15, 1, 9, 19, 20, 26, 18, 8, 24]",10.0
xgb_sko_ridge,0.8,2,f80_02,,0.7142857142857143,"[0, 15, 7, 23, 21, 28, 18, 2, 16, 25, 20, 27]",8.0
xgb_sko_quad,0.8,2,f80_02,,0.5,"[0, 23, 28, 7, 2, 15, 24, 18, 21, 8, 25, 20]",0.0
xgb_sko_scale,0.8,2,f80_02,,0.5,"[0, 15, 23, 7, 28, 16, 2, 17, 18, 27, 22, 8]",6.0
xgb_sko_quad_scale,0.8,2,f80_02,,0.5,"[0, 15, 21, 23, 2, 18, 28, 24, 17, 8, 7, 27]",0.0
tabm_sko_ridge,0.8,2,f80_02,,0.4117647058823529,"[0, 15, 16, 7, 2, 27, 25, 20, 28, 22, 23, 19]",7.0
tabm_sko_quad,0.8,2,f80_02,,0.3333333333333333,"[0, 15, 2, 16, 7, 27, 24, 26, 9, 23, 28, 25]",0.0
tabm_sko_scale,0.8,2,f80_02,,0.4117647058823529,"[0, 15, 16, 7, 27, 19, 2, 25, 20, 28, 22, 23]",9.0
tabm_sko_quad_scale,0.8,2,f80_02,,0.4117647058823529,"[0, 15, 19, 16, 2, 7, 18, 27, 20, 23, 22, 24]",9.0
xgb_sko_ridge,0.8,3,f80_03,,0.3333333333333333,"[0, 22, 7, 16, 18, 25, 23, 28, 1, 26, 6, 10]",0.0
xgb_sko_quad,0.8,3,f80_03,,0.4117647058823529,"[0, 21, 18, 16, 22, 7, 2, 28, 24, 23, 25, 3]",10.0
xgb_sko_scale,0.8,3,f80_03,,0.4117647058823529,"[0, 16, 22, 18, 7, 25, 28, 1, 15, 19, 26, 20]",0.0
xgb_sko_quad_scale,0.8,3,f80_03,,0.4117647058823529,"[0, 18, 16, 7, 21, 22, 28, 2, 24, 4, 19, 25]",10.0
tabm_sko_ridge,0.8,3,f80_03,,0.5,"[0, 25, 7, 18, 26, 28, 16, 10, 20, 17, 15, 27]",6.0
tabm_sko_quad,0.8,3,f80_03,,0.5,"[0, 16, 19, 18, 7, 26, 28, 25, 10, 4, 17, 24]",5.0
tabm_sko_scale,0.8,3,f80_03,,0.4117647058823529,"[0, 16, 19, 25, 18, 1, 7, 26, 28, 20, 17, 22]",11.0
tabm_sko_quad_scale,0.8,3,f80_03,,0.3333333333333333,"[0, 16, 19, 18, 7, 1, 4, 26, 28, 25, 17, 6]",10.0
