mean_marginal_ks,max_marginal_ks,covariance_relative_error,cross_covariance_asymmetry,mean_real_knockoff_correlation,method,deep_kernel_mmd_mean,deep_kernel_rejection_rate_5pct,classifier_auc_mean,classifier_rejection_rate_5pct
0.0257756877911576,0.04257493188010899,0.09099274286261144,0.1085818866910005,0.5141650291085376,copula_mvr,0.0013211502436679457,0.0,0.7765575557540615,1.0
0.018007822800386746,0.040190735694822885,0.16602739649945636,0.1969666518708013,0.5565331449853091,v2_deep_train_calibrated,0.2817586819672506,1.0,0.9020178201032566,1.0
0.018754944185637695,0.036444141689373294,0.18841056224195335,0.22114202970059516,0.5395398932441229,v4_worst_swap_train_calibrated,0.6080761950507252,1.0,0.9369204113612619,1.0
