method,q,alpha_kn,feature,label_zh,mean_w,positive_w_rate,selection_frequency,mean_evalue,selected_ebh
clustered_between_seller,0.1,0.05,marketing_origin_frequency,营销来源频率,-0.0037072851610701874,0.0,0.0,0.0,False
clustered_between_seller,0.1,0.05,has_marketing_deal,是否匹配营销成交线索,0.0037986100461617307,0.775,0.125,3.875,False
clustered_between_seller,0.2,0.1,avg_price,平均商品价格,0.1130215847995506,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,avg_freight,平均运费,0.03702680394197646,1.0,0.85,22.0875,True
clustered_between_seller,0.2,0.1,avg_product_weight_g,平均商品重量,-0.00224128546115875,0.125,0.0,0.0,False
clustered_between_seller,0.2,0.1,avg_product_length_cm,平均商品长度,-0.0032896758377816597,0.0,0.0,0.0,False
clustered_between_seller,0.2,0.1,avg_product_height_cm,平均商品高度,-0.0049600193137043416,0.0,0.0,0.0,False
clustered_between_seller,0.2,0.1,avg_product_width_cm,平均商品宽度,0.005234933019468329,0.8,0.275,4.2625,False
clustered_between_seller,0.2,0.1,avg_product_photos_qty,平均商品图片数,-0.002188835270282561,0.525,0.025,0.3875,False
clustered_between_seller,0.2,0.1,avg_product_name_length,平均商品标题长度,0.016663207879152847,1.0,0.5,11.2375,True
clustered_between_seller,0.2,0.1,avg_product_description_length,平均商品描述长度,0.007326918681731062,0.825,0.375,7.75,False
clustered_between_seller,0.2,0.1,avg_payment_installments,平均支付分期期数,0.004552219363263716,0.775,0.275,5.425,False
clustered_between_seller,0.2,0.1,avg_payment_sequential,平均支付序列数,0.04332764761619322,1.0,0.85,22.0875,True
clustered_between_seller,0.2,0.1,credit_card_ratio,信用卡支付占比,0.004637824608109712,0.75,0.2,3.4875,False
clustered_between_seller,0.2,0.1,boleto_ratio,Boleto支付占比,-0.0038099520326580266,0.0,0.0,0.0,False
clustered_between_seller,0.2,0.1,voucher_ratio,代金券支付占比,0.025668447549685836,0.95,0.725,18.2125,True
clustered_between_seller,0.2,0.1,debit_card_ratio,借记卡支付占比,0.034338989819432376,1.0,0.875,22.8625,True
clustered_between_seller,0.2,0.1,avg_review_score,平均评价得分,-0.0054729883783350645,0.0,0.0,0.0,False
clustered_between_seller,0.2,0.1,avg_delivery_days,平均下单至送达天数,0.11166511539322044,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,avg_approval_days,平均下单至审核天数,0.05097070392096794,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,avg_ship_days,平均审核至承运天数,0.0026182104574740067,0.6,0.3,6.5875,False
clustered_between_seller,0.2,0.1,avg_estimate_gap_days,平均预计提前送达天数,0.03612410948856317,1.0,0.875,22.8625,True
clustered_between_seller,0.2,0.1,item_count,成交件数,0.17507153626229693,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,order_count,成交订单数,0.19065711112114556,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,category_count,活跃品类数,0.04565431632309902,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,unique_customer_count,独立顾客数,0.13936105194244924,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,buyer_state_diversity,买家州数量,0.1289068336150019,1.0,0.95,25.1875,True
clustered_between_seller,0.2,0.1,dominant_customer_state_share,第一大买家州占比,-0.006223034778369827,0.0,0.0,0.0,False
clustered_between_seller,0.2,0.1,interstate_ratio,跨州交易占比,0.03655591637305114,1.0,0.85,22.0875,True
clustered_between_seller,0.2,0.1,avg_distance_km,平均卖家-买家距离,0.05718326749724946,1.0,0.925,24.4125,True
clustered_between_seller,0.2,0.1,seller_state_frequency,卖家所在州频率,0.0035765311628661372,0.825,0.175,2.7125,False
clustered_between_seller,0.2,0.1,marketing_origin_frequency,营销来源频率,-0.0037072851610701874,0.0,0.0,0.0,False
clustered_between_seller,0.2,0.1,has_marketing_deal,是否匹配营销成交线索,0.0037986100461617307,0.775,0.275,4.65,False
clustered_between_seller,0.3,0.15,avg_price,平均商品价格,0.1130215847995506,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,avg_freight,平均运费,0.03702680394197646,1.0,0.975,13.04583333333333,True
clustered_between_seller,0.3,0.15,avg_product_weight_g,平均商品重量,-0.00224128546115875,0.125,0.075,0.775,False
clustered_between_seller,0.3,0.15,avg_product_length_cm,平均商品长度,-0.0032896758377816597,0.0,0.0,0.0,False
clustered_between_seller,0.3,0.15,avg_product_height_cm,平均商品高度,-0.0049600193137043416,0.0,0.0,0.0,False
clustered_between_seller,0.3,0.15,avg_product_width_cm,平均商品宽度,0.005234933019468329,0.8,0.425,4.520833333333334,False
clustered_between_seller,0.3,0.15,avg_product_photos_qty,平均商品图片数,-0.002188835270282561,0.525,0.15,1.6791666666666667,False
clustered_between_seller,0.3,0.15,avg_product_name_length,平均商品标题长度,0.016663207879152847,1.0,0.725,9.170833333333333,True
clustered_between_seller,0.3,0.15,avg_product_description_length,平均商品描述长度,0.007326918681731062,0.825,0.45,5.166666666666668,False
clustered_between_seller,0.3,0.15,avg_payment_installments,平均支付分期期数,0.004552219363263716,0.775,0.325,3.7458333333333336,False
clustered_between_seller,0.3,0.15,avg_payment_sequential,平均支付序列数,0.04332764761619322,1.0,0.975,13.433333333333332,True
clustered_between_seller,0.3,0.15,credit_card_ratio,信用卡支付占比,0.004637824608109712,0.75,0.35,3.7458333333333336,False
clustered_between_seller,0.3,0.15,boleto_ratio,Boleto支付占比,-0.0038099520326580266,0.0,0.0,0.0,False
clustered_between_seller,0.3,0.15,voucher_ratio,代金券支付占比,0.025668447549685836,0.95,0.925,12.658333333333331,True
clustered_between_seller,0.3,0.15,debit_card_ratio,借记卡支付占比,0.034338989819432376,1.0,0.975,13.433333333333332,True
clustered_between_seller,0.3,0.15,avg_review_score,平均评价得分,-0.0054729883783350645,0.0,0.0,0.0,False
clustered_between_seller,0.3,0.15,avg_delivery_days,平均下单至送达天数,0.11166511539322044,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,avg_approval_days,平均下单至审核天数,0.05097070392096794,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,avg_ship_days,平均审核至承运天数,0.0026182104574740067,0.6,0.375,4.65,False
clustered_between_seller,0.3,0.15,avg_estimate_gap_days,平均预计提前送达天数,0.03612410948856317,1.0,0.975,13.04583333333333,True
clustered_between_seller,0.3,0.15,item_count,成交件数,0.17507153626229693,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,order_count,成交订单数,0.19065711112114556,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,category_count,活跃品类数,0.04565431632309902,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,unique_customer_count,独立顾客数,0.13936105194244924,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,buyer_state_diversity,买家州数量,0.1289068336150019,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,dominant_customer_state_share,第一大买家州占比,-0.006223034778369827,0.0,0.0,0.0,False
clustered_between_seller,0.3,0.15,interstate_ratio,跨州交易占比,0.03655591637305114,1.0,0.975,13.04583333333333,True
clustered_between_seller,0.3,0.15,avg_distance_km,平均卖家-买家距离,0.05718326749724946,1.0,1.0,13.820833333333331,True
clustered_between_seller,0.3,0.15,seller_state_frequency,卖家所在州频率,0.0035765311628661372,0.825,0.35,3.7458333333333336,False
clustered_between_seller,0.3,0.15,marketing_origin_frequency,营销来源频率,-0.0037072851610701874,0.0,0.0,0.0,False
clustered_between_seller,0.3,0.15,has_marketing_deal,是否匹配营销成交线索,0.0037986100461617307,0.775,0.375,4.133333333333334,False
clustered_within_seller,0.1,0.05,avg_price,平均商品价格,-0.0006322069687122364,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_freight,平均运费,0.05619546990371425,1.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_product_weight_g,平均商品重量,0.005490340049472993,0.9,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_product_length_cm,平均商品长度,0.00023749755053606414,0.65,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_product_height_cm,平均商品高度,-0.0021403056180534265,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_product_width_cm,平均商品宽度,-0.0021351042293108824,0.175,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_product_photos_qty,平均商品图片数,0.010737690228808598,0.975,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_product_name_length,平均商品标题长度,0.0019249081459178075,0.8,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_product_description_length,平均商品描述长度,0.00823312973890595,0.925,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_payment_installments,平均支付分期期数,-0.0013188951342217967,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_payment_sequential,平均支付序列数,0.0026445807579057656,0.825,0.0,0.0,False
clustered_within_seller,0.1,0.05,credit_card_ratio,信用卡支付占比,-0.001920538514852551,0.025,0.0,0.0,False
clustered_within_seller,0.1,0.05,boleto_ratio,Boleto支付占比,0.00022612545236534026,0.525,0.0,0.0,False
clustered_within_seller,0.1,0.05,voucher_ratio,代金券支付占比,-0.0003936414580937273,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,debit_card_ratio,借记卡支付占比,-0.0008050749167594472,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_review_score,平均评价得分,-0.0008994367810737575,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_delivery_days,平均下单至送达天数,0.032264030037885326,1.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_approval_days,平均下单至审核天数,-0.0022084718388787382,0.025,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_ship_days,平均审核至承运天数,0.050365211842766225,1.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_estimate_gap_days,平均预计提前送达天数,0.02661927155514842,1.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,item_count,成交件数,-0.006225796025647064,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,order_count,成交订单数,0.027762181550675214,0.55,0.0,0.0,False
clustered_within_seller,0.1,0.05,category_count,活跃品类数,0.011192843931410396,0.975,0.0,0.0,False
clustered_within_seller,0.1,0.05,unique_customer_count,独立顾客数,-0.02483773282399961,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,buyer_state_diversity,买家州数量,0.05402816084639639,1.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,dominant_customer_state_share,第一大买家州占比,0.012146364961954318,0.9,0.0,0.0,False
clustered_within_seller,0.1,0.05,interstate_ratio,跨州交易占比,-0.00023369278642712977,0.0,0.0,0.0,False
clustered_within_seller,0.1,0.05,avg_distance_km,平均卖家-买家距离,-0.0006988848179908698,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_price,平均商品价格,-0.0006322069687122364,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_freight,平均运费,0.05619546990371425,1.0,0.275,7.7,False
clustered_within_seller,0.2,0.1,avg_product_weight_g,平均商品重量,0.005490340049472993,0.9,0.15,4.2,False
clustered_within_seller,0.2,0.1,avg_product_length_cm,平均商品长度,0.00023749755053606414,0.65,0.05,1.4,False
clustered_within_seller,0.2,0.1,avg_product_height_cm,平均商品高度,-0.0021403056180534265,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_product_width_cm,平均商品宽度,-0.0021351042293108824,0.175,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_product_photos_qty,平均商品图片数,0.010737690228808598,0.975,0.25,7.0,False
clustered_within_seller,0.2,0.1,avg_product_name_length,平均商品标题长度,0.0019249081459178075,0.8,0.05,1.4,False
clustered_within_seller,0.2,0.1,avg_product_description_length,平均商品描述长度,0.00823312973890595,0.925,0.2,5.6,False
clustered_within_seller,0.2,0.1,avg_payment_installments,平均支付分期期数,-0.0013188951342217967,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_payment_sequential,平均支付序列数,0.0026445807579057656,0.825,0.075,2.1,False
clustered_within_seller,0.2,0.1,credit_card_ratio,信用卡支付占比,-0.001920538514852551,0.025,0.0,0.0,False
clustered_within_seller,0.2,0.1,boleto_ratio,Boleto支付占比,0.00022612545236534026,0.525,0.125,3.5,False
clustered_within_seller,0.2,0.1,voucher_ratio,代金券支付占比,-0.0003936414580937273,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,debit_card_ratio,借记卡支付占比,-0.0008050749167594472,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_review_score,平均评价得分,-0.0008994367810737575,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_delivery_days,平均下单至送达天数,0.032264030037885326,1.0,0.275,7.7,False
clustered_within_seller,0.2,0.1,avg_approval_days,平均下单至审核天数,-0.0022084718388787382,0.025,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_ship_days,平均审核至承运天数,0.050365211842766225,1.0,0.275,7.7,False
clustered_within_seller,0.2,0.1,avg_estimate_gap_days,平均预计提前送达天数,0.02661927155514842,1.0,0.275,7.7,False
clustered_within_seller,0.2,0.1,item_count,成交件数,-0.006225796025647064,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,order_count,成交订单数,0.027762181550675214,0.55,0.275,7.7,False
clustered_within_seller,0.2,0.1,category_count,活跃品类数,0.011192843931410396,0.975,0.25,7.0,False
clustered_within_seller,0.2,0.1,unique_customer_count,独立顾客数,-0.02483773282399961,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,buyer_state_diversity,买家州数量,0.05402816084639639,1.0,0.275,7.7,False
clustered_within_seller,0.2,0.1,dominant_customer_state_share,第一大买家州占比,0.012146364961954318,0.9,0.2,5.6,False
clustered_within_seller,0.2,0.1,interstate_ratio,跨州交易占比,-0.00023369278642712977,0.0,0.0,0.0,False
clustered_within_seller,0.2,0.1,avg_distance_km,平均卖家-买家距离,-0.0006988848179908698,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_price,平均商品价格,-0.0006322069687122364,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_freight,平均运费,0.05619546990371425,1.0,0.4,10.85,False
clustered_within_seller,0.3,0.15,avg_product_weight_g,平均商品重量,0.005490340049472993,0.9,0.175,4.55,False
clustered_within_seller,0.3,0.15,avg_product_length_cm,平均商品长度,0.00023749755053606414,0.65,0.075,1.75,False
clustered_within_seller,0.3,0.15,avg_product_height_cm,平均商品高度,-0.0021403056180534265,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_product_width_cm,平均商品宽度,-0.0021351042293108824,0.175,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_product_photos_qty,平均商品图片数,0.010737690228808598,0.975,0.3,8.05,False
clustered_within_seller,0.3,0.15,avg_product_name_length,平均商品标题长度,0.0019249081459178075,0.8,0.075,1.75,False
clustered_within_seller,0.3,0.15,avg_product_description_length,平均商品描述长度,0.00823312973890595,0.925,0.225,5.95,False
clustered_within_seller,0.3,0.15,avg_payment_installments,平均支付分期期数,-0.0013188951342217967,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_payment_sequential,平均支付序列数,0.0026445807579057656,0.825,0.1,2.45,False
clustered_within_seller,0.3,0.15,credit_card_ratio,信用卡支付占比,-0.001920538514852551,0.025,0.0,0.0,False
clustered_within_seller,0.3,0.15,boleto_ratio,Boleto支付占比,0.00022612545236534026,0.525,0.125,3.5,False
clustered_within_seller,0.3,0.15,voucher_ratio,代金券支付占比,-0.0003936414580937273,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,debit_card_ratio,借记卡支付占比,-0.0008050749167594472,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_review_score,平均评价得分,-0.0008994367810737575,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_delivery_days,平均下单至送达天数,0.032264030037885326,1.0,0.4,10.85,False
clustered_within_seller,0.3,0.15,avg_approval_days,平均下单至审核天数,-0.0022084718388787382,0.025,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_ship_days,平均审核至承运天数,0.050365211842766225,1.0,0.4,10.85,False
clustered_within_seller,0.3,0.15,avg_estimate_gap_days,平均预计提前送达天数,0.02661927155514842,1.0,0.4,10.85,False
clustered_within_seller,0.3,0.15,item_count,成交件数,-0.006225796025647064,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,order_count,成交订单数,0.027762181550675214,0.55,0.4,10.85,False
clustered_within_seller,0.3,0.15,category_count,活跃品类数,0.011192843931410396,0.975,0.3,8.05,False
clustered_within_seller,0.3,0.15,unique_customer_count,独立顾客数,-0.02483773282399961,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,buyer_state_diversity,买家州数量,0.05402816084639639,1.0,0.4,10.85,False
clustered_within_seller,0.3,0.15,dominant_customer_state_share,第一大买家州占比,0.012146364961954318,0.9,0.3,8.05,False
clustered_within_seller,0.3,0.15,interstate_ratio,跨州交易占比,-0.00023369278642712977,0.0,0.0,0.0,False
clustered_within_seller,0.3,0.15,avg_distance_km,平均卖家-买家距离,-0.0006988848179908698,0.0,0.0,0.0,False
