repetition,avg_price,avg_freight,avg_product_weight_g,avg_product_length_cm,avg_product_height_cm,avg_product_width_cm,avg_product_photos_qty,avg_product_name_length,avg_product_description_length,avg_payment_installments,avg_payment_sequential,credit_card_ratio,boleto_ratio,voucher_ratio,debit_card_ratio,avg_review_score,avg_delivery_days,avg_approval_days,avg_ship_days,avg_estimate_gap_days,item_count,order_count,category_count,unique_customer_count,buyer_state_diversity,dominant_customer_state_share,interstate_ratio,avg_distance_km
30,0.0,0.05747877879459795,0.0049899152760527815,0.0031076675580440265,0.0,-0.003879168302295826,0.013945900473418595,-0.0052343942686646884,0.012397815796121947,0.0,0.005370332859573978,0.0,0.010077029852864794,0.0,-8.758456593652618e-05,0.0,0.03754339472045506,0.0,0.05212969299548895,0.013619492321959567,0.0,0.08749071251350392,0.013244894318330182,0.0,0.06755664192465867,0.018779543833733033,0.0,0.0
31,0.0,0.055606099309112415,0.002885880091994396,0.0024461527352112517,0.0,-0.00510096530116353,0.013808278053719184,0.0027788348676641714,0.003983575481683925,0.0,0.011010367387019687,0.0,-0.01514598859649671,-0.008491795690628978,0.0,0.0,0.034725180447384624,0.0007930841948032034,0.05230349455005388,0.028010096503599966,0.0,-0.08603761032261094,0.00972543182665424,0.0,0.06377188005616663,0.018313311113717447,0.0,0.0
32,-0.00024630116150425977,0.04795627437998768,-0.002966132529896225,-0.0021553022326979043,0.0,-0.0022145374839117136,0.012970369421640567,0.002222557058848882,0.011612910455444887,0.0,0.004966503520415037,0.0,0.004599141707067062,0.0,0.0,-0.0025210532802502398,0.034945296051024144,0.0,0.05193206787115279,0.02867430002804234,-0.00209038398260876,-0.054280607242793745,0.012671855562805614,-0.017937502714953497,0.03347426083472761,0.008964808790509886,0.0,0.0
33,0.0,0.05668221852058066,0.005090492534705434,-0.002905439941119018,0.0,-0.00899754626687445,0.012863940195857617,0.004614218927531708,0.0115472384889543,-0.002342395155663369,-0.003695935228455822,0.0,-0.015815491841176126,0.0,0.0,0.0,0.03356986585245532,-0.0020680663347395836,0.0517851632240515,0.02787606905410041,0.0,0.0,0.01297315966100738,-0.08541634490587463,0.05342578466073955,0.01674804195089062,0.0,0.0
34,0.0,0.058735292049769766,-0.0017519968837585453,-0.002759164786836863,-0.007057943170759113,-0.01392832674928752,0.009975131211859865,0.002761101238021917,0.0115782882652027,-0.007058443499841509,0.002653862338939677,0.0,0.007929535352721923,0.0,0.0,0.0,0.0344572129829593,0.0,0.052151796604963864,0.027742210482531744,0.0,0.08644366511227668,0.01358211591000768,0.0,0.06805595323686121,0.01856027194000921,0.0,0.0
35,-0.0067540262889686665,0.05764110760657651,0.004693440277013252,0.003945871115691228,-0.004048811129309897,0.0,0.012740712149947509,0.003131517819072457,0.010863120700683607,0.0,0.005893704063025349,8.162793422352922e-05,0.009674536511371882,0.0,-0.005415035548757255,0.0,0.03324235372977694,-0.000665787594500766,0.05079030726258298,0.027993224432489344,0.0,0.083962420762678,0.012751866036241757,0.0,0.0507871562748745,0.004673848997998116,0.0,0.0
36,-0.0024871992152570755,0.05954464254470689,0.008077135975963016,0.004092694355037553,0.0,0.0,0.0009881381788979394,-0.002692208477458071,0.009320246075706112,0.0,0.00530808158864295,0.0,0.009538599433478746,0.0,0.0,-0.0005438126480958971,0.01602884550355853,-0.000949244082974108,0.05252651687545473,0.028834493561897743,0.0,0.021138532475735036,0.013146099537643074,-0.07172616683611036,0.05617118787600439,-0.006729596111349441,0.0,-0.003464987594877443
37,0.0,0.056481668607923446,0.008586897493665686,0.004482524894873469,0.0,0.0,0.012786568005400487,0.0006815281862103373,0.011283633717641602,0.0,0.005291039255905552,0.0,0.010255937654829659,0.0,-0.0004571644620318653,-0.0007922185496777719,0.03044522395886942,0.0,0.044074321027001845,0.02778481514137981,-0.0016412396995633695,0.07883431575816592,0.0002706260354745013,0.0,0.06026702019358562,0.016849286994352734,-0.002707688608204989,-0.00028960905102127816
38,0.0,0.05783439875732515,0.0079042781526969,0.001624666186785692,-0.0054773852897239276,0.0,0.00703868727818962,0.0044775888212894455,0.004891257106835037,0.0,0.004613455837948503,-0.0018517497451726378,0.008019949956582508,0.0,0.0,0.0,0.03347266188380807,0.0,0.051857426975338836,0.02744194612967329,0.0,0.06530710855857212,0.01269152156741099,0.0,0.0068986330625150985,-0.0007249974313825631,0.0,0.0
39,0.0,0.058947958879098886,-0.017551248339613308,0.00036044099750784164,-6.550100474195928e-05,0.0,0.012881806269761004,0.004737891876987652,0.010942353151986925,0.0,-0.004794595478806278,0.0,-0.013204144301134894,-0.0014485494214049488,0.0,0.0,0.03342803934932464,0.0,0.04922908241521353,0.028592988498065137,-0.004442038770581732,0.08188971924033002,0.012986894117367118,0.0,0.06818594566509095,0.01903671196118322,0.0,0.0
