method,group,k,complementary_jaccard
tabm,0,10,0.6666666666666666
tabm,1,10,0.8181818181818182
tabm,2,10,0.8181818181818182
tabm,3,10,0.8181818181818182
tabm,4,10,0.6666666666666666
tabm,5,10,0.5384615384615384
tabm,6,10,0.6666666666666666
tabm,7,10,0.8181818181818182
tabm,8,10,0.6666666666666666
tabm,9,10,0.8181818181818182
tabm,10,10,0.8181818181818182
tabm,11,10,0.6666666666666666
tabm,12,10,0.6666666666666666
tabm,13,10,0.8181818181818182
tabm,14,10,1.0
tabm,15,10,0.6666666666666666
tabm,16,10,0.8181818181818182
tabm,17,10,0.6666666666666666
tabm,18,10,0.6666666666666666
tabm,19,10,0.8181818181818182
tabm,20,10,0.6666666666666666
tabm,21,10,0.8181818181818182
tabm,22,10,0.8181818181818182
tabm,23,10,0.5384615384615384
tabm,24,10,0.8181818181818182
tabm,25,10,0.6666666666666666
tabm,26,10,0.8181818181818182
tabm,27,10,0.6666666666666666
tabm,28,10,0.5384615384615384
tabm,29,10,0.42857142857142855
tabm,0,12,0.6
tabm,1,12,1.0
tabm,2,12,0.8461538461538461
tabm,3,12,0.8461538461538461
tabm,4,12,0.7142857142857143
tabm,5,12,0.5
tabm,6,12,0.7142857142857143
tabm,7,12,0.8461538461538461
tabm,8,12,0.5
tabm,9,12,0.7142857142857143
tabm,10,12,0.8461538461538461
tabm,11,12,0.6
tabm,12,12,0.5
tabm,13,12,0.6
tabm,14,12,0.8461538461538461
tabm,15,12,0.7142857142857143
tabm,16,12,0.7142857142857143
tabm,17,12,0.7142857142857143
tabm,18,12,0.8461538461538461
tabm,19,12,0.7142857142857143
tabm,20,12,0.6
tabm,21,12,0.6
tabm,22,12,0.8461538461538461
tabm,23,12,0.6
tabm,24,12,0.8461538461538461
tabm,25,12,0.7142857142857143
tabm,26,12,0.8461538461538461
tabm,27,12,0.6
tabm,28,12,0.4117647058823529
tabm,29,12,0.3333333333333333
tabm,0,14,0.6470588235294118
tabm,1,14,0.75
tabm,2,14,0.6470588235294118
tabm,3,14,0.75
tabm,4,14,0.6470588235294118
tabm,5,14,0.4
tabm,6,14,0.6470588235294118
tabm,7,14,0.8666666666666667
tabm,8,14,0.47368421052631576
tabm,9,14,0.6470588235294118
tabm,10,14,0.75
tabm,11,14,0.75
tabm,12,14,0.47368421052631576
tabm,13,14,0.6470588235294118
tabm,14,14,0.75
tabm,15,14,0.5555555555555556
tabm,16,14,0.75
tabm,17,14,0.6470588235294118
tabm,18,14,0.8666666666666667
tabm,19,14,0.6470588235294118
tabm,20,14,0.6470588235294118
tabm,21,14,0.47368421052631576
tabm,22,14,0.75
tabm,23,14,0.5555555555555556
tabm,24,14,0.6470588235294118
tabm,25,14,0.6470588235294118
tabm,26,14,0.6470588235294118
tabm,27,14,0.5555555555555556
tabm,28,14,0.5555555555555556
tabm,29,14,0.4
vtfs,0,4,0.0
vtfs,1,4,0.0
vtfs,2,4,0.3333333333333333
vtfs,3,4,0.14285714285714285
vtfs,4,4,1.0
vtfs,5,4,1.0
vtfs,6,4,0.0
vtfs,7,4,0.0
vtfs,8,4,0.14285714285714285
vtfs,9,4,0.14285714285714285
vtfs,10,4,0.0
vtfs,11,4,1.0
vtfs,12,4,1.0
vtfs,13,4,0.0
vtfs,14,4,0.14285714285714285
vtfs,15,4,0.14285714285714285
vtfs,16,4,0.0
vtfs,17,4,0.14285714285714285
vtfs,18,4,0.14285714285714285
vtfs,19,4,1.0
vtfs,20,4,0.14285714285714285
vtfs,21,4,0.14285714285714285
vtfs,22,4,0.0
vtfs,23,4,0.0
vtfs,24,4,0.14285714285714285
vtfs,25,4,0.3333333333333333
vtfs,26,4,0.0
vtfs,27,4,0.14285714285714285
vtfs,28,4,1.0
vtfs,29,4,0.0
vtfs,0,8,0.06666666666666667
vtfs,1,8,0.14285714285714285
vtfs,2,8,0.6
vtfs,3,8,0.45454545454545453
vtfs,4,8,1.0
vtfs,5,8,0.7777777777777778
vtfs,6,8,0.23076923076923078
vtfs,7,8,0.06666666666666667
vtfs,8,8,0.23076923076923078
vtfs,9,8,0.23076923076923078
vtfs,10,8,0.14285714285714285
vtfs,11,8,1.0
vtfs,12,8,1.0
vtfs,13,8,0.23076923076923078
vtfs,14,8,0.06666666666666667
vtfs,15,8,0.06666666666666667
vtfs,16,8,0.14285714285714285
vtfs,17,8,0.3333333333333333
vtfs,18,8,0.14285714285714285
vtfs,19,8,1.0
vtfs,20,8,0.3333333333333333
vtfs,21,8,0.06666666666666667
vtfs,22,8,0.06666666666666667
vtfs,23,8,0.23076923076923078
vtfs,24,8,0.06666666666666667
vtfs,25,8,0.3333333333333333
vtfs,26,8,0.14285714285714285
vtfs,27,8,0.06666666666666667
vtfs,28,8,1.0
vtfs,29,8,0.23076923076923078
vtfs,0,10,0.17647058823529413
vtfs,1,10,0.17647058823529413
vtfs,2,10,0.42857142857142855
vtfs,3,10,0.5384615384615384
vtfs,4,10,1.0
vtfs,5,10,0.8181818181818182
vtfs,6,10,0.42857142857142855
vtfs,7,10,0.17647058823529413
vtfs,8,10,0.3333333333333333
vtfs,9,10,0.5384615384615384
vtfs,10,10,0.17647058823529413
vtfs,11,10,1.0
vtfs,12,10,1.0
vtfs,13,10,0.25
vtfs,14,10,0.17647058823529413
vtfs,15,10,0.17647058823529413
vtfs,16,10,0.17647058823529413
vtfs,17,10,0.5384615384615384
vtfs,18,10,0.25
vtfs,19,10,1.0
vtfs,20,10,0.5384615384615384
vtfs,21,10,0.17647058823529413
vtfs,22,10,0.17647058823529413
vtfs,23,10,0.25
vtfs,24,10,0.17647058823529413
vtfs,25,10,0.25
vtfs,26,10,0.17647058823529413
vtfs,27,10,0.17647058823529413
vtfs,28,10,1.0
vtfs,29,10,0.25
vtfs,0,12,0.14285714285714285
vtfs,1,12,0.2
vtfs,2,12,0.7142857142857143
vtfs,3,12,0.6
vtfs,4,12,1.0
vtfs,5,12,0.7142857142857143
vtfs,6,12,0.3333333333333333
vtfs,7,12,0.14285714285714285
vtfs,8,12,0.2631578947368421
vtfs,9,12,0.5
vtfs,10,12,0.2
vtfs,11,12,1.0
vtfs,12,12,1.0
vtfs,13,12,0.2631578947368421
vtfs,14,12,0.2631578947368421
vtfs,15,12,0.2631578947368421
vtfs,16,12,0.2
vtfs,17,12,0.5
vtfs,18,12,0.2631578947368421
vtfs,19,12,1.0
vtfs,20,12,0.4117647058823529
vtfs,21,12,0.2631578947368421
vtfs,22,12,0.2631578947368421
vtfs,23,12,0.2631578947368421
vtfs,24,12,0.2631578947368421
vtfs,25,12,0.2631578947368421
vtfs,26,12,0.2
vtfs,27,12,0.2631578947368421
vtfs,28,12,1.0
vtfs,29,12,0.2631578947368421
vtfs,0,14,0.2727272727272727
vtfs,1,14,0.3333333333333333
vtfs,2,14,0.75
vtfs,3,14,0.6470588235294118
vtfs,4,14,1.0
vtfs,5,14,0.75
vtfs,6,14,0.3333333333333333
vtfs,7,14,0.2727272727272727
vtfs,8,14,0.2727272727272727
vtfs,9,14,0.5555555555555556
vtfs,10,14,0.3333333333333333
vtfs,11,14,1.0
vtfs,12,14,1.0
vtfs,13,14,0.2727272727272727
vtfs,14,14,0.2727272727272727
vtfs,15,14,0.2727272727272727
vtfs,16,14,0.3333333333333333
vtfs,17,14,0.6470588235294118
vtfs,18,14,0.2727272727272727
vtfs,19,14,1.0
vtfs,20,14,0.6470588235294118
vtfs,21,14,0.2727272727272727
vtfs,22,14,0.3333333333333333
vtfs,23,14,0.21739130434782608
vtfs,24,14,0.2727272727272727
vtfs,25,14,0.21739130434782608
vtfs,26,14,0.3333333333333333
vtfs,27,14,0.2727272727272727
vtfs,28,14,1.0
vtfs,29,14,0.21739130434782608
xgboost_shap,0,4,0.6
xgboost_shap,1,4,0.6
xgboost_shap,2,4,0.6
xgboost_shap,3,4,0.6
xgboost_shap,4,4,0.6
xgboost_shap,5,4,0.6
xgboost_shap,6,4,0.6
xgboost_shap,7,4,0.6
xgboost_shap,8,4,0.6
xgboost_shap,9,4,0.6
xgboost_shap,10,4,0.6
xgboost_shap,11,4,0.6
xgboost_shap,12,4,0.6
xgboost_shap,13,4,0.6
xgboost_shap,14,4,0.6
xgboost_shap,15,4,0.6
xgboost_shap,16,4,0.3333333333333333
xgboost_shap,17,4,0.6
xgboost_shap,18,4,0.6
xgboost_shap,19,4,0.6
xgboost_shap,20,4,0.3333333333333333
xgboost_shap,21,4,0.6
xgboost_shap,22,4,0.6
xgboost_shap,23,4,0.6
xgboost_shap,24,4,0.6
xgboost_shap,25,4,0.6
xgboost_shap,26,4,0.6
xgboost_shap,27,4,0.6
xgboost_shap,28,4,0.6
xgboost_shap,29,4,0.6
xgboost_shap,0,8,0.7777777777777778
xgboost_shap,1,8,0.7777777777777778
xgboost_shap,2,8,0.6
xgboost_shap,3,8,0.7777777777777778
xgboost_shap,4,8,0.7777777777777778
xgboost_shap,5,8,0.7777777777777778
xgboost_shap,6,8,1.0
xgboost_shap,7,8,0.7777777777777778
xgboost_shap,8,8,1.0
xgboost_shap,9,8,0.7777777777777778
xgboost_shap,10,8,1.0
xgboost_shap,11,8,0.7777777777777778
xgboost_shap,12,8,0.7777777777777778
xgboost_shap,13,8,0.7777777777777778
xgboost_shap,14,8,0.7777777777777778
xgboost_shap,15,8,0.7777777777777778
xgboost_shap,16,8,0.7777777777777778
xgboost_shap,17,8,0.7777777777777778
xgboost_shap,18,8,0.7777777777777778
xgboost_shap,19,8,0.6
xgboost_shap,20,8,0.7777777777777778
xgboost_shap,21,8,0.7777777777777778
xgboost_shap,22,8,0.6
xgboost_shap,23,8,1.0
xgboost_shap,24,8,0.7777777777777778
xgboost_shap,25,8,0.7777777777777778
xgboost_shap,26,8,0.7777777777777778
xgboost_shap,27,8,0.7777777777777778
xgboost_shap,28,8,0.6
xgboost_shap,29,8,0.7777777777777778
xgboost_shap,0,10,0.5384615384615384
xgboost_shap,1,10,0.8181818181818182
xgboost_shap,2,10,0.6666666666666666
xgboost_shap,3,10,0.8181818181818182
xgboost_shap,4,10,0.6666666666666666
xgboost_shap,5,10,0.6666666666666666
xgboost_shap,6,10,0.8181818181818182
xgboost_shap,7,10,0.8181818181818182
xgboost_shap,8,10,1.0
xgboost_shap,9,10,1.0
xgboost_shap,10,10,0.8181818181818182
xgboost_shap,11,10,0.5384615384615384
xgboost_shap,12,10,0.5384615384615384
xgboost_shap,13,10,0.8181818181818182
xgboost_shap,14,10,0.6666666666666666
xgboost_shap,15,10,0.5384615384615384
xgboost_shap,16,10,0.6666666666666666
xgboost_shap,17,10,0.8181818181818182
xgboost_shap,18,10,0.6666666666666666
xgboost_shap,19,10,0.6666666666666666
xgboost_shap,20,10,0.6666666666666666
xgboost_shap,21,10,0.6666666666666666
xgboost_shap,22,10,0.8181818181818182
xgboost_shap,23,10,0.6666666666666666
xgboost_shap,24,10,0.8181818181818182
xgboost_shap,25,10,0.8181818181818182
xgboost_shap,26,10,0.6666666666666666
xgboost_shap,27,10,0.8181818181818182
xgboost_shap,28,10,0.8181818181818182
xgboost_shap,29,10,0.6666666666666666
xgboost_shap,0,12,0.7142857142857143
xgboost_shap,1,12,0.7142857142857143
xgboost_shap,2,12,0.7142857142857143
xgboost_shap,3,12,0.8461538461538461
xgboost_shap,4,12,0.7142857142857143
xgboost_shap,5,12,0.7142857142857143
xgboost_shap,6,12,0.7142857142857143
xgboost_shap,7,12,0.6
xgboost_shap,8,12,0.7142857142857143
xgboost_shap,9,12,0.7142857142857143
xgboost_shap,10,12,0.6
xgboost_shap,11,12,0.7142857142857143
xgboost_shap,12,12,0.4117647058823529
xgboost_shap,13,12,0.6
xgboost_shap,14,12,0.5
xgboost_shap,15,12,0.6
xgboost_shap,16,12,0.6
xgboost_shap,17,12,0.6
xgboost_shap,18,12,0.6
xgboost_shap,19,12,0.6
xgboost_shap,20,12,0.6
xgboost_shap,21,12,0.6
xgboost_shap,22,12,0.7142857142857143
xgboost_shap,23,12,0.7142857142857143
xgboost_shap,24,12,0.7142857142857143
xgboost_shap,25,12,0.6
xgboost_shap,26,12,0.7142857142857143
xgboost_shap,27,12,0.7142857142857143
xgboost_shap,28,12,0.7142857142857143
xgboost_shap,29,12,0.6
xgboost_shap,0,14,0.6470588235294118
xgboost_shap,1,14,0.6470588235294118
xgboost_shap,2,14,0.6470588235294118
xgboost_shap,3,14,0.6470588235294118
xgboost_shap,4,14,0.6470588235294118
xgboost_shap,5,14,0.8666666666666667
xgboost_shap,6,14,0.75
xgboost_shap,7,14,0.5555555555555556
xgboost_shap,8,14,0.75
xgboost_shap,9,14,0.8666666666666667
xgboost_shap,10,14,0.5555555555555556
xgboost_shap,11,14,0.6470588235294118
xgboost_shap,12,14,0.47368421052631576
xgboost_shap,13,14,0.47368421052631576
xgboost_shap,14,14,0.5555555555555556
xgboost_shap,15,14,0.6470588235294118
xgboost_shap,16,14,0.6470588235294118
xgboost_shap,17,14,0.6470588235294118
xgboost_shap,18,14,0.5555555555555556
xgboost_shap,19,14,0.6470588235294118
xgboost_shap,20,14,0.6470588235294118
xgboost_shap,21,14,0.6470588235294118
xgboost_shap,22,14,0.6470588235294118
xgboost_shap,23,14,0.5555555555555556
xgboost_shap,24,14,0.6470588235294118
xgboost_shap,25,14,0.5555555555555556
xgboost_shap,26,14,0.6470588235294118
xgboost_shap,27,14,0.6470588235294118
xgboost_shap,28,14,0.6470588235294118
xgboost_shap,29,14,0.6470588235294118
