method,scenario,rep,rmse_at_12,seconds,rule,FDP,power,discoveries,FDP_gt_0.2
copula_mvr,linear_dense,11,1.0604924630230264,0.21903866692446172,top14,0.0,0.9333333333333333,14,False
copula_mvr,linear_dense,11,1.0604924630230264,0.21903866692446172,native,0.0,1.0,15,False
copula_mvr,linear_dense,12,1.1194209054609694,0.27996841608546674,top4,0.0,0.26666666666666666,4,False
copula_mvr,linear_dense,12,1.1194209054609694,0.27996841608546674,top8,0.0,0.5333333333333333,8,False
copula_mvr,linear_dense,12,1.1194209054609694,0.27996841608546674,top10,0.0,0.6666666666666666,10,False
copula_mvr,linear_dense,12,1.1194209054609694,0.27996841608546674,top12,0.0,0.8,12,False
copula_mvr,linear_dense,12,1.1194209054609694,0.27996841608546674,top14,0.0,0.9333333333333333,14,False
copula_mvr,linear_dense,12,1.1194209054609694,0.27996841608546674,native,0.06666666666666667,0.9333333333333333,15,False
copula_mvr,linear_dense,13,1.143264900731602,0.21171654108911753,top4,0.0,0.26666666666666666,4,False
copula_mvr,linear_dense,13,1.143264900731602,0.21171654108911753,top8,0.0,0.5333333333333333,8,False
copula_mvr,linear_dense,13,1.143264900731602,0.21171654108911753,top10,0.0,0.6666666666666666,10,False
copula_mvr,linear_dense,13,1.143264900731602,0.21171654108911753,top12,0.0,0.8,12,False
copula_mvr,linear_dense,13,1.143264900731602,0.21171654108911753,top14,0.0,0.9333333333333333,14,False
copula_mvr,linear_dense,13,1.143264900731602,0.21171654108911753,native,0.0625,1.0,16,False
copula_mvr,linear_dense,14,1.0413512622995258,0.23058558302000165,top4,0.0,0.26666666666666666,4,False
copula_mvr,linear_dense,14,1.0413512622995258,0.23058558302000165,top8,0.0,0.5333333333333333,8,False
copula_mvr,linear_dense,14,1.0413512622995258,0.23058558302000165,top10,0.0,0.6666666666666666,10,False
copula_mvr,linear_dense,14,1.0413512622995258,0.23058558302000165,top12,0.0,0.8,12,False
copula_mvr,linear_dense,14,1.0413512622995258,0.23058558302000165,top14,0.0,0.9333333333333333,14,False
copula_mvr,linear_dense,14,1.0413512622995258,0.23058558302000165,native,0.0625,1.0,16,False
copula_mvr,linear_dense,15,1.0704652022901333,0.2288021668791771,top4,0.0,0.26666666666666666,4,False
copula_mvr,linear_dense,15,1.0704652022901333,0.2288021668791771,top8,0.0,0.5333333333333333,8,False
copula_mvr,linear_dense,15,1.0704652022901333,0.2288021668791771,top10,0.0,0.6666666666666666,10,False
copula_mvr,linear_dense,15,1.0704652022901333,0.2288021668791771,top12,0.0,0.8,12,False
