method,fraction,k,metric,mean,sd,se,ci_low,ci_high,n,nogueira
stability_selection,0.7,8,reference_jaccard,0.6993939393939395,0.10332197511400588,0.023103495992445874,0.6510377665408253,0.7477501122470536,20,0.7064931350114416
stability_selection,0.7,10,reference_jaccard,0.697086247086247,0.13344266416557204,0.029838686817289434,0.6346331578257055,0.7595393363467885,20,0.6138596491228071
stability_selection,0.7,12,reference_jaccard,0.6619230769230768,0.10918703659441674,0.024414963608687296,0.6108219708025919,0.7130241830435617,20,0.5885272391505079
stability_selection,0.7,14,reference_jaccard,0.6946405228758169,0.07111709287049024,0.01590226540205818,0.6613566988697248,0.727924346881909,20,0.5825077399380805
stability_selection,0.8,4,reference_jaccard,0.6399999999999999,0.1231174022502185,0.027529888064467413,0.5823792820659026,0.6976207179340972,20,0.8232456140350877
stability_selection,0.8,8,reference_jaccard,0.7533333333333335,0.0928643186396867,0.020765092916254023,0.7098714943675912,0.7967951722990758,20,0.8226544622425629
stability_selection,0.8,10,reference_jaccard,0.7538461538461538,0.1134400406741685,0.025365964231778185,0.7007545805457824,0.8069377271465252,20,0.7513784461152881
stability_selection,0.8,12,reference_jaccard,0.7017582417582415,0.10379658282988095,0.023209621503980128,0.6531799456566998,0.7503365378597833,20,0.6772622345337028
stability_selection,0.8,14,reference_jaccard,0.7224346405228758,0.09228992990139448,0.02063665568982085,0.6792416237615396,0.7656276572842119,20,0.6517470145953118
tabm,0.5,4,reference_jaccard,0.5666666666666667,0.11176055411431486,0.020404592175895683,0.5249345899128958,0.6083987434204375,30,0.7380989746808957
tabm,0.5,8,reference_jaccard,0.8466666666666669,0.07320434493591758,0.01336522367626371,0.8193317150302385,0.8740016183030953,30,0.8333302628346844
tabm,0.5,10,reference_jaccard,0.8377622377622378,0.07983317747805073,0.014575477380680591,0.8079520393750351,0.8675724361494405,30,0.7930831315577079
tabm,0.5,12,reference_jaccard,0.750489118724413,0.08259818060796054,0.015080295575955254,0.7196464512003466,0.7813317862484794,30,0.7303746654772525
tabm,0.5,14,reference_jaccard,0.757954649696136,0.07828630012838995,0.014293057507979587,0.7287220648041087,0.7871872345881633,30,0.6567084460903005
tabm,0.7,4,reference_jaccard,0.6466666666666667,0.1634424984280333,0.03654685368974849,0.5701732227810837,0.7231601105522497,20,0.7310916179337232
tabm,0.7,8,reference_jaccard,0.8666666666666666,0.11169437554445212,0.0249756216421785,0.8143920897957874,0.9189412435375458,20,0.8838386727688787
tabm,0.7,10,reference_jaccard,0.9196969696969697,0.10601502780063256,0.02370568087987444,0.8700804093892665,0.9693135300046729,20,0.8935588972431078
tabm,0.7,12,reference_jaccard,0.8780219780219781,0.07794088275683199,0.017428111207061753,0.8415445220426957,0.9144994340012605,20,0.8540166204986149
tabm,0.7,14,reference_jaccard,0.815686274509804,0.08043116172254107,0.01798495451208809,0.7780433320985652,0.8533292169210428,20,0.7580053073861123
tabm,0.8,4,reference_jaccard,0.7066666666666667,0.20565115526254338,0.04598499628184106,0.6104189633068988,0.8029143700264345,20,0.7205165692007798
tabm,0.8,8,reference_jaccard,0.9111111111111111,0.11169437554445213,0.024975621642178505,0.8588365342402319,0.9633856879819903,20,0.9148741418764301
tabm,0.8,10,reference_jaccard,0.990909090909091,0.04065578140908707,0.009090909090909087,0.9718815995053794,1.0099365823128024,20,0.9852380952380952
tabm,0.8,12,reference_jaccard,0.8934065934065935,0.08535166730296725,0.01908521300823809,0.8534607834968456,0.9333524033163413,20,0.8683287165281626
