method,run,group,fraction,half,k,reference_jaccard,features,native_count,seconds
shadow_trees,half_05_A,5,0.5,A,4,1.0,"[23, 21, 24, 20]",13.0,14.95364758418873
shadow_trees,half_05_A,5,0.5,A,8,1.0,"[23, 21, 24, 20, 0, 15, 25, 16]",13.0,14.95364758418873
shadow_trees,half_05_A,5,0.5,A,10,1.0,"[23, 21, 24, 20, 0, 15, 25, 16, 19, 9]",13.0,14.95364758418873
shadow_trees,half_05_A,5,0.5,A,12,1.0,"[23, 21, 24, 20, 0, 15, 25, 16, 19, 9, 2, 1]",13.0,14.95364758418873
shadow_trees,half_05_A,5,0.5,A,14,0.8666666666666667,"[23, 21, 24, 20, 0, 15, 25, 16, 19, 9, 2, 1, 26, 28]",13.0,14.95364758418873
shadow_trees,half_05_B,5,0.5,B,4,1.0,"[21, 23, 24, 20]",13.0,14.75420687487349
shadow_trees,half_05_B,5,0.5,B,8,1.0,"[21, 23, 24, 20, 25, 0, 15, 16]",13.0,14.75420687487349
shadow_trees,half_05_B,5,0.5,B,10,1.0,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9]",13.0,14.75420687487349
shadow_trees,half_05_B,5,0.5,B,12,0.8461538461538461,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 1, 26]",13.0,14.75420687487349
shadow_trees,half_05_B,5,0.5,B,14,0.8666666666666667,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 1, 26, 2, 28]",13.0,14.75420687487349
shadow_trees,half_06_A,6,0.5,A,4,1.0,"[21, 23, 24, 20]",12.0,14.017229290911928
shadow_trees,half_06_A,6,0.5,A,8,1.0,"[21, 23, 24, 20, 0, 25, 15, 16]",12.0,14.017229290911928
shadow_trees,half_06_A,6,0.5,A,10,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9]",12.0,14.017229290911928
shadow_trees,half_06_A,6,0.5,A,12,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 2, 1]",12.0,14.017229290911928
shadow_trees,half_06_A,6,0.5,A,14,0.8666666666666667,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 2, 1, 28, 18]",12.0,14.017229290911928
shadow_trees,half_06_B,6,0.5,B,4,0.6,"[21, 23, 24, 0]",13.0,15.460974583867937
shadow_trees,half_06_B,6,0.5,B,8,1.0,"[21, 23, 24, 0, 20, 25, 15, 16]",13.0,15.460974583867937
shadow_trees,half_06_B,6,0.5,B,10,0.8181818181818182,"[21, 23, 24, 0, 20, 25, 15, 16, 19, 26]",13.0,15.460974583867937
shadow_trees,half_06_B,6,0.5,B,12,0.8461538461538461,"[21, 23, 24, 0, 20, 25, 15, 16, 19, 26, 2, 9]",13.0,15.460974583867937
shadow_trees,half_06_B,6,0.5,B,14,0.8666666666666667,"[21, 23, 24, 0, 20, 25, 15, 16, 19, 26, 2, 9, 1, 6]",13.0,15.460974583867937
shadow_trees,half_07_A,7,0.5,A,4,1.0,"[21, 23, 24, 20]",13.0,15.264238457893953
shadow_trees,half_07_A,7,0.5,A,8,1.0,"[21, 23, 24, 20, 0, 25, 15, 16]",13.0,15.264238457893953
shadow_trees,half_07_A,7,0.5,A,10,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9]",13.0,15.264238457893953
shadow_trees,half_07_A,7,0.5,A,12,0.8461538461538461,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 2, 26]",13.0,15.264238457893953
shadow_trees,half_07_A,7,0.5,A,14,0.8666666666666667,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 2, 26, 1, 28]",13.0,15.264238457893953
shadow_trees,half_07_B,7,0.5,B,4,1.0,"[24, 23, 21, 20]",12.0,14.540869499789551
shadow_trees,half_07_B,7,0.5,B,8,1.0,"[24, 23, 21, 20, 25, 15, 0, 16]",12.0,14.540869499789551
shadow_trees,half_07_B,7,0.5,B,10,0.8181818181818182,"[24, 23, 21, 20, 25, 15, 0, 16, 19, 2]",12.0,14.540869499789551
shadow_trees,half_07_B,7,0.5,B,12,1.0,"[24, 23, 21, 20, 25, 15, 0, 16, 19, 2, 9, 1]",12.0,14.540869499789551
shadow_trees,half_07_B,7,0.5,B,14,0.8666666666666667,"[24, 23, 21, 20, 25, 15, 0, 16, 19, 2, 9, 1, 26, 28]",12.0,14.540869499789551
shadow_trees,half_08_A,8,0.5,A,4,1.0,"[21, 24, 23, 20]",12.0,15.25694275018759
shadow_trees,half_08_A,8,0.5,A,8,1.0,"[21, 24, 23, 20, 0, 25, 15, 16]",12.0,15.25694275018759
shadow_trees,half_08_A,8,0.5,A,10,0.8181818181818182,"[21, 24, 23, 20, 0, 25, 15, 16, 19, 2]",12.0,15.25694275018759
shadow_trees,half_08_A,8,0.5,A,12,1.0,"[21, 24, 23, 20, 0, 25, 15, 16, 19, 2, 9, 1]",12.0,15.25694275018759
shadow_trees,half_08_A,8,0.5,A,14,0.8666666666666667,"[21, 24, 23, 20, 0, 25, 15, 16, 19, 2, 9, 1, 26, 4]",12.0,15.25694275018759
shadow_trees,half_08_B,8,0.5,B,4,1.0,"[21, 23, 24, 20]",12.0,14.407530665863305
shadow_trees,half_08_B,8,0.5,B,8,1.0,"[21, 23, 24, 20, 25, 0, 15, 16]",12.0,14.407530665863305
shadow_trees,half_08_B,8,0.5,B,10,1.0,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9]",12.0,14.407530665863305
shadow_trees,half_08_B,8,0.5,B,12,0.8461538461538461,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 2, 26]",12.0,14.407530665863305
shadow_trees,half_08_B,8,0.5,B,14,0.8666666666666667,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 2, 26, 1, 28]",12.0,14.407530665863305
shadow_trees,half_09_A,9,0.5,A,4,1.0,"[23, 21, 24, 20]",13.0,14.239081291016191
shadow_trees,half_09_A,9,0.5,A,8,1.0,"[23, 21, 24, 20, 25, 0, 15, 16]",13.0,14.239081291016191
shadow_trees,half_09_A,9,0.5,A,10,1.0,"[23, 21, 24, 20, 25, 0, 15, 16, 19, 9]",13.0,14.239081291016191
shadow_trees,half_09_A,9,0.5,A,12,0.8461538461538461,"[23, 21, 24, 20, 25, 0, 15, 16, 19, 9, 26, 2]",13.0,14.239081291016191
shadow_trees,half_09_A,9,0.5,A,14,0.8666666666666667,"[23, 21, 24, 20, 25, 0, 15, 16, 19, 9, 26, 2, 1, 28]",13.0,14.239081291016191
shadow_trees,half_09_B,9,0.5,B,4,1.0,"[21, 23, 24, 20]",12.0,15.270390332909301
shadow_trees,half_09_B,9,0.5,B,8,1.0,"[21, 23, 24, 20, 0, 15, 25, 16]",12.0,15.270390332909301
shadow_trees,half_09_B,9,0.5,B,10,1.0,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9]",12.0,15.270390332909301
shadow_trees,half_09_B,9,0.5,B,12,1.0,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 2, 1]",12.0,15.270390332909301
shadow_trees,half_09_B,9,0.5,B,14,0.8666666666666667,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 2, 1, 28, 26]",12.0,15.270390332909301
shadow_trees,half_10_A,10,0.5,A,4,1.0,"[21, 23, 24, 20]",12.0,14.944397875107825
shadow_trees,half_10_A,10,0.5,A,8,1.0,"[21, 23, 24, 20, 0, 25, 15, 16]",12.0,14.944397875107825
shadow_trees,half_10_A,10,0.5,A,10,0.8181818181818182,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 2]",12.0,14.944397875107825
shadow_trees,half_10_A,10,0.5,A,12,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 2, 9, 1]",12.0,14.944397875107825
shadow_trees,half_10_A,10,0.5,A,14,0.8666666666666667,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 2, 9, 1, 28, 26]",12.0,14.944397875107825
shadow_trees,half_10_B,10,0.5,B,4,0.6,"[21, 23, 24, 25]",13.0,14.68589979200624
shadow_trees,half_10_B,10,0.5,B,8,1.0,"[21, 23, 24, 25, 20, 0, 15, 16]",13.0,14.68589979200624
shadow_trees,half_10_B,10,0.5,B,10,1.0,"[21, 23, 24, 25, 20, 0, 15, 16, 19, 9]",13.0,14.68589979200624
shadow_trees,half_10_B,10,0.5,B,12,1.0,"[21, 23, 24, 25, 20, 0, 15, 16, 19, 9, 1, 2]",13.0,14.68589979200624
shadow_trees,half_10_B,10,0.5,B,14,0.8666666666666667,"[21, 23, 24, 25, 20, 0, 15, 16, 19, 9, 1, 2, 26, 28]",13.0,14.68589979200624
shadow_trees,half_11_A,11,0.5,A,4,1.0,"[21, 23, 24, 20]",12.0,15.01621983293444
shadow_trees,half_11_A,11,0.5,A,8,1.0,"[21, 23, 24, 20, 0, 15, 25, 16]",12.0,15.01621983293444
shadow_trees,half_11_A,11,0.5,A,10,1.0,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9]",12.0,15.01621983293444
shadow_trees,half_11_A,11,0.5,A,12,0.8461538461538461,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 2, 26]",12.0,15.01621983293444
shadow_trees,half_11_A,11,0.5,A,14,1.0,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 2, 26, 1, 18]",12.0,15.01621983293444
shadow_trees,half_11_B,11,0.5,B,4,0.6,"[21, 23, 24, 25]",12.0,14.74023204180412
shadow_trees,half_11_B,11,0.5,B,8,1.0,"[21, 23, 24, 25, 20, 0, 15, 16]",12.0,14.74023204180412
shadow_trees,half_11_B,11,0.5,B,10,1.0,"[21, 23, 24, 25, 20, 0, 15, 16, 19, 9]",12.0,14.74023204180412
shadow_trees,half_11_B,11,0.5,B,12,1.0,"[21, 23, 24, 25, 20, 0, 15, 16, 19, 9, 1, 2]",12.0,14.74023204180412
shadow_trees,half_11_B,11,0.5,B,14,0.8666666666666667,"[21, 23, 24, 25, 20, 0, 15, 16, 19, 9, 1, 2, 26, 28]",12.0,14.74023204180412
shadow_trees,half_12_A,12,0.5,A,4,1.0,"[23, 21, 24, 20]",13.0,15.688791332999244
shadow_trees,half_12_A,12,0.5,A,8,1.0,"[23, 21, 24, 20, 25, 0, 15, 16]",13.0,15.688791332999244
shadow_trees,half_12_A,12,0.5,A,10,0.8181818181818182,"[23, 21, 24, 20, 25, 0, 15, 16, 19, 2]",13.0,15.688791332999244
shadow_trees,half_12_A,12,0.5,A,12,1.0,"[23, 21, 24, 20, 25, 0, 15, 16, 19, 2, 1, 9]",13.0,15.688791332999244
shadow_trees,half_12_A,12,0.5,A,14,0.8666666666666667,"[23, 21, 24, 20, 25, 0, 15, 16, 19, 2, 1, 9, 26, 6]",13.0,15.688791332999244
shadow_trees,half_12_B,12,0.5,B,4,1.0,"[21, 23, 24, 20]",11.0,16.87890262505971
shadow_trees,half_12_B,12,0.5,B,8,1.0,"[21, 23, 24, 20, 0, 25, 15, 16]",11.0,16.87890262505971
shadow_trees,half_12_B,12,0.5,B,10,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9]",11.0,16.87890262505971
shadow_trees,half_12_B,12,0.5,B,12,0.7142857142857143,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 8, 28]",11.0,16.87890262505971
shadow_trees,half_12_B,12,0.5,B,14,0.6470588235294118,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 8, 28, 27, 1]",11.0,16.87890262505971
shadow_trees,half_13_A,13,0.5,A,4,0.6,"[21, 24, 23, 25]",13.0,16.296575833810493
shadow_trees,half_13_A,13,0.5,A,8,1.0,"[21, 24, 23, 25, 20, 0, 15, 16]",13.0,16.296575833810493
shadow_trees,half_13_A,13,0.5,A,10,1.0,"[21, 24, 23, 25, 20, 0, 15, 16, 19, 9]",13.0,16.296575833810493
shadow_trees,half_13_A,13,0.5,A,12,1.0,"[21, 24, 23, 25, 20, 0, 15, 16, 19, 9, 2, 1]",13.0,16.296575833810493
shadow_trees,half_13_A,13,0.5,A,14,1.0,"[21, 24, 23, 25, 20, 0, 15, 16, 19, 9, 2, 1, 26, 18]",13.0,16.296575833810493
shadow_trees,half_13_B,13,0.5,B,4,1.0,"[23, 21, 24, 20]",14.0,16.63628545892425
shadow_trees,half_13_B,13,0.5,B,8,1.0,"[23, 21, 24, 20, 0, 15, 25, 16]",14.0,16.63628545892425
shadow_trees,half_13_B,13,0.5,B,10,0.8181818181818182,"[23, 21, 24, 20, 0, 15, 25, 16, 19, 2]",14.0,16.63628545892425
shadow_trees,half_13_B,13,0.5,B,12,1.0,"[23, 21, 24, 20, 0, 15, 25, 16, 19, 2, 9, 1]",14.0,16.63628545892425
shadow_trees,half_13_B,13,0.5,B,14,0.8666666666666667,"[23, 21, 24, 20, 0, 15, 25, 16, 19, 2, 9, 1, 26, 8]",14.0,16.63628545892425
shadow_trees,half_14_A,14,0.5,A,4,1.0,"[21, 23, 24, 20]",12.0,16.643304749857634
shadow_trees,half_14_A,14,0.5,A,8,1.0,"[21, 23, 24, 20, 25, 15, 0, 16]",12.0,16.643304749857634
shadow_trees,half_14_A,14,0.5,A,10,0.8181818181818182,"[21, 23, 24, 20, 25, 15, 0, 16, 19, 2]",12.0,16.643304749857634
shadow_trees,half_14_A,14,0.5,A,12,0.8461538461538461,"[21, 23, 24, 20, 25, 15, 0, 16, 19, 2, 9, 26]",12.0,16.643304749857634
shadow_trees,half_14_A,14,0.5,A,14,1.0,"[21, 23, 24, 20, 25, 15, 0, 16, 19, 2, 9, 26, 18, 1]",12.0,16.643304749857634
shadow_trees,half_14_B,14,0.5,B,4,1.0,"[24, 21, 23, 20]",13.0,16.548090249998495
shadow_trees,half_14_B,14,0.5,B,8,1.0,"[24, 21, 23, 20, 0, 25, 15, 16]",13.0,16.548090249998495
shadow_trees,half_14_B,14,0.5,B,10,1.0,"[24, 21, 23, 20, 0, 25, 15, 16, 19, 9]",13.0,16.548090249998495
shadow_trees,half_14_B,14,0.5,B,12,1.0,"[24, 21, 23, 20, 0, 25, 15, 16, 19, 9, 2, 1]",13.0,16.548090249998495
shadow_trees,half_14_B,14,0.5,B,14,0.8666666666666667,"[24, 21, 23, 20, 0, 25, 15, 16, 19, 9, 2, 1, 26, 28]",13.0,16.548090249998495
shadow_trees,half_15_A,15,0.5,A,4,0.6,"[23, 24, 21, 0]",12.0,16.13468908285722
shadow_trees,half_15_A,15,0.5,A,8,1.0,"[23, 24, 21, 0, 25, 20, 15, 16]",12.0,16.13468908285722
shadow_trees,half_15_A,15,0.5,A,10,1.0,"[23, 24, 21, 0, 25, 20, 15, 16, 19, 9]",12.0,16.13468908285722
shadow_trees,half_15_A,15,0.5,A,12,0.8461538461538461,"[23, 24, 21, 0, 25, 20, 15, 16, 19, 9, 26, 2]",12.0,16.13468908285722
shadow_trees,half_15_A,15,0.5,A,14,0.8666666666666667,"[23, 24, 21, 0, 25, 20, 15, 16, 19, 9, 26, 2, 1, 28]",12.0,16.13468908285722
shadow_trees,half_15_B,15,0.5,B,4,1.0,"[21, 23, 24, 20]",14.0,16.2680518750567
shadow_trees,half_15_B,15,0.5,B,8,1.0,"[21, 23, 24, 20, 25, 15, 0, 16]",14.0,16.2680518750567
shadow_trees,half_15_B,15,0.5,B,10,1.0,"[21, 23, 24, 20, 25, 15, 0, 16, 19, 9]",14.0,16.2680518750567
shadow_trees,half_15_B,15,0.5,B,12,1.0,"[21, 23, 24, 20, 25, 15, 0, 16, 19, 9, 2, 1]",14.0,16.2680518750567
shadow_trees,half_15_B,15,0.5,B,14,1.0,"[21, 23, 24, 20, 25, 15, 0, 16, 19, 9, 2, 1, 26, 18]",14.0,16.2680518750567
shadow_trees,half_16_A,16,0.5,A,4,1.0,"[21, 23, 24, 20]",13.0,16.587343541905284
shadow_trees,half_16_A,16,0.5,A,8,1.0,"[21, 23, 24, 20, 0, 15, 25, 16]",13.0,16.587343541905284
shadow_trees,half_16_A,16,0.5,A,10,1.0,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9]",13.0,16.587343541905284
shadow_trees,half_16_A,16,0.5,A,12,0.8461538461538461,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 26, 2]",13.0,16.587343541905284
shadow_trees,half_16_A,16,0.5,A,14,0.8666666666666667,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 26, 2, 1, 28]",13.0,16.587343541905284
shadow_trees,half_16_B,16,0.5,B,4,0.6,"[23, 21, 24, 25]",12.0,15.99474412505515
shadow_trees,half_16_B,16,0.5,B,8,1.0,"[23, 21, 24, 25, 20, 0, 15, 16]",12.0,15.99474412505515
shadow_trees,half_16_B,16,0.5,B,10,0.8181818181818182,"[23, 21, 24, 25, 20, 0, 15, 16, 19, 1]",12.0,15.99474412505515
shadow_trees,half_16_B,16,0.5,B,12,1.0,"[23, 21, 24, 25, 20, 0, 15, 16, 19, 1, 2, 9]",12.0,15.99474412505515
shadow_trees,half_16_B,16,0.5,B,14,0.8666666666666667,"[23, 21, 24, 25, 20, 0, 15, 16, 19, 1, 2, 9, 26, 28]",12.0,15.99474412505515
shadow_trees,half_17_A,17,0.5,A,4,1.0,"[21, 23, 24, 20]",12.0,16.104806958930567
shadow_trees,half_17_A,17,0.5,A,8,1.0,"[21, 23, 24, 20, 25, 0, 15, 16]",12.0,16.104806958930567
shadow_trees,half_17_A,17,0.5,A,10,0.8181818181818182,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 26]",12.0,16.104806958930567
shadow_trees,half_17_A,17,0.5,A,12,0.8461538461538461,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 26, 2, 9]",12.0,16.104806958930567
shadow_trees,half_17_A,17,0.5,A,14,1.0,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 26, 2, 9, 1, 18]",12.0,16.104806958930567
shadow_trees,half_17_B,17,0.5,B,4,1.0,"[21, 23, 24, 20]",12.0,16.953373124822974
shadow_trees,half_17_B,17,0.5,B,8,1.0,"[21, 23, 24, 20, 0, 25, 15, 16]",12.0,16.953373124822974
shadow_trees,half_17_B,17,0.5,B,10,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9]",12.0,16.953373124822974
shadow_trees,half_17_B,17,0.5,B,12,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 2, 1]",12.0,16.953373124822974
shadow_trees,half_17_B,17,0.5,B,14,0.75,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 9, 2, 1, 28, 6]",12.0,16.953373124822974
shadow_trees,half_18_A,18,0.5,A,4,1.0,"[21, 23, 24, 20]",13.0,17.717828416032717
shadow_trees,half_18_A,18,0.5,A,8,1.0,"[21, 23, 24, 20, 25, 0, 15, 16]",13.0,17.717828416032717
shadow_trees,half_18_A,18,0.5,A,10,1.0,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9]",13.0,17.717828416032717
shadow_trees,half_18_A,18,0.5,A,12,1.0,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 2, 1]",13.0,17.717828416032717
shadow_trees,half_18_A,18,0.5,A,14,0.75,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 2, 1, 28, 6]",13.0,17.717828416032717
shadow_trees,half_18_B,18,0.5,B,4,1.0,"[23, 21, 24, 20]",13.0,17.332151375012472
shadow_trees,half_18_B,18,0.5,B,8,1.0,"[23, 21, 24, 20, 0, 25, 15, 16]",13.0,17.332151375012472
shadow_trees,half_18_B,18,0.5,B,10,0.8181818181818182,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 26]",13.0,17.332151375012472
shadow_trees,half_18_B,18,0.5,B,12,0.8461538461538461,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 26, 9, 1]",13.0,17.332151375012472
shadow_trees,half_18_B,18,0.5,B,14,1.0,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 26, 9, 1, 2, 18]",13.0,17.332151375012472
shadow_trees,half_19_A,19,0.5,A,4,1.0,"[21, 23, 24, 20]",13.0,18.661092458991334
shadow_trees,half_19_A,19,0.5,A,8,1.0,"[21, 23, 24, 20, 25, 0, 15, 16]",13.0,18.661092458991334
shadow_trees,half_19_A,19,0.5,A,10,1.0,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9]",13.0,18.661092458991334
shadow_trees,half_19_A,19,0.5,A,12,0.8461538461538461,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 26, 2]",13.0,18.661092458991334
shadow_trees,half_19_A,19,0.5,A,14,0.8666666666666667,"[21, 23, 24, 20, 25, 0, 15, 16, 19, 9, 26, 2, 1, 28]",13.0,18.661092458991334
shadow_trees,half_19_B,19,0.5,B,4,1.0,"[21, 23, 24, 20]",12.0,17.611265167128295
shadow_trees,half_19_B,19,0.5,B,8,1.0,"[21, 23, 24, 20, 0, 25, 15, 16]",12.0,17.611265167128295
shadow_trees,half_19_B,19,0.5,B,10,0.8181818181818182,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 1]",12.0,17.611265167128295
shadow_trees,half_19_B,19,0.5,B,12,1.0,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 1, 2, 9]",12.0,17.611265167128295
shadow_trees,half_19_B,19,0.5,B,14,0.8666666666666667,"[21, 23, 24, 20, 0, 25, 15, 16, 19, 1, 2, 9, 26, 28]",12.0,17.611265167128295
shadow_trees,half_20_A,20,0.5,A,4,1.0,"[21, 23, 24, 20]",13.0,18.61875483393669
shadow_trees,half_20_A,20,0.5,A,8,1.0,"[21, 23, 24, 20, 0, 15, 25, 16]",13.0,18.61875483393669
shadow_trees,half_20_A,20,0.5,A,10,1.0,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9]",13.0,18.61875483393669
shadow_trees,half_20_A,20,0.5,A,12,0.8461538461538461,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 1, 26]",13.0,18.61875483393669
shadow_trees,half_20_A,20,0.5,A,14,0.8666666666666667,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 9, 1, 26, 2, 27]",13.0,18.61875483393669
shadow_trees,half_20_B,20,0.5,B,4,0.6,"[24, 21, 23, 25]",12.0,18.021403250051662
shadow_trees,half_20_B,20,0.5,B,8,1.0,"[24, 21, 23, 25, 20, 0, 15, 16]",12.0,18.021403250051662
shadow_trees,half_20_B,20,0.5,B,10,0.8181818181818182,"[24, 21, 23, 25, 20, 0, 15, 16, 19, 2]",12.0,18.021403250051662
shadow_trees,half_20_B,20,0.5,B,12,0.8461538461538461,"[24, 21, 23, 25, 20, 0, 15, 16, 19, 2, 9, 26]",12.0,18.021403250051662
shadow_trees,half_20_B,20,0.5,B,14,1.0,"[24, 21, 23, 25, 20, 0, 15, 16, 19, 2, 9, 26, 18, 1]",12.0,18.021403250051662
shadow_trees,half_21_A,21,0.5,A,4,1.0,"[23, 21, 24, 20]",13.0,16.15258654090576
shadow_trees,half_21_A,21,0.5,A,8,1.0,"[23, 21, 24, 20, 0, 25, 15, 16]",13.0,16.15258654090576
shadow_trees,half_21_A,21,0.5,A,10,0.8181818181818182,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 2]",13.0,16.15258654090576
shadow_trees,half_21_A,21,0.5,A,12,1.0,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 2, 9, 1]",13.0,16.15258654090576
shadow_trees,half_21_A,21,0.5,A,14,1.0,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 2, 9, 1, 18, 26]",13.0,16.15258654090576
shadow_trees,half_21_B,21,0.5,B,4,0.6,"[21, 24, 23, 25]",13.0,15.392996334005147
shadow_trees,half_21_B,21,0.5,B,8,1.0,"[21, 24, 23, 25, 0, 20, 15, 16]",13.0,15.392996334005147
shadow_trees,half_21_B,21,0.5,B,10,1.0,"[21, 24, 23, 25, 0, 20, 15, 16, 19, 9]",13.0,15.392996334005147
shadow_trees,half_21_B,21,0.5,B,12,0.8461538461538461,"[21, 24, 23, 25, 0, 20, 15, 16, 19, 9, 26, 2]",13.0,15.392996334005147
shadow_trees,half_21_B,21,0.5,B,14,0.8666666666666667,"[21, 24, 23, 25, 0, 20, 15, 16, 19, 9, 26, 2, 1, 6]",13.0,15.392996334005147
shadow_trees,half_22_A,22,0.5,A,4,1.0,"[24, 21, 23, 20]",11.0,15.076249042060226
shadow_trees,half_22_A,22,0.5,A,8,1.0,"[24, 21, 23, 20, 25, 0, 15, 16]",11.0,15.076249042060226
shadow_trees,half_22_A,22,0.5,A,10,1.0,"[24, 21, 23, 20, 25, 0, 15, 16, 19, 9]",11.0,15.076249042060226
shadow_trees,half_22_A,22,0.5,A,12,1.0,"[24, 21, 23, 20, 25, 0, 15, 16, 19, 9, 2, 1]",11.0,15.076249042060226
shadow_trees,half_22_A,22,0.5,A,14,0.8666666666666667,"[24, 21, 23, 20, 25, 0, 15, 16, 19, 9, 2, 1, 28, 26]",11.0,15.076249042060226
shadow_trees,half_22_B,22,0.5,B,4,1.0,"[23, 21, 24, 20]",14.0,15.821974582970142
shadow_trees,half_22_B,22,0.5,B,8,1.0,"[23, 21, 24, 20, 0, 25, 15, 16]",14.0,15.821974582970142
shadow_trees,half_22_B,22,0.5,B,10,0.8181818181818182,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 2]",14.0,15.821974582970142
shadow_trees,half_22_B,22,0.5,B,12,0.8461538461538461,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 2, 9, 26]",14.0,15.821974582970142
shadow_trees,half_22_B,22,0.5,B,14,1.0,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 2, 9, 26, 1, 18]",14.0,15.821974582970142
shadow_trees,half_23_A,23,0.5,A,4,1.0,"[24, 23, 21, 20]",14.0,14.99708408396691
shadow_trees,half_23_A,23,0.5,A,8,1.0,"[24, 23, 21, 20, 25, 0, 15, 16]",14.0,14.99708408396691
shadow_trees,half_23_A,23,0.5,A,10,1.0,"[24, 23, 21, 20, 25, 0, 15, 16, 19, 9]",14.0,14.99708408396691
shadow_trees,half_23_A,23,0.5,A,12,0.8461538461538461,"[24, 23, 21, 20, 25, 0, 15, 16, 19, 9, 1, 26]",14.0,14.99708408396691
shadow_trees,half_23_A,23,0.5,A,14,0.8666666666666667,"[24, 23, 21, 20, 25, 0, 15, 16, 19, 9, 1, 26, 2, 27]",14.0,14.99708408396691
shadow_trees,half_23_B,23,0.5,B,4,1.0,"[21, 23, 24, 20]",13.0,15.873236334184185
shadow_trees,half_23_B,23,0.5,B,8,1.0,"[21, 23, 24, 20, 0, 15, 25, 16]",13.0,15.873236334184185
shadow_trees,half_23_B,23,0.5,B,10,0.8181818181818182,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 2]",13.0,15.873236334184185
shadow_trees,half_23_B,23,0.5,B,12,1.0,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 2, 9, 1]",13.0,15.873236334184185
shadow_trees,half_23_B,23,0.5,B,14,0.8666666666666667,"[21, 23, 24, 20, 0, 15, 25, 16, 19, 2, 9, 1, 26, 4]",13.0,15.873236334184185
shadow_trees,half_24_A,24,0.5,A,4,1.0,"[23, 21, 24, 20]",12.0,14.853673124918714
shadow_trees,half_24_A,24,0.5,A,8,1.0,"[23, 21, 24, 20, 0, 25, 15, 16]",12.0,14.853673124918714
shadow_trees,half_24_A,24,0.5,A,10,1.0,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 9]",12.0,14.853673124918714
shadow_trees,half_24_A,24,0.5,A,12,0.8461538461538461,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 9, 2, 26]",12.0,14.853673124918714
shadow_trees,half_24_A,24,0.5,A,14,1.0,"[23, 21, 24, 20, 0, 25, 15, 16, 19, 9, 2, 26, 1, 18]",12.0,14.853673124918714
