method,run,group,fraction,half,k,reference_jaccard,features,native_count,seconds
elastic_net,f80_00,0,0.8,,4,0.6,"[23, 0, 25, 20]",26.0,0.14137279195711017
elastic_net,f80_00,0,0.8,,8,0.7777777777777778,"[23, 0, 25, 20, 27, 24, 16, 2]",26.0,0.14137279195711017
elastic_net,f80_00,0,0.8,,10,0.8181818181818182,"[23, 0, 25, 20, 27, 24, 16, 2, 26, 15]",26.0,0.14137279195711017
elastic_net,f80_00,0,0.8,,12,0.8461538461538461,"[23, 0, 25, 20, 27, 24, 16, 2, 26, 15, 1, 7]",26.0,0.14137279195711017
elastic_net,f80_00,0,0.8,,14,0.8666666666666667,"[23, 0, 25, 20, 27, 24, 16, 2, 26, 15, 1, 7, 19, 28]",26.0,0.14137279195711017
elastic_net,f80_01,1,0.8,,4,1.0,"[23, 0, 21, 25]",27.0,0.3852143329568207
elastic_net,f80_01,1,0.8,,8,1.0,"[23, 0, 21, 25, 27, 2, 20, 16]",27.0,0.3852143329568207
elastic_net,f80_01,1,0.8,,10,0.8181818181818182,"[23, 0, 21, 25, 27, 2, 20, 16, 24, 9]",27.0,0.3852143329568207
elastic_net,f80_01,1,0.8,,12,0.8461538461538461,"[23, 0, 21, 25, 27, 2, 20, 16, 24, 9, 15, 26]",27.0,0.3852143329568207
elastic_net,f80_01,1,0.8,,14,0.75,"[23, 0, 21, 25, 27, 2, 20, 16, 24, 9, 15, 26, 12, 1]",27.0,0.3852143329568207
elastic_net,f80_02,2,0.8,,4,1.0,"[23, 0, 21, 25]",27.0,0.2727642918471247
elastic_net,f80_02,2,0.8,,8,1.0,"[23, 0, 21, 25, 20, 27, 2, 16]",27.0,0.2727642918471247
elastic_net,f80_02,2,0.8,,10,0.8181818181818182,"[23, 0, 21, 25, 20, 27, 2, 16, 24, 15]",27.0,0.2727642918471247
elastic_net,f80_02,2,0.8,,12,1.0,"[23, 0, 21, 25, 20, 27, 2, 16, 24, 15, 1, 26]",27.0,0.2727642918471247
elastic_net,f80_02,2,0.8,,14,1.0,"[23, 0, 21, 25, 20, 27, 2, 16, 24, 15, 1, 26, 7, 28]",27.0,0.2727642918471247
elastic_net,f80_03,3,0.8,,4,1.0,"[21, 0, 23, 25]",26.0,0.3866915418766439
elastic_net,f80_03,3,0.8,,8,0.7777777777777778,"[21, 0, 23, 25, 27, 24, 20, 2]",26.0,0.3866915418766439
elastic_net,f80_03,3,0.8,,10,1.0,"[21, 0, 23, 25, 27, 24, 20, 2, 16, 26]",26.0,0.3866915418766439
elastic_net,f80_03,3,0.8,,12,1.0,"[21, 0, 23, 25, 27, 24, 20, 2, 16, 26, 1, 15]",26.0,0.3866915418766439
elastic_net,f80_03,3,0.8,,14,1.0,"[21, 0, 23, 25, 27, 24, 20, 2, 16, 26, 1, 15, 28, 7]",26.0,0.3866915418766439
elastic_net,f80_04,4,0.8,,4,1.0,"[21, 0, 23, 25]",25.0,0.3701160829514265
elastic_net,f80_04,4,0.8,,8,1.0,"[21, 0, 23, 25, 20, 27, 2, 16]",25.0,0.3701160829514265
elastic_net,f80_04,4,0.8,,10,0.6666666666666666,"[21, 0, 23, 25, 20, 27, 2, 16, 15, 1]",25.0,0.3701160829514265
elastic_net,f80_04,4,0.8,,12,1.0,"[21, 0, 23, 25, 20, 27, 2, 16, 15, 1, 26, 24]",25.0,0.3701160829514265
elastic_net,f80_04,4,0.8,,14,1.0,"[21, 0, 23, 25, 20, 27, 2, 16, 15, 1, 26, 24, 7, 28]",25.0,0.3701160829514265
elastic_net,f80_05,5,0.8,,4,1.0,"[21, 0, 23, 25]",25.0,0.3807555839885026
elastic_net,f80_05,5,0.8,,8,1.0,"[21, 0, 23, 25, 20, 27, 16, 2]",25.0,0.3807555839885026
elastic_net,f80_05,5,0.8,,10,0.8181818181818182,"[21, 0, 23, 25, 20, 27, 16, 2, 15, 26]",25.0,0.3807555839885026
elastic_net,f80_05,5,0.8,,12,0.8461538461538461,"[21, 0, 23, 25, 20, 27, 16, 2, 15, 26, 24, 28]",25.0,0.3807555839885026
elastic_net,f80_05,5,0.8,,14,0.8666666666666667,"[21, 0, 23, 25, 20, 27, 16, 2, 15, 26, 24, 28, 7, 19]",25.0,0.3807555839885026
elastic_net,f80_06,6,0.8,,4,1.0,"[21, 0, 23, 25]",26.0,0.192148125031963
elastic_net,f80_06,6,0.8,,8,1.0,"[21, 0, 23, 25, 20, 27, 16, 2]",26.0,0.192148125031963
elastic_net,f80_06,6,0.8,,10,1.0,"[21, 0, 23, 25, 20, 27, 16, 2, 26, 24]",26.0,0.192148125031963
elastic_net,f80_06,6,0.8,,12,0.8461538461538461,"[21, 0, 23, 25, 20, 27, 16, 2, 26, 24, 15, 17]",26.0,0.192148125031963
elastic_net,f80_06,6,0.8,,14,0.8666666666666667,"[21, 0, 23, 25, 20, 27, 16, 2, 26, 24, 15, 17, 7, 1]",26.0,0.192148125031963
elastic_net,f80_07,7,0.8,,4,0.6,"[23, 0, 20, 25]",27.0,0.29757450008764863
elastic_net,f80_07,7,0.8,,8,1.0,"[23, 0, 20, 25, 21, 27, 16, 2]",27.0,0.29757450008764863
elastic_net,f80_07,7,0.8,,10,1.0,"[23, 0, 20, 25, 21, 27, 16, 2, 24, 26]",27.0,0.29757450008764863
elastic_net,f80_07,7,0.8,,12,0.8461538461538461,"[23, 0, 20, 25, 21, 27, 16, 2, 24, 26, 15, 9]",27.0,0.29757450008764863
elastic_net,f80_07,7,0.8,,14,0.75,"[23, 0, 20, 25, 21, 27, 16, 2, 24, 26, 15, 9, 28, 11]",27.0,0.29757450008764863
elastic_net,f80_08,8,0.8,,4,1.0,"[21, 0, 23, 25]",28.0,0.3930102919694036
elastic_net,f80_08,8,0.8,,8,1.0,"[21, 0, 23, 25, 20, 27, 2, 16]",28.0,0.3930102919694036
elastic_net,f80_08,8,0.8,,10,0.8181818181818182,"[21, 0, 23, 25, 20, 27, 2, 16, 15, 26]",28.0,0.3930102919694036
elastic_net,f80_08,8,0.8,,12,0.8461538461538461,"[21, 0, 23, 25, 20, 27, 2, 16, 15, 26, 24, 7]",28.0,0.3930102919694036
elastic_net,f80_08,8,0.8,,14,0.8666666666666667,"[21, 0, 23, 25, 20, 27, 2, 16, 15, 26, 24, 7, 9, 1]",28.0,0.3930102919694036
elastic_net,f80_09,9,0.8,,4,0.6,"[21, 0, 25, 20]",27.0,0.3998549170792103
elastic_net,f80_09,9,0.8,,8,1.0,"[21, 0, 25, 20, 23, 27, 16, 2]",27.0,0.3998549170792103
elastic_net,f80_09,9,0.8,,10,1.0,"[21, 0, 25, 20, 23, 27, 16, 2, 24, 26]",27.0,0.3998549170792103
elastic_net,f80_09,9,0.8,,12,1.0,"[21, 0, 25, 20, 23, 27, 16, 2, 24, 26, 15, 1]",27.0,0.3998549170792103
elastic_net,f80_09,9,0.8,,14,0.8666666666666667,"[21, 0, 25, 20, 23, 27, 16, 2, 24, 26, 15, 1, 28, 9]",27.0,0.3998549170792103
elastic_net,f80_10,10,0.8,,4,0.6,"[23, 0, 25, 20]",25.0,0.131083375075832
elastic_net,f80_10,10,0.8,,8,0.7777777777777778,"[23, 0, 25, 20, 27, 24, 2, 16]",25.0,0.131083375075832
elastic_net,f80_10,10,0.8,,10,0.8181818181818182,"[23, 0, 25, 20, 27, 24, 2, 16, 26, 15]",25.0,0.131083375075832
elastic_net,f80_10,10,0.8,,12,0.8461538461538461,"[23, 0, 25, 20, 27, 24, 2, 16, 26, 15, 1, 7]",25.0,0.131083375075832
elastic_net,f80_10,10,0.8,,14,0.8666666666666667,"[23, 0, 25, 20, 27, 24, 2, 16, 26, 15, 1, 7, 28, 9]",25.0,0.131083375075832
elastic_net,f80_11,11,0.8,,4,0.6,"[21, 0, 25, 27]",28.0,0.3090309160761535
elastic_net,f80_11,11,0.8,,8,1.0,"[21, 0, 25, 27, 20, 2, 16, 23]",28.0,0.3090309160761535
elastic_net,f80_11,11,0.8,,10,0.8181818181818182,"[21, 0, 25, 27, 20, 2, 16, 23, 24, 15]",28.0,0.3090309160761535
elastic_net,f80_11,11,0.8,,12,1.0,"[21, 0, 25, 27, 20, 2, 16, 23, 24, 15, 1, 26]",28.0,0.3090309160761535
elastic_net,f80_11,11,0.8,,14,1.0,"[21, 0, 25, 27, 20, 2, 16, 23, 24, 15, 1, 26, 7, 28]",28.0,0.3090309160761535
elastic_net,f80_12,12,0.8,,4,1.0,"[23, 0, 21, 25]",27.0,0.39239933295175433
elastic_net,f80_12,12,0.8,,8,1.0,"[23, 0, 21, 25, 20, 27, 2, 16]",27.0,0.39239933295175433
elastic_net,f80_12,12,0.8,,10,0.8181818181818182,"[23, 0, 21, 25, 20, 27, 2, 16, 15, 24]",27.0,0.39239933295175433
elastic_net,f80_12,12,0.8,,12,1.0,"[23, 0, 21, 25, 20, 27, 2, 16, 15, 24, 26, 1]",27.0,0.39239933295175433
elastic_net,f80_12,12,0.8,,14,1.0,"[23, 0, 21, 25, 20, 27, 2, 16, 15, 24, 26, 1, 7, 28]",27.0,0.39239933295175433
elastic_net,f80_13,13,0.8,,4,1.0,"[23, 0, 21, 25]",27.0,0.3832150408998132
elastic_net,f80_13,13,0.8,,8,1.0,"[23, 0, 21, 25, 27, 16, 20, 2]",27.0,0.3832150408998132
elastic_net,f80_13,13,0.8,,10,0.8181818181818182,"[23, 0, 21, 25, 27, 16, 20, 2, 24, 15]",27.0,0.3832150408998132
elastic_net,f80_13,13,0.8,,12,0.8461538461538461,"[23, 0, 21, 25, 27, 16, 20, 2, 24, 15, 26, 7]",27.0,0.3832150408998132
elastic_net,f80_13,13,0.8,,14,0.8666666666666667,"[23, 0, 21, 25, 27, 16, 20, 2, 24, 15, 26, 7, 1, 17]",27.0,0.3832150408998132
elastic_net,f80_14,14,0.8,,4,1.0,"[23, 0, 21, 25]",27.0,0.35524262487888336
elastic_net,f80_14,14,0.8,,8,1.0,"[23, 0, 21, 25, 20, 27, 16, 2]",27.0,0.35524262487888336
elastic_net,f80_14,14,0.8,,10,0.8181818181818182,"[23, 0, 21, 25, 20, 27, 16, 2, 26, 15]",27.0,0.35524262487888336
elastic_net,f80_14,14,0.8,,12,0.8461538461538461,"[23, 0, 21, 25, 20, 27, 16, 2, 26, 15, 24, 7]",27.0,0.35524262487888336
elastic_net,f80_14,14,0.8,,14,0.8666666666666667,"[23, 0, 21, 25, 20, 27, 16, 2, 26, 15, 24, 7, 19, 1]",27.0,0.35524262487888336
elastic_net,f80_15,15,0.8,,4,0.6,"[21, 0, 25, 20]",27.0,0.04305970878340304
elastic_net,f80_15,15,0.8,,8,0.7777777777777778,"[21, 0, 25, 20, 27, 16, 2, 24]",27.0,0.04305970878340304
elastic_net,f80_15,15,0.8,,10,0.8181818181818182,"[21, 0, 25, 20, 27, 16, 2, 24, 26, 15]",27.0,0.04305970878340304
elastic_net,f80_15,15,0.8,,12,0.7142857142857143,"[21, 0, 25, 20, 27, 16, 2, 24, 26, 15, 7, 19]",27.0,0.04305970878340304
elastic_net,f80_15,15,0.8,,14,0.75,"[21, 0, 25, 20, 27, 16, 2, 24, 26, 15, 7, 19, 28, 8]",27.0,0.04305970878340304
elastic_net,f80_16,16,0.8,,4,0.6,"[23, 0, 25, 20]",27.0,0.1493564168922603
elastic_net,f80_16,16,0.8,,8,0.7777777777777778,"[23, 0, 25, 20, 27, 2, 16, 26]",27.0,0.1493564168922603
elastic_net,f80_16,16,0.8,,10,1.0,"[23, 0, 25, 20, 27, 2, 16, 26, 24, 21]",27.0,0.1493564168922603
elastic_net,f80_16,16,0.8,,12,1.0,"[23, 0, 25, 20, 27, 2, 16, 26, 24, 21, 15, 1]",27.0,0.1493564168922603
elastic_net,f80_16,16,0.8,,14,0.8666666666666667,"[23, 0, 25, 20, 27, 2, 16, 26, 24, 21, 15, 1, 28, 8]",27.0,0.1493564168922603
elastic_net,f80_17,17,0.8,,4,0.6,"[23, 0, 25, 20]",26.0,0.13759866612963378
elastic_net,f80_17,17,0.8,,8,0.7777777777777778,"[23, 0, 25, 20, 27, 2, 16, 24]",26.0,0.13759866612963378
elastic_net,f80_17,17,0.8,,10,0.8181818181818182,"[23, 0, 25, 20, 27, 2, 16, 24, 15, 26]",26.0,0.13759866612963378
elastic_net,f80_17,17,0.8,,12,0.8461538461538461,"[23, 0, 25, 20, 27, 2, 16, 24, 15, 26, 1, 7]",26.0,0.13759866612963378
elastic_net,f80_17,17,0.8,,14,0.8666666666666667,"[23, 0, 25, 20, 27, 2, 16, 24, 15, 26, 1, 7, 28, 5]",26.0,0.13759866612963378
elastic_net,f80_18,18,0.8,,4,1.0,"[21, 0, 25, 23]",27.0,0.23440974997356534
elastic_net,f80_18,18,0.8,,8,1.0,"[21, 0, 25, 23, 20, 2, 27, 16]",27.0,0.23440974997356534
elastic_net,f80_18,18,0.8,,10,1.0,"[21, 0, 25, 23, 20, 2, 27, 16, 26, 24]",27.0,0.23440974997356534
elastic_net,f80_18,18,0.8,,12,1.0,"[21, 0, 25, 23, 20, 2, 27, 16, 26, 24, 1, 15]",27.0,0.23440974997356534
elastic_net,f80_18,18,0.8,,14,0.8666666666666667,"[21, 0, 25, 23, 20, 2, 27, 16, 26, 24, 1, 15, 11, 7]",27.0,0.23440974997356534
elastic_net,f80_19,19,0.8,,4,1.0,"[21, 0, 25, 23]",26.0,0.33012058306485415
elastic_net,f80_19,19,0.8,,8,1.0,"[21, 0, 25, 23, 27, 16, 20, 2]",26.0,0.33012058306485415
elastic_net,f80_19,19,0.8,,10,1.0,"[21, 0, 25, 23, 27, 16, 20, 2, 26, 24]",26.0,0.33012058306485415
elastic_net,f80_19,19,0.8,,12,1.0,"[21, 0, 25, 23, 27, 16, 20, 2, 26, 24, 15, 1]",26.0,0.33012058306485415
elastic_net,f80_19,19,0.8,,14,0.8666666666666667,"[21, 0, 25, 23, 27, 16, 20, 2, 26, 24, 15, 1, 7, 17]",26.0,0.33012058306485415
stability_selection,half_00_A,0,0.5,A,4,1.0,"[0, 20, 25, 27]",22.0,1.0206458340398967
stability_selection,half_00_A,0,0.5,A,8,0.6,"[0, 20, 25, 27, 2, 16, 13, 3]",22.0,1.0206458340398967
stability_selection,half_00_A,0,0.5,A,10,0.42857142857142855,"[0, 20, 25, 27, 2, 16, 13, 3, 8, 17]",22.0,1.0206458340398967
stability_selection,half_00_A,0,0.5,A,12,0.4117647058823529,"[0, 20, 25, 27, 2, 16, 13, 3, 8, 17, 1, 15]",22.0,1.0206458340398967
stability_selection,half_00_A,0,0.5,A,14,0.5555555555555556,"[0, 20, 25, 27, 2, 16, 13, 3, 8, 17, 1, 15, 19, 26]",22.0,1.0206458340398967
stability_selection,half_00_B,0,0.5,B,4,0.6,"[0, 25, 16, 27]",22.0,1.4000596250407398
stability_selection,half_00_B,0,0.5,B,8,0.6,"[0, 25, 16, 27, 7, 15, 26, 9]",22.0,1.4000596250407398
stability_selection,half_00_B,0,0.5,B,10,0.6666666666666666,"[0, 25, 16, 27, 7, 15, 26, 9, 2, 19]",22.0,1.4000596250407398
stability_selection,half_00_B,0,0.5,B,12,0.6,"[0, 25, 16, 27, 7, 15, 26, 9, 2, 19, 6, 18]",22.0,1.4000596250407398
stability_selection,half_00_B,0,0.5,B,14,0.5555555555555556,"[0, 25, 16, 27, 7, 15, 26, 9, 2, 19, 6, 18, 5, 3]",22.0,1.4000596250407398
stability_selection,half_01_A,1,0.5,A,4,0.6,"[0, 25, 27, 2]",21.0,0.9961202091071755
stability_selection,half_01_A,1,0.5,A,8,0.6,"[0, 25, 27, 2, 15, 26, 28, 19]",21.0,0.9961202091071755
stability_selection,half_01_A,1,0.5,A,10,0.6666666666666666,"[0, 25, 27, 2, 15, 26, 28, 19, 22, 16]",21.0,0.9961202091071755
stability_selection,half_01_A,1,0.5,A,12,0.6,"[0, 25, 27, 2, 15, 26, 28, 19, 22, 16, 6, 17]",21.0,0.9961202091071755
stability_selection,half_01_A,1,0.5,A,14,0.5555555555555556,"[0, 25, 27, 2, 15, 26, 28, 19, 22, 16, 6, 17, 18, 1]",21.0,0.9961202091071755
stability_selection,half_01_B,1,0.5,B,4,0.6,"[0, 25, 16, 27]",20.0,1.0726286249700934
stability_selection,half_01_B,1,0.5,B,8,0.6,"[0, 25, 16, 27, 2, 8, 7, 15]",20.0,1.0726286249700934
stability_selection,half_01_B,1,0.5,B,10,0.5384615384615384,"[0, 25, 16, 27, 2, 8, 7, 15, 10, 9]",20.0,1.0726286249700934
stability_selection,half_01_B,1,0.5,B,12,0.5,"[0, 25, 16, 27, 2, 8, 7, 15, 10, 9, 4, 5]",20.0,1.0726286249700934
stability_selection,half_01_B,1,0.5,B,14,0.5555555555555556,"[0, 25, 16, 27, 2, 8, 7, 15, 10, 9, 4, 5, 3, 26]",20.0,1.0726286249700934
stability_selection,half_02_A,2,0.5,A,4,0.6,"[0, 25, 27, 16]",23.0,1.3372150419745594
stability_selection,half_02_A,2,0.5,A,8,0.7777777777777778,"[0, 25, 27, 16, 2, 15, 28, 26]",23.0,1.3372150419745594
stability_selection,half_02_A,2,0.5,A,10,0.6666666666666666,"[0, 25, 27, 16, 2, 15, 28, 26, 9, 19]",23.0,1.3372150419745594
stability_selection,half_02_A,2,0.5,A,12,0.7142857142857143,"[0, 25, 27, 16, 2, 15, 28, 26, 9, 19, 17, 22]",23.0,1.3372150419745594
stability_selection,half_02_A,2,0.5,A,14,0.75,"[0, 25, 27, 16, 2, 15, 28, 26, 9, 19, 17, 22, 7, 10]",23.0,1.3372150419745594
stability_selection,half_02_B,2,0.5,B,4,0.6,"[0, 25, 20, 2]",22.0,1.2577921668998897
stability_selection,half_02_B,2,0.5,B,8,0.7777777777777778,"[0, 25, 20, 2, 27, 16, 26, 1]",22.0,1.2577921668998897
stability_selection,half_02_B,2,0.5,B,10,0.8181818181818182,"[0, 25, 20, 2, 27, 16, 26, 1, 15, 7]",22.0,1.2577921668998897
stability_selection,half_02_B,2,0.5,B,12,0.7142857142857143,"[0, 25, 20, 2, 27, 16, 26, 1, 15, 7, 9, 17]",22.0,1.2577921668998897
stability_selection,half_02_B,2,0.5,B,14,0.75,"[0, 25, 20, 2, 27, 16, 26, 1, 15, 7, 9, 17, 22, 28]",22.0,1.2577921668998897
stability_selection,half_03_A,3,0.5,A,4,1.0,"[0, 20, 25, 27]",21.0,1.307195832952857
stability_selection,half_03_A,3,0.5,A,8,0.7777777777777778,"[0, 20, 25, 27, 16, 2, 15, 7]",21.0,1.307195832952857
stability_selection,half_03_A,3,0.5,A,10,0.8181818181818182,"[0, 20, 25, 27, 16, 2, 15, 7, 28, 8]",21.0,1.307195832952857
stability_selection,half_03_A,3,0.5,A,12,0.7142857142857143,"[0, 20, 25, 27, 16, 2, 15, 7, 28, 8, 9, 17]",21.0,1.307195832952857
stability_selection,half_03_A,3,0.5,A,14,0.6470588235294118,"[0, 20, 25, 27, 16, 2, 15, 7, 28, 8, 9, 17, 18, 24]",21.0,1.307195832952857
stability_selection,half_03_B,3,0.5,B,4,0.3333333333333333,"[0, 25, 2, 16]",21.0,1.5251289578154683
stability_selection,half_03_B,3,0.5,B,8,0.45454545454545453,"[0, 25, 2, 16, 19, 7, 17, 27]",21.0,1.5251289578154683
stability_selection,half_03_B,3,0.5,B,10,0.5384615384615384,"[0, 25, 2, 16, 19, 7, 17, 27, 15, 3]",21.0,1.5251289578154683
stability_selection,half_03_B,3,0.5,B,12,0.5,"[0, 25, 2, 16, 19, 7, 17, 27, 15, 3, 9, 5]",21.0,1.5251289578154683
stability_selection,half_03_B,3,0.5,B,14,0.5555555555555556,"[0, 25, 2, 16, 19, 7, 17, 27, 15, 3, 9, 5, 4, 8]",21.0,1.5251289578154683
stability_selection,half_04_A,4,0.5,A,4,0.6,"[0, 25, 27, 2]",21.0,1.5945428751874715
stability_selection,half_04_A,4,0.5,A,8,0.6,"[0, 25, 27, 2, 16, 19, 15, 28]",21.0,1.5945428751874715
stability_selection,half_04_A,4,0.5,A,10,0.6666666666666666,"[0, 25, 27, 2, 16, 19, 15, 28, 7, 4]",21.0,1.5945428751874715
stability_selection,half_04_A,4,0.5,A,12,0.7142857142857143,"[0, 25, 27, 2, 16, 19, 15, 28, 7, 4, 26, 9]",21.0,1.5945428751874715
stability_selection,half_04_A,4,0.5,A,14,0.6470588235294118,"[0, 25, 27, 2, 16, 19, 15, 28, 7, 4, 26, 9, 3, 5]",21.0,1.5945428751874715
stability_selection,half_04_B,4,0.5,B,4,0.6,"[0, 25, 27, 16]",20.0,1.2664990827906877
stability_selection,half_04_B,4,0.5,B,8,0.6,"[0, 25, 27, 16, 2, 15, 17, 22]",20.0,1.2664990827906877
stability_selection,half_04_B,4,0.5,B,10,0.5384615384615384,"[0, 25, 27, 16, 2, 15, 17, 22, 7, 8]",20.0,1.2664990827906877
stability_selection,half_04_B,4,0.5,B,12,0.5,"[0, 25, 27, 16, 2, 15, 17, 22, 7, 8, 1, 3]",20.0,1.2664990827906877
stability_selection,half_04_B,4,0.5,B,14,0.5555555555555556,"[0, 25, 27, 16, 2, 15, 17, 22, 7, 8, 1, 3, 4, 28]",20.0,1.2664990827906877
stability_selection,half_05_A,5,0.5,A,4,0.6,"[0, 25, 27, 2]",21.0,1.0683497497811913
stability_selection,half_05_A,5,0.5,A,8,0.6,"[0, 25, 27, 2, 16, 15, 9, 6]",21.0,1.0683497497811913
stability_selection,half_05_A,5,0.5,A,10,0.5384615384615384,"[0, 25, 27, 2, 16, 15, 9, 6, 26, 17]",21.0,1.0683497497811913
stability_selection,half_05_A,5,0.5,A,12,0.6,"[0, 25, 27, 2, 16, 15, 9, 6, 26, 17, 5, 7]",21.0,1.0683497497811913
stability_selection,half_05_A,5,0.5,A,14,0.5555555555555556,"[0, 25, 27, 2, 16, 15, 9, 6, 26, 17, 5, 7, 19, 18]",21.0,1.0683497497811913
stability_selection,half_05_B,5,0.5,B,4,0.6,"[0, 25, 27, 16]",26.0,1.2800002919975668
stability_selection,half_05_B,5,0.5,B,8,0.6,"[0, 25, 27, 16, 26, 7, 15, 28]",26.0,1.2800002919975668
stability_selection,half_05_B,5,0.5,B,10,0.8181818181818182,"[0, 25, 27, 16, 26, 7, 15, 28, 6, 2]",26.0,1.2800002919975668
stability_selection,half_05_B,5,0.5,B,12,0.6,"[0, 25, 27, 16, 26, 7, 15, 28, 6, 2, 18, 19]",26.0,1.2800002919975668
stability_selection,half_05_B,5,0.5,B,14,0.6470588235294118,"[0, 25, 27, 16, 26, 7, 15, 28, 6, 2, 18, 19, 8, 10]",26.0,1.2800002919975668
stability_selection,half_06_A,6,0.5,A,4,0.6,"[0, 25, 27, 2]",20.0,1.2321369170676917
stability_selection,half_06_A,6,0.5,A,8,0.7777777777777778,"[0, 25, 27, 2, 16, 15, 9, 26]",20.0,1.2321369170676917
stability_selection,half_06_A,6,0.5,A,10,0.5384615384615384,"[0, 25, 27, 2, 16, 15, 9, 26, 17, 14]",20.0,1.2321369170676917
stability_selection,half_06_A,6,0.5,A,12,0.6,"[0, 25, 27, 2, 16, 15, 9, 26, 17, 14, 6, 28]",20.0,1.2321369170676917
stability_selection,half_06_A,6,0.5,A,14,0.47368421052631576,"[0, 25, 27, 2, 16, 15, 9, 26, 17, 14, 6, 28, 1, 3]",20.0,1.2321369170676917
stability_selection,half_06_B,6,0.5,B,4,0.6,"[0, 25, 20, 26]",23.0,1.345058250008151
stability_selection,half_06_B,6,0.5,B,8,0.6,"[0, 25, 20, 26, 16, 2, 7, 14]",23.0,1.345058250008151
stability_selection,half_06_B,6,0.5,B,10,0.6666666666666666,"[0, 25, 20, 26, 16, 2, 7, 14, 27, 19]",23.0,1.345058250008151
stability_selection,half_06_B,6,0.5,B,12,0.7142857142857143,"[0, 25, 20, 26, 16, 2, 7, 14, 27, 19, 28, 15]",23.0,1.345058250008151
stability_selection,half_06_B,6,0.5,B,14,0.75,"[0, 25, 20, 26, 16, 2, 7, 14, 27, 19, 28, 15, 22, 5]",23.0,1.345058250008151
stability_selection,half_07_A,7,0.5,A,4,0.6,"[0, 25, 27, 16]",25.0,0.8160176661331207
stability_selection,half_07_A,7,0.5,A,8,0.45454545454545453,"[0, 25, 27, 16, 24, 9, 26, 5]",25.0,0.8160176661331207
stability_selection,half_07_A,7,0.5,A,10,0.42857142857142855,"[0, 25, 27, 16, 24, 9, 26, 5, 15, 19]",25.0,0.8160176661331207
stability_selection,half_07_A,7,0.5,A,12,0.5,"[0, 25, 27, 16, 24, 9, 26, 5, 15, 19, 1, 7]",25.0,0.8160176661331207
stability_selection,half_07_A,7,0.5,A,14,0.47368421052631576,"[0, 25, 27, 16, 24, 9, 26, 5, 15, 19, 1, 7, 6, 17]",25.0,0.8160176661331207
stability_selection,half_07_B,7,0.5,B,4,0.6,"[0, 25, 2, 27]",24.0,1.0134964580647647
stability_selection,half_07_B,7,0.5,B,8,0.6,"[0, 25, 2, 27, 15, 16, 3, 1]",24.0,1.0134964580647647
stability_selection,half_07_B,7,0.5,B,10,0.5384615384615384,"[0, 25, 2, 27, 15, 16, 3, 1, 7, 18]",24.0,1.0134964580647647
stability_selection,half_07_B,7,0.5,B,12,0.6,"[0, 25, 2, 27, 15, 16, 3, 1, 7, 18, 26, 28]",24.0,1.0134964580647647
stability_selection,half_07_B,7,0.5,B,14,0.47368421052631576,"[0, 25, 2, 27, 15, 16, 3, 1, 7, 18, 26, 28, 5, 10]",24.0,1.0134964580647647
stability_selection,half_08_A,8,0.5,A,4,1.0,"[0, 20, 25, 27]",21.0,0.9887555411551148
stability_selection,half_08_A,8,0.5,A,8,0.6,"[0, 20, 25, 27, 2, 16, 10, 28]",21.0,0.9887555411551148
stability_selection,half_08_A,8,0.5,A,10,0.5384615384615384,"[0, 20, 25, 27, 2, 16, 10, 28, 17, 4]",21.0,0.9887555411551148
stability_selection,half_08_A,8,0.5,A,12,0.5,"[0, 20, 25, 27, 2, 16, 10, 28, 17, 4, 15, 1]",21.0,0.9887555411551148
stability_selection,half_08_A,8,0.5,A,14,0.5555555555555556,"[0, 20, 25, 27, 2, 16, 10, 28, 17, 4, 15, 1, 9, 7]",21.0,0.9887555411551148
stability_selection,half_08_B,8,0.5,B,4,0.3333333333333333,"[0, 25, 24, 16]",22.0,1.0729316249489784
stability_selection,half_08_B,8,0.5,B,8,0.45454545454545453,"[0, 25, 24, 16, 26, 15, 10, 28]",22.0,1.0729316249489784
stability_selection,half_08_B,8,0.5,B,10,0.5384615384615384,"[0, 25, 24, 16, 26, 15, 10, 28, 18, 27]",22.0,1.0729316249489784
stability_selection,half_08_B,8,0.5,B,12,0.6,"[0, 25, 24, 16, 26, 15, 10, 28, 18, 27, 7, 22]",22.0,1.0729316249489784
stability_selection,half_08_B,8,0.5,B,14,0.6470588235294118,"[0, 25, 24, 16, 26, 15, 10, 28, 18, 27, 7, 22, 8, 2]",22.0,1.0729316249489784
stability_selection,half_09_A,9,0.5,A,4,0.6,"[0, 25, 27, 2]",22.0,1.5655633751302958
stability_selection,half_09_A,9,0.5,A,8,0.7777777777777778,"[0, 25, 27, 2, 26, 16, 15, 7]",22.0,1.5655633751302958
stability_selection,half_09_A,9,0.5,A,10,0.6666666666666666,"[0, 25, 27, 2, 26, 16, 15, 7, 19, 18]",22.0,1.5655633751302958
stability_selection,half_09_A,9,0.5,A,12,0.6,"[0, 25, 27, 2, 26, 16, 15, 7, 19, 18, 9, 4]",22.0,1.5655633751302958
stability_selection,half_09_A,9,0.5,A,14,0.6470588235294118,"[0, 25, 27, 2, 26, 16, 15, 7, 19, 18, 9, 4, 28, 17]",22.0,1.5655633751302958
stability_selection,half_09_B,9,0.5,B,4,0.6,"[0, 25, 27, 2]",23.0,1.3727527500595897
