scene,method,rule,FDP_mean,FDP_sd,FDP_se,FDP_ci_low,FDP_ci_high,FDP_n,power_mean,power_sd,power_se,power_ci_low,power_ci_high,power_n,size_mean,size_sd,size_se,size_ci_low,size_ci_high,size_n,rmse_mean,rmse_sd,rmse_se,rmse_ci_low,rmse_ci_high,rmse_n,nonempty_fraction,null_fdr_cp_low,null_fdr_cp_high
misspecified_t,tabm_midpoint,native10,0.020712121212121213,0.08699380631005155,0.008699380631005154,0.0034506626964544845,0.03797357972778794,100,0.043,0.17306214216432503,0.017306214216432504,0.008660716385314064,0.07733928361468592,100.0,0.66,2.6293602555631956,0.26293602555631956,0.13827788092883053,1.1817221190711695,100,,,,,,,0.06,,
misspecified_t,tabm_midpoint,top12,0.4475,0.11523593618161967,0.011523593618161968,0.4246346902005458,0.47036530979945423,100,0.6629999999999998,0.1382831234179436,0.01382831234179436,0.6355616282406548,0.6904383717593449,100.0,12.0,0.0,0.0,12.0,12.0,100,1.0080664621729247,0.19454669314779063,0.019454669314779065,0.9694641775325443,1.0466687468133051,100.0,1.0,,
misspecified_t,tabm_midpoint,top8,0.2975,0.1729680007773961,0.01729680007773961,0.26317939607889235,0.3318206039211076,100,0.562,0.13837440062191686,0.013837440062191685,0.534543516863114,0.5894564831368861,100.0,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
misspecified_t,tabm_naive,native,0.15737421238891827,0.19819582202697691,0.01981958220269769,0.11804786141050572,0.19670056336733083,100,0.406,0.2974028998656281,0.029740289986562814,0.34698881246587815,0.4650111875341219,100.0,5.63,4.600516000922883,0.4600516000922883,4.7171578165281876,6.542842183471812,100,1.0560100035008193,0.21089716492658978,0.021089716492658978,1.0141634305335732,1.0978565764680654,100.0,0.69,,
misspecified_t,tabm_naive,native10,0.022000000000000002,0.09301670739933574,0.009301670739933574,0.0035434672404714915,0.04045653275952851,100,0.039999999999999994,0.1632993161855452,0.01632993161855452,0.0075978728654865005,0.0724021271345135,100.0,0.63,2.509195210831673,0.2509195210831673,0.13212123280233917,1.127878767197661,100,,,,,,,0.06,,
misspecified_t,tabm_naive,top12,0.4408333333333332,0.11501658983446375,0.011501658983446374,0.4180115466079068,0.4636551200587596,100,0.671,0.13801990780135653,0.013801990780135654,0.6436138559294883,0.6983861440705118,100.0,12.0,0.0,0.0,12.0,12.0,100,1.0069572407860208,0.1939187234536033,0.01939187234536033,0.9684795589568643,1.0454349226151771,100.0,1.0,,
misspecified_t,tabm_naive,top8,0.31375,0.18420505564520354,0.018420505564520354,0.27719972060351866,0.3503002793964813,100,0.549,0.14736404451616278,0.014736404451616277,0.519759776482815,0.5782402235171851,100.0,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
misspecified_t,tabm_orbit,native,0.15509245819539938,0.20225470016073965,0.020225470016073964,0.11496073773727483,0.19522417865352393,100,0.397,0.28935839857913725,0.028935839857913724,0.339585016047787,0.454414983952213,100.0,5.52,4.527090175216907,0.4527090175216907,4.62172709333262,6.418272906667379,100,1.0579607425040378,0.21789141440433255,0.021789141440433254,1.0147263586991098,1.1011951263089659,100.0,0.69,,
misspecified_t,tabm_orbit,native10,0.031757575757575755,0.11048469384403306,0.011048469384403306,0.009835015516818015,0.053680135998333496,100,0.05199999999999999,0.18005610797804672,0.01800561079780467,0.016272961832728187,0.08772703816727179,100.0,0.86,2.9405558465821877,0.2940555846582188,0.2765299242353657,1.4434700757646342,100,,,,,,,0.08,,
misspecified_t,tabm_orbit,top12,0.44749999999999995,0.11401200539301716,0.011401200539301716,0.42487754462236754,0.47012245537763236,100,0.6629999999999999,0.1368144064716206,0.01368144064716206,0.6358530535468411,0.6901469464531588,100.0,12.0,0.0,0.0,12.0,12.0,100,1.0075316429085044,0.19215349527823963,0.019215349527823965,0.9694042206462317,1.0456590651707771,100.0,1.0,,
misspecified_t,tabm_orbit,top8,0.2975,0.18784059973576242,0.018784059973576243,0.26022834978227427,0.3347716502177257,100,0.562,0.15027247978860991,0.015027247978860991,0.5321826798258195,0.5918173201741806,100.0,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
misspecified_t,tabm_orbit_student,native,0.17833665749455221,0.22778598795686372,0.02277859879568637,0.13313897563253604,0.22353433935656838,100,0.27399999999999997,0.2816330444340147,0.028163304443401472,0.21811789391290295,0.32988210608709695,100.0,4.49,5.020151311655774,0.5020151311655774,3.4938930668274066,5.486106933172594,100,1.1149295001407342,0.24916671731796472,0.024916671731796472,1.0654894177153265,1.164369582566142,100.0,0.53,,
misspecified_t,tabm_orbit_student,native10,0.032522311022311026,0.1200246251297829,0.01200246251297829,0.008706821444212,0.05633780060041005,100,0.044000000000000004,0.16349713493304135,0.016349713493304135,0.011558621334275695,0.07644137866572431,100.0,0.82,3.0230762310914194,0.30230762310914194,0.22015608965654254,1.4198439103434572,100,,,,,,,0.07,,
misspecified_t,tabm_orbit_student,top12,0.4608333333333334,0.11812163925824512,0.011812163925824511,0.43739543743771303,0.4842712292289537,100,0.647,0.14174596710989418,0.014174596710989418,0.6188745249252556,0.6751254750747444,100.0,12.0,0.0,0.0,12.0,12.0,100,1.0152518806201727,0.19477261093634218,0.019477261093634218,0.9766047689892231,1.0538989922511222,100.0,1.0,,
misspecified_t,tabm_orbit_student,top8,0.3575,0.175,0.017499999999999998,0.322776203348598,0.39222379665140195,100,0.514,0.13999999999999999,0.013999999999999999,0.48622096267887843,0.5417790373211215,100.0,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
misspecified_t,tabm_pfi,top12,0.45583333333333337,0.10755352594295059,0.010755352594295059,0.43449238039628024,0.4771742862703865,100,0.653,0.12906423113154072,0.012906423113154073,0.6273908564755363,0.6786091435244638,100.0,12.0,0.0,0.0,12.0,12.0,100,1.0075981977199993,0.1989327588605745,0.019893275886057448,0.9681256224858451,1.0470707729541533,100.0,1.0,,
misspecified_t,tabm_pfi,top8,0.3175,0.16800598233696945,0.016800598233696944,0.2841639681892117,0.3508360318107883,100,0.546,0.13440478586957555,0.013440478586957554,0.5193311745513693,0.5726688254486307,100.0,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
misspecified_t,xgb_midpoint,native,0.13824401986901985,0.16715228556391115,0.016715228556391116,0.10507738001908659,0.1714106597189531,100,0.509,0.3673808471718237,0.036738084717182366,0.4361036695382047,0.5818963304617953,100.0,6.8,5.55232229146353,0.555232229146353,5.698298798903853,7.901701201096147,100,1.0508808462833619,0.1986173751862838,0.01986173751862838,1.0114708500124834,1.0902908425542404,100.0,0.7,,
