method,scene,rep,rule,theory_regime,nominal_invalid_control,FDP,power,size,false_count,rmse
linear_orbit_student,high_correlation,70,top8,True,False,0.0,0.8,8,0,
linear_orbit_student,high_correlation,70,native,True,False,0.09090909090909091,1.0,11,1,0.8377305451349616
linear_orbit_student,high_correlation,70,native10,True,False,0.0,0.0,0,0,
xgb_shap,high_correlation,70,top12,True,False,0.16666666666666666,1.0,12,2,0.8531049666361691
xgb_shap,high_correlation,70,top8,True,False,0.0,0.8,8,0,
xgb_pfi,high_correlation,70,top12,True,False,0.25,0.9,12,3,0.8550983112586368
xgb_pfi,high_correlation,70,top8,True,False,0.0,0.8,8,0,
tabm_pfi,high_correlation,70,top12,True,False,0.16666666666666666,1.0,12,2,0.8413186655963746
tabm_pfi,high_correlation,70,top8,True,False,0.0,0.8,8,0,
deep_lasso,high_correlation,70,top12,True,False,0.16666666666666666,1.0,12,2,0.8393215449994134
deep_lasso,high_correlation,70,top8,True,False,0.0,0.8,8,0,
xgb_naive,high_correlation,70,top12,True,True,0.3333333333333333,0.8,12,4,0.8659877021415575
xgb_naive,high_correlation,70,top8,True,True,0.0,0.8,8,0,
xgb_naive,high_correlation,70,native,True,True,0.47058823529411764,0.9,17,8,0.853215401558183
xgb_naive,high_correlation,70,native10,True,True,0.2727272727272727,0.8,11,3,
xgb_midpoint,high_correlation,70,top12,True,False,0.25,0.9,12,3,0.8537295684860849
xgb_midpoint,high_correlation,70,top8,True,False,0.0,0.8,8,0,
xgb_midpoint,high_correlation,70,native,True,False,0.4444444444444444,1.0,18,8,0.8480806774472538
xgb_midpoint,high_correlation,70,native10,True,False,0.18181818181818182,0.9,11,2,
xgb_orbit,high_correlation,70,top12,True,False,0.25,0.9,12,3,0.8537295684860849
xgb_orbit,high_correlation,70,top8,True,False,0.0,0.8,8,0,
xgb_orbit,high_correlation,70,native,True,False,0.47368421052631576,1.0,19,9,0.8499526220173341
xgb_orbit,high_correlation,70,native10,True,False,0.3076923076923077,0.9,13,4,
xgb_orbit_student,high_correlation,70,top12,True,False,0.3333333333333333,0.8,12,4,0.8659877021415575
xgb_orbit_student,high_correlation,70,top8,True,False,0.375,0.5,8,3,
xgb_orbit_student,high_correlation,70,native,True,False,0.4666666666666667,0.8,15,7,0.8560636212559671
xgb_orbit_student,high_correlation,70,native10,True,False,0.4666666666666667,0.8,15,7,
tabm_naive,high_correlation,70,top12,True,True,0.16666666666666666,1.0,12,2,0.8516792302547138
tabm_naive,high_correlation,70,top8,True,True,0.0,0.8,8,0,
tabm_naive,high_correlation,70,native,True,True,0.23076923076923078,1.0,13,3,0.8482029793145373
tabm_naive,high_correlation,70,native10,True,True,0.16666666666666666,1.0,12,2,
tabm_midpoint,high_correlation,70,top12,True,False,0.16666666666666666,1.0,12,2,0.845781286926892
tabm_midpoint,high_correlation,70,top8,True,False,0.0,0.8,8,0,
tabm_midpoint,high_correlation,70,native,True,False,0.16666666666666666,1.0,12,2,0.845781286926892
tabm_midpoint,high_correlation,70,native10,True,False,0.16666666666666666,1.0,12,2,
tabm_orbit,high_correlation,70,top12,True,False,0.16666666666666666,1.0,12,2,0.845781286926892
tabm_orbit,high_correlation,70,top8,True,False,0.0,0.8,8,0,
tabm_orbit,high_correlation,70,native,True,False,0.2857142857142857,1.0,14,4,0.8430901825080528
tabm_orbit,high_correlation,70,native10,True,False,0.16666666666666666,1.0,12,2,
tabm_orbit_student,high_correlation,70,top12,True,False,0.3333333333333333,0.8,12,4,0.8673123286412928
tabm_orbit_student,high_correlation,70,top8,True,False,0.25,0.6,8,2,
tabm_orbit_student,high_correlation,70,native,True,False,0.4375,0.9,16,7,0.8535956907711356
tabm_orbit_student,high_correlation,70,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.7095289684788675
lasso_pair_q20,high_correlation,71,top8,True,False,0.125,0.7,8,1,
lasso_pair_q20,high_correlation,71,native,True,False,0.25,0.9,12,3,0.7095289684788675
lasso_pair_q20,high_correlation,71,native10,True,False,0.3,0.7,10,3,
linear_orbit_student,high_correlation,71,top12,True,False,0.16666666666666666,1.0,12,2,0.7046089839693759
linear_orbit_student,high_correlation,71,top8,True,False,0.0,0.8,8,0,
linear_orbit_student,high_correlation,71,native,True,False,0.2857142857142857,1.0,14,4,0.7137329044014755
linear_orbit_student,high_correlation,71,native10,True,False,0.2857142857142857,1.0,14,4,
xgb_shap,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.7085874055265893
xgb_shap,high_correlation,71,top8,True,False,0.125,0.7,8,1,
xgb_pfi,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.7044712660411595
xgb_pfi,high_correlation,71,top8,True,False,0.125,0.7,8,1,
tabm_pfi,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.7075235668654107
tabm_pfi,high_correlation,71,top8,True,False,0.25,0.6,8,2,
deep_lasso,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.7085874055265893
deep_lasso,high_correlation,71,top8,True,False,0.125,0.7,8,1,
xgb_naive,high_correlation,71,top12,True,True,0.25,0.9,12,3,0.7089235806036868
xgb_naive,high_correlation,71,top8,True,True,0.25,0.6,8,2,
xgb_naive,high_correlation,71,native,True,True,0.2222222222222222,0.7,9,2,0.716339831702682
xgb_naive,high_correlation,71,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.706593660142479
xgb_midpoint,high_correlation,71,top8,True,False,0.25,0.6,8,2,
xgb_midpoint,high_correlation,71,native,True,False,0.2,0.8,10,2,0.7179766830042865
xgb_midpoint,high_correlation,71,native10,True,False,0.2,0.8,10,2,
xgb_orbit,high_correlation,71,top12,True,False,0.16666666666666666,1.0,12,2,0.7046616489350747
xgb_orbit,high_correlation,71,top8,True,False,0.25,0.6,8,2,
xgb_orbit,high_correlation,71,native,True,False,0.2,0.8,10,2,0.7179766830042865
xgb_orbit,high_correlation,71,native10,True,False,0.2,0.8,10,2,
xgb_orbit_student,high_correlation,71,top12,True,False,0.3333333333333333,0.8,12,4,0.7087008112039128
xgb_orbit_student,high_correlation,71,top8,True,False,0.25,0.6,8,2,
xgb_orbit_student,high_correlation,71,native,True,False,0.0,0.0,0,0,1.1476498365916437
xgb_orbit_student,high_correlation,71,native10,True,False,0.0,0.0,0,0,
tabm_naive,high_correlation,71,top12,True,True,0.25,0.9,12,3,0.7064227456905307
tabm_naive,high_correlation,71,top8,True,True,0.125,0.7,8,1,
tabm_naive,high_correlation,71,native,True,True,0.1111111111111111,0.8,9,1,0.7170897387464674
tabm_naive,high_correlation,71,native10,True,True,0.0,0.0,0,0,
tabm_midpoint,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.7101600146405106
tabm_midpoint,high_correlation,71,top8,True,False,0.125,0.7,8,1,
tabm_midpoint,high_correlation,71,native,True,False,0.1111111111111111,0.8,9,1,0.7170897387464674
tabm_midpoint,high_correlation,71,native10,True,False,0.0,0.0,0,0,
tabm_orbit,high_correlation,71,top12,True,False,0.25,0.9,12,3,0.7101600146405106
tabm_orbit,high_correlation,71,top8,True,False,0.125,0.7,8,1,
tabm_orbit,high_correlation,71,native,True,False,0.1,0.9,10,1,0.7114716249401472
tabm_orbit,high_correlation,71,native10,True,False,0.0,0.0,0,0,
tabm_orbit_student,high_correlation,71,top12,True,False,0.3333333333333333,0.8,12,4,0.7167519725734918
tabm_orbit_student,high_correlation,71,top8,True,False,0.25,0.6,8,2,
tabm_orbit_student,high_correlation,71,native,True,False,0.0,0.0,0,0,1.1476498365916437
tabm_orbit_student,high_correlation,71,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8609662946866381
lasso_pair_q20,high_correlation,72,top8,True,False,0.0,0.8,8,0,
lasso_pair_q20,high_correlation,72,native,True,False,0.0,1.0,10,0,0.856438722900203
lasso_pair_q20,high_correlation,72,native10,True,False,0.0,1.0,10,0,
linear_orbit_student,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8592627855925068
linear_orbit_student,high_correlation,72,top8,True,False,0.0,0.8,8,0,
linear_orbit_student,high_correlation,72,native,True,False,0.16666666666666666,1.0,12,2,0.8592627855925068
linear_orbit_student,high_correlation,72,native10,True,False,0.0,1.0,10,0,
xgb_shap,high_correlation,72,top12,True,False,0.25,0.9,12,3,0.8596555730060842
xgb_shap,high_correlation,72,top8,True,False,0.125,0.7,8,1,
xgb_pfi,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8604690055737715
xgb_pfi,high_correlation,72,top8,True,False,0.0,0.8,8,0,
tabm_pfi,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8534043489314593
tabm_pfi,high_correlation,72,top8,True,False,0.0,0.8,8,0,
deep_lasso,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8540692546307799
deep_lasso,high_correlation,72,top8,True,False,0.0,0.8,8,0,
xgb_naive,high_correlation,72,top12,True,True,0.16666666666666666,1.0,12,2,0.8621640293501185
xgb_naive,high_correlation,72,top8,True,True,0.0,0.8,8,0,
xgb_naive,high_correlation,72,native,True,True,0.09090909090909091,1.0,11,1,0.854665201465952
xgb_naive,high_correlation,72,native10,True,True,0.1,0.9,10,1,
xgb_midpoint,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8555927005930715
xgb_midpoint,high_correlation,72,top8,True,False,0.0,0.8,8,0,
xgb_midpoint,high_correlation,72,native,True,False,0.09090909090909091,1.0,11,1,0.854665201465952
xgb_midpoint,high_correlation,72,native10,True,False,0.1,0.9,10,1,
xgb_orbit,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8555927005930715
xgb_orbit,high_correlation,72,top8,True,False,0.0,0.8,8,0,
xgb_orbit,high_correlation,72,native,True,False,0.09090909090909091,1.0,11,1,0.854665201465952
xgb_orbit,high_correlation,72,native10,True,False,0.1,0.9,10,1,
xgb_orbit_student,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8608420079798619
xgb_orbit_student,high_correlation,72,top8,True,False,0.125,0.7,8,1,
xgb_orbit_student,high_correlation,72,native,True,False,0.2,0.8,10,2,0.9016309324483326
xgb_orbit_student,high_correlation,72,native10,True,False,0.0,0.0,0,0,
tabm_naive,high_correlation,72,top12,True,True,0.16666666666666666,1.0,12,2,0.8553340649501615
tabm_naive,high_correlation,72,top8,True,True,0.0,0.8,8,0,
tabm_naive,high_correlation,72,native,True,True,0.0,1.0,10,0,0.856438722900203
tabm_naive,high_correlation,72,native10,True,True,0.0,1.0,10,0,
tabm_midpoint,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8553340649501615
tabm_midpoint,high_correlation,72,top8,True,False,0.0,0.8,8,0,
tabm_midpoint,high_correlation,72,native,True,False,0.0,1.0,10,0,0.856438722900203
tabm_midpoint,high_correlation,72,native10,True,False,0.0,1.0,10,0,
tabm_orbit,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8553340649501615
tabm_orbit,high_correlation,72,top8,True,False,0.0,0.8,8,0,
tabm_orbit,high_correlation,72,native,True,False,0.0,1.0,10,0,0.856438722900203
tabm_orbit,high_correlation,72,native10,True,False,0.0,1.0,10,0,
tabm_orbit_student,high_correlation,72,top12,True,False,0.16666666666666666,1.0,12,2,0.8558662465530124
tabm_orbit_student,high_correlation,72,top8,True,False,0.0,0.8,8,0,
tabm_orbit_student,high_correlation,72,native,True,False,0.09090909090909091,1.0,11,1,0.8540709313925301
tabm_orbit_student,high_correlation,72,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,high_correlation,73,top12,True,False,0.3333333333333333,0.8,12,4,0.7916440381001141
lasso_pair_q20,high_correlation,73,top8,True,False,0.125,0.7,8,1,
lasso_pair_q20,high_correlation,73,native,True,False,0.2727272727272727,0.8,11,3,0.7850174107708542
lasso_pair_q20,high_correlation,73,native10,True,False,0.0,0.0,0,0,
linear_orbit_student,high_correlation,73,top12,True,False,0.3333333333333333,0.8,12,4,0.7881942206332333
linear_orbit_student,high_correlation,73,top8,True,False,0.25,0.6,8,2,
linear_orbit_student,high_correlation,73,native,True,False,0.4,0.9,15,6,0.7910056976582884
linear_orbit_student,high_correlation,73,native10,True,False,0.0,0.0,0,0,
xgb_shap,high_correlation,73,top12,True,False,0.16666666666666666,1.0,12,2,0.7747817726174673
xgb_shap,high_correlation,73,top8,True,False,0.125,0.7,8,1,
xgb_pfi,high_correlation,73,top12,True,False,0.25,0.9,12,3,0.7888745307512318
xgb_pfi,high_correlation,73,top8,True,False,0.125,0.7,8,1,
tabm_pfi,high_correlation,73,top12,True,False,0.4166666666666667,0.7,12,5,0.7940278558251047
tabm_pfi,high_correlation,73,top8,True,False,0.125,0.7,8,1,
deep_lasso,high_correlation,73,top12,True,False,0.16666666666666666,1.0,12,2,0.7736728461256607
deep_lasso,high_correlation,73,top8,True,False,0.0,0.8,8,0,
xgb_naive,high_correlation,73,top12,True,True,0.5833333333333334,0.5,12,7,0.8092179254869545
xgb_naive,high_correlation,73,top8,True,True,0.375,0.5,8,3,
xgb_naive,high_correlation,73,native,True,True,0.2,0.4,5,1,0.8840350089264227
xgb_naive,high_correlation,73,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,high_correlation,73,top12,True,False,0.5,0.6,12,6,0.7953605150414108
xgb_midpoint,high_correlation,73,top8,True,False,0.375,0.5,8,3,
xgb_midpoint,high_correlation,73,native,True,False,0.2,0.4,5,1,0.8840350089264227
xgb_midpoint,high_correlation,73,native10,True,False,0.0,0.0,0,0,
xgb_orbit,high_correlation,73,top12,True,False,0.5,0.6,12,6,0.7953605150414108
xgb_orbit,high_correlation,73,top8,True,False,0.375,0.5,8,3,
xgb_orbit,high_correlation,73,native,True,False,0.2,0.4,5,1,0.8840350089264227
xgb_orbit,high_correlation,73,native10,True,False,0.0,0.0,0,0,
xgb_orbit_student,high_correlation,73,top12,True,False,0.5,0.6,12,6,0.7953605150414108
xgb_orbit_student,high_correlation,73,top8,True,False,0.375,0.5,8,3,
xgb_orbit_student,high_correlation,73,native,True,False,0.0,0.0,0,0,1.279113254460852
xgb_orbit_student,high_correlation,73,native10,True,False,0.0,0.0,0,0,
tabm_naive,high_correlation,73,top12,True,True,0.3333333333333333,0.8,12,4,0.7928539508776081
tabm_naive,high_correlation,73,top8,True,True,0.125,0.7,8,1,
tabm_naive,high_correlation,73,native,True,True,0.0,0.6,6,0,0.7967099576237676
tabm_naive,high_correlation,73,native10,True,True,0.0,0.0,0,0,
tabm_midpoint,high_correlation,73,top12,True,False,0.3333333333333333,0.8,12,4,0.7961297065212364
tabm_midpoint,high_correlation,73,top8,True,False,0.125,0.7,8,1,
tabm_midpoint,high_correlation,73,native,True,False,0.0,0.5,5,0,0.8122105046574997
tabm_midpoint,high_correlation,73,native10,True,False,0.0,0.0,0,0,
tabm_orbit,high_correlation,73,top12,True,False,0.3333333333333333,0.8,12,4,0.7961297065212364
tabm_orbit,high_correlation,73,top8,True,False,0.125,0.7,8,1,
tabm_orbit,high_correlation,73,native,True,False,0.0,0.5,5,0,0.8122105046574997
tabm_orbit,high_correlation,73,native10,True,False,0.0,0.0,0,0,
tabm_orbit_student,high_correlation,73,top12,True,False,0.4166666666666667,0.7,12,5,0.7990134498810414
tabm_orbit_student,high_correlation,73,top8,True,False,0.25,0.6,8,2,
tabm_orbit_student,high_correlation,73,native,True,False,0.0,0.0,0,0,1.279113254460852
tabm_orbit_student,high_correlation,73,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8752794094078439
lasso_pair_q20,high_correlation,74,top8,True,False,0.0,0.8,8,0,
lasso_pair_q20,high_correlation,74,native,True,False,0.09090909090909091,1.0,11,1,0.8698148158689896
lasso_pair_q20,high_correlation,74,native10,True,False,0.09090909090909091,1.0,11,1,
linear_orbit_student,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8759996704232967
linear_orbit_student,high_correlation,74,top8,True,False,0.0,0.8,8,0,
linear_orbit_student,high_correlation,74,native,True,False,0.23076923076923078,1.0,13,3,0.8769024967052287
linear_orbit_student,high_correlation,74,native10,True,False,0.09090909090909091,1.0,11,1,
xgb_shap,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8703610733762998
xgb_shap,high_correlation,74,top8,True,False,0.125,0.7,8,1,
xgb_pfi,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8756823880776048
xgb_pfi,high_correlation,74,top8,True,False,0.125,0.7,8,1,
tabm_pfi,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8756823880776048
tabm_pfi,high_correlation,74,top8,True,False,0.0,0.8,8,0,
deep_lasso,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8678214584915553
deep_lasso,high_correlation,74,top8,True,False,0.0,0.8,8,0,
xgb_naive,high_correlation,74,top12,True,True,0.16666666666666666,1.0,12,2,0.8756823880776048
xgb_naive,high_correlation,74,top8,True,True,0.0,0.8,8,0,
xgb_naive,high_correlation,74,native,True,True,0.2857142857142857,1.0,14,4,0.8755821999228155
xgb_naive,high_correlation,74,native10,True,True,0.2857142857142857,1.0,14,4,
xgb_midpoint,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8730445771778563
xgb_midpoint,high_correlation,74,top8,True,False,0.0,0.8,8,0,
xgb_midpoint,high_correlation,74,native,True,False,0.3333333333333333,1.0,15,5,0.8727667112841118
xgb_midpoint,high_correlation,74,native10,True,False,0.09090909090909091,1.0,11,1,
xgb_orbit,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8730445771778563
xgb_orbit,high_correlation,74,top8,True,False,0.0,0.8,8,0,
xgb_orbit,high_correlation,74,native,True,False,0.4444444444444444,1.0,18,8,0.8693680816581629
xgb_orbit,high_correlation,74,native10,True,False,0.09090909090909091,1.0,11,1,
xgb_orbit_student,high_correlation,74,top12,True,False,0.25,0.9,12,3,0.8737870251005888
xgb_orbit_student,high_correlation,74,top8,True,False,0.0,0.8,8,0,
xgb_orbit_student,high_correlation,74,native,True,False,0.1111111111111111,0.8,9,1,0.8697989616612749
xgb_orbit_student,high_correlation,74,native10,True,False,0.0,0.0,0,0,
tabm_naive,high_correlation,74,top12,True,True,0.16666666666666666,1.0,12,2,0.8768198111814685
tabm_naive,high_correlation,74,top8,True,True,0.0,0.8,8,0,
tabm_naive,high_correlation,74,native,True,True,0.375,1.0,16,6,0.8721260221081696
tabm_naive,high_correlation,74,native10,True,True,0.3333333333333333,1.0,15,5,
tabm_midpoint,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8768198111814685
tabm_midpoint,high_correlation,74,top8,True,False,0.0,0.8,8,0,
tabm_midpoint,high_correlation,74,native,True,False,0.3333333333333333,1.0,15,5,0.8763148437463442
tabm_midpoint,high_correlation,74,native10,True,False,0.3333333333333333,1.0,15,5,
tabm_orbit,high_correlation,74,top12,True,False,0.16666666666666666,1.0,12,2,0.8768198111814685
tabm_orbit,high_correlation,74,top8,True,False,0.0,0.8,8,0,
tabm_orbit,high_correlation,74,native,True,False,0.3333333333333333,1.0,15,5,0.8763148437463442
tabm_orbit,high_correlation,74,native10,True,False,0.3333333333333333,1.0,15,5,
tabm_orbit_student,high_correlation,74,top12,True,False,0.25,0.9,12,3,0.876758150187001
tabm_orbit_student,high_correlation,74,top8,True,False,0.125,0.7,8,1,
tabm_orbit_student,high_correlation,74,native,True,False,0.1,0.9,10,1,0.8814981983521644
tabm_orbit_student,high_correlation,74,native10,True,False,0.1,0.9,10,1,
lasso_pair_q20,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.8042674306212301
lasso_pair_q20,high_correlation,75,top8,True,False,0.0,0.8,8,0,
lasso_pair_q20,high_correlation,75,native,True,False,0.23076923076923078,1.0,13,3,0.8002054732118855
lasso_pair_q20,high_correlation,75,native10,True,False,0.16666666666666666,1.0,12,2,
linear_orbit_student,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7999556172481866
linear_orbit_student,high_correlation,75,top8,True,False,0.125,0.7,8,1,
linear_orbit_student,high_correlation,75,native,True,False,0.09090909090909091,1.0,11,1,0.7950542779328711
linear_orbit_student,high_correlation,75,native10,True,False,0.1,0.9,10,1,
xgb_shap,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7988626771289121
xgb_shap,high_correlation,75,top8,True,False,0.0,0.8,8,0,
xgb_pfi,high_correlation,75,top12,True,False,0.25,0.9,12,3,0.7998271344514275
xgb_pfi,high_correlation,75,top8,True,False,0.0,0.8,8,0,
tabm_pfi,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7988626771289121
tabm_pfi,high_correlation,75,top8,True,False,0.0,0.8,8,0,
deep_lasso,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7988626771289121
deep_lasso,high_correlation,75,top8,True,False,0.0,0.8,8,0,
xgb_naive,high_correlation,75,top12,True,True,0.16666666666666666,1.0,12,2,0.8034374549052344
xgb_naive,high_correlation,75,top8,True,True,0.0,0.8,8,0,
xgb_naive,high_correlation,75,native,True,True,0.0,0.9,9,0,0.806501677955983
xgb_naive,high_correlation,75,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7972703302759913
xgb_midpoint,high_correlation,75,top8,True,False,0.0,0.8,8,0,
xgb_midpoint,high_correlation,75,native,True,False,0.0,1.0,10,0,0.7986066512900949
xgb_midpoint,high_correlation,75,native10,True,False,0.0,0.0,0,0,
xgb_orbit,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7934871100041839
xgb_orbit,high_correlation,75,top8,True,False,0.0,0.8,8,0,
xgb_orbit,high_correlation,75,native,True,False,0.0,0.9,9,0,0.806501677955983
xgb_orbit,high_correlation,75,native10,True,False,0.0,0.0,0,0,
xgb_orbit_student,high_correlation,75,top12,True,False,0.25,0.9,12,3,0.7997900882640687
xgb_orbit_student,high_correlation,75,top8,True,False,0.0,0.8,8,0,
xgb_orbit_student,high_correlation,75,native,True,False,0.0,0.7,7,0,1.000453529096437
xgb_orbit_student,high_correlation,75,native10,True,False,0.0,0.0,0,0,
tabm_naive,high_correlation,75,top12,True,True,0.16666666666666666,1.0,12,2,0.8023674772911775
tabm_naive,high_correlation,75,top8,True,True,0.0,0.8,8,0,
tabm_naive,high_correlation,75,native,True,True,0.09090909090909091,1.0,11,1,0.7950542779328711
tabm_naive,high_correlation,75,native10,True,True,0.09090909090909091,1.0,11,1,
tabm_midpoint,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7999556172481866
tabm_midpoint,high_correlation,75,top8,True,False,0.0,0.8,8,0,
tabm_midpoint,high_correlation,75,native,True,False,0.09090909090909091,1.0,11,1,0.7950542779328711
tabm_midpoint,high_correlation,75,native10,True,False,0.09090909090909091,1.0,11,1,
tabm_orbit,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.7999556172481866
tabm_orbit,high_correlation,75,top8,True,False,0.0,0.8,8,0,
tabm_orbit,high_correlation,75,native,True,False,0.09090909090909091,1.0,11,1,0.7950542779328711
tabm_orbit,high_correlation,75,native10,True,False,0.09090909090909091,1.0,11,1,
tabm_orbit_student,high_correlation,75,top12,True,False,0.16666666666666666,1.0,12,2,0.8023674772911775
tabm_orbit_student,high_correlation,75,top8,True,False,0.125,0.7,8,1,
tabm_orbit_student,high_correlation,75,native,True,False,0.16666666666666666,1.0,12,2,0.8023674772911775
tabm_orbit_student,high_correlation,75,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,high_correlation,76,top12,True,False,0.3333333333333333,0.8,12,4,0.8015987787440659
lasso_pair_q20,high_correlation,76,top8,True,False,0.125,0.7,8,1,
lasso_pair_q20,high_correlation,76,native,True,False,0.0,0.6,6,0,0.8188611776446684
lasso_pair_q20,high_correlation,76,native10,True,False,0.0,0.0,0,0,
linear_orbit_student,high_correlation,76,top12,True,False,0.3333333333333333,0.8,12,4,0.8222412249895226
linear_orbit_student,high_correlation,76,top8,True,False,0.25,0.6,8,2,
linear_orbit_student,high_correlation,76,native,True,False,0.0,0.0,0,0,1.207960379368589
linear_orbit_student,high_correlation,76,native10,True,False,0.0,0.0,0,0,
xgb_shap,high_correlation,76,top12,True,False,0.3333333333333333,0.8,12,4,0.8092722417507974
xgb_shap,high_correlation,76,top8,True,False,0.125,0.7,8,1,
xgb_pfi,high_correlation,76,top12,True,False,0.25,0.9,12,3,0.8103387862129267
xgb_pfi,high_correlation,76,top8,True,False,0.0,0.8,8,0,
tabm_pfi,high_correlation,76,top12,True,False,0.16666666666666666,1.0,12,2,0.8007660077294103
tabm_pfi,high_correlation,76,top8,True,False,0.0,0.8,8,0,
deep_lasso,high_correlation,76,top12,True,False,0.25,0.9,12,3,0.8103387862129267
deep_lasso,high_correlation,76,top8,True,False,0.125,0.7,8,1,
xgb_naive,high_correlation,76,top12,True,True,0.3333333333333333,0.8,12,4,0.8189639124700229
xgb_naive,high_correlation,76,top8,True,True,0.125,0.7,8,1,
xgb_naive,high_correlation,76,native,True,True,0.2222222222222222,0.7,9,2,0.815571736638316
xgb_naive,high_correlation,76,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,high_correlation,76,top12,True,False,0.3333333333333333,0.8,12,4,0.8134674863666179
xgb_midpoint,high_correlation,76,top8,True,False,0.25,0.6,8,2,
xgb_midpoint,high_correlation,76,native,True,False,0.0,0.0,0,0,1.207960379368589
xgb_midpoint,high_correlation,76,native10,True,False,0.0,0.0,0,0,
xgb_orbit,high_correlation,76,top12,True,False,0.25,0.9,12,3,0.8024200404833031
xgb_orbit,high_correlation,76,top8,True,False,0.25,0.6,8,2,
xgb_orbit,high_correlation,76,native,True,False,0.0,0.0,0,0,1.207960379368589
xgb_orbit,high_correlation,76,native10,True,False,0.0,0.0,0,0,
xgb_orbit_student,high_correlation,76,top12,True,False,0.3333333333333333,0.8,12,4,0.8122138202748691
xgb_orbit_student,high_correlation,76,top8,True,False,0.375,0.5,8,3,
xgb_orbit_student,high_correlation,76,native,True,False,0.0,0.0,0,0,1.207960379368589
xgb_orbit_student,high_correlation,76,native10,True,False,0.0,0.0,0,0,
tabm_naive,high_correlation,76,top12,True,True,0.3333333333333333,0.8,12,4,0.8109624924089255
tabm_naive,high_correlation,76,top8,True,True,0.25,0.6,8,2,
tabm_naive,high_correlation,76,native,True,True,0.0,0.0,0,0,1.207960379368589
tabm_naive,high_correlation,76,native10,True,True,0.0,0.0,0,0,
tabm_midpoint,high_correlation,76,top12,True,False,0.3333333333333333,0.8,12,4,0.8221915910332832
tabm_midpoint,high_correlation,76,top8,True,False,0.125,0.7,8,1,
tabm_midpoint,high_correlation,76,native,True,False,0.0,0.0,0,0,1.207960379368589
tabm_midpoint,high_correlation,76,native10,True,False,0.0,0.0,0,0,
tabm_orbit,high_correlation,76,top12,True,False,0.3333333333333333,0.8,12,4,0.8221915910332832
tabm_orbit,high_correlation,76,top8,True,False,0.125,0.7,8,1,
tabm_orbit,high_correlation,76,native,True,False,0.0,0.0,0,0,1.207960379368589
tabm_orbit,high_correlation,76,native10,True,False,0.0,0.0,0,0,
tabm_orbit_student,high_correlation,76,top12,True,False,0.4166666666666667,0.7,12,5,0.816261647795987
tabm_orbit_student,high_correlation,76,top8,True,False,0.25,0.6,8,2,
tabm_orbit_student,high_correlation,76,native,True,False,0.0,0.0,0,0,1.207960379368589
tabm_orbit_student,high_correlation,76,native10,True,False,0.0,0.0,0,0,
