method,fraction,group,run,native_size
tabm_sko_ridge,0.7,4,f70_04,10.0
tabm_sko_quad,0.7,4,f70_04,0.0
tabm_sko_scale,0.7,4,f70_04,0.0
tabm_sko_quad_scale,0.7,4,f70_04,6.0
xgb_sko_ridge,0.7,5,f70_05,0.0
xgb_sko_quad,0.7,5,f70_05,0.0
xgb_sko_scale,0.7,5,f70_05,0.0
xgb_sko_quad_scale,0.7,5,f70_05,0.0
tabm_sko_ridge,0.7,5,f70_05,0.0
tabm_sko_quad,0.7,5,f70_05,0.0
tabm_sko_scale,0.7,5,f70_05,0.0
tabm_sko_quad_scale,0.7,5,f70_05,12.0
xgb_sko_ridge,0.7,6,f70_06,0.0
xgb_sko_quad,0.7,6,f70_06,0.0
xgb_sko_scale,0.7,6,f70_06,0.0
xgb_sko_quad_scale,0.7,6,f70_06,0.0
tabm_sko_ridge,0.7,6,f70_06,0.0
tabm_sko_quad,0.7,6,f70_06,0.0
tabm_sko_scale,0.7,6,f70_06,0.0
tabm_sko_quad_scale,0.7,6,f70_06,0.0
xgb_sko_ridge,0.7,7,f70_07,0.0
xgb_sko_quad,0.7,7,f70_07,0.0
xgb_sko_scale,0.7,7,f70_07,0.0
xgb_sko_quad_scale,0.7,7,f70_07,10.0
tabm_sko_ridge,0.7,7,f70_07,0.0
tabm_sko_quad,0.7,7,f70_07,0.0
tabm_sko_scale,0.7,7,f70_07,0.0
tabm_sko_quad_scale,0.7,7,f70_07,0.0
xgb_sko_ridge,0.7,8,f70_08,6.0
xgb_sko_quad,0.7,8,f70_08,0.0
xgb_sko_scale,0.7,8,f70_08,0.0
xgb_sko_quad_scale,0.7,8,f70_08,14.0
tabm_sko_ridge,0.7,8,f70_08,0.0
tabm_sko_quad,0.7,8,f70_08,0.0
tabm_sko_scale,0.7,8,f70_08,0.0
tabm_sko_quad_scale,0.7,8,f70_08,0.0
xgb_sko_ridge,0.7,9,f70_09,0.0
xgb_sko_quad,0.7,9,f70_09,0.0
xgb_sko_scale,0.7,9,f70_09,5.0
xgb_sko_quad_scale,0.7,9,f70_09,0.0
tabm_sko_ridge,0.7,9,f70_09,0.0
tabm_sko_quad,0.7,9,f70_09,10.0
tabm_sko_scale,0.7,9,f70_09,5.0
tabm_sko_quad_scale,0.7,9,f70_09,12.0
xgb_sko_ridge,0.7,10,f70_10,0.0
xgb_sko_quad,0.7,10,f70_10,0.0
xgb_sko_scale,0.7,10,f70_10,0.0
xgb_sko_quad_scale,0.7,10,f70_10,0.0
tabm_sko_ridge,0.7,10,f70_10,0.0
tabm_sko_quad,0.7,10,f70_10,0.0
tabm_sko_scale,0.7,10,f70_10,0.0
tabm_sko_quad_scale,0.7,10,f70_10,0.0
xgb_sko_ridge,0.7,11,f70_11,0.0
xgb_sko_quad,0.7,11,f70_11,0.0
xgb_sko_scale,0.7,11,f70_11,0.0
xgb_sko_quad_scale,0.7,11,f70_11,0.0
tabm_sko_ridge,0.7,11,f70_11,0.0
tabm_sko_quad,0.7,11,f70_11,0.0
tabm_sko_scale,0.7,11,f70_11,0.0
tabm_sko_quad_scale,0.7,11,f70_11,0.0
xgb_sko_ridge,0.7,12,f70_12,0.0
xgb_sko_quad,0.7,12,f70_12,0.0
xgb_sko_scale,0.7,12,f70_12,0.0
xgb_sko_quad_scale,0.7,12,f70_12,0.0
tabm_sko_ridge,0.7,12,f70_12,0.0
tabm_sko_quad,0.7,12,f70_12,0.0
tabm_sko_scale,0.7,12,f70_12,0.0
tabm_sko_quad_scale,0.7,12,f70_12,0.0
xgb_sko_ridge,0.7,13,f70_13,0.0
xgb_sko_quad,0.7,13,f70_13,0.0
xgb_sko_scale,0.7,13,f70_13,0.0
xgb_sko_quad_scale,0.7,13,f70_13,0.0
tabm_sko_ridge,0.7,13,f70_13,0.0
tabm_sko_quad,0.7,13,f70_13,0.0
tabm_sko_scale,0.7,13,f70_13,0.0
tabm_sko_quad_scale,0.7,13,f70_13,0.0
xgb_sko_ridge,0.7,14,f70_14,0.0
xgb_sko_quad,0.7,14,f70_14,0.0
xgb_sko_scale,0.7,14,f70_14,0.0
xgb_sko_quad_scale,0.7,14,f70_14,0.0
tabm_sko_ridge,0.7,14,f70_14,0.0
tabm_sko_quad,0.7,14,f70_14,0.0
tabm_sko_scale,0.7,14,f70_14,7.0
tabm_sko_quad_scale,0.7,14,f70_14,0.0
xgb_sko_ridge,0.7,15,f70_15,20.0
xgb_sko_quad,0.7,15,f70_15,0.0
xgb_sko_scale,0.7,15,f70_15,0.0
xgb_sko_quad_scale,0.7,15,f70_15,0.0
tabm_sko_ridge,0.7,15,f70_15,0.0
tabm_sko_quad,0.7,15,f70_15,0.0
tabm_sko_scale,0.7,15,f70_15,7.0
tabm_sko_quad_scale,0.7,15,f70_15,0.0
xgb_sko_ridge,0.7,16,f70_16,0.0
xgb_sko_quad,0.7,16,f70_16,0.0
xgb_sko_scale,0.7,16,f70_16,0.0
xgb_sko_quad_scale,0.7,16,f70_16,0.0
tabm_sko_ridge,0.7,16,f70_16,7.0
tabm_sko_quad,0.7,16,f70_16,0.0
tabm_sko_scale,0.7,16,f70_16,6.0
tabm_sko_quad_scale,0.7,16,f70_16,7.0
xgb_sko_ridge,0.7,17,f70_17,5.0
xgb_sko_quad,0.7,17,f70_17,0.0
xgb_sko_scale,0.7,17,f70_17,0.0
xgb_sko_quad_scale,0.7,17,f70_17,0.0
tabm_sko_ridge,0.7,17,f70_17,0.0
tabm_sko_quad,0.7,17,f70_17,0.0
tabm_sko_scale,0.7,17,f70_17,15.0
tabm_sko_quad_scale,0.7,17,f70_17,10.0
xgb_sko_ridge,0.7,18,f70_18,0.0
xgb_sko_quad,0.7,18,f70_18,0.0
xgb_sko_scale,0.7,18,f70_18,0.0
xgb_sko_quad_scale,0.7,18,f70_18,0.0
tabm_sko_ridge,0.7,18,f70_18,0.0
tabm_sko_quad,0.7,18,f70_18,0.0
tabm_sko_scale,0.7,18,f70_18,0.0
tabm_sko_quad_scale,0.7,18,f70_18,0.0
xgb_sko_ridge,0.7,19,f70_19,0.0
xgb_sko_quad,0.7,19,f70_19,6.0
xgb_sko_scale,0.7,19,f70_19,6.0
xgb_sko_quad_scale,0.7,19,f70_19,0.0
tabm_sko_ridge,0.7,19,f70_19,0.0
tabm_sko_quad,0.7,19,f70_19,0.0
tabm_sko_scale,0.7,19,f70_19,8.0
tabm_sko_quad_scale,0.7,19,f70_19,5.0
xgb_sko_ridge,0.8,0,f80_00,0.0
xgb_sko_quad,0.8,0,f80_00,5.0
xgb_sko_scale,0.8,0,f80_00,16.0
xgb_sko_quad_scale,0.8,0,f80_00,25.0
tabm_sko_ridge,0.8,0,f80_00,0.0
tabm_sko_quad,0.8,0,f80_00,0.0
tabm_sko_scale,0.8,0,f80_00,12.0
tabm_sko_quad_scale,0.8,0,f80_00,0.0
xgb_sko_ridge,0.8,1,f80_01,0.0
xgb_sko_quad,0.8,1,f80_01,0.0
xgb_sko_scale,0.8,1,f80_01,0.0
xgb_sko_quad_scale,0.8,1,f80_01,0.0
tabm_sko_ridge,0.8,1,f80_01,0.0
tabm_sko_quad,0.8,1,f80_01,0.0
tabm_sko_scale,0.8,1,f80_01,0.0
tabm_sko_quad_scale,0.8,1,f80_01,10.0
xgb_sko_ridge,0.8,2,f80_02,8.0
xgb_sko_quad,0.8,2,f80_02,0.0
xgb_sko_scale,0.8,2,f80_02,6.0
xgb_sko_quad_scale,0.8,2,f80_02,0.0
tabm_sko_ridge,0.8,2,f80_02,7.0
tabm_sko_quad,0.8,2,f80_02,0.0
tabm_sko_scale,0.8,2,f80_02,9.0
tabm_sko_quad_scale,0.8,2,f80_02,9.0
xgb_sko_ridge,0.8,3,f80_03,0.0
xgb_sko_quad,0.8,3,f80_03,10.0
xgb_sko_scale,0.8,3,f80_03,0.0
xgb_sko_quad_scale,0.8,3,f80_03,10.0
tabm_sko_ridge,0.8,3,f80_03,6.0
tabm_sko_quad,0.8,3,f80_03,5.0
tabm_sko_scale,0.8,3,f80_03,11.0
tabm_sko_quad_scale,0.8,3,f80_03,10.0
xgb_sko_ridge,0.8,4,f80_04,0.0
xgb_sko_quad,0.8,4,f80_04,0.0
xgb_sko_scale,0.8,4,f80_04,0.0
xgb_sko_quad_scale,0.8,4,f80_04,0.0
tabm_sko_ridge,0.8,4,f80_04,5.0
tabm_sko_quad,0.8,4,f80_04,0.0
tabm_sko_scale,0.8,4,f80_04,6.0
tabm_sko_quad_scale,0.8,4,f80_04,0.0
xgb_sko_ridge,0.8,5,f80_05,0.0
xgb_sko_quad,0.8,5,f80_05,0.0
xgb_sko_scale,0.8,5,f80_05,7.0
xgb_sko_quad_scale,0.8,5,f80_05,5.0
tabm_sko_ridge,0.8,5,f80_05,0.0
tabm_sko_quad,0.8,5,f80_05,0.0
tabm_sko_scale,0.8,5,f80_05,15.0
tabm_sko_quad_scale,0.8,5,f80_05,11.0
xgb_sko_ridge,0.8,6,f80_06,0.0
xgb_sko_quad,0.8,6,f80_06,6.0
xgb_sko_scale,0.8,6,f80_06,5.0
xgb_sko_quad_scale,0.8,6,f80_06,20.0
tabm_sko_ridge,0.8,6,f80_06,6.0
tabm_sko_quad,0.8,6,f80_06,6.0
tabm_sko_scale,0.8,6,f80_06,10.0
tabm_sko_quad_scale,0.8,6,f80_06,9.0
xgb_sko_ridge,0.8,7,f80_07,0.0
xgb_sko_quad,0.8,7,f80_07,0.0
xgb_sko_scale,0.8,7,f80_07,0.0
xgb_sko_quad_scale,0.8,7,f80_07,0.0
tabm_sko_ridge,0.8,7,f80_07,0.0
tabm_sko_quad,0.8,7,f80_07,0.0
tabm_sko_scale,0.8,7,f80_07,0.0
tabm_sko_quad_scale,0.8,7,f80_07,0.0
xgb_sko_ridge,0.8,8,f80_08,0.0
xgb_sko_quad,0.8,8,f80_08,0.0
xgb_sko_scale,0.8,8,f80_08,11.0
xgb_sko_quad_scale,0.8,8,f80_08,11.0
tabm_sko_ridge,0.8,8,f80_08,0.0
tabm_sko_quad,0.8,8,f80_08,6.0
tabm_sko_scale,0.8,8,f80_08,13.0
tabm_sko_quad_scale,0.8,8,f80_08,11.0
xgb_sko_ridge,0.8,9,f80_09,0.0
xgb_sko_quad,0.8,9,f80_09,0.0
xgb_sko_scale,0.8,9,f80_09,0.0
xgb_sko_quad_scale,0.8,9,f80_09,10.0
tabm_sko_ridge,0.8,9,f80_09,0.0
tabm_sko_quad,0.8,9,f80_09,5.0
tabm_sko_scale,0.8,9,f80_09,0.0
tabm_sko_quad_scale,0.8,9,f80_09,10.0
xgb_sko_ridge,0.8,10,f80_10,5.0
xgb_sko_quad,0.8,10,f80_10,0.0
xgb_sko_scale,0.8,10,f80_10,7.0
xgb_sko_quad_scale,0.8,10,f80_10,0.0
tabm_sko_ridge,0.8,10,f80_10,0.0
tabm_sko_quad,0.8,10,f80_10,0.0
tabm_sko_scale,0.8,10,f80_10,5.0
tabm_sko_quad_scale,0.8,10,f80_10,6.0
xgb_sko_ridge,0.8,11,f80_11,0.0
xgb_sko_quad,0.8,11,f80_11,10.0
xgb_sko_scale,0.8,11,f80_11,0.0
xgb_sko_quad_scale,0.8,11,f80_11,20.0
tabm_sko_ridge,0.8,11,f80_11,15.0
tabm_sko_quad,0.8,11,f80_11,17.0
tabm_sko_scale,0.8,11,f80_11,18.0
tabm_sko_quad_scale,0.8,11,f80_11,18.0
xgb_sko_ridge,0.8,12,f80_12,0.0
xgb_sko_quad,0.8,12,f80_12,0.0
xgb_sko_scale,0.8,12,f80_12,0.0
xgb_sko_quad_scale,0.8,12,f80_12,5.0
tabm_sko_ridge,0.8,12,f80_12,0.0
tabm_sko_quad,0.8,12,f80_12,0.0
tabm_sko_scale,0.8,12,f80_12,5.0
tabm_sko_quad_scale,0.8,12,f80_12,10.0
xgb_sko_ridge,0.8,13,f80_13,0.0
xgb_sko_quad,0.8,13,f80_13,7.0
xgb_sko_scale,0.8,13,f80_13,6.0
xgb_sko_quad_scale,0.8,13,f80_13,11.0
tabm_sko_ridge,0.8,13,f80_13,8.0
tabm_sko_quad,0.8,13,f80_13,0.0
tabm_sko_scale,0.8,13,f80_13,17.0
tabm_sko_quad_scale,0.8,13,f80_13,0.0
xgb_sko_ridge,0.8,14,f80_14,0.0
xgb_sko_quad,0.8,14,f80_14,11.0
xgb_sko_scale,0.8,14,f80_14,0.0
xgb_sko_quad_scale,0.8,14,f80_14,13.0
tabm_sko_ridge,0.8,14,f80_14,0.0
tabm_sko_quad,0.8,14,f80_14,6.0
tabm_sko_scale,0.8,14,f80_14,0.0
tabm_sko_quad_scale,0.8,14,f80_14,7.0
xgb_sko_ridge,0.8,15,f80_15,0.0
xgb_sko_quad,0.8,15,f80_15,14.0
xgb_sko_scale,0.8,15,f80_15,6.0
xgb_sko_quad_scale,0.8,15,f80_15,11.0
tabm_sko_ridge,0.8,15,f80_15,6.0
tabm_sko_quad,0.8,15,f80_15,0.0
tabm_sko_scale,0.8,15,f80_15,7.0
tabm_sko_quad_scale,0.8,15,f80_15,10.0
xgb_sko_ridge,0.8,16,f80_16,10.0
xgb_sko_quad,0.8,16,f80_16,17.0
xgb_sko_scale,0.8,16,f80_16,10.0
xgb_sko_quad_scale,0.8,16,f80_16,21.0
tabm_sko_ridge,0.8,16,f80_16,6.0
tabm_sko_quad,0.8,16,f80_16,0.0
tabm_sko_scale,0.8,16,f80_16,15.0
tabm_sko_quad_scale,0.8,16,f80_16,12.0
xgb_sko_ridge,0.8,17,f80_17,0.0
xgb_sko_quad,0.8,17,f80_17,0.0
xgb_sko_scale,0.8,17,f80_17,0.0
xgb_sko_quad_scale,0.8,17,f80_17,0.0
tabm_sko_ridge,0.8,17,f80_17,0.0
tabm_sko_quad,0.8,17,f80_17,0.0
tabm_sko_scale,0.8,17,f80_17,11.0
tabm_sko_quad_scale,0.8,17,f80_17,6.0
xgb_sko_ridge,0.8,18,f80_18,0.0
xgb_sko_quad,0.8,18,f80_18,0.0
xgb_sko_scale,0.8,18,f80_18,0.0
xgb_sko_quad_scale,0.8,18,f80_18,11.0
tabm_sko_ridge,0.8,18,f80_18,0.0
tabm_sko_quad,0.8,18,f80_18,0.0
tabm_sko_scale,0.8,18,f80_18,0.0
tabm_sko_quad_scale,0.8,18,f80_18,10.0
xgb_sko_ridge,0.8,19,f80_19,11.0
xgb_sko_quad,0.8,19,f80_19,0.0
xgb_sko_scale,0.8,19,f80_19,17.0
xgb_sko_quad_scale,0.8,19,f80_19,0.0
tabm_sko_ridge,0.8,19,f80_19,10.0
tabm_sko_quad,0.8,19,f80_19,0.0
tabm_sko_scale,0.8,19,f80_19,11.0
tabm_sko_quad_scale,0.8,19,f80_19,7.0
