method,scene,rep,rule,FDP,power,size,false_count,rmse,theory_regime,nominal_invalid_control
xgb_midpoint,misspecified_t,14,native,0.4285714285714285,0.8,14,6,1.0792601645283533,False,False
xgb_midpoint,misspecified_t,14,native10,0.2727272727272727,0.8,11,3,,False,False
xgb_orbit,misspecified_t,14,top12,0.3333333333333333,0.8,12,4,1.0641710102792503,False,False
xgb_orbit,misspecified_t,14,top8,0.25,0.6,8,2,,False,False
xgb_orbit,misspecified_t,14,native,0.2727272727272727,0.8,11,3,1.0851771839921165,False,False
xgb_orbit,misspecified_t,14,native10,0.0,0.0,0,0,,False,False
xgb_orbit_student,misspecified_t,14,top12,0.5,0.6,12,6,1.2079489735490572,False,False
xgb_orbit_student,misspecified_t,14,top8,0.375,0.5,8,3,,False,False
xgb_orbit_student,misspecified_t,14,native,0.0,0.0,0,0,1.347712777135038,False,False
xgb_orbit_student,misspecified_t,14,native10,0.0,0.0,0,0,,False,False
tabm_naive,misspecified_t,14,top12,0.4166666666666667,0.7,12,5,1.068765172007182,False,True
tabm_naive,misspecified_t,14,top8,0.25,0.6,8,2,,False,True
tabm_naive,misspecified_t,14,native,0.0,0.5,5,0,1.043077541166782,False,True
tabm_naive,misspecified_t,14,native10,0.0,0.0,0,0,,False,True
tabm_midpoint,misspecified_t,14,top12,0.4166666666666667,0.7,12,5,1.0964345975929854,False,False
tabm_midpoint,misspecified_t,14,top8,0.375,0.5,8,3,,False,False
tabm_midpoint,misspecified_t,14,native,0.0,0.0,0,0,1.347712777135038,False,False
tabm_midpoint,misspecified_t,14,native10,0.0,0.0,0,0,,False,False
tabm_orbit,misspecified_t,14,top12,0.4166666666666667,0.7,12,5,1.0964345975929854,False,False
tabm_orbit,misspecified_t,14,top8,0.25,0.6,8,2,,False,False
tabm_orbit,misspecified_t,14,native,0.0,0.0,0,0,1.347712777135038,False,False
tabm_orbit,misspecified_t,14,native10,0.0,0.0,0,0,,False,False
tabm_orbit_student,misspecified_t,14,top12,0.5,0.6,12,6,1.0997922441423469,False,False
tabm_orbit_student,misspecified_t,14,top8,0.25,0.6,8,2,,False,False
tabm_orbit_student,misspecified_t,14,native,0.0,0.0,0,0,1.347712777135038,False,False
tabm_orbit_student,misspecified_t,14,native10,0.0,0.0,0,0,,False,False
lasso_pair_q20,misspecified_t,15,top12,0.5833333333333334,0.5,12,7,1.0053953441700336,False,False
lasso_pair_q20,misspecified_t,15,top8,0.5,0.4,8,4,,False,False
lasso_pair_q20,misspecified_t,15,native,0.0,0.0,0,0,1.0886005354473487,False,False
lasso_pair_q20,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
linear_orbit_student,misspecified_t,15,top12,0.5,0.6,12,6,0.9327817230775844,False,False
linear_orbit_student,misspecified_t,15,top8,0.5,0.4,8,4,,False,False
linear_orbit_student,misspecified_t,15,native,0.0,0.0,0,0,1.0886005354473487,False,False
linear_orbit_student,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
xgb_shap,misspecified_t,15,top12,0.1666666666666666,1.0,12,2,0.8315190101379746,False,False
xgb_shap,misspecified_t,15,top8,0.0,0.8,8,0,,False,False
xgb_pfi,misspecified_t,15,top12,0.1666666666666666,1.0,12,2,0.8358207971529352,False,False
xgb_pfi,misspecified_t,15,top8,0.0,0.8,8,0,,False,False
tabm_pfi,misspecified_t,15,top12,0.25,0.9,12,3,0.8433416309495676,False,False
tabm_pfi,misspecified_t,15,top8,0.375,0.5,8,3,,False,False
deep_lasso,misspecified_t,15,top12,0.3333333333333333,0.8,12,4,0.8529184752264024,False,False
deep_lasso,misspecified_t,15,top8,0.375,0.5,8,3,,False,False
xgb_naive,misspecified_t,15,top12,0.1666666666666666,1.0,12,2,0.8460184889032245,False,True
xgb_naive,misspecified_t,15,top8,0.0,0.8,8,0,,False,True
xgb_naive,misspecified_t,15,native,0.0,0.7,7,0,0.8526410531707116,False,True
xgb_naive,misspecified_t,15,native10,0.0,0.0,0,0,,False,True
xgb_midpoint,misspecified_t,15,top12,0.1666666666666666,1.0,12,2,0.8387242029808051,False,False
xgb_midpoint,misspecified_t,15,top8,0.125,0.7,8,1,,False,False
xgb_midpoint,misspecified_t,15,native,0.0,0.7,7,0,0.8526410531707116,False,False
xgb_midpoint,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
xgb_orbit,misspecified_t,15,top12,0.1666666666666666,1.0,12,2,0.8387242029808051,False,False
xgb_orbit,misspecified_t,15,top8,0.0,0.8,8,0,,False,False
xgb_orbit,misspecified_t,15,native,0.0,0.8,8,0,0.8551630361375754,False,False
xgb_orbit,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
xgb_orbit_student,misspecified_t,15,top12,0.3333333333333333,0.8,12,4,0.8582612722605517,False,False
xgb_orbit_student,misspecified_t,15,top8,0.375,0.5,8,3,,False,False
xgb_orbit_student,misspecified_t,15,native,0.0,0.5,5,0,0.9212546536354448,False,False
xgb_orbit_student,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
tabm_naive,misspecified_t,15,top12,0.3333333333333333,0.8,12,4,0.8477861747409736,False,True
tabm_naive,misspecified_t,15,top8,0.125,0.7,8,1,,False,True
tabm_naive,misspecified_t,15,native,0.1111111111111111,0.8,9,1,0.8500280485347542,False,True
tabm_naive,misspecified_t,15,native10,0.0,0.0,0,0,,False,True
tabm_midpoint,misspecified_t,15,top12,0.3333333333333333,0.8,12,4,0.8445014145759837,False,False
tabm_midpoint,misspecified_t,15,top8,0.125,0.7,8,1,,False,False
tabm_midpoint,misspecified_t,15,native,0.0,0.7,7,0,0.8526410531707116,False,False
tabm_midpoint,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
tabm_orbit,misspecified_t,15,top12,0.3333333333333333,0.8,12,4,0.8445014145759837,False,False
tabm_orbit,misspecified_t,15,top8,0.0,0.8,8,0,,False,False
tabm_orbit,misspecified_t,15,native,0.0,0.7,7,0,0.8526410531707116,False,False
tabm_orbit,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
tabm_orbit_student,misspecified_t,15,top12,0.3333333333333333,0.8,12,4,0.8445014145759837,False,False
tabm_orbit_student,misspecified_t,15,top8,0.125,0.7,8,1,,False,False
tabm_orbit_student,misspecified_t,15,native,0.2,0.4,5,1,0.9620577362878516,False,False
tabm_orbit_student,misspecified_t,15,native10,0.0,0.0,0,0,,False,False
lasso_pair_q20,misspecified_t,16,top12,0.8333333333333334,0.2,12,10,1.0523490919559144,False,False
lasso_pair_q20,misspecified_t,16,top8,0.875,0.1,8,7,,False,False
lasso_pair_q20,misspecified_t,16,native,0.0,0.0,0,0,1.0293903469309855,False,False
lasso_pair_q20,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
linear_orbit_student,misspecified_t,16,top12,0.6666666666666666,0.4,12,8,0.9278342007638656,False,False
linear_orbit_student,misspecified_t,16,top8,0.875,0.1,8,7,,False,False
linear_orbit_student,misspecified_t,16,native,0.0,0.0,0,0,1.0293903469309855,False,False
linear_orbit_student,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
xgb_shap,misspecified_t,16,top12,0.25,0.9,12,3,0.8668592132015279,False,False
xgb_shap,misspecified_t,16,top8,0.125,0.7,8,1,,False,False
xgb_pfi,misspecified_t,16,top12,0.3333333333333333,0.8,12,4,0.8653864925963523,False,False
xgb_pfi,misspecified_t,16,top8,0.125,0.7,8,1,,False,False
tabm_pfi,misspecified_t,16,top12,0.5,0.6,12,6,0.8726166179820751,False,False
tabm_pfi,misspecified_t,16,top8,0.25,0.6,8,2,,False,False
deep_lasso,misspecified_t,16,top12,0.5833333333333334,0.5,12,7,0.8841599105361735,False,False
deep_lasso,misspecified_t,16,top8,0.5,0.4,8,4,,False,False
xgb_naive,misspecified_t,16,top12,0.3333333333333333,0.8,12,4,0.87726412135253,False,True
xgb_naive,misspecified_t,16,top8,0.25,0.6,8,2,,False,True
xgb_naive,misspecified_t,16,native,0.0,0.0,0,0,1.0293903469309855,False,True
xgb_naive,misspecified_t,16,native10,0.0,0.0,0,0,,False,True
xgb_midpoint,misspecified_t,16,top12,0.3333333333333333,0.8,12,4,0.8791263436371787,False,False
xgb_midpoint,misspecified_t,16,top8,0.25,0.6,8,2,,False,False
xgb_midpoint,misspecified_t,16,native,0.0,0.0,0,0,1.0293903469309855,False,False
xgb_midpoint,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
xgb_orbit,misspecified_t,16,top12,0.4166666666666667,0.7,12,5,0.8791665276563845,False,False
xgb_orbit,misspecified_t,16,top8,0.25,0.6,8,2,,False,False
xgb_orbit,misspecified_t,16,native,0.0,0.0,0,0,1.0293903469309855,False,False
xgb_orbit,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
xgb_orbit_student,misspecified_t,16,top12,0.4166666666666667,0.7,12,5,0.8815000478256266,False,False
xgb_orbit_student,misspecified_t,16,top8,0.375,0.5,8,3,,False,False
xgb_orbit_student,misspecified_t,16,native,0.0,0.0,0,0,1.0293903469309855,False,False
xgb_orbit_student,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
tabm_naive,misspecified_t,16,top12,0.4166666666666667,0.7,12,5,0.8800630699501131,False,True
tabm_naive,misspecified_t,16,top8,0.25,0.6,8,2,,False,True
tabm_naive,misspecified_t,16,native,0.0,0.5,5,0,0.8745323956245408,False,True
tabm_naive,misspecified_t,16,native10,0.0,0.0,0,0,,False,True
tabm_midpoint,misspecified_t,16,top12,0.5,0.6,12,6,0.8992449066951906,False,False
tabm_midpoint,misspecified_t,16,top8,0.25,0.6,8,2,,False,False
tabm_midpoint,misspecified_t,16,native,0.0,0.5,5,0,0.8745323956245408,False,False
tabm_midpoint,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
tabm_orbit,misspecified_t,16,top12,0.5,0.6,12,6,0.8873850330716384,False,False
tabm_orbit,misspecified_t,16,top8,0.25,0.6,8,2,,False,False
tabm_orbit,misspecified_t,16,native,0.0,0.5,5,0,0.8745323956245408,False,False
tabm_orbit,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
tabm_orbit_student,misspecified_t,16,top12,0.4166666666666667,0.7,12,5,0.887227800151322,False,False
tabm_orbit_student,misspecified_t,16,top8,0.25,0.6,8,2,,False,False
tabm_orbit_student,misspecified_t,16,native,0.0,0.5,5,0,0.8745323956245408,False,False
tabm_orbit_student,misspecified_t,16,native10,0.0,0.0,0,0,,False,False
lasso_pair_q20,misspecified_t,17,top12,0.6666666666666666,0.4,12,8,1.1187765266739067,False,False
lasso_pair_q20,misspecified_t,17,top8,0.625,0.3,8,5,,False,False
lasso_pair_q20,misspecified_t,17,native,0.0,0.0,0,0,1.2944810545984236,False,False
lasso_pair_q20,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
linear_orbit_student,misspecified_t,17,top12,0.5,0.6,12,6,0.993633934876053,False,False
linear_orbit_student,misspecified_t,17,top8,0.375,0.5,8,3,,False,False
linear_orbit_student,misspecified_t,17,native,0.0,0.0,0,0,1.2944810545984236,False,False
linear_orbit_student,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
xgb_shap,misspecified_t,17,top12,0.1666666666666666,1.0,12,2,0.9258968735475736,False,False
xgb_shap,misspecified_t,17,top8,0.0,0.8,8,0,,False,False
xgb_pfi,misspecified_t,17,top12,0.1666666666666666,1.0,12,2,0.931512551444779,False,False
xgb_pfi,misspecified_t,17,top8,0.125,0.7,8,1,,False,False
tabm_pfi,misspecified_t,17,top12,0.3333333333333333,0.8,12,4,0.9388262894813856,False,False
tabm_pfi,misspecified_t,17,top8,0.125,0.7,8,1,,False,False
deep_lasso,misspecified_t,17,top12,0.3333333333333333,0.8,12,4,0.9438613644905336,False,False
deep_lasso,misspecified_t,17,top8,0.125,0.7,8,1,,False,False
xgb_naive,misspecified_t,17,top12,0.1666666666666666,1.0,12,2,0.90963729027016,False,True
xgb_naive,misspecified_t,17,top8,0.0,0.8,8,0,,False,True
xgb_naive,misspecified_t,17,native,0.0909090909090909,1.0,11,1,0.911702939000977,False,True
xgb_naive,misspecified_t,17,native10,0.0,0.0,0,0,,False,True
xgb_midpoint,misspecified_t,17,top12,0.25,0.9,12,3,0.8999408385802745,False,False
xgb_midpoint,misspecified_t,17,top8,0.125,0.7,8,1,,False,False
xgb_midpoint,misspecified_t,17,native,0.1111111111111111,0.8,9,1,0.9023287402892384,False,False
xgb_midpoint,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
xgb_orbit,misspecified_t,17,top12,0.25,0.9,12,3,0.9095805983797144,False,False
xgb_orbit,misspecified_t,17,top8,0.0,0.8,8,0,,False,False
xgb_orbit,misspecified_t,17,native,0.1111111111111111,0.8,9,1,0.9023287402892384,False,False
xgb_orbit,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
xgb_orbit_student,misspecified_t,17,top12,0.3333333333333333,0.8,12,4,0.907971171074945,False,False
xgb_orbit_student,misspecified_t,17,top8,0.125,0.7,8,1,,False,False
xgb_orbit_student,misspecified_t,17,native,0.0,0.7,7,0,0.8970735273066114,False,False
xgb_orbit_student,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
tabm_naive,misspecified_t,17,top12,0.25,0.9,12,3,0.9077357780592328,False,True
tabm_naive,misspecified_t,17,top8,0.0,0.8,8,0,,False,True
tabm_naive,misspecified_t,17,native,0.0,0.5,5,0,0.9183384989678276,False,True
tabm_naive,misspecified_t,17,native10,0.0,0.0,0,0,,False,True
tabm_midpoint,misspecified_t,17,top12,0.25,0.9,12,3,0.910687334090534,False,False
tabm_midpoint,misspecified_t,17,top8,0.0,0.8,8,0,,False,False
tabm_midpoint,misspecified_t,17,native,0.0,0.5,5,0,0.9183384989678276,False,False
tabm_midpoint,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
tabm_orbit,misspecified_t,17,top12,0.25,0.9,12,3,0.907095468480963,False,False
tabm_orbit,misspecified_t,17,top8,0.0,0.8,8,0,,False,False
tabm_orbit,misspecified_t,17,native,0.0,0.5,5,0,0.9183384989678276,False,False
tabm_orbit,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
tabm_orbit_student,misspecified_t,17,top12,0.25,0.9,12,3,0.907095468480963,False,False
tabm_orbit_student,misspecified_t,17,top8,0.25,0.6,8,2,,False,False
tabm_orbit_student,misspecified_t,17,native,0.0,0.0,0,0,1.2944810545984236,False,False
tabm_orbit_student,misspecified_t,17,native10,0.0,0.0,0,0,,False,False
lasso_pair_q20,misspecified_t,18,top12,0.75,0.3,12,9,1.024408450049004,False,False
lasso_pair_q20,misspecified_t,18,top8,0.75,0.2,8,6,,False,False
lasso_pair_q20,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,False
lasso_pair_q20,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
linear_orbit_student,misspecified_t,18,top12,0.6666666666666666,0.4,12,8,0.9508733611509244,False,False
linear_orbit_student,misspecified_t,18,top8,0.75,0.2,8,6,,False,False
linear_orbit_student,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,False
linear_orbit_student,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
xgb_shap,misspecified_t,18,top12,0.1666666666666666,1.0,12,2,0.878804317841967,False,False
xgb_shap,misspecified_t,18,top8,0.125,0.7,8,1,,False,False
xgb_pfi,misspecified_t,18,top12,0.5,0.6,12,6,0.8878024489099324,False,False
xgb_pfi,misspecified_t,18,top8,0.375,0.5,8,3,,False,False
tabm_pfi,misspecified_t,18,top12,0.5833333333333334,0.5,12,7,0.8773726641855616,False,False
tabm_pfi,misspecified_t,18,top8,0.375,0.5,8,3,,False,False
deep_lasso,misspecified_t,18,top12,0.4166666666666667,0.7,12,5,0.8964824106711486,False,False
deep_lasso,misspecified_t,18,top8,0.25,0.6,8,2,,False,False
xgb_naive,misspecified_t,18,top12,0.5833333333333334,0.5,12,7,0.924803383510284,False,True
xgb_naive,misspecified_t,18,top8,0.625,0.3,8,5,,False,True
xgb_naive,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,True
xgb_naive,misspecified_t,18,native10,0.0,0.0,0,0,,False,True
xgb_midpoint,misspecified_t,18,top12,0.5833333333333334,0.5,12,7,0.9663431348656008,False,False
xgb_midpoint,misspecified_t,18,top8,0.5,0.4,8,4,,False,False
xgb_midpoint,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,False
xgb_midpoint,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
xgb_orbit,misspecified_t,18,top12,0.6666666666666666,0.4,12,8,0.977431357569148,False,False
xgb_orbit,misspecified_t,18,top8,0.5,0.4,8,4,,False,False
xgb_orbit,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,False
xgb_orbit,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
xgb_orbit_student,misspecified_t,18,top12,0.75,0.3,12,9,1.030480531093176,False,False
xgb_orbit_student,misspecified_t,18,top8,0.625,0.3,8,5,,False,False
xgb_orbit_student,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,False
xgb_orbit_student,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
tabm_naive,misspecified_t,18,top12,0.6666666666666666,0.4,12,8,0.9239652265969512,False,True
tabm_naive,misspecified_t,18,top8,0.625,0.3,8,5,,False,True
tabm_naive,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,True
tabm_naive,misspecified_t,18,native10,0.0,0.0,0,0,,False,True
tabm_midpoint,misspecified_t,18,top12,0.6666666666666666,0.4,12,8,0.9312227939350854,False,False
tabm_midpoint,misspecified_t,18,top8,0.5,0.4,8,4,,False,False
tabm_midpoint,misspecified_t,18,native,0.0,0.0,0,0,1.104258458373626,False,False
tabm_midpoint,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
tabm_orbit,misspecified_t,18,top12,0.6666666666666666,0.4,12,8,0.9312227939350854,False,False
tabm_orbit,misspecified_t,18,top8,0.5,0.4,8,4,,False,False
tabm_orbit,misspecified_t,18,native,0.2,0.4,5,1,0.9208143423133682,False,False
tabm_orbit,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
tabm_orbit_student,misspecified_t,18,top12,0.6666666666666666,0.4,12,8,0.9611357294027922,False,False
tabm_orbit_student,misspecified_t,18,top8,0.5,0.4,8,4,,False,False
tabm_orbit_student,misspecified_t,18,native,0.7142857142857143,0.4,14,10,0.9627522904446292,False,False
tabm_orbit_student,misspecified_t,18,native10,0.0,0.0,0,0,,False,False
lasso_pair_q20,misspecified_t,19,top12,0.5833333333333334,0.5,12,7,0.9147742748274966,False,False
lasso_pair_q20,misspecified_t,19,top8,0.625,0.3,8,5,,False,False
lasso_pair_q20,misspecified_t,19,native,0.6666666666666666,0.5,15,10,0.9142161889005618,False,False
lasso_pair_q20,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
linear_orbit_student,misspecified_t,19,top12,0.5833333333333334,0.5,12,7,0.8066616410365618,False,False
linear_orbit_student,misspecified_t,19,top8,0.5,0.4,8,4,,False,False
linear_orbit_student,misspecified_t,19,native,0.0,0.0,0,0,0.9165378950293976,False,False
linear_orbit_student,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
xgb_shap,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.7716577452288601,False,False
xgb_shap,misspecified_t,19,top8,0.125,0.7,8,1,,False,False
xgb_pfi,misspecified_t,19,top12,0.3333333333333333,0.8,12,4,0.7795733822581344,False,False
xgb_pfi,misspecified_t,19,top8,0.375,0.5,8,3,,False,False
tabm_pfi,misspecified_t,19,top12,0.5,0.6,12,6,0.8298441994276702,False,False
tabm_pfi,misspecified_t,19,top8,0.375,0.5,8,3,,False,False
deep_lasso,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.7946290801597685,False,False
deep_lasso,misspecified_t,19,top8,0.125,0.7,8,1,,False,False
xgb_naive,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.7885857591195167,False,True
xgb_naive,misspecified_t,19,top8,0.375,0.5,8,3,,False,True
xgb_naive,misspecified_t,19,native,0.3636363636363636,0.7,11,4,0.7937586110934094,False,True
xgb_naive,misspecified_t,19,native10,0.0,0.0,0,0,,False,True
xgb_midpoint,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.7838135214909343,False,False
xgb_midpoint,misspecified_t,19,top8,0.25,0.6,8,2,,False,False
xgb_midpoint,misspecified_t,19,native,0.25,0.6,8,2,0.8166054059940864,False,False
xgb_midpoint,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
xgb_orbit,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.7838135214909343,False,False
xgb_orbit,misspecified_t,19,top8,0.25,0.6,8,2,,False,False
xgb_orbit,misspecified_t,19,native,0.4,0.6,10,4,0.7830700840778773,False,False
xgb_orbit,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
xgb_orbit_student,misspecified_t,19,top12,0.3333333333333333,0.8,12,4,0.8139928811349217,False,False
xgb_orbit_student,misspecified_t,19,top8,0.125,0.7,8,1,,False,False
xgb_orbit_student,misspecified_t,19,native,0.1666666666666666,0.5,6,1,0.821599360801915,False,False
xgb_orbit_student,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
tabm_naive,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.8255786300843314,False,True
tabm_naive,misspecified_t,19,top8,0.25,0.6,8,2,,False,True
tabm_naive,misspecified_t,19,native,0.0,0.5,5,0,0.8628067037802518,False,True
tabm_naive,misspecified_t,19,native10,0.0,0.0,0,0,,False,True
tabm_midpoint,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.8100009509250556,False,False
tabm_midpoint,misspecified_t,19,top8,0.25,0.6,8,2,,False,False
tabm_midpoint,misspecified_t,19,native,0.0,0.0,0,0,0.9165378950293976,False,False
tabm_midpoint,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
tabm_orbit,misspecified_t,19,top12,0.4166666666666667,0.7,12,5,0.8295642253659202,False,False
tabm_orbit,misspecified_t,19,top8,0.125,0.7,8,1,,False,False
tabm_orbit,misspecified_t,19,native,0.0,0.0,0,0,0.9165378950293976,False,False
tabm_orbit,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
tabm_orbit_student,misspecified_t,19,top12,0.3333333333333333,0.8,12,4,0.8056114850310714,False,False
tabm_orbit_student,misspecified_t,19,top8,0.25,0.6,8,2,,False,False
tabm_orbit_student,misspecified_t,19,native,0.0,0.0,0,0,0.9165378950293976,False,False
tabm_orbit_student,misspecified_t,19,native10,0.0,0.0,0,0,,False,False
lasso_pair_q20,misspecified_t,20,top12,0.75,0.3,12,9,0.9756378920757728,False,False
lasso_pair_q20,misspecified_t,20,top8,0.75,0.2,8,6,,False,False
lasso_pair_q20,misspecified_t,20,native,0.0,0.0,0,0,1.1180257330183356,False,False
lasso_pair_q20,misspecified_t,20,native10,0.0,0.0,0,0,,False,False
linear_orbit_student,misspecified_t,20,top12,0.4166666666666667,0.7,12,5,0.9914812378876432,False,False
linear_orbit_student,misspecified_t,20,top8,0.375,0.5,8,3,,False,False
linear_orbit_student,misspecified_t,20,native,0.0,0.0,0,0,1.1180257330183356,False,False
linear_orbit_student,misspecified_t,20,native10,0.0,0.0,0,0,,False,False
xgb_shap,misspecified_t,20,top12,0.1666666666666666,1.0,12,2,0.85847726266688,False,False
xgb_shap,misspecified_t,20,top8,0.0,0.8,8,0,,False,False
xgb_pfi,misspecified_t,20,top12,0.3333333333333333,0.8,12,4,0.8715945392329868,False,False
xgb_pfi,misspecified_t,20,top8,0.125,0.7,8,1,,False,False
tabm_pfi,misspecified_t,20,top12,0.5,0.6,12,6,0.8626184493167335,False,False
tabm_pfi,misspecified_t,20,top8,0.25,0.6,8,2,,False,False
deep_lasso,misspecified_t,20,top12,0.4166666666666667,0.7,12,5,0.8595628755373557,False,False
deep_lasso,misspecified_t,20,top8,0.375,0.5,8,3,,False,False
xgb_naive,misspecified_t,20,top12,0.25,0.9,12,3,0.8652031138713234,False,True
xgb_naive,misspecified_t,20,top8,0.125,0.7,8,1,,False,True
xgb_naive,misspecified_t,20,native,0.0,0.6,6,0,0.8778868675648442,False,True
xgb_naive,misspecified_t,20,native10,0.0,0.0,0,0,,False,True
xgb_midpoint,misspecified_t,20,top12,0.3333333333333333,0.8,12,4,0.8749515782961418,False,False
xgb_midpoint,misspecified_t,20,top8,0.125,0.7,8,1,,False,False
xgb_midpoint,misspecified_t,20,native,0.2727272727272727,0.8,11,3,0.8758069742741879,False,False
xgb_midpoint,misspecified_t,20,native10,0.3,0.7,10,3,,False,False
xgb_orbit,misspecified_t,20,top12,0.25,0.9,12,3,0.8750116031229782,False,False
xgb_orbit,misspecified_t,20,top8,0.125,0.7,8,1,,False,False
xgb_orbit,misspecified_t,20,native,0.2727272727272727,0.8,11,3,0.8758069742741879,False,False
xgb_orbit,misspecified_t,20,native10,0.0,0.0,0,0,,False,False
xgb_orbit_student,misspecified_t,20,top12,0.25,0.9,12,3,0.8712566706047736,False,False
xgb_orbit_student,misspecified_t,20,top8,0.25,0.6,8,2,,False,False
xgb_orbit_student,misspecified_t,20,native,0.4,0.9,15,6,0.8821608219403796,False,False
xgb_orbit_student,misspecified_t,20,native10,0.0,0.0,0,0,,False,False
tabm_naive,misspecified_t,20,top12,0.25,0.9,12,3,0.8619070426601434,False,True
tabm_naive,misspecified_t,20,top8,0.125,0.7,8,1,,False,True
tabm_naive,misspecified_t,20,native,0.1666666666666666,0.5,6,1,0.8990175912144753,False,True
tabm_naive,misspecified_t,20,native10,0.0,0.0,0,0,,False,True
tabm_midpoint,misspecified_t,20,top12,0.25,0.9,12,3,0.8617849893965938,False,False
tabm_midpoint,misspecified_t,20,top8,0.25,0.6,8,2,,False,False
tabm_midpoint,misspecified_t,20,native,0.1666666666666666,0.5,6,1,0.8990175912144753,False,False
tabm_midpoint,misspecified_t,20,native10,0.0,0.0,0,0,,False,False
tabm_orbit,misspecified_t,20,top12,0.3333333333333333,0.8,12,4,0.8754769678278865,False,False
tabm_orbit,misspecified_t,20,top8,0.25,0.6,8,2,,False,False
tabm_orbit,misspecified_t,20,native,0.1666666666666666,0.5,6,1,0.8990175912144753,False,False
tabm_orbit,misspecified_t,20,native10,0.0,0.0,0,0,,False,False
tabm_orbit_student,misspecified_t,20,top12,0.3333333333333333,0.8,12,4,0.892880030200272,False,False
tabm_orbit_student,misspecified_t,20,top8,0.25,0.6,8,2,,False,False
tabm_orbit_student,misspecified_t,20,native,0.1666666666666666,0.5,6,1,0.9011917165918624,False,False
tabm_orbit_student,misspecified_t,20,native10,0.0,0.0,0,0,,False,False
lasso_pair_q20,misspecified_t,21,top12,0.6666666666666666,0.4,12,8,0.7407707547298408,False,False
lasso_pair_q20,misspecified_t,21,top8,0.5,0.4,8,4,,False,False
lasso_pair_q20,misspecified_t,21,native,0.0,0.0,0,0,0.7673295076675749,False,False
lasso_pair_q20,misspecified_t,21,native10,0.0,0.0,0,0,,False,False
linear_orbit_student,misspecified_t,21,top12,0.75,0.3,12,9,0.7254540630474007,False,False
linear_orbit_student,misspecified_t,21,top8,0.75,0.2,8,6,,False,False
linear_orbit_student,misspecified_t,21,native,0.0,0.0,0,0,0.7673295076675749,False,False
linear_orbit_student,misspecified_t,21,native10,0.0,0.0,0,0,,False,False
xgb_shap,misspecified_t,21,top12,0.5,0.6,12,6,0.7503120854384545,False,False
xgb_shap,misspecified_t,21,top8,0.5,0.4,8,4,,False,False
xgb_pfi,misspecified_t,21,top12,0.6666666666666666,0.4,12,8,0.742955524106812,False,False
xgb_pfi,misspecified_t,21,top8,0.5,0.4,8,4,,False,False
tabm_pfi,misspecified_t,21,top12,0.6666666666666666,0.4,12,8,0.7270702150234767,False,False
tabm_pfi,misspecified_t,21,top8,0.625,0.3,8,5,,False,False
