method,scene,rep,rule,FDP,power,size,false_count,rmse,theory_regime,nominal_invalid_control
xgb_sko_quad_scale,high_correlation,25,top8,0.25,0.6,8,2,,,
xgb_sko_quad_scale,high_correlation,25,native,0.3333333333333333,0.8,12,4,0.7773736575214136,,
xgb_sko_quad_scale,high_correlation,25,native10,0.2,0.8,10,2,,,
tabm_sko_ridge,high_correlation,25,top12,0.25,0.9,12,3,0.7742324307977891,,
tabm_sko_ridge,high_correlation,25,top8,0.125,0.7,8,1,,,
tabm_sko_ridge,high_correlation,25,native,0.4375,0.9,16,7,0.76563971738729,,
tabm_sko_ridge,high_correlation,25,native10,0.0,0.0,0,0,,,
tabm_sko_quad,high_correlation,25,top12,0.3333333333333333,0.8,12,4,0.7655919689622175,,
tabm_sko_quad,high_correlation,25,top8,0.125,0.7,8,1,,,
tabm_sko_quad,high_correlation,25,native,0.47058823529411764,0.9,17,8,0.7699373381631466,,
tabm_sko_quad,high_correlation,25,native10,0.3333333333333333,0.8,12,4,,,
tabm_sko_scale,high_correlation,25,top12,0.3333333333333333,0.8,12,4,0.7773736575214136,,
tabm_sko_scale,high_correlation,25,top8,0.125,0.7,8,1,,,
tabm_sko_scale,high_correlation,25,native,0.35714285714285715,0.9,14,5,0.775013879177387,,
tabm_sko_scale,high_correlation,25,native10,0.0,0.0,0,0,,,
tabm_sko_quad_scale,high_correlation,25,top12,0.3333333333333333,0.8,12,4,0.7655919689622175,,
tabm_sko_quad_scale,high_correlation,25,top8,0.125,0.7,8,1,,,
tabm_sko_quad_scale,high_correlation,25,native,0.5,0.8,16,8,0.7721181330255874,,
tabm_sko_quad_scale,high_correlation,25,native10,0.2,0.8,10,2,,,
xgb_sko_ridge,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7850384543414252,,
xgb_sko_ridge,linear_sparse,1,top8,0.375,1.0,8,3,,,
xgb_sko_ridge,linear_sparse,1,native,0.2857142857142857,1.0,7,2,0.7779221875260256,,
xgb_sko_ridge,linear_sparse,1,native10,0.0,0.0,0,0,,,
xgb_sko_quad,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7738618848602296,,
xgb_sko_quad,linear_sparse,1,top8,0.375,1.0,8,3,,,
xgb_sko_quad,linear_sparse,1,native,0.5,1.0,10,5,0.779248129792618,,
xgb_sko_quad,linear_sparse,1,native10,0.5,1.0,10,5,,,
xgb_sko_scale,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7748194118738577,,
xgb_sko_scale,linear_sparse,1,top8,0.375,1.0,8,3,,,
xgb_sko_scale,linear_sparse,1,native,0.5454545454545454,1.0,11,6,0.7809867023689464,,
xgb_sko_scale,linear_sparse,1,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7827742302488231,,
xgb_sko_quad_scale,linear_sparse,1,top8,0.375,1.0,8,3,,,
xgb_sko_quad_scale,linear_sparse,1,native,0.16666666666666666,1.0,6,1,0.7790983265258061,,
xgb_sko_quad_scale,linear_sparse,1,native10,0.0,0.0,0,0,,,
tabm_sko_ridge,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7835954161559183,,
tabm_sko_ridge,linear_sparse,1,top8,0.375,1.0,8,3,,,
tabm_sko_ridge,linear_sparse,1,native,0.7727272727272727,1.0,22,17,0.7780773091676292,,
tabm_sko_ridge,linear_sparse,1,native10,0.0,0.0,0,0,,,
tabm_sko_quad,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7815284388691172,,
tabm_sko_quad,linear_sparse,1,top8,0.375,1.0,8,3,,,
tabm_sko_quad,linear_sparse,1,native,0.7368421052631579,1.0,19,14,0.7809562472743506,,
tabm_sko_quad,linear_sparse,1,native10,0.6875,1.0,16,11,,,
tabm_sko_scale,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7838864276339335,,
tabm_sko_scale,linear_sparse,1,top8,0.375,1.0,8,3,,,
tabm_sko_scale,linear_sparse,1,native,0.7222222222222222,1.0,18,13,0.7807166728088054,,
tabm_sko_scale,linear_sparse,1,native10,0.6666666666666666,1.0,15,10,,,
tabm_sko_quad_scale,linear_sparse,1,top12,0.5833333333333334,1.0,12,7,0.7830708668792105,,
tabm_sko_quad_scale,linear_sparse,1,top8,0.375,1.0,8,3,,,
tabm_sko_quad_scale,linear_sparse,1,native,0.7058823529411765,1.0,17,12,0.7790747399966943,,
tabm_sko_quad_scale,linear_sparse,1,native10,0.5454545454545454,1.0,11,6,,,
xgb_sko_ridge,pure_interactions,55,top12,0.5833333333333334,0.5,12,7,1.211131289448308,,
xgb_sko_ridge,pure_interactions,55,top8,0.5,0.4,8,4,,,
xgb_sko_ridge,pure_interactions,55,native,0.0,0.0,0,0,1.2513940236381438,,
xgb_sko_ridge,pure_interactions,55,native10,0.0,0.0,0,0,,,
xgb_sko_quad,pure_interactions,55,top12,0.16666666666666666,1.0,12,2,1.0448443364844613,,
xgb_sko_quad,pure_interactions,55,top8,0.0,0.8,8,0,,,
xgb_sko_quad,pure_interactions,55,native,0.09090909090909091,1.0,11,1,1.0545134162769145,,
xgb_sko_quad,pure_interactions,55,native10,0.1,0.9,10,1,,,
xgb_sko_scale,pure_interactions,55,top12,0.6666666666666666,0.4,12,8,1.2193167610077051,,
xgb_sko_scale,pure_interactions,55,top8,0.5,0.4,8,4,,,
xgb_sko_scale,pure_interactions,55,native,0.0,0.0,0,0,1.2513940236381438,,
xgb_sko_scale,pure_interactions,55,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,pure_interactions,55,top12,0.16666666666666666,1.0,12,2,1.0522970222507138,,
xgb_sko_quad_scale,pure_interactions,55,top8,0.0,0.8,8,0,,,
xgb_sko_quad_scale,pure_interactions,55,native,0.2857142857142857,1.0,14,4,1.0801943027874763,,
xgb_sko_quad_scale,pure_interactions,55,native10,0.2857142857142857,1.0,14,4,,,
tabm_sko_ridge,pure_interactions,55,top12,0.6666666666666666,0.4,12,8,1.208905873193223,,
tabm_sko_ridge,pure_interactions,55,top8,0.5,0.4,8,4,,,
tabm_sko_ridge,pure_interactions,55,native,0.0,0.0,0,0,1.2513940236381438,,
tabm_sko_ridge,pure_interactions,55,native10,0.0,0.0,0,0,,,
tabm_sko_quad,pure_interactions,55,top12,0.16666666666666666,1.0,12,2,1.0715797810976149,,
tabm_sko_quad,pure_interactions,55,top8,0.0,0.8,8,0,,,
tabm_sko_quad,pure_interactions,55,native,0.23076923076923078,1.0,13,3,1.0482707243993319,,
tabm_sko_quad,pure_interactions,55,native10,0.23076923076923078,1.0,13,3,,,
tabm_sko_scale,pure_interactions,55,top12,0.5833333333333334,0.5,12,7,1.1817623962193127,,
tabm_sko_scale,pure_interactions,55,top8,0.375,0.5,8,3,,,
tabm_sko_scale,pure_interactions,55,native,0.0,0.0,0,0,1.2513940236381438,,
tabm_sko_scale,pure_interactions,55,native10,0.0,0.0,0,0,,,
tabm_sko_quad_scale,pure_interactions,55,top12,0.16666666666666666,1.0,12,2,1.0715797810976149,,
tabm_sko_quad_scale,pure_interactions,55,top8,0.0,0.8,8,0,,,
tabm_sko_quad_scale,pure_interactions,55,native,0.2857142857142857,1.0,14,4,1.0615680508167233,,
tabm_sko_quad_scale,pure_interactions,55,native10,0.2857142857142857,1.0,14,4,,,
xgb_sko_ridge,nonlinear_strong,19,top12,0.5,0.6,12,6,1.0313139693163733,,
xgb_sko_ridge,nonlinear_strong,19,top8,0.25,0.6,8,2,,,
xgb_sko_ridge,nonlinear_strong,19,native,0.0,0.0,0,0,1.2725206185029674,,
xgb_sko_ridge,nonlinear_strong,19,native10,0.0,0.0,0,0,,,
xgb_sko_quad,nonlinear_strong,19,top12,0.25,0.9,12,3,0.9119798377442468,,
xgb_sko_quad,nonlinear_strong,19,top8,0.0,0.8,8,0,,,
xgb_sko_quad,nonlinear_strong,19,native,0.1,0.9,10,1,0.9024830388666092,,
xgb_sko_quad,nonlinear_strong,19,native10,0.0,0.0,0,0,,,
xgb_sko_scale,nonlinear_strong,19,top12,0.4166666666666667,0.7,12,5,0.9661160291771952,,
xgb_sko_scale,nonlinear_strong,19,top8,0.125,0.7,8,1,,,
xgb_sko_scale,nonlinear_strong,19,native,0.0,0.0,0,0,1.2725206185029674,,
xgb_sko_scale,nonlinear_strong,19,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,nonlinear_strong,19,top12,0.25,0.9,12,3,0.9119798377442468,,
xgb_sko_quad_scale,nonlinear_strong,19,top8,0.0,0.8,8,0,,,
xgb_sko_quad_scale,nonlinear_strong,19,native,0.0,0.8,8,0,0.9162744943302135,,
xgb_sko_quad_scale,nonlinear_strong,19,native10,0.0,0.0,0,0,,,
tabm_sko_ridge,nonlinear_strong,19,top12,0.4166666666666667,0.7,12,5,0.9667562791999683,,
tabm_sko_ridge,nonlinear_strong,19,top8,0.25,0.6,8,2,,,
tabm_sko_ridge,nonlinear_strong,19,native,0.0,0.5,5,0,1.0518725395120125,,
tabm_sko_ridge,nonlinear_strong,19,native10,0.0,0.0,0,0,,,
tabm_sko_quad,nonlinear_strong,19,top12,0.16666666666666666,1.0,12,2,0.8940998171073816,,
tabm_sko_quad,nonlinear_strong,19,top8,0.0,0.8,8,0,,,
tabm_sko_quad,nonlinear_strong,19,native,0.16666666666666666,1.0,12,2,0.8940998171073816,,
tabm_sko_quad,nonlinear_strong,19,native10,0.0,0.0,0,0,,,
tabm_sko_scale,nonlinear_strong,19,top12,0.25,0.9,12,3,0.9192229596496463,,
tabm_sko_scale,nonlinear_strong,19,top8,0.0,0.8,8,0,,,
tabm_sko_scale,nonlinear_strong,19,native,0.55,0.9,20,11,0.9272206892297196,,
tabm_sko_scale,nonlinear_strong,19,native10,0.0,0.0,0,0,,,
tabm_sko_quad_scale,nonlinear_strong,19,top12,0.16666666666666666,1.0,12,2,0.8940998171073816,,
tabm_sko_quad_scale,nonlinear_strong,19,top8,0.0,0.8,8,0,,,
tabm_sko_quad_scale,nonlinear_strong,19,native,0.5,1.0,20,10,0.8930559777860176,,
tabm_sko_quad_scale,nonlinear_strong,19,native10,0.0,1.0,10,0,,,
xgb_sko_ridge,global_null,13,top12,1.0,,12,12,0.9974491910190406,,
xgb_sko_ridge,global_null,13,top8,1.0,,8,8,,,
xgb_sko_ridge,global_null,13,native,0.0,,0,0,0.9773430085408646,,
xgb_sko_ridge,global_null,13,native10,0.0,,0,0,,,
xgb_sko_quad,global_null,13,top12,1.0,,12,12,0.9979975627880535,,
xgb_sko_quad,global_null,13,top8,1.0,,8,8,,,
xgb_sko_quad,global_null,13,native,0.0,,0,0,0.9773430085408646,,
xgb_sko_quad,global_null,13,native10,0.0,,0,0,,,
xgb_sko_scale,global_null,13,top12,1.0,,12,12,0.9953232529645556,,
xgb_sko_scale,global_null,13,top8,1.0,,8,8,,,
xgb_sko_scale,global_null,13,native,0.0,,0,0,0.9773430085408646,,
xgb_sko_scale,global_null,13,native10,0.0,,0,0,,,
xgb_sko_quad_scale,global_null,13,top12,1.0,,12,12,0.9997669463715452,,
xgb_sko_quad_scale,global_null,13,top8,1.0,,8,8,,,
xgb_sko_quad_scale,global_null,13,native,0.0,,0,0,0.9773430085408646,,
xgb_sko_quad_scale,global_null,13,native10,0.0,,0,0,,,
tabm_sko_ridge,global_null,13,top12,1.0,,12,12,0.9919280073576755,,
tabm_sko_ridge,global_null,13,top8,1.0,,8,8,,,
tabm_sko_ridge,global_null,13,native,0.0,,0,0,0.9773430085408646,,
tabm_sko_ridge,global_null,13,native10,0.0,,0,0,,,
tabm_sko_quad,global_null,13,top12,1.0,,12,12,0.9923408091044779,,
tabm_sko_quad,global_null,13,top8,1.0,,8,8,,,
tabm_sko_quad,global_null,13,native,0.0,,0,0,0.9773430085408646,,
tabm_sko_quad,global_null,13,native10,0.0,,0,0,,,
tabm_sko_scale,global_null,13,top12,1.0,,12,12,0.9858117428320792,,
tabm_sko_scale,global_null,13,top8,1.0,,8,8,,,
tabm_sko_scale,global_null,13,native,0.0,,0,0,0.9773430085408646,,
tabm_sko_scale,global_null,13,native10,0.0,,0,0,,,
tabm_sko_quad_scale,global_null,13,top12,1.0,,12,12,0.9858117428320792,,
tabm_sko_quad_scale,global_null,13,top8,1.0,,8,8,,,
tabm_sko_quad_scale,global_null,13,native,0.0,,0,0,0.9773430085408646,,
tabm_sko_quad_scale,global_null,13,native10,0.0,,0,0,,,
xgb_sko_ridge,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8590308749965007,,
xgb_sko_ridge,high_correlation,72,top8,0.0,0.8,8,0,,,
xgb_sko_ridge,high_correlation,72,native,0.0,1.0,10,0,0.856438722900203,,
xgb_sko_ridge,high_correlation,72,native10,0.0,0.0,0,0,,,
xgb_sko_quad,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8625187605687787,,
xgb_sko_quad,high_correlation,72,top8,0.0,0.8,8,0,,,
xgb_sko_quad,high_correlation,72,native,0.0,1.0,10,0,0.856438722900203,,
xgb_sko_quad,high_correlation,72,native10,0.0,0.0,0,0,,,
xgb_sko_scale,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8590308749965007,,
xgb_sko_scale,high_correlation,72,top8,0.0,0.8,8,0,,,
xgb_sko_scale,high_correlation,72,native,0.16666666666666666,1.0,12,2,0.8590308749965007,,
xgb_sko_scale,high_correlation,72,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8556887815579546,,
xgb_sko_quad_scale,high_correlation,72,top8,0.0,0.8,8,0,,,
xgb_sko_quad_scale,high_correlation,72,native,0.09090909090909091,1.0,11,1,0.8572537664000356,,
xgb_sko_quad_scale,high_correlation,72,native10,0.0,1.0,10,0,,,
tabm_sko_ridge,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8475779287783015,,
tabm_sko_ridge,high_correlation,72,top8,0.0,0.8,8,0,,,
tabm_sko_ridge,high_correlation,72,native,0.09090909090909091,1.0,11,1,0.8591936344529821,,
tabm_sko_ridge,high_correlation,72,native10,0.09090909090909091,1.0,11,1,,,
tabm_sko_quad,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8547874535618096,,
tabm_sko_quad,high_correlation,72,top8,0.0,0.8,8,0,,,
tabm_sko_quad,high_correlation,72,native,0.09090909090909091,1.0,11,1,0.8591936344529821,,
tabm_sko_quad,high_correlation,72,native10,0.09090909090909091,1.0,11,1,,,
tabm_sko_scale,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8475779287783015,,
tabm_sko_scale,high_correlation,72,top8,0.0,0.8,8,0,,,
tabm_sko_scale,high_correlation,72,native,0.09090909090909091,1.0,11,1,0.8591936344529821,,
tabm_sko_scale,high_correlation,72,native10,0.09090909090909091,1.0,11,1,,,
tabm_sko_quad_scale,high_correlation,72,top12,0.16666666666666666,1.0,12,2,0.8547874535618096,,
tabm_sko_quad_scale,high_correlation,72,top8,0.0,0.8,8,0,,,
tabm_sko_quad_scale,high_correlation,72,native,0.09090909090909091,1.0,11,1,0.8591936344529821,,
tabm_sko_quad_scale,high_correlation,72,native10,0.09090909090909091,1.0,11,1,,,
xgb_sko_ridge,mixed_copula,60,top12,0.6666666666666666,0.4,12,8,1.0069424615967961,,
xgb_sko_ridge,mixed_copula,60,top8,0.5,0.4,8,4,,,
xgb_sko_ridge,mixed_copula,60,native,0.0,0.0,0,0,1.1731424456392483,,
xgb_sko_ridge,mixed_copula,60,native10,0.0,0.0,0,0,,,
xgb_sko_quad,mixed_copula,60,top12,0.3333333333333333,0.8,12,4,0.8565597195809659,,
xgb_sko_quad,mixed_copula,60,top8,0.0,0.8,8,0,,,
xgb_sko_quad,mixed_copula,60,native,0.0,0.5,5,0,0.9562773315723323,,
xgb_sko_quad,mixed_copula,60,native10,0.0,0.0,0,0,,,
xgb_sko_scale,mixed_copula,60,top12,0.5,0.6,12,6,0.961438419395601,,
xgb_sko_scale,mixed_copula,60,top8,0.25,0.6,8,2,,,
xgb_sko_scale,mixed_copula,60,native,0.0,0.0,0,0,1.1731424456392483,,
xgb_sko_scale,mixed_copula,60,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,mixed_copula,60,top12,0.25,0.9,12,3,0.8365933226694975,,
xgb_sko_quad_scale,mixed_copula,60,top8,0.0,0.8,8,0,,,
xgb_sko_quad_scale,mixed_copula,60,native,0.1,0.9,10,1,0.8348884858436277,,
xgb_sko_quad_scale,mixed_copula,60,native10,0.0,0.0,0,0,,,
tabm_sko_ridge,mixed_copula,60,top12,0.5833333333333334,0.5,12,7,0.9862269109521269,,
tabm_sko_ridge,mixed_copula,60,top8,0.375,0.5,8,3,,,
tabm_sko_ridge,mixed_copula,60,native,0.0,0.0,0,0,1.1731424456392483,,
tabm_sko_ridge,mixed_copula,60,native10,0.0,0.0,0,0,,,
tabm_sko_quad,mixed_copula,60,top12,0.16666666666666666,1.0,12,2,0.8083798226994259,,
tabm_sko_quad,mixed_copula,60,top8,0.0,0.8,8,0,,,
tabm_sko_quad,mixed_copula,60,native,0.3333333333333333,1.0,15,5,0.8084822640346983,,
tabm_sko_quad,mixed_copula,60,native10,0.0,0.0,0,0,,,
tabm_sko_scale,mixed_copula,60,top12,0.4166666666666667,0.7,12,5,0.9343157036521424,,
tabm_sko_scale,mixed_copula,60,top8,0.25,0.6,8,2,,,
tabm_sko_scale,mixed_copula,60,native,0.3,0.7,10,3,0.9351817204336044,,
tabm_sko_scale,mixed_copula,60,native10,0.0,0.0,0,0,,,
tabm_sko_quad_scale,mixed_copula,60,top12,0.16666666666666666,1.0,12,2,0.8103294235024633,,
tabm_sko_quad_scale,mixed_copula,60,top8,0.0,0.8,8,0,,,
tabm_sko_quad_scale,mixed_copula,60,native,0.3333333333333333,1.0,15,5,0.8153423574700895,,
tabm_sko_quad_scale,mixed_copula,60,native10,0.0,1.0,10,0,,,
xgb_sko_ridge,global_null,12,top12,1.0,,12,12,1.0145346403182403,,
xgb_sko_ridge,global_null,12,top8,1.0,,8,8,,,
xgb_sko_ridge,global_null,12,native,0.0,,0,0,0.9975377204269332,,
xgb_sko_ridge,global_null,12,native10,0.0,,0,0,,,
xgb_sko_quad,global_null,12,top12,1.0,,12,12,1.0241545040032707,,
xgb_sko_quad,global_null,12,top8,1.0,,8,8,,,
xgb_sko_quad,global_null,12,native,0.0,,0,0,0.9975377204269332,,
xgb_sko_quad,global_null,12,native10,0.0,,0,0,,,
xgb_sko_scale,global_null,12,top12,1.0,,12,12,1.012181934995661,,
xgb_sko_scale,global_null,12,top8,1.0,,8,8,,,
xgb_sko_scale,global_null,12,native,0.0,,0,0,0.9975377204269332,,
xgb_sko_scale,global_null,12,native10,0.0,,0,0,,,
xgb_sko_quad_scale,global_null,12,top12,1.0,,12,12,1.011090827748192,,
xgb_sko_quad_scale,global_null,12,top8,1.0,,8,8,,,
xgb_sko_quad_scale,global_null,12,native,0.0,,0,0,0.9975377204269332,,
xgb_sko_quad_scale,global_null,12,native10,0.0,,0,0,,,
tabm_sko_ridge,global_null,12,top12,1.0,,12,12,1.025984613439478,,
tabm_sko_ridge,global_null,12,top8,1.0,,8,8,,,
tabm_sko_ridge,global_null,12,native,0.0,,0,0,0.9975377204269332,,
tabm_sko_ridge,global_null,12,native10,0.0,,0,0,,,
tabm_sko_quad,global_null,12,top12,1.0,,12,12,1.038916823353989,,
tabm_sko_quad,global_null,12,top8,1.0,,8,8,,,
tabm_sko_quad,global_null,12,native,0.0,,0,0,0.9975377204269332,,
tabm_sko_quad,global_null,12,native10,0.0,,0,0,,,
tabm_sko_scale,global_null,12,top12,1.0,,12,12,1.0209486794311466,,
tabm_sko_scale,global_null,12,top8,1.0,,8,8,,,
tabm_sko_scale,global_null,12,native,0.0,,0,0,0.9975377204269332,,
tabm_sko_scale,global_null,12,native10,0.0,,0,0,,,
tabm_sko_quad_scale,global_null,12,top12,1.0,,12,12,1.0210172955379893,,
tabm_sko_quad_scale,global_null,12,top8,1.0,,8,8,,,
tabm_sko_quad_scale,global_null,12,native,0.0,,0,0,0.9975377204269332,,
tabm_sko_quad_scale,global_null,12,native10,0.0,,0,0,,,
xgb_sko_ridge,high_correlation,73,top12,0.25,0.9,12,3,0.7738591669207352,,
xgb_sko_ridge,high_correlation,73,top8,0.125,0.7,8,1,,,
xgb_sko_ridge,high_correlation,73,native,0.18181818181818182,0.9,11,2,0.7828028481442331,,
xgb_sko_ridge,high_correlation,73,native10,0.1,0.9,10,1,,,
xgb_sko_quad,high_correlation,73,top12,0.4166666666666667,0.7,12,5,0.7927432735034182,,
xgb_sko_quad,high_correlation,73,top8,0.125,0.7,8,1,,,
xgb_sko_quad,high_correlation,73,native,0.125,0.7,8,1,0.7897279341422175,,
xgb_sko_quad,high_correlation,73,native10,0.0,0.0,0,0,,,
xgb_sko_scale,high_correlation,73,top12,0.3333333333333333,0.8,12,4,0.7880094493697918,,
xgb_sko_scale,high_correlation,73,top8,0.25,0.6,8,2,,,
xgb_sko_scale,high_correlation,73,native,0.2,0.4,5,1,0.8991953208131784,,
xgb_sko_scale,high_correlation,73,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,high_correlation,73,top12,0.5,0.6,12,6,0.7972687891733049,,
xgb_sko_quad_scale,high_correlation,73,top8,0.375,0.5,8,3,,,
xgb_sko_quad_scale,high_correlation,73,native,0.0,0.0,0,0,1.279113254460852,,
xgb_sko_quad_scale,high_correlation,73,native10,0.0,0.0,0,0,,,
tabm_sko_ridge,high_correlation,73,top12,0.25,0.9,12,3,0.7824009227107719,,
tabm_sko_ridge,high_correlation,73,top8,0.25,0.6,8,2,,,
tabm_sko_ridge,high_correlation,73,native,0.0,0.0,0,0,1.279113254460852,,
tabm_sko_ridge,high_correlation,73,native10,0.0,0.0,0,0,,,
tabm_sko_quad,high_correlation,73,top12,0.4166666666666667,0.7,12,5,0.8047055151585835,,
tabm_sko_quad,high_correlation,73,top8,0.25,0.6,8,2,,,
tabm_sko_quad,high_correlation,73,native,0.0,0.0,0,0,1.279113254460852,,
tabm_sko_quad,high_correlation,73,native10,0.0,0.0,0,0,,,
tabm_sko_scale,high_correlation,73,top12,0.4166666666666667,0.7,12,5,0.8018156929219135,,
tabm_sko_scale,high_correlation,73,top8,0.375,0.5,8,3,,,
tabm_sko_scale,high_correlation,73,native,0.5,1.0,20,10,0.7859189865786779,,
tabm_sko_scale,high_correlation,73,native10,0.0,0.0,0,0,,,
tabm_sko_quad_scale,high_correlation,73,top12,0.4166666666666667,0.7,12,5,0.8073718098526174,,
tabm_sko_quad_scale,high_correlation,73,top8,0.375,0.5,8,3,,,
tabm_sko_quad_scale,high_correlation,73,native,0.0,0.0,0,0,1.279113254460852,,
tabm_sko_quad_scale,high_correlation,73,native10,0.0,0.0,0,0,,,
xgb_sko_ridge,mixed_copula,61,top12,0.5833333333333334,0.5,12,7,1.084491621329246,,
xgb_sko_ridge,mixed_copula,61,top8,0.375,0.5,8,3,,,
xgb_sko_ridge,mixed_copula,61,native,0.0,0.0,0,0,1.1954719342291253,,
xgb_sko_ridge,mixed_copula,61,native10,0.0,0.0,0,0,,,
xgb_sko_quad,mixed_copula,61,top12,0.3333333333333333,0.8,12,4,0.9888269649765611,,
xgb_sko_quad,mixed_copula,61,top8,0.0,0.8,8,0,,,
xgb_sko_quad,mixed_copula,61,native,0.0,0.6,6,0,1.0393837667558987,,
xgb_sko_quad,mixed_copula,61,native10,0.0,0.0,0,0,,,
xgb_sko_scale,mixed_copula,61,top12,0.4166666666666667,0.7,12,5,1.019972744905067,,
xgb_sko_scale,mixed_copula,61,top8,0.125,0.7,8,1,,,
xgb_sko_scale,mixed_copula,61,native,0.0,0.0,0,0,1.1954719342291253,,
xgb_sko_scale,mixed_copula,61,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,mixed_copula,61,top12,0.25,0.9,12,3,0.9412457960793199,,
xgb_sko_quad_scale,mixed_copula,61,top8,0.0,0.8,8,0,,,
xgb_sko_quad_scale,mixed_copula,61,native,0.1,0.9,10,1,0.9407451058943144,,
xgb_sko_quad_scale,mixed_copula,61,native10,0.0,0.0,0,0,,,
tabm_sko_ridge,mixed_copula,61,top12,0.5,0.6,12,6,1.0625960602967195,,
tabm_sko_ridge,mixed_copula,61,top8,0.375,0.5,8,3,,,
tabm_sko_ridge,mixed_copula,61,native,0.0,0.0,0,0,1.1954719342291253,,
tabm_sko_ridge,mixed_copula,61,native10,0.0,0.0,0,0,,,
tabm_sko_quad,mixed_copula,61,top12,0.4166666666666667,0.7,12,5,1.0282919484500663,,
tabm_sko_quad,mixed_copula,61,top8,0.25,0.6,8,2,,,
tabm_sko_quad,mixed_copula,61,native,0.0,0.5,5,0,1.068217555038568,,
tabm_sko_quad,mixed_copula,61,native10,0.0,0.0,0,0,,,
tabm_sko_scale,mixed_copula,61,top12,0.5,0.6,12,6,1.061636966460337,,
tabm_sko_scale,mixed_copula,61,top8,0.375,0.5,8,3,,,
tabm_sko_scale,mixed_copula,61,native,0.0,0.0,0,0,1.1954719342291253,,
tabm_sko_scale,mixed_copula,61,native10,0.0,0.0,0,0,,,
tabm_sko_quad_scale,mixed_copula,61,top12,0.25,0.9,12,3,0.8915451558267181,,
tabm_sko_quad_scale,mixed_copula,61,top8,0.125,0.7,8,1,,,
tabm_sko_quad_scale,mixed_copula,61,native,0.25,0.9,12,3,0.8915451558267181,,
tabm_sko_quad_scale,mixed_copula,61,native10,0.18181818181818182,0.9,11,2,,,
xgb_sko_ridge,linear_sparse,0,top12,0.5833333333333334,1.0,12,7,0.7799003736099359,,
xgb_sko_ridge,linear_sparse,0,top8,0.375,1.0,8,3,,,
xgb_sko_ridge,linear_sparse,0,native,0.4444444444444444,1.0,9,4,0.7719968697502162,,
xgb_sko_ridge,linear_sparse,0,native10,0.0,0.0,0,0,,,
xgb_sko_quad,linear_sparse,0,top12,0.5833333333333334,1.0,12,7,0.7724259990996293,,
xgb_sko_quad,linear_sparse,0,top8,0.375,1.0,8,3,,,
xgb_sko_quad,linear_sparse,0,native,0.0,1.0,5,0,0.7666460438699493,,
xgb_sko_quad,linear_sparse,0,native10,0.0,0.0,0,0,,,
xgb_sko_scale,linear_sparse,0,top12,0.5833333333333334,1.0,12,7,0.7785186026759208,,
xgb_sko_scale,linear_sparse,0,top8,0.375,1.0,8,3,,,
xgb_sko_scale,linear_sparse,0,native,0.2857142857142857,1.0,7,2,0.7803316928659519,,
xgb_sko_scale,linear_sparse,0,native10,0.0,0.0,0,0,,,
xgb_sko_quad_scale,linear_sparse,0,top12,0.5833333333333334,1.0,12,7,0.773410751171349,,
xgb_sko_quad_scale,linear_sparse,0,top8,0.375,1.0,8,3,,,
xgb_sko_quad_scale,linear_sparse,0,native,0.0,1.0,5,0,0.7666460438699493,,
xgb_sko_quad_scale,linear_sparse,0,native10,0.0,0.0,0,0,,,
tabm_sko_ridge,linear_sparse,0,top12,0.5833333333333334,1.0,12,7,0.7850924077063806,,
tabm_sko_ridge,linear_sparse,0,top8,0.375,1.0,8,3,,,
tabm_sko_ridge,linear_sparse,0,native,0.16666666666666666,1.0,6,1,0.7666348251547005,,
tabm_sko_ridge,linear_sparse,0,native10,0.0,0.0,0,0,,,
tabm_sko_quad,linear_sparse,0,top12,0.5833333333333334,1.0,12,7,0.7754689486947355,,
tabm_sko_quad,linear_sparse,0,top8,0.375,1.0,8,3,,,
tabm_sko_quad,linear_sparse,0,native,0.16666666666666666,1.0,6,1,0.7666348251547005,,
tabm_sko_quad,linear_sparse,0,native10,0.0,0.0,0,0,,,
tabm_sko_scale,linear_sparse,0,top12,0.5833333333333334,1.0,12,7,0.7751038358648739,,
tabm_sko_scale,linear_sparse,0,top8,0.375,1.0,8,3,,,
