method,run,group,fraction,half,J,set
tabm_orbit,half_14_A,14,0.5,A,0.3333333333333333,"[20, 23, 19, 0, 21, 18, 16, 13, 9, 2, 3, 17]"
tabm_orbit_student,half_14_A,14,0.5,A,0.2,"[18, 19, 20, 23, 13, 16, 9, 3, 21, 14, 0, 17]"
lasso_pair_q20,half_14_B,14,0.5,B,0.3333333333333333,"[20, 0, 25, 2, 22, 4, 21, 5, 11, 16, 3, 6]"
linear_orbit_student,half_14_B,14,0.5,B,0.4117647058823529,"[25, 8, 20, 11, 9, 22, 0, 2, 5, 16, 1, 3]"
xgb_shap,half_14_B,14,0.5,B,0.6,"[23, 0, 21, 24, 16, 19, 20, 15, 25, 18, 9, 28]"
xgb_pfi,half_14_B,14,0.5,B,0.7142857142857143,"[23, 0, 21, 16, 19, 24, 20, 18, 15, 2, 28, 17]"
tabm_pfi,half_14_B,14,0.5,B,0.7142857142857143,"[0, 23, 20, 16, 19, 15, 21, 2, 24, 27, 25, 9]"
deep_lasso,half_14_B,14,0.5,B,0.8461538461538461,"[20, 0, 23, 21, 25, 16, 19, 15, 24, 27, 2, 18]"
xgb_naive,half_14_B,14,0.5,B,0.3333333333333333,"[19, 0, 18, 25, 21, 28, 20, 4, 9, 8, 12, 6]"
xgb_midpoint,half_14_B,14,0.5,B,0.4117647058823529,"[19, 0, 18, 25, 21, 28, 20, 9, 4, 12, 8, 24]"
xgb_orbit,half_14_B,14,0.5,B,0.4117647058823529,"[19, 0, 18, 25, 21, 28, 20, 9, 4, 8, 12, 24]"
xgb_orbit_student,half_14_B,14,0.5,B,0.3333333333333333,"[0, 19, 21, 25, 9, 22, 18, 28, 20, 8, 6, 4]"
tabm_naive,half_14_B,14,0.5,B,0.4117647058823529,"[0, 19, 21, 27, 20, 25, 23, 4, 8, 9, 11, 17]"
tabm_midpoint,half_14_B,14,0.5,B,0.5,"[0, 21, 25, 27, 19, 20, 23, 4, 8, 9, 11, 17]"
tabm_orbit,half_14_B,14,0.5,B,0.5,"[0, 21, 25, 19, 27, 20, 23, 4, 8, 9, 11, 17]"
tabm_orbit_student,half_14_B,14,0.5,B,0.3333333333333333,"[8, 21, 4, 25, 0, 11, 27, 22, 19, 9, 14, 17]"
lasso_pair_q20,half_15_A,15,0.5,A,0.5,"[20, 25, 26, 1, 2, 22, 21, 4, 5, 9, 3, 7]"
linear_orbit_student,half_15_A,15,0.5,A,0.5,"[19, 25, 23, 20, 2, 22, 9, 4, 11, 3, 5, 10]"
xgb_shap,half_15_A,15,0.5,A,0.5,"[23, 21, 0, 16, 24, 19, 25, 15, 17, 9, 18, 27]"
xgb_pfi,half_15_A,15,0.5,A,0.7142857142857143,"[23, 21, 0, 16, 19, 24, 9, 20, 18, 27, 15, 25]"
tabm_pfi,half_15_A,15,0.5,A,0.6,"[0, 23, 21, 16, 19, 20, 15, 27, 25, 9, 24, 26]"
deep_lasso,half_15_A,15,0.5,A,0.7142857142857143,"[23, 0, 21, 20, 25, 19, 15, 16, 27, 24, 9, 26]"
xgb_naive,half_15_A,15,0.5,A,0.5,"[16, 19, 4, 27, 23, 9, 18, 2, 8, 15, 20, 21]"
xgb_midpoint,half_15_A,15,0.5,A,0.5,"[16, 19, 27, 4, 23, 9, 18, 2, 21, 15, 20, 8]"
xgb_orbit,half_15_A,15,0.5,A,0.5,"[16, 19, 27, 4, 23, 9, 2, 18, 21, 15, 8, 20]"
xgb_orbit_student,half_15_A,15,0.5,A,0.3333333333333333,"[10, 15, 4, 27, 23, 19, 9, 12, 16, 13, 2, 21]"
tabm_naive,half_15_A,15,0.5,A,0.2,"[16, 23, 25, 20, 2, 21, 15, 3, 24, 10, 14, 19]"
tabm_midpoint,half_15_A,15,0.5,A,0.2631578947368421,"[23, 16, 25, 20, 2, 21, 15, 3, 24, 10, 14, 19]"
tabm_orbit,half_15_A,15,0.5,A,0.2631578947368421,"[23, 16, 25, 20, 2, 21, 15, 3, 24, 14, 10, 19]"
tabm_orbit_student,half_15_A,15,0.5,A,0.2631578947368421,"[3, 2, 14, 25, 16, 23, 21, 10, 24, 20, 15, 6]"
lasso_pair_q20,half_15_B,15,0.5,B,0.5,"[23, 20, 16, 19, 22, 7, 15, 5, 6, 10, 9, 1]"
linear_orbit_student,half_15_B,15,0.5,B,0.6,"[22, 16, 21, 20, 26, 7, 25, 1, 3, 4, 5, 6]"
xgb_shap,half_15_B,15,0.5,B,0.8461538461538461,"[23, 21, 0, 24, 19, 16, 15, 20, 18, 2, 1, 25]"
xgb_pfi,half_15_B,15,0.5,B,0.8461538461538461,"[21, 23, 0, 19, 16, 20, 18, 24, 15, 2, 1, 17]"
tabm_pfi,half_15_B,15,0.5,B,0.7142857142857143,"[23, 0, 16, 15, 21, 19, 20, 2, 18, 17, 1, 25]"
deep_lasso,half_15_B,15,0.5,B,1.0,"[21, 23, 0, 20, 16, 25, 15, 19, 18, 27, 7, 24]"
xgb_naive,half_15_B,15,0.5,B,0.5,"[19, 16, 23, 9, 21, 17, 18, 8, 5, 25, 26, 11]"
xgb_midpoint,half_15_B,15,0.5,B,0.5,"[19, 23, 16, 9, 21, 18, 17, 8, 5, 26, 25, 3]"
xgb_orbit,half_15_B,15,0.5,B,0.5,"[19, 16, 23, 9, 21, 18, 17, 8, 5, 25, 26, 3]"
xgb_orbit_student,half_15_B,15,0.5,B,0.2,"[23, 17, 19, 9, 16, 14, 26, 22, 8, 21, 11, 3]"
tabm_naive,half_15_B,15,0.5,B,0.3333333333333333,"[23, 18, 21, 16, 20, 3, 17, 27, 19, 12, 8, 2]"
tabm_midpoint,half_15_B,15,0.5,B,0.3333333333333333,"[23, 18, 21, 16, 20, 3, 27, 26, 12, 8, 17, 2]"
tabm_orbit,half_15_B,15,0.5,B,0.3333333333333333,"[23, 18, 21, 16, 20, 3, 27, 17, 12, 26, 8, 2]"
tabm_orbit_student,half_15_B,15,0.5,B,0.4117647058823529,"[23, 18, 21, 16, 12, 3, 26, 22, 20, 8, 11, 27]"
lasso_pair_q20,half_16_A,16,0.5,A,0.2,"[0, 21, 16, 25, 2, 3, 6, 19, 17, 7, 11, 1]"
linear_orbit_student,half_16_A,16,0.5,A,0.2,"[21, 0, 25, 19, 16, 2, 7, 6, 20, 13, 28, 1]"
xgb_shap,half_16_A,16,0.5,A,0.8461538461538461,"[21, 0, 24, 16, 19, 23, 20, 15, 18, 17, 7, 1]"
xgb_pfi,half_16_A,16,0.5,A,0.8461538461538461,"[21, 0, 16, 19, 24, 20, 23, 18, 2, 27, 1, 17]"
tabm_pfi,half_16_A,16,0.5,A,0.7142857142857143,"[0, 23, 15, 19, 16, 20, 21, 2, 22, 25, 11, 17]"
deep_lasso,half_16_A,16,0.5,A,0.8461538461538461,"[21, 23, 0, 20, 16, 25, 15, 19, 27, 18, 24, 9]"
xgb_naive,half_16_A,16,0.5,A,0.4117647058823529,"[18, 19, 21, 27, 17, 0, 24, 7, 15, 22, 23, 26]"
xgb_midpoint,half_16_A,16,0.5,A,0.4117647058823529,"[18, 19, 21, 27, 17, 0, 24, 15, 7, 22, 23, 26]"
xgb_orbit,half_16_A,16,0.5,A,0.4117647058823529,"[18, 19, 21, 27, 17, 0, 7, 24, 15, 22, 23, 26]"
xgb_orbit_student,half_16_A,16,0.5,A,0.4117647058823529,"[18, 24, 21, 27, 19, 15, 14, 17, 7, 26, 22, 23]"
tabm_naive,half_16_A,16,0.5,A,0.2631578947368421,"[0, 21, 23, 20, 16, 24, 15, 25, 7, 22, 17, 2]"
tabm_midpoint,half_16_A,16,0.5,A,0.2631578947368421,"[0, 21, 23, 20, 16, 24, 15, 25, 7, 17, 2, 22]"
tabm_orbit,half_16_A,16,0.5,A,0.2631578947368421,"[0, 21, 23, 20, 16, 24, 15, 25, 7, 22, 17, 2]"
tabm_orbit_student,half_16_A,16,0.5,A,0.2631578947368421,"[21, 0, 24, 10, 23, 22, 17, 16, 25, 13, 7, 20]"
lasso_pair_q20,half_16_B,16,0.5,B,0.3333333333333333,"[20, 0, 25, 16, 26, 22, 3, 5, 18, 1, 8, 7]"
linear_orbit_student,half_16_B,16,0.5,B,0.4117647058823529,"[26, 22, 20, 16, 23, 25, 9, 14, 8, 17, 5, 15]"
xgb_shap,half_16_B,16,0.5,B,0.7142857142857143,"[23, 0, 21, 15, 19, 24, 16, 25, 18, 2, 20, 28]"
xgb_pfi,half_16_B,16,0.5,B,0.7142857142857143,"[23, 0, 21, 19, 15, 16, 24, 20, 18, 25, 28, 1]"
tabm_pfi,half_16_B,16,0.5,B,0.7142857142857143,"[23, 0, 16, 21, 20, 15, 19, 24, 25, 27, 18, 28]"
deep_lasso,half_16_B,16,0.5,B,0.8461538461538461,"[23, 21, 0, 25, 20, 16, 15, 24, 19, 27, 22, 18]"
xgb_naive,half_16_B,16,0.5,B,0.5,"[15, 16, 23, 18, 19, 0, 25, 2, 24, 5, 20, 9]"
xgb_midpoint,half_16_B,16,0.5,B,0.6,"[16, 15, 23, 19, 18, 0, 25, 2, 24, 5, 21, 20]"
xgb_orbit,half_16_B,16,0.5,B,0.5,"[16, 15, 23, 19, 0, 25, 2, 18, 24, 5, 20, 9]"
xgb_orbit_student,half_16_B,16,0.5,B,0.2631578947368421,"[24, 25, 5, 2, 16, 9, 15, 20, 14, 23, 12, 11]"
tabm_naive,half_16_B,16,0.5,B,0.2631578947368421,"[23, 20, 25, 24, 16, 21, 17, 2, 0, 19, 9, 15]"
tabm_midpoint,half_16_B,16,0.5,B,0.3333333333333333,"[23, 25, 20, 21, 24, 16, 17, 2, 15, 18, 9, 26]"
tabm_orbit,half_16_B,16,0.5,B,0.3333333333333333,"[23, 25, 20, 21, 24, 16, 17, 2, 15, 18, 9, 19]"
tabm_orbit_student,half_16_B,16,0.5,B,0.3333333333333333,"[24, 17, 26, 25, 14, 28, 23, 2, 20, 9, 21, 13]"
lasso_pair_q20,half_17_A,17,0.5,A,0.2631578947368421,"[20, 0, 21, 2, 1, 15, 9, 13, 7, 5, 8, 10]"
linear_orbit_student,half_17_A,17,0.5,A,0.4117647058823529,"[20, 26, 0, 21, 1, 5, 28, 11, 3, 7, 8, 4]"
xgb_shap,half_17_A,17,0.5,A,0.7142857142857143,"[21, 0, 23, 16, 24, 19, 25, 15, 20, 18, 26, 2]"
xgb_pfi,half_17_A,17,0.5,A,0.8461538461538461,"[21, 0, 16, 23, 20, 19, 2, 24, 15, 18, 26, 1]"
tabm_pfi,half_17_A,17,0.5,A,0.6,"[23, 0, 16, 21, 19, 20, 15, 2, 26, 17, 18, 27]"
deep_lasso,half_17_A,17,0.5,A,0.7142857142857143,"[23, 21, 0, 20, 25, 19, 24, 16, 27, 26, 15, 2]"
xgb_naive,half_17_A,17,0.5,A,0.4117647058823529,"[1, 21, 18, 0, 25, 24, 27, 15, 4, 5, 26, 2]"
xgb_midpoint,half_17_A,17,0.5,A,0.4117647058823529,"[21, 18, 1, 25, 24, 0, 27, 2, 15, 4, 26, 5]"
xgb_orbit,half_17_A,17,0.5,A,0.4117647058823529,"[21, 18, 1, 25, 27, 0, 24, 15, 4, 26, 2, 5]"
xgb_orbit_student,half_17_A,17,0.5,A,0.3333333333333333,"[25, 4, 26, 27, 6, 21, 3, 15, 13, 24, 5, 11]"
tabm_naive,half_17_A,17,0.5,A,0.7142857142857143,"[0, 20, 23, 26, 24, 18, 21, 1, 27, 25, 5, 19]"
tabm_midpoint,half_17_A,17,0.5,A,0.7142857142857143,"[20, 23, 0, 26, 24, 21, 18, 27, 1, 25, 19, 3]"
tabm_orbit,half_17_A,17,0.5,A,0.8461538461538461,"[20, 0, 23, 26, 24, 21, 18, 27, 1, 25, 5, 19]"
tabm_orbit_student,half_17_A,17,0.5,A,0.4117647058823529,"[26, 20, 1, 22, 0, 24, 3, 18, 21, 23, 28, 5]"
lasso_pair_q20,half_17_B,17,0.5,B,0.5,"[0, 23, 16, 26, 20, 25, 22, 5, 9, 4, 3, 12]"
linear_orbit_student,half_17_B,17,0.5,B,0.4117647058823529,"[0, 4, 16, 23, 20, 15, 17, 27, 1, 3, 5, 6]"
xgb_shap,half_17_B,17,0.5,B,0.8461538461538461,"[23, 21, 0, 19, 24, 16, 15, 18, 20, 9, 1, 7]"
xgb_pfi,half_17_B,17,0.5,B,0.8461538461538461,"[23, 0, 21, 19, 16, 15, 24, 18, 20, 28, 1, 27]"
tabm_pfi,half_17_B,17,0.5,B,0.7142857142857143,"[23, 0, 15, 16, 19, 21, 20, 25, 24, 2, 1, 27]"
deep_lasso,half_17_B,17,0.5,B,1.0,"[23, 0, 21, 15, 16, 20, 25, 19, 24, 27, 18, 7]"
xgb_naive,half_17_B,17,0.5,B,0.5,"[18, 0, 23, 8, 1, 27, 16, 4, 5, 17, 24, 26]"
xgb_midpoint,half_17_B,17,0.5,B,0.5,"[18, 0, 23, 8, 1, 27, 4, 17, 5, 16, 24, 26]"
xgb_orbit,half_17_B,17,0.5,B,0.5,"[18, 0, 23, 8, 1, 27, 16, 4, 17, 5, 24, 26]"
xgb_orbit_student,half_17_B,17,0.5,B,0.5,"[5, 0, 18, 4, 1, 23, 10, 8, 24, 17, 27, 26]"
tabm_naive,half_17_B,17,0.5,B,0.4117647058823529,"[0, 23, 21, 18, 4, 17, 24, 9, 12, 10, 26, 11]"
tabm_midpoint,half_17_B,17,0.5,B,0.4117647058823529,"[0, 23, 21, 18, 4, 24, 17, 12, 10, 9, 20, 26]"
tabm_orbit,half_17_B,17,0.5,B,0.4117647058823529,"[0, 23, 21, 4, 18, 17, 24, 12, 10, 9, 20, 26]"
tabm_orbit_student,half_17_B,17,0.5,B,0.4117647058823529,"[0, 4, 12, 21, 23, 10, 22, 17, 18, 26, 24, 14]"
lasso_pair_q20,half_18_A,18,0.5,A,0.2631578947368421,"[0, 25, 23, 20, 22, 28, 5, 17, 27, 18, 2, 3]"
linear_orbit_student,half_18_A,18,0.5,A,0.3333333333333333,"[25, 21, 0, 28, 20, 27, 15, 2, 7, 8, 26, 1]"
xgb_shap,half_18_A,18,0.5,A,0.7142857142857143,"[21, 23, 0, 16, 24, 19, 15, 25, 20, 18, 2, 17]"
xgb_pfi,half_18_A,18,0.5,A,0.7142857142857143,"[21, 0, 23, 16, 19, 15, 24, 20, 2, 25, 9, 1]"
tabm_pfi,half_18_A,18,0.5,A,0.7142857142857143,"[0, 23, 19, 15, 21, 16, 20, 2, 25, 22, 27, 9]"
deep_lasso,half_18_A,18,0.5,A,0.7142857142857143,"[23, 0, 21, 20, 19, 25, 16, 15, 18, 24, 9, 8]"
xgb_naive,half_18_A,18,0.5,A,0.3333333333333333,"[21, 18, 19, 25, 23, 20, 8, 15, 3, 2, 28, 12]"
xgb_midpoint,half_18_A,18,0.5,A,0.3333333333333333,"[21, 18, 19, 25, 23, 20, 8, 15, 3, 2, 28, 11]"
xgb_orbit,half_18_A,18,0.5,A,0.3333333333333333,"[21, 19, 18, 25, 23, 20, 8, 15, 3, 2, 28, 11]"
xgb_orbit_student,half_18_A,18,0.5,A,0.3333333333333333,"[21, 25, 11, 20, 23, 12, 15, 8, 22, 3, 19, 18]"
tabm_naive,half_18_A,18,0.5,A,0.4117647058823529,"[20, 23, 25, 0, 21, 19, 1, 6, 13, 12, 8, 2]"
tabm_midpoint,half_18_A,18,0.5,A,0.4117647058823529,"[20, 23, 25, 0, 21, 19, 6, 1, 13, 12, 2, 11]"
tabm_orbit,half_18_A,18,0.5,A,0.4117647058823529,"[20, 23, 25, 0, 21, 19, 1, 6, 13, 12, 2, 8]"
tabm_orbit_student,half_18_A,18,0.5,A,0.4117647058823529,"[25, 20, 6, 12, 23, 21, 0, 13, 11, 1, 19, 26]"
lasso_pair_q20,half_18_B,18,0.5,B,0.2631578947368421,"[20, 0, 21, 25, 16, 27, 6, 17, 7, 26, 8, 4]"
linear_orbit_student,half_18_B,18,0.5,B,0.3333333333333333,"[27, 25, 0, 20, 23, 15, 16, 18, 8, 17, 26, 22]"
xgb_shap,half_18_B,18,0.5,B,0.8461538461538461,"[23, 0, 21, 24, 16, 19, 15, 7, 20, 27, 1, 2]"
xgb_pfi,half_18_B,18,0.5,B,0.7142857142857143,"[23, 0, 21, 16, 24, 19, 18, 20, 15, 2, 28, 4]"
tabm_pfi,half_18_B,18,0.5,B,0.7142857142857143,"[23, 0, 16, 21, 15, 19, 20, 24, 2, 18, 27, 3]"
deep_lasso,half_18_B,18,0.5,B,0.8461538461538461,"[23, 0, 21, 16, 20, 25, 27, 15, 24, 19, 26, 7]"
xgb_naive,half_18_B,18,0.5,B,0.5,"[18, 19, 28, 16, 23, 21, 27, 15, 20, 24, 1, 7]"
xgb_midpoint,half_18_B,18,0.5,B,0.5,"[18, 19, 28, 23, 16, 21, 27, 15, 20, 24, 1, 7]"
xgb_orbit,half_18_B,18,0.5,B,0.5,"[18, 19, 28, 23, 16, 21, 27, 15, 20, 24, 7, 1]"
xgb_orbit_student,half_18_B,18,0.5,B,0.6,"[20, 24, 25, 21, 10, 23, 28, 27, 18, 15, 19, 11]"
tabm_naive,half_18_B,18,0.5,B,0.5,"[20, 21, 23, 24, 16, 25, 27, 3, 26, 5, 12, 9]"
tabm_midpoint,half_18_B,18,0.5,B,0.6,"[20, 21, 23, 25, 24, 16, 27, 26, 3, 5, 0, 4]"
tabm_orbit,half_18_B,18,0.5,B,0.6,"[20, 21, 23, 25, 16, 24, 27, 26, 3, 5, 4, 0]"
tabm_orbit_student,half_18_B,18,0.5,B,0.5,"[24, 25, 12, 20, 10, 21, 3, 5, 9, 27, 26, 23]"
lasso_pair_q20,half_19_A,19,0.5,A,0.4117647058823529,"[21, 0, 20, 25, 26, 16, 23, 2, 22, 5, 15, 4]"
linear_orbit_student,half_19_A,19,0.5,A,0.2631578947368421,"[21, 11, 22, 16, 25, 20, 26, 15, 18, 0, 2, 17]"
xgb_shap,half_19_A,19,0.5,A,0.7142857142857143,"[21, 23, 0, 24, 16, 19, 15, 18, 2, 20, 4, 28]"
xgb_pfi,half_19_A,19,0.5,A,0.7142857142857143,"[21, 0, 23, 16, 19, 15, 24, 20, 18, 2, 28, 17]"
tabm_pfi,half_19_A,19,0.5,A,0.7142857142857143,"[23, 0, 21, 19, 16, 15, 20, 2, 25, 18, 17, 1]"
deep_lasso,half_19_A,19,0.5,A,0.8461538461538461,"[23, 21, 0, 20, 16, 25, 15, 19, 18, 27, 24, 26]"
xgb_naive,half_19_A,19,0.5,A,0.6,"[16, 18, 21, 0, 23, 9, 27, 20, 17, 5, 25, 15]"
xgb_midpoint,half_19_A,19,0.5,A,0.6,"[16, 18, 0, 21, 23, 9, 20, 27, 7, 25, 17, 5]"
xgb_orbit,half_19_A,19,0.5,A,0.6,"[16, 18, 21, 0, 23, 27, 9, 20, 17, 5, 25, 7]"
xgb_orbit_student,half_19_A,19,0.5,A,0.4117647058823529,"[25, 10, 23, 21, 20, 12, 11, 9, 5, 16, 27, 0]"
tabm_naive,half_19_A,19,0.5,A,0.4117647058823529,"[16, 23, 0, 21, 20, 3, 18, 4, 2, 25, 11, 10]"
tabm_midpoint,half_19_A,19,0.5,A,0.5,"[16, 23, 0, 21, 20, 3, 4, 2, 18, 25, 11, 27]"
tabm_orbit,half_19_A,19,0.5,A,0.4117647058823529,"[16, 23, 0, 21, 20, 3, 4, 2, 18, 25, 11, 10]"
tabm_orbit_student,half_19_A,19,0.5,A,0.4117647058823529,"[23, 16, 3, 21, 4, 0, 11, 2, 20, 14, 25, 22]"
lasso_pair_q20,half_19_B,19,0.5,B,0.2631578947368421,"[20, 0, 27, 16, 22, 6, 10, 1, 2, 7, 12, 13]"
linear_orbit_student,half_19_B,19,0.5,B,0.5,"[22, 23, 17, 27, 5, 20, 16, 2, 0, 25, 1, 3]"
xgb_shap,half_19_B,19,0.5,B,0.8461538461538461,"[23, 21, 0, 16, 19, 24, 20, 25, 15, 7, 1, 18]"
xgb_pfi,half_19_B,19,0.5,B,0.8461538461538461,"[23, 0, 21, 16, 19, 20, 2, 24, 18, 15, 1, 8]"
tabm_pfi,half_19_B,19,0.5,B,0.7142857142857143,"[23, 0, 15, 16, 19, 20, 21, 2, 27, 24, 9, 25]"
deep_lasso,half_19_B,19,0.5,B,0.8461538461538461,"[23, 15, 0, 21, 20, 16, 19, 25, 7, 27, 18, 2]"
xgb_naive,half_19_B,19,0.5,B,0.4117647058823529,"[18, 23, 0, 20, 27, 1, 7, 2, 25, 5, 21, 6]"
xgb_midpoint,half_19_B,19,0.5,B,0.5,"[18, 23, 0, 27, 20, 21, 1, 2, 25, 7, 17, 5]"
xgb_orbit,half_19_B,19,0.5,B,0.5,"[18, 23, 0, 27, 20, 7, 2, 1, 25, 5, 21, 17]"
xgb_orbit_student,half_19_B,19,0.5,B,0.2631578947368421,"[23, 18, 14, 20, 27, 5, 6, 1, 0, 7, 3, 15]"
tabm_naive,half_19_B,19,0.5,B,0.3333333333333333,"[23, 16, 19, 17, 18, 5, 25, 3, 0, 6, 15, 12]"
tabm_midpoint,half_19_B,19,0.5,B,0.3333333333333333,"[23, 16, 19, 17, 25, 18, 3, 5, 6, 7, 0, 15]"
tabm_orbit,half_19_B,19,0.5,B,0.3333333333333333,"[23, 16, 19, 17, 25, 18, 3, 5, 6, 7, 0, 15]"
tabm_orbit_student,half_19_B,19,0.5,B,0.2631578947368421,"[23, 16, 17, 3, 12, 14, 6, 5, 25, 15, 19, 18]"
lasso_pair_q20,half_20_A,20,0.5,A,0.5,"[20, 0, 25, 16, 26, 6, 10, 14, 22, 15, 12, 1]"
linear_orbit_student,half_20_A,20,0.5,A,0.3333333333333333,"[23, 26, 20, 25, 16, 22, 7, 12, 18, 0, 19, 1]"
xgb_shap,half_20_A,20,0.5,A,0.7142857142857143,"[23, 21, 0, 19, 16, 15, 20, 24, 1, 18, 17, 28]"
xgb_pfi,half_20_A,20,0.5,A,0.8461538461538461,"[23, 21, 0, 19, 16, 20, 15, 18, 24, 1, 2, 12]"
tabm_pfi,half_20_A,20,0.5,A,0.8461538461538461,"[23, 0, 15, 19, 21, 16, 20, 24, 18, 2, 25, 1]"
deep_lasso,half_20_A,20,0.5,A,0.8461538461538461,"[23, 0, 20, 21, 19, 16, 15, 25, 27, 7, 18, 26]"
xgb_naive,half_20_A,20,0.5,A,0.5,"[18, 16, 23, 21, 19, 4, 0, 7, 5, 17, 8, 12]"
xgb_midpoint,half_20_A,20,0.5,A,0.5,"[18, 16, 23, 21, 19, 4, 17, 7, 0, 5, 8, 2]"
xgb_orbit,half_20_A,20,0.5,A,0.5,"[18, 16, 23, 21, 19, 4, 7, 17, 5, 0, 8, 2]"
xgb_orbit_student,half_20_A,20,0.5,A,0.3333333333333333,"[4, 23, 18, 8, 16, 7, 5, 21, 12, 17, 11, 2]"
tabm_naive,half_20_A,20,0.5,A,0.7142857142857143,"[23, 20, 26, 21, 1, 27, 11, 25, 4, 12, 17, 5]"
tabm_midpoint,half_20_A,20,0.5,A,0.5,"[23, 20, 21, 26, 1, 27, 11, 25, 4, 12, 17, 8]"
tabm_orbit,half_20_A,20,0.5,A,0.5,"[23, 20, 26, 21, 1, 27, 25, 11, 4, 12, 17, 8]"
tabm_orbit_student,half_20_A,20,0.5,A,0.6,"[23, 26, 11, 25, 20, 1, 12, 4, 27, 21, 17, 8]"
lasso_pair_q20,half_20_B,20,0.5,B,0.2631578947368421,"[21, 20, 0, 25, 28, 27, 9, 7, 13, 10, 8, 1]"
linear_orbit_student,half_20_B,20,0.5,B,0.2631578947368421,"[21, 23, 11, 20, 25, 7, 8, 15, 12, 28, 17, 27]"
xgb_shap,half_20_B,20,0.5,B,0.7142857142857143,"[21, 0, 24, 16, 25, 23, 19, 15, 18, 2, 7, 28]"
xgb_pfi,half_20_B,20,0.5,B,0.7142857142857143,"[21, 0, 16, 23, 19, 24, 2, 18, 25, 1, 20, 17]"
tabm_pfi,half_20_B,20,0.5,B,0.6,"[23, 0, 21, 16, 19, 20, 2, 25, 24, 27, 26, 1]"
deep_lasso,half_20_B,20,0.5,B,0.7142857142857143,"[23, 21, 0, 25, 20, 24, 15, 16, 19, 9, 27, 2]"
xgb_naive,half_20_B,20,0.5,B,0.6,"[18, 21, 25, 19, 16, 7, 26, 23, 5, 15, 27, 4]"
xgb_midpoint,half_20_B,20,0.5,B,0.5,"[18, 21, 25, 19, 16, 23, 7, 26, 5, 15, 4, 11]"
xgb_orbit,half_20_B,20,0.5,B,0.6,"[18, 21, 19, 25, 16, 7, 23, 5, 26, 15, 4, 27]"
xgb_orbit_student,half_20_B,20,0.5,B,0.3333333333333333,"[21, 11, 25, 23, 18, 12, 5, 26, 19, 7, 6, 16]"
tabm_naive,half_20_B,20,0.5,B,0.5,"[25, 21, 23, 19, 20, 8, 27, 7, 26, 12, 5, 15]"
tabm_midpoint,half_20_B,20,0.5,B,0.5,"[25, 21, 23, 19, 20, 8, 27, 7, 26, 12, 15, 5]"
tabm_orbit,half_20_B,20,0.5,B,0.5,"[25, 21, 23, 19, 20, 8, 27, 7, 26, 12, 15, 5]"
tabm_orbit_student,half_20_B,20,0.5,B,0.5,"[21, 8, 25, 12, 23, 5, 7, 11, 26, 22, 20, 15]"
lasso_pair_q20,half_21_A,21,0.5,A,0.2631578947368421,"[20, 27, 25, 16, 9, 5, 2, 15, 19, 10, 28, 21]"
linear_orbit_student,half_21_A,21,0.5,A,0.3333333333333333,"[23, 16, 28, 21, 17, 20, 6, 27, 25, 15, 2, 1]"
xgb_shap,half_21_A,21,0.5,A,0.8461538461538461,"[23, 21, 0, 19, 24, 20, 16, 15, 18, 7, 27, 2]"
xgb_pfi,half_21_A,21,0.5,A,0.8461538461538461,"[23, 0, 21, 19, 20, 16, 15, 2, 24, 27, 18, 28]"
tabm_pfi,half_21_A,21,0.5,A,0.7142857142857143,"[23, 0, 15, 19, 16, 21, 20, 2, 27, 25, 22, 17]"
deep_lasso,half_21_A,21,0.5,A,1.0,"[23, 21, 20, 0, 15, 16, 19, 25, 27, 18, 7, 24]"
xgb_naive,half_21_A,21,0.5,A,0.5,"[23, 16, 28, 15, 21, 17, 19, 4, 27, 7, 25, 11]"
xgb_midpoint,half_21_A,21,0.5,A,0.5,"[23, 16, 21, 15, 28, 19, 17, 7, 4, 25, 27, 26]"
xgb_orbit,half_21_A,21,0.5,A,0.5,"[23, 16, 28, 15, 21, 19, 17, 4, 25, 7, 27, 11]"
xgb_orbit_student,half_21_A,21,0.5,A,0.3333333333333333,"[25, 23, 11, 21, 15, 26, 28, 4, 16, 13, 17, 27]"
tabm_naive,half_21_A,21,0.5,A,0.4117647058823529,"[23, 20, 21, 16, 4, 0, 5, 28, 10, 13, 27, 6]"
tabm_midpoint,half_21_A,21,0.5,A,0.4117647058823529,"[23, 20, 21, 16, 0, 4, 28, 5, 27, 10, 13, 6]"
tabm_orbit,half_21_A,21,0.5,A,0.4117647058823529,"[23, 20, 21, 16, 0, 4, 5, 28, 27, 13, 10, 6]"
tabm_orbit_student,half_21_A,21,0.5,A,0.4117647058823529,"[23, 4, 28, 22, 10, 13, 16, 12, 20, 5, 21, 6]"
lasso_pair_q20,half_21_B,21,0.5,B,0.5,"[20, 0, 25, 16, 23, 26, 15, 14, 7, 1, 3, 4]"
linear_orbit_student,half_21_B,21,0.5,B,0.5,"[21, 20, 23, 25, 3, 9, 12, 22, 27, 0, 16, 10]"
xgb_shap,half_21_B,21,0.5,B,0.7142857142857143,"[23, 21, 0, 16, 24, 19, 25, 15, 18, 1, 7, 8]"
xgb_pfi,half_21_B,21,0.5,B,0.7142857142857143,"[21, 23, 0, 16, 19, 24, 18, 15, 2, 20, 8, 25]"
tabm_pfi,half_21_B,21,0.5,B,0.8461538461538461,"[23, 0, 16, 15, 19, 21, 20, 24, 2, 18, 25, 1]"
