method,run,group,fraction,half,J,set
deep_lasso,half_07_A,7,0.5,A,0.6,"[20, 21, 0, 23, 25, 19, 16, 27, 15, 2, 3, 9]"
xgb_naive,half_07_A,7,0.5,A,0.5,"[19, 16, 21, 0, 17, 24, 6, 23, 20, 25, 10, 3]"
xgb_midpoint,half_07_A,7,0.5,A,0.5,"[19, 16, 21, 0, 17, 24, 6, 23, 20, 25, 3, 10]"
xgb_orbit,half_07_A,7,0.5,A,0.5,"[19, 16, 21, 0, 17, 24, 6, 23, 20, 25, 10, 3]"
xgb_orbit_student,half_07_A,7,0.5,A,0.4117647058823529,"[6, 10, 17, 16, 24, 19, 13, 21, 23, 11, 25, 0]"
tabm_naive,half_07_A,7,0.5,A,0.4117647058823529,"[20, 23, 1, 24, 21, 6, 5, 16, 26, 18, 13, 2]"
tabm_midpoint,half_07_A,7,0.5,A,0.4117647058823529,"[20, 23, 1, 24, 21, 6, 5, 16, 26, 7, 13, 18]"
tabm_orbit,half_07_A,7,0.5,A,0.4117647058823529,"[20, 23, 1, 24, 21, 6, 5, 16, 26, 18, 7, 13]"
tabm_orbit_student,half_07_A,7,0.5,A,0.5,"[14, 23, 24, 1, 13, 21, 20, 5, 22, 6, 26, 28]"
lasso_pair_q20,half_07_B,7,0.5,B,0.2631578947368421,"[0, 21, 20, 25, 16, 27, 5, 2, 15, 17, 26, 9]"
linear_orbit_student,half_07_B,7,0.5,B,0.3333333333333333,"[23, 25, 14, 27, 18, 0, 3, 26, 2, 8, 6, 20]"
xgb_shap,half_07_B,7,0.5,B,0.8461538461538461,"[23, 21, 0, 24, 16, 19, 15, 25, 20, 18, 7, 1]"
xgb_pfi,half_07_B,7,0.5,B,0.8461538461538461,"[23, 0, 21, 19, 16, 15, 24, 20, 2, 18, 1, 25]"
tabm_pfi,half_07_B,7,0.5,B,0.8461538461538461,"[0, 23, 16, 15, 19, 21, 2, 20, 25, 18, 27, 22]"
deep_lasso,half_07_B,7,0.5,B,0.8461538461538461,"[23, 21, 0, 25, 15, 16, 19, 24, 20, 27, 26, 18]"
xgb_naive,half_07_B,7,0.5,B,0.5,"[18, 0, 16, 25, 23, 19, 2, 17, 3, 6, 27, 21]"
xgb_midpoint,half_07_B,7,0.5,B,0.4117647058823529,"[18, 16, 25, 0, 23, 19, 2, 17, 3, 6, 21, 26]"
xgb_orbit,half_07_B,7,0.5,B,0.5,"[18, 16, 0, 25, 23, 19, 2, 17, 3, 6, 21, 27]"
xgb_orbit_student,half_07_B,7,0.5,B,0.2,"[25, 0, 18, 6, 16, 26, 3, 14, 23, 2, 17, 11]"
tabm_naive,half_07_B,7,0.5,B,0.4117647058823529,"[23, 0, 25, 27, 21, 20, 16, 11, 8, 2, 6, 26]"
tabm_midpoint,half_07_B,7,0.5,B,0.4117647058823529,"[23, 0, 25, 21, 27, 16, 20, 11, 8, 6, 2, 18]"
tabm_orbit,half_07_B,7,0.5,B,0.3333333333333333,"[23, 0, 25, 21, 27, 16, 20, 11, 8, 2, 6, 9]"
tabm_orbit_student,half_07_B,7,0.5,B,0.3333333333333333,"[23, 0, 27, 25, 21, 11, 6, 20, 8, 10, 16, 12]"
lasso_pair_q20,half_08_A,8,0.5,A,0.4117647058823529,"[0, 25, 20, 26, 19, 2, 22, 18, 15, 14, 10, 4]"
linear_orbit_student,half_08_A,8,0.5,A,0.4117647058823529,"[0, 25, 10, 17, 20, 2, 1, 3, 4, 5, 6, 9]"
xgb_shap,half_08_A,8,0.5,A,0.7142857142857143,"[23, 21, 0, 24, 19, 16, 15, 20, 18, 25, 1, 4]"
xgb_pfi,half_08_A,8,0.5,A,0.7142857142857143,"[21, 23, 0, 19, 16, 24, 20, 15, 18, 2, 7, 25]"
tabm_pfi,half_08_A,8,0.5,A,0.8461538461538461,"[23, 0, 19, 15, 21, 16, 20, 25, 24, 2, 22, 7]"
deep_lasso,half_08_A,8,0.5,A,1.0,"[0, 23, 21, 20, 15, 16, 25, 19, 27, 24, 18, 7]"
xgb_naive,half_08_A,8,0.5,A,0.4117647058823529,"[0, 23, 27, 24, 8, 16, 28, 25, 17, 9, 20, 3]"
xgb_midpoint,half_08_A,8,0.5,A,0.5,"[0, 23, 27, 16, 8, 25, 24, 28, 9, 19, 17, 20]"
xgb_orbit,half_08_A,8,0.5,A,0.5,"[0, 23, 16, 27, 17, 24, 25, 28, 8, 9, 20, 19]"
xgb_orbit_student,half_08_A,8,0.5,A,0.2631578947368421,"[24, 0, 25, 27, 23, 11, 13, 9, 26, 17, 3, 28]"
tabm_naive,half_08_A,8,0.5,A,0.4117647058823529,"[0, 27, 19, 7, 25, 20, 4, 23, 24, 1, 14, 10]"
tabm_midpoint,half_08_A,8,0.5,A,0.5,"[0, 27, 7, 19, 25, 23, 4, 20, 24, 1, 10, 14]"
tabm_orbit,half_08_A,8,0.5,A,0.5,"[0, 27, 7, 19, 25, 23, 4, 20, 24, 14, 1, 10]"
tabm_orbit_student,half_08_A,8,0.5,A,0.3333333333333333,"[0, 25, 27, 7, 14, 13, 4, 10, 24, 19, 23, 1]"
lasso_pair_q20,half_08_B,8,0.5,B,0.2,"[0, 20, 21, 25, 16, 27, 26, 5, 28, 14, 8, 10]"
linear_orbit_student,half_08_B,8,0.5,B,0.2631578947368421,"[21, 23, 27, 20, 9, 0, 16, 8, 28, 15, 14, 2]"
xgb_shap,half_08_B,8,0.5,B,0.8461538461538461,"[21, 23, 0, 16, 19, 15, 24, 20, 25, 18, 7, 2]"
xgb_pfi,half_08_B,8,0.5,B,0.7142857142857143,"[21, 0, 23, 19, 16, 18, 20, 15, 2, 9, 25, 1]"
tabm_pfi,half_08_B,8,0.5,B,0.6,"[23, 0, 21, 16, 20, 19, 15, 2, 27, 25, 26, 9]"
deep_lasso,half_08_B,8,0.5,B,0.8461538461538461,"[23, 0, 21, 20, 25, 15, 24, 19, 16, 27, 26, 7]"
xgb_naive,half_08_B,8,0.5,B,0.5,"[18, 19, 16, 21, 8, 27, 2, 17, 4, 15, 24, 13]"
xgb_midpoint,half_08_B,8,0.5,B,0.5,"[18, 19, 16, 21, 8, 27, 17, 4, 2, 15, 24, 13]"
xgb_orbit,half_08_B,8,0.5,B,0.6,"[18, 19, 16, 21, 8, 27, 17, 2, 4, 15, 24, 23]"
xgb_orbit_student,half_08_B,8,0.5,B,0.5,"[18, 15, 8, 17, 24, 10, 19, 22, 21, 27, 16, 4]"
tabm_naive,half_08_B,8,0.5,B,0.3333333333333333,"[0, 21, 23, 15, 20, 24, 18, 9, 1, 16, 2, 7]"
tabm_midpoint,half_08_B,8,0.5,B,0.3333333333333333,"[21, 0, 23, 15, 20, 24, 18, 9, 16, 1, 2, 7]"
tabm_orbit,half_08_B,8,0.5,B,0.3333333333333333,"[21, 0, 23, 15, 20, 24, 18, 9, 16, 1, 2, 7]"
tabm_orbit_student,half_08_B,8,0.5,B,0.2631578947368421,"[21, 24, 9, 23, 18, 0, 1, 12, 28, 20, 15, 2]"
lasso_pair_q20,half_09_A,9,0.5,A,0.2,"[20, 0, 21, 25, 27, 22, 12, 14, 28, 19, 7, 6]"
linear_orbit_student,half_09_A,9,0.5,A,0.2631578947368421,"[20, 0, 15, 27, 19, 23, 21, 25, 18, 7, 10, 17]"
xgb_shap,half_09_A,9,0.5,A,0.7142857142857143,"[21, 23, 0, 24, 19, 16, 15, 18, 25, 20, 2, 27]"
xgb_pfi,half_09_A,9,0.5,A,0.8461538461538461,"[21, 0, 23, 19, 16, 24, 15, 18, 20, 2, 25, 27]"
tabm_pfi,half_09_A,9,0.5,A,0.7142857142857143,"[23, 0, 16, 21, 19, 15, 20, 25, 2, 27, 3, 24]"
deep_lasso,half_09_A,9,0.5,A,0.8461538461538461,"[23, 21, 0, 20, 25, 16, 15, 19, 27, 18, 26, 24]"
xgb_naive,half_09_A,9,0.5,A,0.5,"[18, 0, 16, 19, 21, 17, 24, 23, 20, 3, 10, 7]"
xgb_midpoint,half_09_A,9,0.5,A,0.5,"[18, 0, 16, 19, 21, 23, 17, 24, 20, 3, 10, 7]"
xgb_orbit,half_09_A,9,0.5,A,0.5,"[18, 0, 16, 19, 21, 23, 17, 24, 20, 3, 10, 7]"
xgb_orbit_student,half_09_A,9,0.5,A,0.5,"[10, 0, 18, 19, 16, 17, 20, 23, 21, 24, 13, 3]"
tabm_naive,half_09_A,9,0.5,A,0.4117647058823529,"[0, 20, 16, 23, 25, 19, 24, 5, 3, 4, 21, 6]"
tabm_midpoint,half_09_A,9,0.5,A,0.5,"[0, 20, 16, 23, 19, 25, 24, 21, 5, 3, 4, 6]"
tabm_orbit,half_09_A,9,0.5,A,0.5,"[0, 20, 16, 23, 19, 25, 24, 21, 5, 3, 4, 6]"
tabm_orbit_student,half_09_A,9,0.5,A,0.3333333333333333,"[0, 20, 16, 23, 4, 5, 24, 19, 3, 25, 6, 21]"
lasso_pair_q20,half_09_B,9,0.5,B,0.3333333333333333,"[0, 25, 23, 16, 20, 2, 17, 22, 10, 4, 19, 12]"
linear_orbit_student,half_09_B,9,0.5,B,0.5,"[1, 16, 23, 17, 22, 21, 4, 2, 25, 28, 20, 5]"
xgb_shap,half_09_B,9,0.5,B,0.8461538461538461,"[23, 21, 0, 16, 19, 24, 15, 20, 18, 25, 1, 7]"
xgb_pfi,half_09_B,9,0.5,B,0.7142857142857143,"[23, 21, 0, 16, 19, 18, 20, 2, 1, 25, 24, 17]"
tabm_pfi,half_09_B,9,0.5,B,0.6,"[23, 15, 0, 19, 16, 21, 20, 2, 18, 9, 4, 27]"
deep_lasso,half_09_B,9,0.5,B,0.7142857142857143,"[23, 21, 0, 16, 19, 15, 20, 25, 18, 9, 27, 22]"
xgb_naive,half_09_B,9,0.5,B,0.5,"[18, 23, 19, 16, 2, 17, 25, 21, 9, 28, 24, 15]"
xgb_midpoint,half_09_B,9,0.5,B,0.5,"[19, 18, 23, 16, 2, 21, 25, 17, 9, 28, 15, 24]"
xgb_orbit,half_09_B,9,0.5,B,0.5,"[19, 18, 16, 23, 2, 25, 21, 17, 9, 28, 24, 15]"
xgb_orbit_student,half_09_B,9,0.5,B,0.5,"[25, 23, 14, 2, 9, 16, 17, 10, 21, 24, 18, 19]"
tabm_naive,half_09_B,9,0.5,B,0.4117647058823529,"[23, 16, 18, 1, 21, 19, 20, 4, 17, 28, 25, 2]"
tabm_midpoint,half_09_B,9,0.5,B,0.5,"[23, 16, 18, 19, 21, 1, 4, 20, 17, 28, 25, 2]"
tabm_orbit,half_09_B,9,0.5,B,0.5,"[23, 16, 18, 19, 21, 1, 20, 4, 17, 28, 25, 2]"
tabm_orbit_student,half_09_B,9,0.5,B,0.4117647058823529,"[28, 4, 17, 23, 18, 16, 21, 12, 25, 1, 19, 20]"
lasso_pair_q20,half_10_A,10,0.5,A,0.2631578947368421,"[20, 28, 3, 17, 27, 22, 11, 2, 14, 1, 6, 8]"
linear_orbit_student,half_10_A,10,0.5,A,0.6,"[23, 22, 4, 20, 27, 28, 21, 17, 19, 26, 1, 3]"
xgb_shap,half_10_A,10,0.5,A,0.6,"[21, 23, 0, 16, 24, 19, 20, 15, 18, 25, 17, 27]"
xgb_pfi,half_10_A,10,0.5,A,0.8461538461538461,"[21, 0, 23, 16, 19, 24, 20, 18, 2, 28, 15, 27]"
tabm_pfi,half_10_A,10,0.5,A,0.8461538461538461,"[23, 0, 16, 19, 15, 21, 20, 27, 25, 22, 24, 2]"
deep_lasso,half_10_A,10,0.5,A,0.8461538461538461,"[23, 21, 0, 20, 16, 19, 25, 15, 27, 24, 18, 2]"
xgb_naive,half_10_A,10,0.5,A,0.2631578947368421,"[18, 19, 23, 1, 16, 27, 3, 28, 11, 2, 12, 7]"
xgb_midpoint,half_10_A,10,0.5,A,0.2631578947368421,"[18, 19, 23, 1, 27, 16, 3, 11, 7, 28, 12, 10]"
xgb_orbit,half_10_A,10,0.5,A,0.2631578947368421,"[18, 19, 23, 1, 27, 16, 3, 11, 28, 7, 12, 10]"
xgb_orbit_student,half_10_A,10,0.5,A,0.2631578947368421,"[11, 14, 18, 23, 19, 12, 1, 3, 27, 10, 28, 16]"
tabm_naive,half_10_A,10,0.5,A,0.4117647058823529,"[23, 19, 27, 16, 4, 20, 21, 11, 13, 0, 7, 18]"
tabm_midpoint,half_10_A,10,0.5,A,0.3333333333333333,"[23, 19, 27, 21, 20, 4, 16, 11, 13, 22, 7, 28]"
tabm_orbit,half_10_A,10,0.5,A,0.4117647058823529,"[23, 19, 27, 21, 4, 20, 16, 11, 13, 22, 7, 0]"
tabm_orbit_student,half_10_A,10,0.5,A,0.3333333333333333,"[23, 22, 13, 14, 4, 11, 28, 19, 27, 21, 7, 16]"
lasso_pair_q20,half_10_B,10,0.5,B,0.2631578947368421,"[20, 21, 0, 25, 27, 26, 15, 8, 17, 7, 1, 5]"
linear_orbit_student,half_10_B,10,0.5,B,0.7142857142857143,"[21, 26, 20, 23, 25, 6, 18, 27, 1, 3, 4, 5]"
xgb_shap,half_10_B,10,0.5,B,1.0,"[23, 21, 0, 19, 24, 15, 16, 20, 1, 18, 7, 2]"
xgb_pfi,half_10_B,10,0.5,B,0.7142857142857143,"[23, 21, 0, 19, 15, 16, 24, 20, 18, 2, 28, 17]"
tabm_pfi,half_10_B,10,0.5,B,0.8461538461538461,"[23, 0, 21, 15, 19, 16, 2, 20, 18, 25, 22, 14]"
deep_lasso,half_10_B,10,0.5,B,0.8461538461538461,"[23, 21, 0, 25, 20, 24, 16, 19, 27, 15, 2, 7]"
xgb_naive,half_10_B,10,0.5,B,0.4117647058823529,"[23, 18, 21, 20, 19, 26, 25, 24, 9, 15, 0, 3]"
xgb_midpoint,half_10_B,10,0.5,B,0.4117647058823529,"[23, 18, 21, 20, 25, 26, 19, 24, 15, 9, 0, 6]"
xgb_orbit,half_10_B,10,0.5,B,0.4117647058823529,"[23, 18, 21, 20, 25, 26, 19, 15, 9, 24, 0, 3]"
xgb_orbit_student,half_10_B,10,0.5,B,0.3333333333333333,"[21, 9, 26, 20, 24, 25, 11, 6, 3, 23, 18, 15]"
tabm_naive,half_10_B,10,0.5,B,0.3333333333333333,"[23, 0, 20, 21, 25, 3, 24, 10, 26, 9, 17, 8]"
tabm_midpoint,half_10_B,10,0.5,B,0.3333333333333333,"[23, 0, 20, 21, 25, 24, 3, 10, 26, 9, 17, 8]"
tabm_orbit,half_10_B,10,0.5,B,0.3333333333333333,"[23, 0, 20, 21, 25, 3, 24, 10, 26, 9, 8, 17]"
tabm_orbit_student,half_10_B,10,0.5,B,0.3333333333333333,"[21, 20, 26, 25, 23, 24, 12, 3, 0, 10, 28, 8]"
lasso_pair_q20,half_11_A,11,0.5,A,0.3333333333333333,"[20, 25, 26, 16, 17, 21, 19, 6, 27, 15, 7, 22]"
linear_orbit_student,half_11_A,11,0.5,A,0.6,"[21, 20, 4, 27, 16, 22, 26, 1, 25, 8, 7, 9]"
xgb_shap,half_11_A,11,0.5,A,0.7142857142857143,"[23, 21, 0, 16, 19, 18, 24, 15, 27, 2, 20, 25]"
xgb_pfi,half_11_A,11,0.5,A,0.7142857142857143,"[21, 23, 0, 16, 19, 18, 2, 20, 15, 7, 4, 24]"
tabm_pfi,half_11_A,11,0.5,A,0.6,"[23, 0, 16, 15, 21, 19, 20, 2, 25, 1, 12, 9]"
deep_lasso,half_11_A,11,0.5,A,0.8461538461538461,"[23, 21, 0, 15, 16, 20, 19, 27, 25, 24, 18, 9]"
xgb_naive,half_11_A,11,0.5,A,0.3333333333333333,"[18, 27, 21, 15, 2, 1, 25, 4, 20, 7, 22, 8]"
xgb_midpoint,half_11_A,11,0.5,A,0.4117647058823529,"[18, 27, 21, 15, 2, 1, 25, 4, 20, 8, 22, 5]"
xgb_orbit,half_11_A,11,0.5,A,0.3333333333333333,"[18, 27, 21, 2, 15, 1, 25, 20, 4, 22, 8, 7]"
xgb_orbit_student,half_11_A,11,0.5,A,0.5,"[10, 25, 5, 15, 1, 21, 27, 20, 4, 22, 2, 18]"
tabm_naive,half_11_A,11,0.5,A,0.4117647058823529,"[16, 20, 27, 22, 7, 18, 21, 4, 23, 25, 9, 8]"
tabm_midpoint,half_11_A,11,0.5,A,0.4117647058823529,"[16, 20, 27, 21, 22, 7, 23, 4, 18, 25, 9, 8]"
tabm_orbit,half_11_A,11,0.5,A,0.4117647058823529,"[16, 20, 27, 21, 22, 7, 23, 4, 18, 25, 9, 8]"
tabm_orbit_student,half_11_A,11,0.5,A,0.4117647058823529,"[4, 25, 20, 7, 16, 22, 12, 27, 21, 18, 9, 8]"
lasso_pair_q20,half_11_B,11,0.5,B,0.5,"[0, 20, 23, 25, 27, 4, 22, 2, 17, 6, 1, 3]"
linear_orbit_student,half_11_B,11,0.5,B,0.6,"[25, 27, 20, 18, 23, 0, 2, 26, 1, 3, 4, 5]"
xgb_shap,half_11_B,11,0.5,B,0.7142857142857143,"[23, 0, 21, 24, 16, 15, 25, 19, 20, 1, 18, 9]"
xgb_pfi,half_11_B,11,0.5,B,0.8461538461538461,"[23, 0, 21, 16, 19, 24, 15, 20, 18, 25, 1, 2]"
tabm_pfi,half_11_B,11,0.5,B,0.7142857142857143,"[0, 23, 16, 21, 19, 15, 20, 25, 2, 24, 1, 9]"
deep_lasso,half_11_B,11,0.5,B,0.8461538461538461,"[23, 0, 20, 21, 25, 16, 19, 15, 26, 7, 18, 24]"
xgb_naive,half_11_B,11,0.5,B,0.6,"[19, 16, 25, 1, 18, 20, 0, 23, 17, 24, 3, 21]"
xgb_midpoint,half_11_B,11,0.5,B,0.6,"[19, 16, 25, 1, 18, 20, 23, 21, 24, 12, 3, 17]"
xgb_orbit,half_11_B,11,0.5,B,0.5,"[19, 16, 25, 1, 18, 20, 23, 3, 17, 21, 0, 12]"
xgb_orbit_student,half_11_B,11,0.5,B,0.3333333333333333,"[19, 12, 13, 16, 25, 21, 20, 3, 17, 8, 24, 1]"
tabm_naive,half_11_B,11,0.5,B,0.3333333333333333,"[25, 19, 21, 7, 0, 13, 20, 3, 14, 8, 12, 1]"
tabm_midpoint,half_11_B,11,0.5,B,0.3333333333333333,"[25, 21, 19, 7, 0, 13, 3, 20, 8, 14, 12, 1]"
tabm_orbit,half_11_B,11,0.5,B,0.3333333333333333,"[25, 21, 19, 7, 0, 13, 3, 8, 14, 12, 20, 1]"
tabm_orbit_student,half_11_B,11,0.5,B,0.2631578947368421,"[21, 14, 13, 25, 12, 7, 8, 19, 3, 11, 0, 1]"
lasso_pair_q20,half_12_A,12,0.5,A,0.5,"[20, 0, 25, 26, 27, 9, 22, 4, 19, 17, 10, 3]"
linear_orbit_student,half_12_A,12,0.5,A,0.6,"[20, 25, 23, 27, 26, 22, 4, 0, 9, 6, 7, 1]"
xgb_shap,half_12_A,12,0.5,A,0.7142857142857143,"[23, 21, 0, 19, 16, 24, 15, 25, 17, 7, 2, 1]"
xgb_pfi,half_12_A,12,0.5,A,0.8461538461538461,"[23, 0, 21, 19, 16, 20, 18, 2, 1, 15, 24, 25]"
tabm_pfi,half_12_A,12,0.5,A,0.7142857142857143,"[0, 23, 16, 21, 20, 15, 19, 2, 27, 24, 26, 18]"
deep_lasso,half_12_A,12,0.5,A,0.7142857142857143,"[23, 21, 0, 20, 25, 24, 2, 16, 15, 19, 26, 27]"
xgb_naive,half_12_A,12,0.5,A,0.4117647058823529,"[18, 0, 19, 23, 21, 25, 7, 11, 9, 20, 5, 26]"
xgb_midpoint,half_12_A,12,0.5,A,0.4117647058823529,"[18, 0, 19, 23, 21, 7, 25, 11, 20, 26, 9, 5]"
xgb_orbit,half_12_A,12,0.5,A,0.4117647058823529,"[18, 0, 19, 23, 21, 7, 25, 11, 9, 20, 5, 26]"
xgb_orbit_student,half_12_A,12,0.5,A,0.4117647058823529,"[0, 14, 11, 18, 23, 21, 5, 9, 20, 25, 19, 26]"
tabm_naive,half_12_A,12,0.5,A,0.5,"[0, 20, 23, 21, 25, 22, 4, 27, 26, 17, 11, 6]"
tabm_midpoint,half_12_A,12,0.5,A,0.5,"[0, 20, 23, 21, 25, 22, 4, 27, 26, 17, 11, 6]"
tabm_orbit,half_12_A,12,0.5,A,0.5,"[0, 20, 23, 21, 25, 22, 4, 27, 26, 17, 11, 6]"
tabm_orbit_student,half_12_A,12,0.5,A,0.5,"[20, 23, 5, 25, 11, 0, 6, 21, 9, 4, 26, 22]"
lasso_pair_q20,half_12_B,12,0.5,B,0.3333333333333333,"[21, 20, 16, 26, 14, 9, 15, 1, 7, 6, 19, 8]"
linear_orbit_student,half_12_B,12,0.5,B,0.2631578947368421,"[21, 7, 20, 1, 11, 8, 10, 15, 19, 9, 16, 3]"
xgb_shap,half_12_B,12,0.5,B,0.6,"[23, 21, 0, 24, 16, 15, 19, 20, 18, 28, 27, 8]"
xgb_pfi,half_12_B,12,0.5,B,0.7142857142857143,"[21, 23, 0, 16, 19, 24, 20, 15, 18, 2, 28, 17]"
tabm_pfi,half_12_B,12,0.5,B,0.6,"[0, 23, 21, 19, 16, 15, 20, 25, 2, 3, 1, 8]"
deep_lasso,half_12_B,12,0.5,B,0.8461538461538461,"[23, 21, 0, 20, 25, 19, 16, 15, 27, 8, 7, 18]"
xgb_naive,half_12_B,12,0.5,B,0.4117647058823529,"[23, 19, 21, 18, 20, 5, 17, 7, 11, 26, 10, 12]"
xgb_midpoint,half_12_B,12,0.5,B,0.4117647058823529,"[23, 19, 21, 18, 20, 17, 5, 7, 11, 26, 10, 12]"
xgb_orbit,half_12_B,12,0.5,B,0.4117647058823529,"[23, 19, 21, 18, 20, 5, 7, 17, 11, 26, 10, 12]"
xgb_orbit_student,half_12_B,12,0.5,B,0.5,"[23, 11, 5, 19, 20, 26, 21, 10, 7, 12, 17, 18]"
tabm_naive,half_12_B,12,0.5,B,0.3333333333333333,"[23, 19, 0, 10, 20, 21, 7, 1, 9, 11, 27, 17]"
tabm_midpoint,half_12_B,12,0.5,B,0.3333333333333333,"[23, 19, 0, 10, 21, 20, 7, 1, 9, 11, 17, 8]"
tabm_orbit,half_12_B,12,0.5,B,0.3333333333333333,"[23, 19, 0, 10, 21, 20, 7, 1, 9, 11, 17, 8]"
tabm_orbit_student,half_12_B,12,0.5,B,0.2,"[23, 19, 7, 9, 1, 17, 21, 11, 0, 20, 10, 6]"
lasso_pair_q20,half_13_A,13,0.5,A,0.3333333333333333,"[20, 0, 23, 25, 27, 2, 17, 7, 1, 4, 10, 11]"
linear_orbit_student,half_13_A,13,0.5,A,0.3333333333333333,"[0, 7, 21, 25, 15, 20, 23, 6, 16, 2, 1, 3]"
xgb_shap,half_13_A,13,0.5,A,0.7142857142857143,"[23, 21, 0, 24, 16, 19, 25, 15, 20, 18, 7, 9]"
xgb_pfi,half_13_A,13,0.5,A,0.7142857142857143,"[23, 21, 0, 16, 19, 24, 20, 15, 25, 18, 28, 2]"
tabm_pfi,half_13_A,13,0.5,A,1.0,"[23, 0, 19, 21, 16, 15, 20, 18, 2, 24, 25, 22]"
deep_lasso,half_13_A,13,0.5,A,1.0,"[23, 21, 0, 20, 25, 16, 19, 15, 27, 24, 18, 7]"
xgb_naive,half_13_A,13,0.5,A,0.3333333333333333,"[0, 17, 21, 23, 28, 15, 24, 2, 12, 19, 8, 20]"
xgb_midpoint,half_13_A,13,0.5,A,0.3333333333333333,"[0, 17, 21, 23, 28, 24, 15, 12, 2, 19, 8, 5]"
xgb_orbit,half_13_A,13,0.5,A,0.3333333333333333,"[0, 17, 21, 23, 28, 24, 15, 12, 2, 19, 8, 25]"
xgb_orbit_student,half_13_A,13,0.5,A,0.2,"[0, 17, 12, 10, 24, 21, 8, 28, 15, 26, 2, 11]"
tabm_naive,half_13_A,13,0.5,A,0.4117647058823529,"[0, 23, 7, 24, 27, 18, 2, 21, 5, 12, 14, 11]"
tabm_midpoint,half_13_A,13,0.5,A,0.3333333333333333,"[0, 23, 21, 24, 7, 18, 2, 27, 5, 12, 14, 11]"
tabm_orbit,half_13_A,13,0.5,A,0.3333333333333333,"[0, 23, 21, 7, 24, 18, 2, 27, 5, 12, 14, 11]"
tabm_orbit_student,half_13_A,13,0.5,A,0.3333333333333333,"[0, 12, 24, 5, 14, 2, 7, 18, 27, 23, 21, 11]"
lasso_pair_q20,half_13_B,13,0.5,B,0.4117647058823529,"[25, 20, 23, 16, 26, 19, 1, 15, 9, 17, 7, 13]"
linear_orbit_student,half_13_B,13,0.5,B,0.4117647058823529,"[21, 16, 23, 20, 25, 7, 13, 11, 1, 3, 5, 6]"
xgb_shap,half_13_B,13,0.5,B,0.8461538461538461,"[23, 21, 0, 16, 19, 20, 15, 24, 8, 18, 1, 2]"
xgb_pfi,half_13_B,13,0.5,B,0.8461538461538461,"[23, 21, 0, 16, 19, 20, 18, 2, 15, 8, 1, 24]"
tabm_pfi,half_13_B,13,0.5,B,0.6,"[23, 0, 21, 16, 15, 19, 20, 2, 8, 25, 17, 27]"
deep_lasso,half_13_B,13,0.5,B,0.7142857142857143,"[23, 21, 0, 20, 16, 15, 25, 19, 27, 8, 24, 4]"
xgb_naive,half_13_B,13,0.5,B,0.3333333333333333,"[18, 16, 27, 17, 28, 20, 21, 2, 1, 11, 10, 22]"
xgb_midpoint,half_13_B,13,0.5,B,0.4117647058823529,"[18, 16, 21, 27, 17, 20, 23, 28, 2, 1, 0, 11]"
xgb_orbit,half_13_B,13,0.5,B,0.4117647058823529,"[18, 16, 27, 17, 21, 28, 20, 2, 23, 1, 11, 10]"
xgb_orbit_student,half_13_B,13,0.5,B,0.3333333333333333,"[18, 20, 27, 17, 28, 22, 2, 10, 16, 1, 11, 21]"
tabm_naive,half_13_B,13,0.5,B,0.2,"[21, 19, 0, 20, 23, 17, 3, 9, 28, 7, 11, 29]"
tabm_midpoint,half_13_B,13,0.5,B,0.2631578947368421,"[21, 19, 0, 23, 20, 17, 3, 7, 28, 9, 29, 30]"
tabm_orbit,half_13_B,13,0.5,B,0.2631578947368421,"[21, 19, 0, 23, 20, 17, 3, 28, 7, 9, 29, 30]"
tabm_orbit_student,half_13_B,13,0.5,B,0.14285714285714285,"[19, 28, 17, 21, 20, 23, 0, 3, 7, 9, 29, 30]"
lasso_pair_q20,half_14_A,14,0.5,A,0.4117647058823529,"[20, 0, 27, 23, 25, 4, 8, 1, 5, 22, 2, 9]"
linear_orbit_student,half_14_A,14,0.5,A,0.3333333333333333,"[22, 0, 21, 2, 8, 27, 25, 17, 18, 10, 1, 3]"
xgb_shap,half_14_A,14,0.5,A,0.8461538461538461,"[21, 23, 0, 16, 19, 24, 15, 18, 2, 7, 17, 1]"
xgb_pfi,half_14_A,14,0.5,A,1.0,"[21, 0, 23, 19, 16, 2, 18, 24, 20, 1, 15, 27]"
tabm_pfi,half_14_A,14,0.5,A,0.8461538461538461,"[23, 0, 21, 16, 15, 19, 2, 25, 18, 20, 17, 22]"
deep_lasso,half_14_A,14,0.5,A,0.8461538461538461,"[21, 23, 0, 15, 25, 16, 19, 20, 27, 18, 26, 24]"
xgb_naive,half_14_A,14,0.5,A,0.5,"[18, 0, 21, 16, 2, 23, 1, 17, 24, 20, 13, 25]"
xgb_midpoint,half_14_A,14,0.5,A,0.4117647058823529,"[18, 0, 21, 16, 23, 2, 17, 1, 24, 20, 13, 3]"
xgb_orbit,half_14_A,14,0.5,A,0.5,"[18, 0, 21, 16, 23, 2, 1, 17, 20, 24, 13, 25]"
xgb_orbit_student,half_14_A,14,0.5,A,0.3333333333333333,"[18, 2, 0, 13, 23, 16, 24, 20, 21, 1, 11, 17]"
tabm_naive,half_14_A,14,0.5,A,0.3333333333333333,"[20, 19, 0, 16, 18, 23, 21, 13, 9, 2, 3, 5]"
tabm_midpoint,half_14_A,14,0.5,A,0.3333333333333333,"[20, 19, 23, 0, 21, 18, 16, 13, 9, 2, 3, 17]"
