method,run,fraction,size,empty
xgb_midpoint,f70_01,0.7,0,True
xgb_orbit,f70_01,0.7,0,True
xgb_orbit_student,f70_01,0.7,0,True
tabm_naive,f70_01,0.7,0,True
tabm_midpoint,f70_01,0.7,0,True
tabm_orbit,f70_01,0.7,0,True
tabm_orbit_student,f70_01,0.7,0,True
lasso_pair_q20,f70_02,0.7,0,True
linear_orbit_student,f70_02,0.7,0,True
xgb_naive,f70_02,0.7,0,True
xgb_midpoint,f70_02,0.7,0,True
xgb_orbit,f70_02,0.7,0,True
xgb_orbit_student,f70_02,0.7,0,True
tabm_naive,f70_02,0.7,0,True
tabm_midpoint,f70_02,0.7,0,True
tabm_orbit,f70_02,0.7,0,True
tabm_orbit_student,f70_02,0.7,0,True
lasso_pair_q20,f70_03,0.7,0,True
linear_orbit_student,f70_03,0.7,0,True
xgb_naive,f70_03,0.7,0,True
xgb_midpoint,f70_03,0.7,0,True
xgb_orbit,f70_03,0.7,0,True
xgb_orbit_student,f70_03,0.7,0,True
tabm_naive,f70_03,0.7,0,True
tabm_midpoint,f70_03,0.7,0,True
tabm_orbit,f70_03,0.7,0,True
tabm_orbit_student,f70_03,0.7,0,True
lasso_pair_q20,f70_04,0.7,6,False
linear_orbit_student,f70_04,0.7,0,True
xgb_naive,f70_04,0.7,13,False
xgb_midpoint,f70_04,0.7,15,False
xgb_orbit,f70_04,0.7,12,False
xgb_orbit_student,f70_04,0.7,10,False
tabm_naive,f70_04,0.7,7,False
tabm_midpoint,f70_04,0.7,7,False
tabm_orbit,f70_04,0.7,7,False
tabm_orbit_student,f70_04,0.7,0,True
lasso_pair_q20,f70_05,0.7,0,True
linear_orbit_student,f70_05,0.7,0,True
xgb_naive,f70_05,0.7,6,False
xgb_midpoint,f70_05,0.7,7,False
xgb_orbit,f70_05,0.7,7,False
xgb_orbit_student,f70_05,0.7,0,True
tabm_naive,f70_05,0.7,6,False
tabm_midpoint,f70_05,0.7,6,False
tabm_orbit,f70_05,0.7,6,False
tabm_orbit_student,f70_05,0.7,0,True
lasso_pair_q20,f70_06,0.7,0,True
linear_orbit_student,f70_06,0.7,0,True
xgb_naive,f70_06,0.7,0,True
xgb_midpoint,f70_06,0.7,0,True
xgb_orbit,f70_06,0.7,0,True
xgb_orbit_student,f70_06,0.7,0,True
tabm_naive,f70_06,0.7,0,True
tabm_midpoint,f70_06,0.7,0,True
tabm_orbit,f70_06,0.7,0,True
tabm_orbit_student,f70_06,0.7,0,True
lasso_pair_q20,f70_07,0.7,0,True
linear_orbit_student,f70_07,0.7,15,False
xgb_naive,f70_07,0.7,0,True
xgb_midpoint,f70_07,0.7,0,True
xgb_orbit,f70_07,0.7,0,True
xgb_orbit_student,f70_07,0.7,0,True
tabm_naive,f70_07,0.7,7,False
tabm_midpoint,f70_07,0.7,7,False
tabm_orbit,f70_07,0.7,7,False
tabm_orbit_student,f70_07,0.7,10,False
lasso_pair_q20,f70_08,0.7,5,False
linear_orbit_student,f70_08,0.7,5,False
xgb_naive,f70_08,0.7,12,False
xgb_midpoint,f70_08,0.7,0,True
xgb_orbit,f70_08,0.7,0,True
xgb_orbit_student,f70_08,0.7,14,False
tabm_naive,f70_08,0.7,0,True
tabm_midpoint,f70_08,0.7,0,True
tabm_orbit,f70_08,0.7,0,True
tabm_orbit_student,f70_08,0.7,0,True
lasso_pair_q20,f70_09,0.7,5,False
linear_orbit_student,f70_09,0.7,0,True
xgb_naive,f70_09,0.7,0,True
xgb_midpoint,f70_09,0.7,0,True
xgb_orbit,f70_09,0.7,0,True
xgb_orbit_student,f70_09,0.7,0,True
tabm_naive,f70_09,0.7,5,False
tabm_midpoint,f70_09,0.7,5,False
tabm_orbit,f70_09,0.7,5,False
tabm_orbit_student,f70_09,0.7,8,False
lasso_pair_q20,f70_10,0.7,0,True
linear_orbit_student,f70_10,0.7,0,True
xgb_naive,f70_10,0.7,0,True
xgb_midpoint,f70_10,0.7,0,True
xgb_orbit,f70_10,0.7,0,True
xgb_orbit_student,f70_10,0.7,0,True
tabm_naive,f70_10,0.7,0,True
tabm_midpoint,f70_10,0.7,0,True
tabm_orbit,f70_10,0.7,0,True
tabm_orbit_student,f70_10,0.7,0,True
lasso_pair_q20,f70_11,0.7,0,True
linear_orbit_student,f70_11,0.7,0,True
xgb_naive,f70_11,0.7,0,True
xgb_midpoint,f70_11,0.7,0,True
xgb_orbit,f70_11,0.7,0,True
xgb_orbit_student,f70_11,0.7,0,True
tabm_naive,f70_11,0.7,0,True
tabm_midpoint,f70_11,0.7,0,True
tabm_orbit,f70_11,0.7,0,True
tabm_orbit_student,f70_11,0.7,0,True
lasso_pair_q20,f70_12,0.7,0,True
linear_orbit_student,f70_12,0.7,0,True
xgb_naive,f70_12,0.7,0,True
xgb_midpoint,f70_12,0.7,0,True
xgb_orbit,f70_12,0.7,0,True
xgb_orbit_student,f70_12,0.7,0,True
tabm_naive,f70_12,0.7,0,True
tabm_midpoint,f70_12,0.7,0,True
tabm_orbit,f70_12,0.7,0,True
tabm_orbit_student,f70_12,0.7,0,True
lasso_pair_q20,f70_13,0.7,6,False
linear_orbit_student,f70_13,0.7,0,True
xgb_naive,f70_13,0.7,0,True
xgb_midpoint,f70_13,0.7,0,True
xgb_orbit,f70_13,0.7,0,True
xgb_orbit_student,f70_13,0.7,0,True
tabm_naive,f70_13,0.7,8,False
tabm_midpoint,f70_13,0.7,8,False
tabm_orbit,f70_13,0.7,8,False
tabm_orbit_student,f70_13,0.7,6,False
lasso_pair_q20,f70_14,0.7,0,True
linear_orbit_student,f70_14,0.7,0,True
xgb_naive,f70_14,0.7,0,True
xgb_midpoint,f70_14,0.7,0,True
xgb_orbit,f70_14,0.7,0,True
xgb_orbit_student,f70_14,0.7,0,True
tabm_naive,f70_14,0.7,0,True
tabm_midpoint,f70_14,0.7,0,True
tabm_orbit,f70_14,0.7,0,True
tabm_orbit_student,f70_14,0.7,0,True
lasso_pair_q20,f70_15,0.7,0,True
linear_orbit_student,f70_15,0.7,0,True
xgb_naive,f70_15,0.7,0,True
xgb_midpoint,f70_15,0.7,0,True
xgb_orbit,f70_15,0.7,0,True
xgb_orbit_student,f70_15,0.7,0,True
tabm_naive,f70_15,0.7,14,False
tabm_midpoint,f70_15,0.7,14,False
tabm_orbit,f70_15,0.7,14,False
tabm_orbit_student,f70_15,0.7,15,False
lasso_pair_q20,f70_16,0.7,0,True
linear_orbit_student,f70_16,0.7,0,True
xgb_naive,f70_16,0.7,0,True
xgb_midpoint,f70_16,0.7,0,True
xgb_orbit,f70_16,0.7,0,True
xgb_orbit_student,f70_16,0.7,0,True
tabm_naive,f70_16,0.7,5,False
tabm_midpoint,f70_16,0.7,5,False
tabm_orbit,f70_16,0.7,5,False
tabm_orbit_student,f70_16,0.7,0,True
lasso_pair_q20,f70_17,0.7,5,False
linear_orbit_student,f70_17,0.7,0,True
xgb_naive,f70_17,0.7,0,True
xgb_midpoint,f70_17,0.7,0,True
xgb_orbit,f70_17,0.7,0,True
xgb_orbit_student,f70_17,0.7,0,True
tabm_naive,f70_17,0.7,0,True
tabm_midpoint,f70_17,0.7,0,True
tabm_orbit,f70_17,0.7,0,True
tabm_orbit_student,f70_17,0.7,0,True
lasso_pair_q20,f70_18,0.7,5,False
linear_orbit_student,f70_18,0.7,0,True
xgb_naive,f70_18,0.7,5,False
xgb_midpoint,f70_18,0.7,5,False
xgb_orbit,f70_18,0.7,5,False
xgb_orbit_student,f70_18,0.7,6,False
tabm_naive,f70_18,0.7,0,True
tabm_midpoint,f70_18,0.7,0,True
tabm_orbit,f70_18,0.7,0,True
tabm_orbit_student,f70_18,0.7,6,False
lasso_pair_q20,f70_19,0.7,0,True
linear_orbit_student,f70_19,0.7,0,True
xgb_naive,f70_19,0.7,0,True
xgb_midpoint,f70_19,0.7,0,True
xgb_orbit,f70_19,0.7,5,False
xgb_orbit_student,f70_19,0.7,0,True
tabm_naive,f70_19,0.7,0,True
tabm_midpoint,f70_19,0.7,0,True
tabm_orbit,f70_19,0.7,0,True
tabm_orbit_student,f70_19,0.7,0,True
lasso_pair_q20,f80_00,0.8,0,True
linear_orbit_student,f80_00,0.8,0,True
xgb_naive,f80_00,0.8,0,True
xgb_midpoint,f80_00,0.8,0,True
xgb_orbit,f80_00,0.8,0,True
xgb_orbit_student,f80_00,0.8,0,True
tabm_naive,f80_00,0.8,0,True
tabm_midpoint,f80_00,0.8,0,True
tabm_orbit,f80_00,0.8,0,True
tabm_orbit_student,f80_00,0.8,0,True
lasso_pair_q20,f80_01,0.8,0,True
linear_orbit_student,f80_01,0.8,0,True
xgb_naive,f80_01,0.8,0,True
xgb_midpoint,f80_01,0.8,0,True
xgb_orbit,f80_01,0.8,0,True
xgb_orbit_student,f80_01,0.8,0,True
tabm_naive,f80_01,0.8,0,True
tabm_midpoint,f80_01,0.8,0,True
tabm_orbit,f80_01,0.8,0,True
tabm_orbit_student,f80_01,0.8,0,True
lasso_pair_q20,f80_02,0.8,12,False
linear_orbit_student,f80_02,0.8,10,False
xgb_naive,f80_02,0.8,5,False
xgb_midpoint,f80_02,0.8,5,False
xgb_orbit,f80_02,0.8,5,False
xgb_orbit_student,f80_02,0.8,0,True
tabm_naive,f80_02,0.8,10,False
tabm_midpoint,f80_02,0.8,10,False
tabm_orbit,f80_02,0.8,10,False
tabm_orbit_student,f80_02,0.8,15,False
lasso_pair_q20,f80_03,0.8,10,False
linear_orbit_student,f80_03,0.8,0,True
xgb_naive,f80_03,0.8,6,False
xgb_midpoint,f80_03,0.8,0,True
xgb_orbit,f80_03,0.8,5,False
xgb_orbit_student,f80_03,0.8,8,False
tabm_naive,f80_03,0.8,0,True
tabm_midpoint,f80_03,0.8,0,True
tabm_orbit,f80_03,0.8,0,True
tabm_orbit_student,f80_03,0.8,0,True
lasso_pair_q20,f80_04,0.8,5,False
linear_orbit_student,f80_04,0.8,0,True
xgb_naive,f80_04,0.8,0,True
xgb_midpoint,f80_04,0.8,0,True
xgb_orbit,f80_04,0.8,0,True
xgb_orbit_student,f80_04,0.8,0,True
tabm_naive,f80_04,0.8,0,True
tabm_midpoint,f80_04,0.8,0,True
tabm_orbit,f80_04,0.8,0,True
tabm_orbit_student,f80_04,0.8,0,True
lasso_pair_q20,f80_05,0.8,10,False
linear_orbit_student,f80_05,0.8,12,False
xgb_naive,f80_05,0.8,0,True
xgb_midpoint,f80_05,0.8,0,True
xgb_orbit,f80_05,0.8,0,True
xgb_orbit_student,f80_05,0.8,0,True
tabm_naive,f80_05,0.8,0,True
tabm_midpoint,f80_05,0.8,0,True
tabm_orbit,f80_05,0.8,0,True
tabm_orbit_student,f80_05,0.8,0,True
lasso_pair_q20,f80_06,0.8,0,True
linear_orbit_student,f80_06,0.8,0,True
xgb_naive,f80_06,0.8,0,True
xgb_midpoint,f80_06,0.8,0,True
xgb_orbit,f80_06,0.8,0,True
xgb_orbit_student,f80_06,0.8,0,True
tabm_naive,f80_06,0.8,0,True
tabm_midpoint,f80_06,0.8,0,True
tabm_orbit,f80_06,0.8,0,True
tabm_orbit_student,f80_06,0.8,0,True
lasso_pair_q20,f80_07,0.8,0,True
linear_orbit_student,f80_07,0.8,0,True
xgb_naive,f80_07,0.8,0,True
xgb_midpoint,f80_07,0.8,0,True
xgb_orbit,f80_07,0.8,0,True
xgb_orbit_student,f80_07,0.8,0,True
tabm_naive,f80_07,0.8,0,True
tabm_midpoint,f80_07,0.8,0,True
tabm_orbit,f80_07,0.8,0,True
tabm_orbit_student,f80_07,0.8,0,True
lasso_pair_q20,f80_08,0.8,0,True
linear_orbit_student,f80_08,0.8,0,True
xgb_naive,f80_08,0.8,0,True
xgb_midpoint,f80_08,0.8,0,True
xgb_orbit,f80_08,0.8,0,True
xgb_orbit_student,f80_08,0.8,5,False
tabm_naive,f80_08,0.8,0,True
tabm_midpoint,f80_08,0.8,0,True
tabm_orbit,f80_08,0.8,0,True
tabm_orbit_student,f80_08,0.8,0,True
lasso_pair_q20,f80_09,0.8,0,True
linear_orbit_student,f80_09,0.8,0,True
xgb_naive,f80_09,0.8,0,True
xgb_midpoint,f80_09,0.8,0,True
xgb_orbit,f80_09,0.8,0,True
xgb_orbit_student,f80_09,0.8,0,True
tabm_naive,f80_09,0.8,0,True
tabm_midpoint,f80_09,0.8,0,True
tabm_orbit,f80_09,0.8,0,True
tabm_orbit_student,f80_09,0.8,0,True
lasso_pair_q20,f80_10,0.8,11,False
linear_orbit_student,f80_10,0.8,0,True
xgb_naive,f80_10,0.8,0,True
xgb_midpoint,f80_10,0.8,0,True
xgb_orbit,f80_10,0.8,0,True
xgb_orbit_student,f80_10,0.8,15,False
tabm_naive,f80_10,0.8,0,True
tabm_midpoint,f80_10,0.8,0,True
tabm_orbit,f80_10,0.8,0,True
tabm_orbit_student,f80_10,0.8,0,True
lasso_pair_q20,f80_11,0.8,0,True
linear_orbit_student,f80_11,0.8,0,True
xgb_naive,f80_11,0.8,0,True
xgb_midpoint,f80_11,0.8,0,True
xgb_orbit,f80_11,0.8,0,True
xgb_orbit_student,f80_11,0.8,0,True
tabm_naive,f80_11,0.8,0,True
tabm_midpoint,f80_11,0.8,0,True
tabm_orbit,f80_11,0.8,0,True
tabm_orbit_student,f80_11,0.8,0,True
lasso_pair_q20,f80_12,0.8,0,True
linear_orbit_student,f80_12,0.8,0,True
xgb_naive,f80_12,0.8,0,True
xgb_midpoint,f80_12,0.8,0,True
xgb_orbit,f80_12,0.8,0,True
xgb_orbit_student,f80_12,0.8,0,True
tabm_naive,f80_12,0.8,0,True
tabm_midpoint,f80_12,0.8,0,True
tabm_orbit,f80_12,0.8,0,True
tabm_orbit_student,f80_12,0.8,7,False
lasso_pair_q20,f80_13,0.8,0,True
linear_orbit_student,f80_13,0.8,0,True
xgb_naive,f80_13,0.8,0,True
xgb_midpoint,f80_13,0.8,0,True
xgb_orbit,f80_13,0.8,0,True
xgb_orbit_student,f80_13,0.8,0,True
tabm_naive,f80_13,0.8,0,True
tabm_midpoint,f80_13,0.8,0,True
tabm_orbit,f80_13,0.8,0,True
tabm_orbit_student,f80_13,0.8,0,True
lasso_pair_q20,f80_14,0.8,0,True
linear_orbit_student,f80_14,0.8,0,True
xgb_naive,f80_14,0.8,0,True
xgb_midpoint,f80_14,0.8,0,True
xgb_orbit,f80_14,0.8,0,True
xgb_orbit_student,f80_14,0.8,7,False
tabm_naive,f80_14,0.8,0,True
tabm_midpoint,f80_14,0.8,0,True
tabm_orbit,f80_14,0.8,0,True
tabm_orbit_student,f80_14,0.8,5,False
lasso_pair_q20,f80_15,0.8,11,False
linear_orbit_student,f80_15,0.8,0,True
xgb_naive,f80_15,0.8,13,False
xgb_midpoint,f80_15,0.8,11,False
xgb_orbit,f80_15,0.8,15,False
xgb_orbit_student,f80_15,0.8,6,False
tabm_naive,f80_15,0.8,11,False
tabm_midpoint,f80_15,0.8,10,False
tabm_orbit,f80_15,0.8,10,False
tabm_orbit_student,f80_15,0.8,0,True
lasso_pair_q20,f80_16,0.8,5,False
linear_orbit_student,f80_16,0.8,5,False
xgb_naive,f80_16,0.8,0,True
xgb_midpoint,f80_16,0.8,0,True
xgb_orbit,f80_16,0.8,0,True
xgb_orbit_student,f80_16,0.8,6,False
tabm_naive,f80_16,0.8,5,False
tabm_midpoint,f80_16,0.8,5,False
tabm_orbit,f80_16,0.8,5,False
tabm_orbit_student,f80_16,0.8,0,True
lasso_pair_q20,f80_17,0.8,5,False
linear_orbit_student,f80_17,0.8,10,False
xgb_naive,f80_17,0.8,0,True
xgb_midpoint,f80_17,0.8,0,True
xgb_orbit,f80_17,0.8,0,True
xgb_orbit_student,f80_17,0.8,0,True
tabm_naive,f80_17,0.8,11,False
tabm_midpoint,f80_17,0.8,11,False
tabm_orbit,f80_17,0.8,11,False
tabm_orbit_student,f80_17,0.8,0,True
lasso_pair_q20,f80_18,0.8,0,True
linear_orbit_student,f80_18,0.8,6,False
xgb_naive,f80_18,0.8,0,True
xgb_midpoint,f80_18,0.8,0,True
xgb_orbit,f80_18,0.8,0,True
xgb_orbit_student,f80_18,0.8,6,False
tabm_naive,f80_18,0.8,5,False
tabm_midpoint,f80_18,0.8,5,False
tabm_orbit,f80_18,0.8,5,False
tabm_orbit_student,f80_18,0.8,8,False
lasso_pair_q20,f80_19,0.8,0,True
linear_orbit_student,f80_19,0.8,0,True
xgb_naive,f80_19,0.8,0,True
xgb_midpoint,f80_19,0.8,0,True
xgb_orbit,f80_19,0.8,0,True
xgb_orbit_student,f80_19,0.8,0,True
tabm_naive,f80_19,0.8,0,True
tabm_midpoint,f80_19,0.8,0,True
tabm_orbit,f80_19,0.8,0,True
tabm_orbit_student,f80_19,0.8,0,True
