method,scenario,rule,repetitions,FDP_mean,FDP_sd,FDP_se,FDP_ci_low,FDP_ci_high,power_mean,power_sd,power_se,power_ci_low,power_ci_high,discoveries_mean,discoveries_sd,discoveries_se,discoveries_ci_low,discoveries_ci_high,FDP_gt_0.2_mean,FDP_gt_0.2_sd,FDP_gt_0.2_se,FDP_gt_0.2_ci_low,FDP_gt_0.2_ci_high,rmse_at_12_mean,rmse_at_12_sd,rmse_at_12_se,rmse_at_12_ci_low,rmse_at_12_ci_high
deep_lasso,linear_medium,top10,100,0.011000000000000001,0.034509550720186015,0.0034509550720186015,0.004152556447205825,0.017847443552794176,0.9890000000000001,0.034509550720186,0.0034509550720186,0.9821525564472059,0.9958474435527943,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0724487078183074,0.03934651731716649,0.003934651731716649,1.0646415051539522,1.0802559104826626
deep_lasso,linear_medium,top12,100,0.17000000000000007,0.016412198797244364,0.0016412198797244363,0.1667434636934978,0.17325653630650234,0.996,0.019694638556693234,0.0019694638556693234,0.9920921564321973,0.9999078435678027,12.0,0.0,0.0,12.0,12.0,0.04,0.19694638556693236,0.019694638556693237,0.0009215643219727815,0.07907843567802722,1.0724487078183074,0.03934651731716649,0.003934651731716649,1.0646415051539522,1.0802559104826626
deep_lasso,linear_medium,top14,100,0.28785714285714276,0.012246186285554668,0.0012246186285554668,0.28542723381522966,0.29028705189905585,0.9969999999999999,0.01714466079977653,0.001714466079977653,0.9935981273413216,1.000401872658678,14.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0724487078183074,0.03934651731716649,0.003934651731716649,1.0646415051539522,1.0802559104826626
deep_lasso,linear_medium,top4,100,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,1.1158161231197418e-16,1.1158161231197418e-17,0.3999999999999999,0.3999999999999999,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0724487078183074,0.03934651731716649,0.003934651731716649,1.0646415051539522,1.0802559104826626
deep_lasso,linear_medium,top8,100,0.0,0.0,0.0,0.0,0.0,0.7999999999999998,2.2316322462394835e-16,2.2316322462394835e-17,0.7999999999999998,0.7999999999999998,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0724487078183074,0.03934651731716649,0.003934651731716649,1.0646415051539522,1.0802559104826626
deep_lasso,linear_sparse,top10,100,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,0.6385891470297126,0.03301371360304935,0.0033013713603049348,0.6320385100133703,0.6451397840460549
deep_lasso,linear_sparse,top12,100,0.5833333333333334,0.0,0.0,0.5833333333333334,0.5833333333333334,1.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,12.0,12.0,1.0,0.0,0.0,1.0,1.0,0.6385891470297126,0.03301371360304935,0.0033013713603049348,0.6320385100133703,0.6451397840460549
deep_lasso,linear_sparse,top14,100,0.642857142857143,1.1158161231197418e-16,1.1158161231197418e-17,0.642857142857143,0.642857142857143,1.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,0.6385891470297126,0.03301371360304935,0.0033013713603049348,0.6320385100133703,0.6451397840460549
deep_lasso,linear_sparse,top4,100,0.0,0.0,0.0,0.0,0.0,0.7999999999999998,2.2316322462394835e-16,2.2316322462394835e-17,0.7999999999999998,0.7999999999999998,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6385891470297126,0.03301371360304935,0.0033013713603049348,0.6320385100133703,0.6451397840460549
deep_lasso,linear_sparse,top8,100,0.375,0.0,0.0,0.375,0.375,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,0.6385891470297126,0.03301371360304935,0.0033013713603049348,0.6320385100133703,0.6451397840460549
deep_lasso,linear_weak,top10,100,0.138,0.08260897302498334,0.008260897302498333,0.12160858753771046,0.15439141246228955,0.8620000000000003,0.08260897302498334,0.008260897302498333,0.8456085875377107,0.8783914124622899,10.0,0.0,0.0,10.0,10.0,0.11,0.31446603773522014,0.031446603773522014,0.04760311572520071,0.1723968842747993,1.8875945867931803,0.06711352679427876,0.006711352679427876,1.8742778070391062,1.9009113665472543
deep_lasso,linear_weak,top12,100,0.24833333333333335,0.06802076001847128,0.006802076001847128,0.23483653882501787,0.26183012784164883,0.9020000000000005,0.08162491202216553,0.008162491202216553,0.8858038465900219,0.9181961534099791,12.0,0.0,0.0,12.0,12.0,0.7,0.4605661864718382,0.04605661864718382,0.6086136765510869,0.791386323448913,1.8875945867931803,0.06711352679427876,0.006711352679427876,1.8742778070391062,1.9009113665472543
deep_lasso,linear_weak,top14,100,0.3299999999999999,0.04738035414793429,0.004738035414793429,0.32059870981311833,0.3394012901868815,0.9380000000000004,0.06633249580710798,0.006633249580710798,0.9248381937383662,0.9511618062616346,14.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,1.8875945867931803,0.06711352679427876,0.006711352679427876,1.8742778070391062,1.9009113665472543
deep_lasso,linear_weak,top4,100,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,1.1158161231197418e-16,1.1158161231197418e-17,0.3999999999999999,0.3999999999999999,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.8875945867931803,0.06711352679427876,0.006711352679427876,1.8742778070391062,1.9009113665472543
deep_lasso,linear_weak,top8,100,0.05,0.07325408941596105,0.007325408941596105,0.035464799401351735,0.06453520059864827,0.76,0.058603271532768876,0.005860327153276888,0.7483718395210814,0.7716281604789186,8.0,0.0,0.0,8.0,8.0,0.05,0.2190429135575903,0.021904291355759033,0.006537133781117824,0.09346286621888218,1.8875945867931803,0.06711352679427876,0.006711352679427876,1.8742778070391062,1.9009113665472543
deep_lasso,nonlinear,top10,100,0.21100000000000002,0.10039819709436011,0.010039819709436012,0.1910788195424461,0.23092118045755394,0.789,0.10039819709436015,0.010039819709436015,0.7690788195424462,0.8089211804575539,10.0,0.0,0.0,10.0,10.0,0.34,0.47609522856952335,0.04760952285695234,0.2455323776939951,0.43446762230600494,1.1739645814783441,0.10567784647786552,0.010567784647786552,1.1529958040403128,1.1949333589163755
deep_lasso,nonlinear,top12,100,0.30750000000000005,0.07918549306539031,0.00791854930653903,0.291787880234608,0.3232121197653921,0.8310000000000002,0.0950225916784684,0.00950225916784684,0.8121454562815297,0.8498545437184707,12.0,0.0,0.0,12.0,12.0,0.92,0.2726599243442907,0.027265992434429072,0.8658983556118984,0.9741016443881017,1.1739645814783441,0.10567784647786552,0.010567784647786552,1.1529958040403128,1.1949333589163755
deep_lasso,nonlinear,top14,100,0.38428571428571423,0.06322273323033414,0.006322273323033414,0.3717409523860802,0.3968304761853483,0.8620000000000002,0.0885118265224678,0.00885118265224678,0.8444373333405125,0.8795626666594879,14.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,1.1739645814783441,0.10567784647786552,0.010567784647786552,1.1529958040403128,1.1949333589163755
deep_lasso,nonlinear,top4,100,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,1.1158161231197418e-16,1.1158161231197418e-17,0.3999999999999999,0.3999999999999999,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1739645814783441,0.10567784647786552,0.010567784647786552,1.1529958040403128,1.1949333589163755
deep_lasso,nonlinear,top8,100,0.11,0.09448157321281055,0.009448157321281054,0.09125280608259326,0.12874719391740674,0.7119999999999999,0.07558525857024846,0.007558525857024846,0.6970022448660744,0.7269977551339253,8.0,0.0,0.0,8.0,8.0,0.21,0.40936018074033237,0.040936018074033236,0.12877405901023742,0.29122594098976257,1.1739645814783441,0.10567784647786552,0.010567784647786552,1.1529958040403128,1.1949333589163755
deep_lasso,nonlinear_panel,top10,100,0.212,0.09132028219072662,0.009132028219072661,0.19388007480606037,0.23011992519393962,0.7879999999999999,0.09132028219072663,0.009132028219072663,0.7698800748060604,0.8061199251939395,10.0,0.0,0.0,10.0,10.0,0.28,0.4512608598542129,0.04512608598542129,0.1904600552324887,0.36953994476751134,1.1459138591511664,0.09823182240665368,0.009823182240665368,1.126422534431479,1.1654051838708537
deep_lasso,nonlinear_panel,top12,100,0.295,0.07530335209843916,0.0075303352098439165,0.280058181226085,0.30994181877391497,0.8460000000000001,0.09036402251812703,0.009036402251812703,0.828069817471302,0.8639301825286981,12.0,0.0,0.0,12.0,12.0,0.88,0.3265986323710904,0.03265986323710904,0.815195745730973,0.944804254269027,1.1459138591511664,0.09823182240665368,0.009823182240665368,1.126422534431479,1.1654051838708537
deep_lasso,nonlinear_panel,top14,100,0.3699999999999999,0.06289582962690621,0.006289582962690621,0.35752010286750896,0.3824798971324908,0.8820000000000003,0.0880541614776687,0.00880541614776687,0.8645281440145131,0.8994718559854876,14.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,1.0,1.1459138591511664,0.09823182240665368,0.009823182240665368,1.126422534431479,1.1654051838708537
